ID	//备注	关卡类型(0、通常关,1、Boss关,2、st剧情,3、重要,4、爬塔关,5、Boss挑战关,6、联机,7、ep剧情)	地图ID	战斗逻辑配置ID	解锁条件(1：账号等级；2：Level ID,3：是否拥有某道具,4：曜日本专用是否通关xx关卡)	体力消耗(包含进入和通关)	星级条件 {{1,300},{1,180},{2,2}}	出场怪物信息{{怪物编号,等级(填0不显示等级)}}	怪物强度模板	关卡详情是否显示怪物列表 0或不配显示奖励列表 1显示怪物列表	推荐战力	战斗力增减等级数	是否允许多重战斗	是否显示再次挑战	下一关ID	玩家经验值	角色经验值	队伍规则	时效性队伍规则：{{试用Id,开启时间}}，有多组时最先开放的配最左边	首次达成星级奖励	首通掉落ID	固定掉落ID	随机掉落ID	UI展示固定物品{{G,D,P,L,N}}	UI展示随机物品{{G,D,P,L,N}}	UI展示首通物品{{G,D,P,L,N}}	Boss概念图	关卡概念图	任务资源	dlc版本	关卡倒计时	是否直接进入剧情（1直接进入）	是否返回编队界面（1返回，不配进入下一关）	是否使用玩家最后使用的编队（1使用，不配不使用）	点击下一关返回章节列表（1返回，不配进入下一关）	能力适应阶段ID，对应level_adaptation.txt表	BuffEx
8793	复刻DLC3复刷关难度3	0	4450	1	{{2,8792}}	{0,18}		{400130601,400130602,400130301,400130401,400130101}	3	0			1	0	8794	18				{}	{7247}	{7247}		{{5,29,15,3,8}}		{{5,29,15,3,8}}		1803037	DLC3Task/Dlc3_Repeat_Level01.Dlc3_Repeat_Level01	3					1		
8794	复刻DLC3复刷关难度4	0	4450	1	{{2,8793}}	{0,20}		{400130601,400130602,400130301,400130401,400130101}	3	0			1	0	8795	20				{}	{7248}	{7248}		{{5,29,15,3,9}}		{{5,29,15,3,9}}		1803037	DLC3Task/Dlc3_Repeat_Level01.Dlc3_Repeat_Level01	3					1		
8795	复刻DLC3复刷关难度5	0	4450	1	{{2,8794}}	{0,24}		{400130601,400130602,400130301,400130401,400130101}	3	0			1	0	8796	24				{}	{7249}	{7249}		{{5,29,15,3,11}}		{{5,29,15,3,11}}		1803037	DLC3Task/Dlc3_Repeat_Level01.Dlc3_Repeat_Level01	3					1		
8796	复刻DLC3复刷关难度6	0	4450	1	{{2,8795}}	{0,30}		{400130601,400130602,400130301,400130401,400130101}	3	0			1	0		30				{}	{7250}	{7250}		{{5,29,15,3,15}}		{{5,29,15,3,15}}		1803037	DLC3Task/Dlc3_Repeat_Level01.Dlc3_Repeat_Level01	3					1		
																																					
8812	DLC33复刻DLC11主线-Act1	0	8201	1	{{2,8822}}	{0,0}	{{32,10000},{32,15000},{32,20000}}	{400130401,400130101,400130601,500130701,400130301,500130901,500130801}	1	0			0	0	8823			8201		{}	{7271}					{{5,29,17,4,10}}		1803086	DLC11Task/DLC11_Act1_task.DLC11_Act1_task	11	600			1			
8813	DLC33复刻DLC11主线-Act2	0	8202	1	{{2,8823}}	{0,0}	{{32,10000},{32,15000},{32,20000}}	{400130401,400130101,400130601,500130701,500130201}	1	0			0	0	8824			8202		{}	{7271}					{{5,29,17,4,10}}		1803086	DLC11Task/DLC11_Act2_task.DLC11_Act2_task	11	600			1			
8814	DLC33复刻DLC11主线-Act3	0	8203	1	{{2,8824}}	{0,0}	{{32,10000},{32,15000},{32,20000}}	{400130401,400130101,400130301,4001310}	1	0			0	0	8825			8203		{}	{7271}					{{5,29,17,4,10}}		1803086	DLC11Task/DLC11_Act3_task.DLC11_Act3_task	11	600			1			
8815	DLC33复刻DLC11主线-Act4	0	8204	1	{{2,8825}}	{0,0}	{{32,10000},{32,15000},{32,20000}}	{400130401,400130101}	1	0			0	0	8826			8204		{}	{7271}					{{5,29,17,4,10}}		1803086	DLC11Task/DLC11_Act4_task.DLC11_Act4_task	11	600			1			
8816	DLC33复刻DLC11主线-Act5	0	8205	1	{{2,8826}}	{0,0}	{{32,10000},{32,15000},{32,20000}}	{400130401,400130101,400130601,4001310,5001311}	1	0			0	0	8827			8205		{}	{7271}					{{5,29,17,4,10}}		1803086	DLC11Task/DLC11_Act5_task.DLC11_Act5_task	11	600			1			
8817	DLC33复刻DLC11主线-Act6	0	8206	1	{{2,8827}}	{0,0}	{{32,10000},{32,15000},{32,20000}}	{}	1	0			0	0	8828			8206		{}	{7271}					{{5,29,17,4,10}}		1803086	DLC11Task/DLC11_Act6_task.DLC11_Act6_task	11	600			1			
8818	DLC33复刻DLC11主线-Act7	0	8207	1	{{2,8828}}	{0,0}	{{32,10000},{32,15000},{32,20000}}	{400130401,400130101,400130601,400130301,4001310,500130701,500130901,500130801}	1	0			0	0	8829			8207		{}	{7271}					{{5,29,17,4,10}}		1803087	DLC11Task/DLC11_Act7_task.DLC11_Act7_task	11	600			1			
8819	DLC33复刻DLC11主线-Act8	0	8208	1	{{2,8829}}	{0,0}	{{32,10000},{32,15000},{32,20000}}	{400130401,400130101,400130601,400130301,500130701,500130901,500130801}	1	0			0	0	8830			8208		{}	{7271}					{{5,29,17,4,10}}		1803087	DLC11Task/DLC11_Act8_task.DLC11_Act8_task	11	600			1			
8820	DLC33复刻DLC11主线-Act9	1	8209	1	{{2,8830}}	{0,0}	{{1,480},{7,1},{9}}	{6001303}	1	0			0	0	8831			8209		{}	{7271}					{{5,29,17,4,10}}		1803088	DLC11Task/DLC11_Act9_task.DLC11_Act9_task	11	600			1			
																																					
8821	DLC33复刻DLC11主线-Ep1	7	50000	1	{{1,10}}	{0,0}							0	0	8822	0	0				{7272}			{{5,29,17,4,10}}					DLC11Task/Dlc11_Task_Ep1.Dlc11_Task_Ep1	11		1					
8822	DLC33复刻DLC11主线-Ep2	7	50000	1	{{2,8821}}	{0,0}							0	0	8812	0	0				{7272}			{{5,29,17,4,10}}					DLC11Task/Dlc11_Task_Ep2.Dlc11_Task_Ep2	11		1					
8823	DLC33复刻DLC11主线-Ep3	7	50000	1	{{2,8812}}	{0,0}							0	0	8813	0	0				{7272}			{{5,29,17,4,10}}					DLC11Task/Dlc11_Task_Ep3.Dlc11_Task_Ep3	11		1					
8824	DLC33复刻DLC11主线-Ep4	7	50000	1	{{2,8813}}	{0,0}							0	0	8814	0	0				{7272}			{{5,29,17,4,10}}					DLC11Task/Dlc11_Task_Ep4.Dlc11_Task_Ep4	11		1					
8825	DLC33复刻DLC11主线-Ep5	7	50000	1	{{2,8814}}	{0,0}							0	0	8815	0	0				{7272}			{{5,29,17,4,10}}					DLC11Task/Dlc11_Task_Ep5.Dlc11_Task_Ep5	11		1					
8826	DLC33复刻DLC11主线-Ep6	7	50000	1	{{2,8815}}	{0,0}							0	0	8816	0	0				{7272}			{{5,29,17,4,10}}					DLC11Task/Dlc11_Task_Ep6.Dlc11_Task_Ep6	11		1					
8827	DLC33复刻DLC11主线-Ep7	7	50000	1	{{2,8816}}	{0,0}							0	0	8817	0	0				{7272}			{{5,29,17,4,10}}					DLC11Task/Dlc11_Task_Ep7.Dlc11_Task_Ep7	11		1					
8828	DLC33复刻DLC11主线-Ep8	7	50000	1	{{2,8817}}	{0,0}							0	0	8818	0	0				{7272}			{{5,29,17,4,10}}					DLC11Task/Dlc11_Task_Ep8.Dlc11_Task_Ep8	11		1					
8829	DLC33复刻DLC11主线-Ep9	7	50000	1	{{2,8818}}	{0,0}							0	0	8819	0	0				{7272}			{{5,29,17,4,10}}					DLC11Task/Dlc11_Task_Ep9.Dlc11_Task_Ep9	11		1					
8830	DLC33复刻DLC11主线-Ep10	7	50000	1	{{2,8819}}	{0,0}							0	0	8820	0	0				{7272}			{{5,29,17,4,10}}					DLC11Task/Dlc11_Task_Ep10.Dlc11_Task_Ep10	11		1					
8831	DLC33复刻DLC11主线-Ep11	7	50000	1	{{2,8820}}	{0,0}							0	0	0	0	0				{7272}			{{5,29,17,4,10}}					DLC11Task/Dlc11_Task_Ep11.Dlc11_Task_Ep11	11		1					
																																					
8832	DLC33复刻DLC11主线-St1	2	50000	1	{{2,8826}}	{0,0}							0	0	0	0	0				{7272}			{{5,29,17,4,10}}					DLC11Task/Dlc11_Task_St1.Dlc11_Task_St1	11		1					
8833	DLC33复刻DLC11主线-St2	2	50000	1	{{2,8828}}	{0,0}							0	0	0	0	0				{7272}			{{5,29,17,4,10}}					DLC11Task/Dlc11_Task_St2.Dlc11_Task_St2	11		1					
8834	DLC33复刻DLC11主线-St3	2	50000	1	{{2,8831}}	{0,0}							0	0	0	0	0				{7272}			{{5,29,17,4,10}}					DLC11Task/Dlc11_Task_St3.Dlc11_Task_St3	11		1					
																																					
8835	DLC33复刻DLC11_复刷-01	0	8211	1	{{1,20}}	{0,14}		{4001310,400130101,400130601}	3	0			1	0	8836	14				{}	{7265}	{7265}		{{5,29,17,3,6}}		{{5,29,17,3,6}}		1803086	DLC11Task/RepeatLevel/DLC11_Repeat_Task.DLC11_Repeat_Task	11	600				1		
8836	DLC33复刻DLC11_复刷-02	0	8212	1	{{2,8835}}	{0,16}		{4001310,400130101,400130601}	3	0			1	0	8837	16				{}	{7266}	{7266}		{{5,29,17,3,7}}		{{5,29,17,3,7}}		1803086	DLC11Task/RepeatLevel/DLC11_Repeat_Task.DLC11_Repeat_Task	11	600				1		
8837	DLC33复刻DLC11_复刷-03	0	8213	1	{{2,8836}}	{0,18}		{4001310,400130101,400130601}	3	0			1	0	8838	18				{}	{7267}	{7267}		{{5,29,17,3,8}}		{{5,29,17,3,8}}		1803086	DLC11Task/RepeatLevel/DLC11_Repeat_Task.DLC11_Repeat_Task	11	600				1		
8838	DLC33复刻DLC11_复刷-04	0	8214	1	{{2,8837}}	{0,20}		{4001310,400130101,400130601}	3	0			1	0	8839	20				{}	{7268}	{7268}		{{5,29,17,3,9}}		{{5,29,17,3,9}}		1803086	DLC11Task/RepeatLevel/DLC11_Repeat_Task.DLC11_Repeat_Task	11	600				1		
8839	DLC33复刻DLC11_复刷-05	0	8215	1	{{2,8838}}	{0,24}		{4001310,400130101,400130601}	3	0			1	0	8840	24				{}	{7269}	{7269}		{{5,29,17,3,11}}		{{5,29,17,3,11}}		1803086	DLC11Task/RepeatLevel/DLC11_Repeat_Task.DLC11_Repeat_Task	11	600				1		
8840	DLC33复刻DLC11_复刷-06	0	8216	1	{{2,8839}}	{0,30}		{4001310,400130101,400130601}	3	0			1	0		30				{}	{7270}	{7270}		{{5,29,17,3,15}}		{{5,29,17,3,15}}		1803086	DLC11Task/RepeatLevel/DLC11_Repeat_Task.DLC11_Repeat_Task	11	600				1		
																																					
11601	Dlc32主线-Act1	0	11601	1	{{2,11610}}	{0,12}	{{1,300},{7,1},{9}}	{400130107,400130301,500130707,4001310}	1	0			0	0	11611	12	800	11601		{}	{7257}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,29,16,2,5}}		1803138	DLC32Task/DLC32_Act1_task.DLC32_Act1_task	32	600			1			
11602	Dlc32主线-Act2	0	11602	1	{{2,11611}}	{0,12}	{{1,300},{7,1},{9}}	{400130107,500130502,500130707,400130301,400130401}	1	0			0	0	11603	12	800	11602		{}	{7257}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,29,16,2,5}}		1803138	DLC32Task/DLC32_Act2_task.DLC32_Act2_task	32	600			1			
11603	Dlc32主线-Act3	0	11603	1	{{2,11602}}	{0,12}	{{1,300},{7,1},{9}}	{400130107,400130401,4001310,500131107}	1	0			0	0	11621	12	800	11603		{}	{7257}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,29,16,2,5}}		1803138	DLC32Task/DLC32_Act3_task.DLC32_Act3_task	32	600			1			
11604	Dlc32主线-Act4	0	11604	1	{{2,11603}}	{0,12}	{{1,300},{7,1},{9}}	{400130602,400130107,500130707,4001310,500131107,400130401,400130301}	1	0			0	0	11612	12	800	11604		{}	{7257}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,29,16,2,5}}		1803138	DLC32Task/DLC32_Act4_task.DLC32_Act4_task	32	600			1			
11605	Dlc32主线-Act5	0	11605	1	{{2,11613}}	{0,12}	{{1,300},{7,1},{9}}	{400130106,5001408,500131106}	1	0			0	0	11614	12	800	11605		{}	{7257}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,29,16,2,5}}		1803139	DLC32Task/DLC32_Act5_task.DLC32_Act5_task	32	600			1			
11606	Dlc32主线-Act6	0	11606	1	{{2,11614}}	{0,12}	{{1,300},{7,1},{9}}	{4001410,400130106,400131005,5001406}	1	0			0	0	11615	12	800	11606		{}	{7257}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,29,16,2,5}}		1803139	DLC32Task/DLC32_Act6_task.DLC32_Act6_task	32	600			1			
11607	Dlc32主线-Act7	0	11607	1	{{2,11616}}	{0,12}	{{1,300},{7,1},{9}}	{400130106,500130706,400131005,400130405,4001410}	1	0			0	0	11622	12	800	11607		{}	{7257}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,29,16,2,5}}		1803139	DLC32Task/DLC32_Act7_task.DLC32_Act7_task	32	600			1			
11608	Dlc32主线-Act8	0	11608	1	{{2,11622}}	{0,12}	{{1,300},{7,1},{9}}	{400130106,500131106,500130706,5001406}	1	0			0	0	11617	12	800	11608		{}	{7257}	{1040}		{{4,3,1,1,1200},{4,3,3,1,12},{5,1,1,2,1}}		{{4,3,2,1,50},{5,29,16,2,5}}		1803140	DLC32Task/DLC32_Act8_task.DLC32_Act8_task	32	600			1			
11609	Dlc32主线-Act9	1	11609	1	{{2,11618}}	{0,12}	{{1,300},{7,1},{9}}	{6001304}	1	0			0	0	11619	12	800	11609		{}	{7257}	{1041}		{{4,3,1,1,1200},{4,3,3,1,12},{5,2,1,2,1}}		{{4,3,2,1,50},{5,29,16,2,5}}	1804226	1803139	DLC32Task/DLC32_Act9_task.DLC32_Act9_task	32	600			1			{{8000136,50},{8000137,40}}
																																					
11610	DLC32主线-Ep1	7	50000	1	{{1,9}}	{0,0}							0	0	11601	0	0				{7258}			{{4,3,2,1,20},{5,29,16,2,5}}					DLC32Task/DLC32_ep1.DLC32_ep1	32		1					
11611	DLC32主线-Ep2	7	50000	1	{{2,11601}}	{0,0}							0	0	11602	0	0				{7258}			{{4,3,2,1,20},{5,29,16,2,5}}					DLC32Task/DLC32_ep2.DLC32_ep2	32		1					
11612	DLC32主线-Ep3	7	50000	1	{{2,11604}}	{0,0}							0	0	11613	0	0				{7258}			{{4,3,2,1,20},{5,29,16,2,5}}					DLC32Task/DLC32_ep3.DLC32_ep3	32		1					
11613	DLC32主线-Ep4	7	50000	1	{{2,11612}}	{0,0}							0	0	11605	0	0				{7258}			{{4,3,2,1,20},{5,29,16,2,5}}					DLC32Task/DLC32_ep4.DLC32_ep4	32		1					
11614	DLC32主线-Ep5	7	50000	1	{{2,11605}}	{0,0}							0	0	11606	0	0				{7258}			{{4,3,2,1,20},{5,29,16,2,5}}					DLC32Task/DLC32_ep5.DLC32_ep5	32		1					
11615	DLC32主线-Ep6	7	50000	1	{{2,11606}}	{0,0}							0	0	11616	0	0				{7258}			{{4,3,2,1,20},{5,29,16,2,5}}					DLC32Task/DLC32_ep6.DLC32_ep6	32		1					
11616	DLC32主线-Ep7	7	50000	1	{{2,11615}}	{0,0}							0	0	11607	0	0				{7258}			{{4,3,2,1,20},{5,29,16,2,5}}					DLC32Task/DLC32_ep7.DLC32_ep7	32		1					
11617	DLC32主线-Ep8	7	50000	1	{{2,11608}}	{0,0}							0	0	11618	0	0				{7258}			{{4,3,2,1,20},{5,29,16,2,5}}					DLC32Task/DLC32_ep8.DLC32_ep8	32		1					
11618	DLC32主线-Ep9	7	50000	1	{{2,11617}}	{0,0}							0	0	11609	0	0				{7258}			{{4,3,2,1,20},{5,29,16,2,5}}					DLC32Task/DLC32_ep9.DLC32_ep9	32		1					
11619	DLC32主线-Ep10	7	50000	1	{{2,11609}}	{0,0}							0	0	11620	0	0				{7258}			{{4,3,2,1,20},{5,29,16,2,5}}					DLC32Task/DLC32_ep10.DLC32_ep10	32		1					
11620	DLC32主线-Ep11	7	50000	1	{{2,11619}}	{0,0}							0	0	11623	0	0				{7258}			{{4,3,2,1,20},{5,29,16,2,5}}					DLC32Task/DLC32_ep11.DLC32_ep11	32		1					
																																					
11621	DLC32主线-ST1	2	50000	1	{{2,11603}}	{0,0}							0	0	11604	0	0				{7258}			{{4,3,2,1,20},{5,29,16,2,5}}					DLC32Task/DLC32_st1.DLC32_st1	32		1					
11622	DLC32主线-ST2	2	50000	1	{{2,11607}}	{0,0}							0	0	11608	0	0				{7258}			{{4,3,2,1,20},{5,29,16,2,5}}					DLC32Task/DLC32_st2.DLC32_st2	32		1					
11623	DLC32主线-ST3	2	50000	1	{{2,11620}}	{0,0}							0	0	0	0	0				{7258}			{{4,3,2,1,20},{5,29,16,2,5}}					DLC32Task/DLC32_st3.DLC32_st3	32		1					
																																					
11640	DLC32_复刷-01	0	11640	1	{{1,20}}	{0,14}		{4001310,400130101}	3	0			1	0	11641	14				{}	{7251}	{7251}		{{5,29,16,1,6}}		{{5,29,16,1,6}}		1803138	DLC32Task/RepeatLevel/DLC32_Repeat01.DLC32_Repeat01	32	600				1		
11641	DLC32_复刷-02	0	11641	1	{{2,11640}}	{0,16}		{4001310,400130101}	3	0			1	0	11642	16				{}	{7252}	{7252}		{{5,29,16,1,7}}		{{5,29,16,1,7}}		1803138	DLC32Task/RepeatLevel/DLC32_Repeat01.DLC32_Repeat01	32	600				1		
11642	DLC32_复刷-03	0	11642	1	{{2,11641}}	{0,18}		{4001310,400130101}	3	0			1	0	11643	18				{}	{7253}	{7253}		{{5,29,16,1,8}}		{{5,29,16,1,8}}		1803138	DLC32Task/RepeatLevel/DLC32_Repeat01.DLC32_Repeat01	32	600				1		
11643	DLC32_复刷-04	0	11643	1	{{2,11642}}	{0,20}		{4001310,400130101}	3	0			1	0	11644	20				{}	{7254}	{7254}		{{5,29,16,1,9}}		{{5,29,16,1,9}}		1803138	DLC32Task/RepeatLevel/DLC32_Repeat01.DLC32_Repeat01	32	600				1		
11644	DLC32_复刷-05	0	11644	1	{{2,11643}}	{0,24}		{4001310,400130101}	3	0			1	0	11645	24				{}	{7255}	{7255}		{{5,29,16,1,11}}		{{5,29,16,1,11}}		1803138	DLC32Task/RepeatLevel/DLC32_Repeat01.DLC32_Repeat01	32	600				1		
11645	DLC32_复刷-06	0	11645	1	{{2,11644}}	{0,30}		{4001310,400130101}	3	0			1	0		30				{}	{7256}	{7256}		{{5,29,16,1,15}}		{{5,29,16,1,15}}		1803138	DLC32Task/RepeatLevel/DLC32_Repeat01.DLC32_Repeat01	32	600				1		
																																					
8806	DLC33_复刷-01	0	8806	1	{{1,20}}	{0,14}		{400121105,400121204,400121303,400121106,400121107}	3	0			1	0	8807	14				{}	{7259}	{7259}		{{5,29,17,1,6}}		{{5,29,17,1,6}}		1803144	DLC33Task/RepeatLevel/DLC33_Repeat01.DLC33_Repeat01	33	600				1		
8807	DLC33_复刷-02	0	8806	1	{{2,8806}}	{0,16}		{400121105,400121204,400121303,400121106,400121107}	3	0			1	0	8808	16				{}	{7260}	{7260}		{{5,29,17,1,7}}		{{5,29,17,1,7}}		1803144	DLC33Task/RepeatLevel/DLC33_Repeat01.DLC33_Repeat01	33	600				1		
8808	DLC33_复刷-03	0	8806	1	{{2,8807}}	{0,18}		{400121105,400121204,400121303,400121106,400121107}	3	0			1	0	8809	18				{}	{7261}	{7261}		{{5,29,17,1,8}}		{{5,29,17,1,8}}		1803144	DLC33Task/RepeatLevel/DLC33_Repeat01.DLC33_Repeat01	33	600				1		
8809	DLC33_复刷-04	0	8806	1	{{2,8808}}	{0,20}		{400121105,400121204,400121303,400121106,400121107}	3	0			1	0	8810	20				{}	{7262}	{7262}		{{5,29,17,1,9}}		{{5,29,17,1,9}}		1803144	DLC33Task/RepeatLevel/DLC33_Repeat01.DLC33_Repeat01	33	600				1		
8810	DLC33_复刷-05	0	8806	1	{{2,8809}}	{0,24}		{400121105,400121204,400121303,400121106,400121107}	3	0			1	0	8811	24				{}	{7263}	{7263}		{{5,29,17,1,11}}		{{5,29,17,1,11}}		1803144	DLC33Task/RepeatLevel/DLC33_Repeat01.DLC33_Repeat01	33	600				1		
8811	DLC33_复刷-06	0	8806	1	{{2,8810}}	{0,30}		{400121105,400121204,400121303,400121106,400121107}	3	0			1	0		30				{}	{7264}	{7264}		{{5,29,17,1,15}}		{{5,29,17,1,15}}		1803144	DLC33Task/RepeatLevel/DLC33_Repeat01.DLC33_Repeat01	33	600				1		
																																					
8886	DLC34_复刷-01	0	8886	1	{{1,20}}	{0,14}		{4001211,4001212,4001216,4001213}	3				1	0	8887	14				{}	{7273}	{7273}		{{5,29,18,1,6}}		{{5,29,18,1,6}}		1803146	DLC34Task/RepeatLevel/DLC34_Repeat01.DLC34_Repeat01	34	600				1		
8887	DLC34_复刷-02	0	8886	1	{{2,8886}}	{0,16}		{4001211,4001212,4001216,4001213}	3				1	0	8888	16				{}	{7274}	{7274}		{{5,29,18,1,7}}		{{5,29,18,1,7}}		1803146	DLC34Task/RepeatLevel/DLC34_Repeat01.DLC34_Repeat01	34	600				1		
8888	DLC34_复刷-03	0	8886	1	{{2,8887}}	{0,18}		{4001211,4001212,4001216,4001213}	3				1	0	8889	18				{}	{7275}	{7275}		{{5,29,18,1,8}}		{{5,29,18,1,8}}		1803146	DLC34Task/RepeatLevel/DLC34_Repeat01.DLC34_Repeat01	34	600				1		
8889	DLC34_复刷-04	0	8886	1	{{2,8888}}	{0,20}		{4001211,4001212,4001216,4001213}	3				1	0	8890	20				{}	{7276}	{7276}		{{5,29,18,1,9}}		{{5,29,18,1,9}}		1803146	DLC34Task/RepeatLevel/DLC34_Repeat01.DLC34_Repeat01	34	600				1		
8890	DLC34_复刷-05	0	8886	1	{{2,8889}}	{0,24}		{4001211,4001212,4001216,4001213}	3				1	0	8891	24				{}	{7277}	{7277}		{{5,29,18,1,11}}		{{5,29,18,1,11}}		1803146	DLC34Task/RepeatLevel/DLC34_Repeat01.DLC34_Repeat01	34	600				1		
8891	DLC34_复刷-06	0	8886	1	{{2,8890}}	{0,30}		{4001211,4001212,4001216,4001213}	3				1	0		30				{}	{7278}	{7278}		{{5,29,18,1,15}}		{{5,29,18,1,15}}		1803146	DLC34Task/RepeatLevel/DLC34_Repeat01.DLC34_Repeat01	34	600				1		
																																					
11750	DLC35_复刷-01	0	11750	1	{{1,20}}	{0,14}		{4001211,4001212,4001216,4001213}	3				1	0	11751	14				{}	{7279}	{7279}		{{5,29,19,1,6}}		{{5,29,19,1,6}}		1803156	DLC35Task/RepeatLevel/DLC35_Repeat01.DLC35_Repeat01	35	600				1		
11751	DLC35_复刷-02	0	11750	1	{{2,11750}}	{0,16}		{4001211,4001212,4001216,4001213}	3				1	0	11752	16				{}	{7280}	{7280}		{{5,29,19,1,7}}		{{5,29,19,1,7}}		1803156	DLC35Task/RepeatLevel/DLC35_Repeat01.DLC35_Repeat01	35	600				1		
11752	DLC35_复刷-03	0	11750	1	{{2,11751}}	{0,18}		{4001211,4001212,4001216,4001213}	3				1	0	11753	18				{}	{7281}	{7281}		{{5,29,19,1,8}}		{{5,29,19,1,8}}		1803156	DLC35Task/RepeatLevel/DLC35_Repeat01.DLC35_Repeat01	35	600				1		
11753	DLC35_复刷-04	0	11750	1	{{2,11752}}	{0,20}		{4001211,4001212,4001216,4001213}	3				1	0	11754	20				{}	{7282}	{7282}		{{5,29,19,1,9}}		{{5,29,19,1,9}}		1803156	DLC35Task/RepeatLevel/DLC35_Repeat01.DLC35_Repeat01	35	600				1		
11754	DLC35_复刷-05	0	11750	1	{{2,11753}}	{0,24}		{4001211,4001212,4001216,4001213}	3				1	0	11755	24				{}	{7283}	{7283}		{{5,29,19,1,11}}		{{5,29,19,1,11}}		1803156	DLC35Task/RepeatLevel/DLC35_Repeat01.DLC35_Repeat01	35	600				1		
11755	DLC35_复刷-06	0	11750	1	{{2,11754}}	{0,30}		{4001211,4001212,4001216,4001213}	3				1	0		30				{}	{7284}	{7284}		{{5,29,19,1,15}}		{{5,29,19,1,15}}		1803156	DLC35Task/RepeatLevel/DLC35_Repeat01.DLC35_Repeat01	35	600				1		
																																					
11790	DLC36_复刻Dlc26主线-Act1	0	8500	1	{{2,11804}}	{0,0}	{{1,300},{7,1},{9}}	{4002006,4001017,4001005,4001007,4002003,5001019,5001001,4002004,4002002}	1	0			0	0	11791			8500		{}	{7297}					{{5,29,20,4,10}}		1803105	DLC26Task/DLC26_Act1_task.DLC26_Act1_task	26	600			1			
11791	DLC36_复刻Dlc26主线-Act2	0	8501	1	{{2,11790}}	{0,0}	{{1,300},{7,1},{9}}	{4002007,4001017,4001005,4001002,4002003}	1	0			0	0	11805			8501		{}	{7297}					{{5,29,20,4,10}}		1803106	DLC26Task/DLC26_Act2_task.DLC26_Act2_task	26	600			1			
11792	DLC36_复刻Dlc26主线-Act3	0	8502	1	{{2,11805}}	{0,0}	{{1,300},{7,1},{9}}	{4001007,4001004,4001005,4001006,5001019,5001010,4002002,4001003,4001602,4001002}	1	0			0	0	11793			8502		{}	{7297}					{{5,29,20,4,10}}		1803107	DLC26Task/DLC26_Act3_task.DLC26_Act3_task	26	600			1			
11793	DLC36_复刻Dlc26主线-Act4	0	8503	1	{{2,11792}}	{0,0}	{{1,300},{7,1},{9}}	{4001004,5001001,4002007,4002003,4002002,4001005,4003006,4001002,5001009}	1	0			0	0	11806			8503		{}	{7297}					{{5,29,20,4,10}}		1803107	DLC26Task/DLC26_Act4_task.DLC26_Act4_task	26	600			1			
11794	DLC36_复刻Dlc26主线-Act5	0	8504	1	{{2,11806}}	{0,0}	{{1,300},{7,1},{9}}	{4001006,4003003,4001005,4001002,4001017,4002007,4001004,5001010}	1	0			0	0	11795			8504		{}	{7297}					{{5,29,20,4,10}}		1803108	DLC26Task/DLC26_Act5_task.DLC26_Act5_task	26	600			1			
11795	DLC36_复刻Dlc26主线-Act6	0	8505	1	{{2,11794}}	{0,0}	{{1,300},{7,1},{9}}	{4001006,4001007,4001005,4003003,4001002,5001018}	1	0			0	0	11807			8505		{}	{7297}					{{5,29,20,4,10}}		1803108	DLC26Task/DLC26_Act6_task.DLC26_Act6_task	26	600			1			
11796	DLC36_复刻Dlc26主线-Act7	0	8506	1	{{2,11808}}	{0,0}	{{1,300},{7,1},{9}}	{4002004,4001005,4002003,4001006,4002007,5001511}	1	0			0	0	11809			8506		{}	{7297}					{{5,29,20,4,10}}		1803109	DLC26Task/DLC26_Act7_task.DLC26_Act7_task	26	600			1			
11797	DLC36_复刻Dlc26主线-Act8	0	8507	1	{{2,11809}}	{0,0}	{{1,300},{7,1},{9}}	{6001506}	1	0			0	0	11810			8507		{}	{7297}					{{5,29,20,4,10}}	1804163	1803110	DLC26Task/DLC26_Act8_task.DLC26_Act8_task	26	600			1			
										0			0	0																							
11804	DLC36_复刻DLC26主线-Ep1	7	50000	1	{{1,10}}	{0,0}							0	0	11790	0	0				{7298}					{{5,29,20,4,10}}			DLC26Task/DLC26_Act_task_Ep1.DLC26_Act_task_Ep1	26		1					
11805	DLC36_复刻DLC26主线-Ep2	7	50000	1	{{2,11791}}	{0,0}							0	0	11792	0	0				{7298}					{{5,29,20,4,10}}			DLC26Task/DLC26_Act_task_Ep2.DLC26_Act_task_Ep2	26		1					
11806	DLC36_复刻DLC26主线-Ep3	7	50000	1	{{2,11793}}	{0,0}							0	0	11794	0	0				{7298}					{{5,29,20,4,10}}			DLC26Task/DLC26_Act_task_Ep3.DLC26_Act_task_Ep3	26		1					
