ID（10-血量；20-攻击；30-防御）	注释	1级值	2级值	3级值	4级值	5级值	6级值	7级值	8级值	9级值	10级值	11级值	12级值	13级值	14级值	15级值	16级值	17级值	18级值	19级值	20级值	21级值	22级值	23级值	24级值	25级值	26级值	27级值	28级值	29级值	30级值	31级值	32级值	33级值	34级值	35级值	36级值	37级值	38级值	39级值	40级值	41级值	42级值	43级值	44级值	45级值	46级值	47级值	48级值	49级值	50级值	51级值	52级值	53级值	54级值	55级值	56级值	57级值	58级值	59级值	60级值	61级值	62级值	63级值	64级值	65级值	66级值	67级值	68级值	69级值	70级值	71级值	72级值	73级值	74级值	75级值	76级值	77级值	78级值	79级值	80级值	81级值	82级值	83级值	84级值	85级值	86级值	87级值	88级值	89级值	90级值	91级值	92级值	93级值	94级值	95级值	96级值	97级值	98级值	99级值	100级值	101级值	102级值	103级值	104级值	105级值	106级值	107级值	108级值	109级值	110级值	111级值	112级值	113级值	114级值	115级值	116级值	117级值	118级值	119级值	120级值	121级值	122级值	123级值	124级值	125级值	126级值	127级值	128级值	129级值	130级值	131级值	132级值	133级值	134级值	135级值	136级值	137级值	138级值	139级值	140级值	141级值	142级值	143级值	144级值	145级值	146级值	147级值	148级值	149级值	150级值	151级值	152级值	153级值	154级值	155级值	156级值	157级值	158级值	159级值	160级值	161级值	162级值	163级值	164级值	165级值	166级值	167级值	168级值	169级值	170级值	171级值	172级值	173级值	174级值	175级值	176级值	177级值	178级值	179级值	180级值	181级值	182级值	183级值	184级值	185级值	186级值	187级值	188级值	189级值	190级值	191级值	192级值	193级值	194级值	195级值	196级值	197级值	198级值	199级值	200级值	201级值	202级值	203级值	204级值	205级值	206级值	207级值	208级值	209级值	210级值	211级值	212级值	213级值	214级值	215级值	216级值	217级值	218级值	219级值	220级值	221级值	222级值	223级值	224级值	225级值	226级值	227级值	228级值	229级值	230级值	231级值	232级值	233级值	234级值	235级值	236级值	237级值	238级值	239级值	240级值	241级值	242级值	243级值	244级值	245级值	246级值	247级值	248级值	249级值	250级值	251级值	252级值	253级值	254级值	255级值	256级值	257级值	258级值	259级值	260级值	261级值	262级值	263级值	264级值	265级值	266级值	267级值	268级值	269级值	270级值	271级值	272级值	273级值	274级值	275级值	276级值	277级值	278级值	279级值	280级值	281级值	282级值	283级值	284级值	285级值	286级值	287级值	288级值	289级值	290级值	291级值	292级值	293级值	294级值	295级值	296级值	297级值	298级值	299级值	300级值
19104	大肉鸽极难	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	16660	17493	18326	19159	19992	20825	21658	22491	23324	24157	24990	25823	26656	27489	28322	29155	29988	30821	31654	32487	33320	34153	34986	35819	36652	37485	38318	39151	39984	40817	41650	42483	43316	44149	44982	45815	46648	47481	48314	49147	49980	50813	51646	52479	53312	54145	54978	55811	56644	57477	58310	59143	59976	60809	61642	62475	63308	64141	64974	65807	66640	67473	68306	69139	69972	70805	71638	72471	73304	74137	74970	75803	76636	77469	78302	79135	79968	80801	81634	82467	83300	84133	84966	85799	86632	87465	88298	89131	89964	90797	91630	92463	93296	94129	94962	95795	96628	97461	98294	99127	99960	100793	101626	102459	103292	104125	104958	105791	106624	107457	108290	109123	109956	110789	111622	112455	113288	114121	114954	115787	116620	117453	118286	119119	119952	120785	121618	122451	123284	124117	124950	125783	126616	127449	128282	129115	129948	130781	131614	132447	133280	134113	134946	135779	136612	137445	138278	139111	139944	140777	141610	142443	143276	144109	144942	145775	146608	147441	148274	149107	149940	150773	151606	152439	153272	154105	154938	155771	156604	157437	158270	159103	159936	160769	161602	162435	163268	164101	164934	165767	166600	167433	168266	169099	169932	170765	171598	172431	173264	174097	174930	175763	176596	177429	178262	179095	179928	180761	181594	182427	183260
19121	大肉鸽boss-基于14100	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2373	2486	2599	2712	2825	2938	3051	3164	3277	3390	3503	3616	3729	3842	3955	4068	4181	4294	4407	4520	4633	4746	4859	4972	5085	5198	5311	5424	5537	5650	5763	5876	5989	6102	6215	6328	6441	6554	6667	6780	6893	7006	7119	7232	7345	7458	7571	7684	7797	7910	8023	8136	8249	8362	8475	8588	8701	8814	8927	9040	9153	9266	9379	9492	9605	9718	9831	9944	10057	10170	10283	10396	10509	10622	10735	10848	10961	11074	11187	11300	11413	11526	11639	11752	11865	11978	12091	12204	12317	12430	12543	12656	12769	12882	12995	13108	13221	13334	13447	13560	13673	13786	13899	14012	14125	14238	14351	14464	14577	14690	14803	14916	15029	15142	15255	15368	15481	15594	15707	15820	15933	16046	16159	16272	16385	16498	16611	16724	16837	16950	17063	17176	17289	17402	17515	17628	17741	17854	17967	18080	18193	18306	18419	18532	18645	18758	18871	18984	19097	19210	19323	19436	19549	19662	19775	19888	20001	20114	20227	20340	20453	20566	20679	20792	20905	21018	21131	21244	21357	21470	21583	21696	21809	21922	22035	22148	22261	22374	22487	22600	22713	22826	22939	23052	23165	23278	23391	23504	23617	23730	23843	23956	24069	24182	24295	24408	24521	24634	24747	24860
19122		6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	7119	7458	7797	8136	8475	8814	9153	9492	9831	10170	10509	10848	11187	11526	11865	12204	12543	12882	13221	13560	13899	14238	14577	14916	15255	15594	15933	16272	16611	16950	17289	17628	17967	18306	18645	18984	19323	19662	20001	20340	20679	21018	21357	21696	22035	22374	22713	23052	23391	23730	24069	24408	24747	25086	25425	25764	26103	26442	26781	27120	27459	27798	28137	28476	28815	29154	29493	29832	30171	30510	30849	31188	31527	31866	32205	32544	32883	33222	33561	33900	34239	34578	34917	35256	35595	35934	36273	36612	36951	37290	37629	37968	38307	38646	38985	39324	39663	40002	40341	40680	41019	41358	41697	42036	42375	42714	43053	43392	43731	44070	44409	44748	45087	45426	45765	46104	46443	46782	47121	47460	47799	48138	48477	48816	49155	49494	49833	50172	50511	50850	51189	51528	51867	52206	52545	52884	53223	53562	53901	54240	54579	54918	55257	55596	55935	56274	56613	56952	57291	57630	57969	58308	58647	58986	59325	59664	60003	60342	60681	61020	61359	61698	62037	62376	62715	63054	63393	63732	64071	64410	64749	65088	65427	65766	66105	66444	66783	67122	67461	67800	68139	68478	68817	69156	69495	69834	70173	70512	70851	71190	71529	71868	72207	72546	72885	73224	73563	73902	74241	74580
19123		15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	16065	16830	17595	18360	19125	19890	20655	21420	22185	22950	23715	24480	25245	26010	26775	27540	28305	29070	29835	30600	31365	32130	32895	33660	34425	35190	35955	36720	37485	38250	39015	39780	40545	41310	42075	42840	43605	44370	45135	45900	46665	47430	48195	48960	49725	50490	51255	52020	52785	53550	54315	55080	55845	56610	57375	58140	58905	59670	60435	61200	61965	62730	63495	64260	65025	65790	66555	67320	68085	68850	69615	70380	71145	71910	72675	73440	74205	74970	75735	76500	77265	78030	78795	79560	80325	81090	81855	82620	83385	84150	84915	85680	86445	87210	87975	88740	89505	90270	91035	91800	92565	93330	94095	94860	95625	96390	97155	97920	98685	99450	100215	100980	101745	102510	103275	104040	104805	105570	106335	107100	107865	108630	109395	110160	110925	111690	112455	113220	113985	114750	115515	116280	117045	117810	118575	119340	120105	120870	121635	122400	123165	123930	124695	125460	126225	126990	127755	128520	129285	130050	130815	131580	132345	133110	133875	134640	135405	136170	136935	137700	138465	139230	139995	140760	141525	142290	143055	143820	144585	145350	146115	146880	147645	148410	149175	149940	150705	151470	152235	153000	153765	154530	155295	156060	156825	157590	158355	159120	159885	160650	161415	162180	162945	163710	164475	165240	166005	166770	167535	168300
19124		19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	19940	20937	21934	22931	23928	24925	25922	26919	27916	28913	29910	30907	31904	32901	33898	34895	35892	36889	37886	38883	39880	40877	41874	42871	43868	44865	45862	46859	47856	48853	49850	50847	51844	52841	53838	54835	55832	56829	57826	58823	59820	60817	61814	62811	63808	64805	65802	66799	67796	68793	69790	70787	71784	72781	73778	74775	75772	76769	77766	78763	79760	80757	81754	82751	83748	84745	85742	86739	87736	88733	89730	90727	91724	92721	93718	94715	95712	96709	97706	98703	99700	100697	101694	102691	103688	104685	105682	106679	107676	108673	109670	110667	111664	112661	113658	114655	115652	116649	117646	118643	119640	120637	121634	122631	123628	124625	125622	126619	127616	128613	129610	130607	131604	132601	133598	134595	135592	136589	137586	138583	139580	140577	141574	142571	143568	144565	145562	146559	147556	148553	149550	150547	151544	152541	153538	154535	155532	156529	157526	158523	159520	160517	161514	162511	163508	164505	165502	166499	167496	168493	169490	170487	171484	172481	173478	174475	175472	176469	177466	178463	179460	180457	181454	182451	183448	184445	185442	186439	187436	188433	189430	190427	191424	192421	193418	194415	195412	196409	197406	198403	199400	200397	201394	202391	203388	204385	205382	206379	207376	208373	209370	210367	211364	212361	213358	214355	215352	216349	217346	218343	219340
																																																																																																																																																																																																																																																																																																													
19201	背包肉鸽	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	12716	13872	15028	16184	17340	18496	19652	20808	21964	23120	24276	25432	26588	27744	28900	30056	31212	32368	33524	34680	35836	36992	38148	39304	40460	41616	42772	43928	45084	46240	47396	48552	49708	50864	52020	53176	54332	55488	56644	57800	58956	60112	61268	62424	63580	64736	65892	67048	68204	69360	70516	71672	72828	73984	75140	76296	77452	78608	79764	80920	82076	83232	84388	85544	86700	87856	89012	90168	91324	92480	93636	94792	95948	97104	98260	99416	100572	101728	102884	104040	105196	106352	107508	108664	109820	110976	112132	113288	114444	115600	116756	117912	119068	120224	121380	122536	123692	124848	126004	127160	128316	129472	130628	131784	132940	134096	135252	136408	137564	138720	139876	141032	142188	143344	144500	145656	146812	147968	149124	150280	151436	152592	153748	154904	156060	157216	158372	159528	160684	161840	162996	164152	165308	166464	167620	168776	169932	171088	172244	173400	174556	175712	176868	178024	179180	180336	181492	182648	183804	184960	186116	187272	188428	189584	190740	191896	193052	194208	195364	196520	197676	198832	199988	201144	202300	203456	204612	205768	206924	208080	209236	210392	211548	212704	213860	215016	216172	217328	218484	219640	220796	221952	223108	224264	225420	226576	227732	228888	230044	231200	232356	233512	234668	235824	236980	238136	239292	240448	241604	242760
19221	背包肉鸽boss	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	15300	16830	18360	19890	21420	22950	24480	26010	27540	29070	30600	32130	33660	35190	36720	38250	39780	41310	42840	44370	45900	47430	48960	50490	52020	53550	55080	56610	58140	59670	61200	62730	64260	65790	67320	68850	70380	71910	73440	74970	76500	78030	79560	81090	82620	84150	85680	87210	88740	90270	91800	93330	94860	96390	97920	99450	100980	102510	104040	105570	107100	108630	110160	111690	113220	114750	116280	117810	119340	120870	122400	123930	125460	126990	128520	130050	131580	133110	134640	136170	137700	139230	140760	142290	143820	145350	146880	148410	149940	151470	153000	154530	156060	157590	159120	160650	162180	163710	165240	166770	168300	169830	171360	172890	174420	175950	177480	179010	180540	182070	183600	185130	186660	188190	189720	191250	192780	194310	195840	197370	198900	200430	201960	203490	205020	206550	208080	209610	211140	212670	214200	215730	217260	218790	220320	221850	223380	224910	226440	227970	229500	231030	232560	234090	235620	237150	238680	240210	241740	243270	244800	246330	247860	249390	250920	252450	253980	255510	257040	258570	260100	261630	263160	264690	266220	267750	269280	270810	272340	273870	275400	276930	278460	279990	281520	283050	284580	286110	287640	289170	290700	292230	293760	295290	296820	298350	299880	301410	302940	304470	306000	307530	309060	310590	312120	313650	315180	316710	318240	319770	321300
																																																																																																																																																																																																																																																																																																													
19301	异星守护-正常成长(血量）	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	150	190	241	306	387	492	626	797	1014	1291	1643	2091	2676	3406	4337	5550	7067	9044	11575	14743	18869	24152	30766	39382	50412	64531	82608	105261	134755	172518	220867	282773	362037	463529	507595	555862	608731	666641	733305	803082	879516	963243	1054960	1155432	1265497	1392047	1524680	1669981	1829162	2012078	2203907	2414069	2644319	2908750	3186238	3490258	3839284	4205689	4607141	5067855	5551699	6081841	6690025	7328991	8029118	8832030	9675900	10643490	11660630	12775180	14052698	15396136	16935749	18555104	20410614	22362582	24598840	26951772	29646950	32483252	35731577	39150599	43065659	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198	51765198
19399	异星守护-防线血量	50000	100000	200000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
																																																																																																																																																																																																																																																																																																													
19401	爆爆菜园-植物血量	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
19402	爆爆菜园-怪物血量	100000	150000	200000	250000	300000	350000	400000	450000	500000	550000	600000	650000	700000	750000	800000	850000	900000	950000	1000000	1050000	1100000	1150000	1200000	1250000	1300000	1350000	1400000	1450000	1500000	1550000	1600000	1650000	1700000	1750000	1800000	1850000	1900000	1950000	2000000	2050000	2100000	2150000	2200000	2250000	2300000	2350000	2400000	2450000	2500000	2550000	2600000	2650000	2700000	2750000	2800000	2850000	2900000	2950000	3000000	3050000	3100000	3150000	3200000	3250000	3300000	3350000	3400000	3450000	3500000	3550000	3600000	3650000	3700000	3750000	3800000	3850000	3900000	3950000	4000000	4050000	4100000	4150000	4200000	4250000	4300000	4350000	4400000	4450000	4500000	4550000	4600000	4650000	4700000	4750000	4800000	4850000	4900000	4950000	5000000	5050000	5100000	5150000	5200000	5250000	5300000	5350000	5400000	5450000	5500000	5550000	5600000	5650000	5700000	5750000	5800000	5850000	5900000	5950000	6000000	6050000	6100000	6150000	6200000	6250000	6300000	6350000	6400000	6450000	6500000	6550000	6600000	6650000	6700000	6750000	6800000	6850000	6900000	6950000	7000000	7050000	7100000	7150000	7200000	7250000	7300000	7350000	7400000	7450000	7500000	7550000	7600000	7650000	7700000	7750000	7800000	7850000	7900000	7950000	8000000	8050000	8100000	8150000	8200000	8250000	8300000	8350000	8400000	8450000	8500000	8550000	8600000	8650000	8700000	8750000	8800000	8850000	8900000	8950000	9000000	9050000	9100000	9150000	9200000	9250000	9300000	9350000	9400000	9450000	9500000	9550000	9600000	9650000	9700000	9750000	9800000	9850000	9900000	9950000	10000000	10050000	10100000	10150000	10200000	10250000	10300000	10350000	10400000	10450000	10500000	10550000	10600000	10650000	10700000	10750000	10800000	10850000	10900000	10950000	11000000	11050000	11100000	11150000	11200000	11250000	11300000	11350000	11400000	11450000	11500000	11550000	11600000	11650000	11700000	11750000	11800000	11850000	11900000	11950000	12000000	12050000	12100000	12150000	12200000	12250000	12300000	12350000	12400000	12450000	12500000	12550000	12600000	12650000	12700000	12750000	12800000	12850000	12900000	12950000	13000000	13050000	13100000	13150000	13200000	13250000	13300000	13350000	13400000	13450000	13500000	13550000	13600000	13650000	13700000	13750000	13800000	13850000	13900000	13950000	14000000	14050000	14100000	14150000	14200000	14250000	14300000	14350000	14400000	14450000	14500000	14550000	14600000	14650000	14700000	14750000	14800000	14850000	14900000	14950000	15000000	15050000
																																																																																																																																																																																																																																																																																																													
20070	攻击70%	9	11	12	14	15	16	18	19	21	23	24	26	28	30	31	33	35	37	38	40	42	44	46	49	51	54	57	60	63	67	70	74	78	82	86	91	95	100	105	110	115	120	125	130	136	142	147	153	159	165	171	178	184	191	197	204	211	218	225	232	240	248	256	265	274	284	294	304	314	325	336	348	360	372	385	397	411	424	438	453	462	471	480	489	499	508	519	529	539	550	561	572	583	595	606	618	631	643	656	669	682	696	709	723	738	752	767	782	798	814	830	846	863	880	898	915	934	952	971	990	1010	1030	1050	1071	1093	1114	1136	1159	1182	1205	1229	1254	1278	1304	1330	1356	1383	1411	1439	1468	1497	1527	1557	1588	1620	1652	1685	1718	1753	1788	1823	1860	1897	1935	1973	2012	2053	2094	2135	2178	2221	2265	2311	2357	2404	2452	2501	2550	2601	2653	2706	2760	2815	2871	2928	2986	3046	3107	3169	3232	3297	3362	3430	3498	3568	3639	3711	3785	3861	3938	4017	4097	4179	4262	4347	4434	4523	4613	4705	4799	4895	4992	5092	5194	5297	5403	5511	5621	5733	5848	5965	6084	6205	6329	6455	6584	6716	6850	6987	7126	7269	7414	7562	7713	7867	8024	8185	8348	8515	8685	8859	9036	9216	9401	9588	9780	9975	10175	10378	10586	10797	11013	11233	11457	11686	11920	12158	12401	12649	12902	13160	13423	13691	13965	14244	14529	14819	15115	15417	15726	16040	16361	16688	17021	17361	17708	18062	18424	18792	19167	19551	19941	20340	20747	21162	21585	22016	22457	22906	23363	23831	24307	24793	25289	25795	26310	26836	27373	27920	28479	29048	29629	30221	30825	31442	32070	32712	33366	34033	34713
20080	攻击80%	11	13	14	16	17	19	21	22	24	26	28	30	32	34	36	38	40	42	44	46	49	51	53	56	59	62	65	69	73	77	81	85	89	94	99	104	109	115	120	126	131	137	143	149	156	162	169	175	182	189	196	203	211	218	226	233	241	249	257	266	275	284	293	303	314	325	336	347	359	372	385	398	411	425	440	455	470	485	501	518	528	538	549	559	570	581	593	605	617	629	641	654	667	680	693	707	721	735	750	765	780	795	811	827	843	860	877	895	912	930	949	967	987	1006	1026	1047	1067	1089	1110	1132	1155	1177	1201	1225	1249	1274	1299	1325	1351	1378	1405	1433	1461	1491	1520	1551	1581	1613	1645	1678	1711	1745	1780	1815	1851	1888	1926	1964	2003	2043	2084	2126	2168	2211	2255	2300	2346	2393	2441	2489	2539	2589	2641	2694	2747	2802	2858	2915	2973	3032	3093	3154	3217	3281	3347	3413	3481	3551	3622	3694	3768	3843	3920	3998	4078	4159	4242	4327	4413	4501	4591	4683	4776	4871	4969	5068	5169	5272	5377	5485	5594	5706	5820	5936	6055	6175	6299	6424	6553	6683	6817	6953	7092	7233	7378	7525	7675	7829	7985	8145	8307	8473	8643	8815	8991	9171	9354	9541	9732	9926	10125	10327	10533	10744	10959	11177	11401	11629	11861	12098	12340	12587	12838	13095	13356	13623	13895	14173	14456	14745	15040	15341	15647	15960	16279	16605	16937	17275	17620	17973	18332	18698	19072	19453	19842	20239	20643	21056	21477	21906	22344	22791	23246	23711	24185	24669	25162	25665	26178	26701	27235	27780	28335	28902	29480	30069	30671	31284	31909	32547	33198	33862	34539	35229	35934	36652	37385	38133	38895	39673
20100	攻击100%	14	16	18	20	22	24	26	28	30	33	35	38	40	43	45	48	50	53	55	58	61	64	67	70	74	78	82	86	91	96	101	106	112	118	124	130	137	143	150	157	164	172	179	187	195	203	211	219	228	236	245	254	263	273	282	292	302	312	322	332	343	355	367	379	392	406	420	434	449	465	481	497	514	532	550	568	587	607	627	647	660	673	686	699	713	727	741	756	771	786	801	817	833	850	867	884	901	919	937	956	975	994	1014	1034	1054	1075	1097	1118	1140	1163	1186	1209	1233	1258	1283	1308	1334	1361	1388	1415	1443	1472	1501	1531	1561	1592	1624	1656	1689	1722	1756	1791	1827	1863	1900	1938	1977	2016	2056	2097	2139	2181	2225	2269	2314	2360	2407	2455	2504	2554	2605	2657	2710	2764	2819	2875	2933	2991	3051	3112	3174	3237	3301	3367	3434	3503	3573	3644	3716	3790	3866	3943	4021	4101	4183	4267	4352	4439	4527	4618	4710	4804	4900	4998	5097	5199	5302	5408	5516	5626	5739	5853	5970	6089	6211	6335	6461	6590	6722	6856	6993	7132	7275	7420	7568	7719	7873	8030	8191	8354	8521	8691	8865	9042	9222	9406	9594	9786	9981	10181	10384	10592	10803	11019	11239	11464	11693	11926	12165	12408	12656	12909	13167	13430	13698	13972	14251	14536	14826	15123	15425	15733	16048	16368	16695	17029	17369	17716	18070	18431	18800	19176	19559	19950	20349	20756	21171	21594	22025	22466	22915	23373	23840	24316	24802	25298	25804	26320	26846	27382	27930	28488	29058	29639	30231	30836	31452	32081	32723	33377	34044	34725	35419	36127	36850	37587	38338	39105	39887	40684	41498	42327	43174	44037	44917	45815	46731	47666	48619	49591
