	注释	血量（破墙值）	血量ID	强度血量ID	血量倍数	攻击ID	强度攻击ID	攻击倍数	护盾类型	护盾ID	强度护盾ID	护盾倍数	防御ID	强度防御ID	防御倍数	护盾回复间隔	充能延迟	充能速率	暴击率	暴击加成	动能抗性	高热抗性	低温抗性	电击抗性	特异抗性	场地伤害抗性	群伤减免系数	装甲值	速度加成	气绝时间	硬直容量	硬直衰减延迟	硬直恢复间隔	硬直恢复速度（百分比/s）	硬直触发间隔	破墙值	仇恨系数（威胁值）	威胁值衰减比例	效果系数	控制保护	基础保护时间	保护时间系数	保护延长时间	控制免疫阈值	控制时间上限
15017	新星开拓盖弥尔破坏物	600					101	0.130938								0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	0	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
16011	新星开拓刻耳柏洛斯幻像	0		201	73.48469		101	0.335531			201			302	0.2	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	0	0	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
15043	新星开拓塞壬	0		201	107.3313		101	0.406401			201			302	0.4	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	0	1000	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
14047	新星开拓护卫机器人	0		201	59.5294		101	0.571605			201			302	0.2	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	7	700	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
14048	新星开拓护卫机器人机枪破坏物	300					101	0.571605								0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	1	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
14049	新星开拓护卫机器人护盾破坏物	750					101	0.571605								0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	1	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
15044	新星开拓断刃	0		201	99		101	0.39824			201			302	0.3	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	7	700	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
15045	新星开拓哑炮	0		201	134.1641		101	0.366239			201			302	0.2	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	7	700	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
15046	新星开拓哑炮破坏物	600					101	0.366239								0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	1	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
17001	新星开拓BOSS 黄机甲	0		201	118.4905		101	0.227546			201			302	0.4	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	0	200	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
16017	新星开拓BOSS 透墨索斯	0		201	236.981		101	0.54406			201			302	0.4	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	8	0	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
																																													
20000	异星守护_新星开拓			102	1		201	1			201			301	0	0	0	0	0	0	0	0	20	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20001	异星守护_甲型异化人			102	12.5		201	1			201			301	0	0	0	0	0	0	0	0	20	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20002	异星守护_乙型异化人			102	12.5		201	0.5			201			301	0	0	0	0	0	0	0	0	20	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20003	异星守护_丙型异化人			102	25		201	0.5			201			301	0	0	0	0	0	0	0	0	20	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20004	异星守护_祸斗			102	10		201	1			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20005	异星守护_长臂			102	10		201	1			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20006	异星守护_啮咬球			102	10		201	1			201			301	0	0	0	0	0	0	0	0	0	0	20	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20007	异星守护_甲型异化人（紫）			102	12.5		201	1			201			301	0	0	0	0	0	0	0	0	0	0	20	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20008	异星守护_乙型异化人（紫）			102	12.5		201	0.5			201			301	0	0	0	0	0	0	0	0	0	0	20	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20009	异星守护_丙型异化人（紫）			102	25		201	0.5			201			301	0	0	0	0	0	0	0	0	0	0	20	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20010	异星守护_祸斗（紫）			102	7.5		201	1			201			301	0	0	0	0	0	0	0	20	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20011	异星守护_甲型异化人（橙）			102	12.5		201	1			201			301	0	0	0	0	0	0	0	20	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20012	异星守护_乙型异化人（橙）			102	12.5		201	0.5			201			301	0	0	0	0	0	0	0	20	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20013	异星守护_丙型异化人（橙）			102	25		201	0.5			201			301	0	0	0	0	0	0	0	20	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20014	异星守护_祸斗（橙）			102	7.5		201	1			201			301	0	0	0	0	0	0	0	0	0	20	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20015	异星守护_甲型异化人（黄）			102	12.5		201	1			201			301	0	0	0	0	0	0	0	0	0	20	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20016	异星守护_乙型异化人（黄）			102	12.5		201	0.5			201			301	0	0	0	0	0	0	0	0	0	20	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20017	异星守护_丙型异化人（黄）			102	25		201	0.5			201			301	0	0	0	0	0	0	0	0	0	20	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20018	异星守护_祸斗（黄）			102	7.5		201	1			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20019	异星守护_丁型异化人			102	125		201	1.5			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	1	10	1	2	2	10
20020	异星守护_自走炮			102	125		201	1.5			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	1	10	1	2	2	10
20021	异星守护_炉子	800		102	187.5		201	1			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	1	10	1	2	2	10
20022	异星守护_链斧	400		102	125		201	1.5			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	1	10	1	2	2	10
20023	异星守护_净化贤者	400		102	125		201	1.5			201			302	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	8	0	3	0.1	-0.1	0.7	5	1	20	1	1	10	1	2	2	10
20024	异星守护_审判官	600		102	125		201	1.5			201			302	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	8	0	3	0.1	-0.1	0.7	5	1	20	1	1	10	1	2	2	10
20025	异星守护_盖弥尔	1200		102	312.5		201	3			201			302	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	8	0	3	0.1	-0.1	0.7	5	1	20	1	1	10	1	2	2	10
20026	异星守护_夏基	1200		102	312.5		201	3			201			302	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	8	0	3	0.1	-0.1	0.7	5	1	20	1	1	10	1	2	2	10
20027	异星守护_二型验证机甲	1200		102	312.5		201	3			201			302	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	8	0	3	0.1	-0.1	0.7	5	1	20	1	1	10	1	2	2	10
20028	异星守护_食夜影兽			102	312.5		201	5			201			302	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	8	0	3	0.1	-0.1	0.7	5	1	20	1	1	10	1	2	2	10
20029	异星守护_净化贤者-僚机			102	50		201	1.5			201			302	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	8	0	3	0.1	-0.1	0.7	5	1	20	1	1	10	1	2	2	10
20101	异星守护二期_泰坦融合体（蓝）			102	20		201	1			201			301	0	0	0	0	0	0	0	0	20	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20102	异星守护二期_砖头			102	7.5		201	1			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20103	异星守护二期_自爆盒			102	7.5		201	3			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20104	异星守护二期_滚石			102	12.5		201	3			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20105	异星守护二期_泰坦融合体（紫）			102	20		201	1			201			301	0	0	0	0	0	0	0	0	0	0	20	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20106	异星守护二期_泰坦融合体（橙）			102	20		201	1			201			301	0	0	0	0	0	0	0	20	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20107	异星守护二期_泰坦融合体（黄）			102	20		201	1			201			301	0	0	0	0	0	0	0	0	0	20	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20108	异星守护二期_甲型异化人（白）			102	12.5		201	1			201			301	0	0	0	0	0	0	20	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20109	异星守护二期_乙型异化人（白）			102	12.5		201	0.5			201			301	0	0	0	0	0	0	20	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20110	异星守护二期_丙型异化人（白）			102	25		201	0.5			201			301	0	0	0	0	0	0	20	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20111	异星守护二期_祸斗（白）			102	7.5		201	1			201			301	0	0	0	0	0	0	20	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20112	异星守护二期_泰坦融合体（白）			102	20		201	1			201			301	0	0	0	0	0	0	20	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
20201	异星守护三期_少女基础模板			102	1		302	1			201			301	0	0	0	0	0	0	20	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
																																													
21001	爆爆菜园植物_辣椒			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21002	爆爆菜园植物_大辣椒			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21003	爆爆菜园植物_玉米射手			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21004	爆爆菜园植物_连发玉米射手1			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21005	爆爆菜园植物_连发玉米射手2			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21006	爆爆菜园植物_冰冻玉米射手1			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21007	爆爆菜园植物_冰冻玉米射手2			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21008	爆爆菜园植物_火焰玉米射手1			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21009	爆爆菜园植物_火焰玉米射手2			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21010	爆爆菜园植物_西兰花			102	250		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21011	爆爆菜园植物_大西兰花			102	250		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21012	爆爆菜园植物_南瓜			102	1500		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21013	爆爆菜园植物_爆炸南瓜			102	3500		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21014	爆爆菜园植物_火焰南瓜			102	2000		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21015	爆爆菜园植物_冰冻南瓜			102	2000		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21016	爆爆菜园植物_胡萝卜			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21017	爆爆菜园植物_大胡罗卜			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21018	爆爆菜园植物_超级胡罗卜			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21019	爆爆菜园植物_番茄大厨			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21020	爆爆菜园植物_暴躁番茄大厨			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21021	爆爆菜园植物_稳重番茄大厨			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21022	爆爆菜园植物_竹笋特工			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21023	爆爆菜园植物_鹰眼竹笋特工			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21024	爆爆菜园植物_凛冽竹笋特工			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21025	爆爆菜园植物_莲藕要塞安保			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21026	爆爆菜园植物_嫩芽小菜咩			102	250		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21027	爆爆菜园植物_潜行小菜咩			102	250		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21028	爆爆菜园植物_偶像小菜咩			102	250		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21029	爆爆菜园植物_侦探小菜咩			102	250		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21030	爆爆菜园植物_紫茄魔导			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21031	爆爆菜园植物_紫茄大贤者			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21032	爆爆菜园植物_紫茄魔导队长			102	150		201	250			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
																																													
21101	爆爆菜园怪物_甲型异化人			103	1		201	5			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21102	爆爆菜园怪物_啮咬球			103	1		201	5			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21103	爆爆菜园怪物_乙型异化人			103	2		201	1			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21104	爆爆菜园怪物_丙型异化人			103	2.67		201	5			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21105	爆爆菜园怪物_水母			103	0.5		201	5			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21106	爆爆菜园怪物_侵蚀泰坦			103	8		201	20			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21107	爆爆菜园怪物_鼯鼠无人机			103	0.75		201	5			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21108	爆爆菜园怪物_清理部队（近战）			103	4		201	15			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21109	爆爆菜园怪物_审判官（巨剑慢速）			103	20		201	10			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21110	爆爆菜园怪物_空壳遗迹守卫			103	20		201	10			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21111	爆爆菜园怪物_铁娘子			103	20		201	10			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21112	爆爆菜园怪物_盖弥尔（陀螺）			103	60		201	50			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21113	爆爆菜园怪物_吉诺拉搜救队（步枪）			103	2		201	2.5			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21114	爆爆菜园怪物_炽热投手			103	3.5		201	5			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21115	爆爆菜园怪物_埃罗换皮			103	1.5		201	5			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21116	爆爆菜园怪物_炸弹气球			103	1		201	5			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21117	爆爆菜园怪物_播种使徒			103	2.5		201	5			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21118	爆爆菜园怪物_滚石			103	0.75		201	15			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21119	爆爆菜园怪物_炉子			103	7.5		201	7.5			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21120	爆爆菜园怪物_鬃狼运输机			103	15		201	5			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21121	爆爆菜园怪物_精英异化人			103	15		201	15			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
21122	爆爆菜园怪物_透墨索斯			103	70		201	20			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
																																													
22001	肉鸽玩法_无人机			400	10000		400	5000			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
22002	进击行动_无人机			400	10000		201	11.6			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
22003	进击行动_电磁炮塔			400	10000		201	11.6			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
22004	进击行动_大地碎裂炮			400	10000		201	11.6			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
22005	进击行动_爆弹发射器			400	10000		201	11.6			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
																																													
23001	我方机炮			400	10000		400	7500			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
23002	敌方大炮			400	400000		400	1000			201			301	0	0	0	0	0	0	0	0	0	0	0	-100	100	-1	0	3	50	3	0.1	-0.1	0.7	5	1	20	1	0	0	0	0	0	0
23003	激浪联航 噬孽机·卡律布狄斯	0		104	100		201	1						303	1	0	0	0	0	0	0	0	0	0	0	0	100	-1	0	8	0	3	0.1	-0.1	0.7	5	1	20	1	1	10	1	2	2	10
23004	激浪联航 尤弥尔	0		104	140		201	1			104	0		303	1	0	0	0	0	0	0	0	0	0	0	0	100	-1	0	5	0	3	0.1	-0.1	0.7	5	1	20	1	1	10	1	2	2	10
23005	激浪联航 尼亚尔	0		104	40		201	1			104	150		303	1	0	0	0	0	0	0	0	0	0	0	0	100	-1	0	5	0	3	0.1	-0.1	0.7	5	1	20	1	1	10	1	2	2	10
23006	激浪联航 尼亚尔灰	0		104	40		201	1	2		104	150		303	1	0	0	0	0	0	0	0	0	0	0	0	100	-1	0	5	0	3	0.1	-0.1	0.7	5	1	20	1	1	10	1	2	2	10
																																													
24001	米娅NPC-仅限主线	0		999	1		101	2			101			301	1	0	0	0	0	0	0	0	0	0	0	50	100	-1	0	0	0	3	0.1	-0.1	0.7	5	1	20	1	1	10	1	2	2	10
