玩法组	节点id	备注	路线数量	地图风貌	通道地图	路线1	路线2	路线3{{地图组,权重}}	特殊路线和触发条件	房间等级	怪物数值模板	完成后获得的经验	完成后获得的科技点	完成后获得的奖券（赛季生效）	完成后获得的钥匙（冒险模式生效）	完成后获得的万能钥匙（冒险模式生效）	完成后消耗的精力值（冒险模式生效）	初始地图配置(地图组,地图id)
712	6	2.2迭战1-1房间5	3	area18	corridor2	relx_normal	bingo_level1	reward_hard		113	15	19	5	0	1	0	0	
712	7	2.2迭战1-1房间6	3	area18		fight_boss	fight_boss	fight_boss		115	15	20	5	0	0	0	0	
712	8	2.2迭战1-1房间7	3	area18		fight_bonus_ball	fight_bonus_ball	fight_bonus_ball		117	15	23	6	0	1	0	0	
712	9	2.2迭战1-1房间8	3	area18		fight_hard_vip	fight_hard_vip	fight_hard_vip		119	15	23	6	0	0	1	0	
712	10	2.2迭战1-1房间9	3	area08	corridor3	fight_bonus_tianlou	reward_hard	random_nofight_hard		121	15	23	6	0	1	1	0	
712	11	2.2迭战1-1房间10	3	area08		shop_level3	relx_normal	fight_hard		1	15	27	7	0	0	0	0	
712	12	2.2迭战1-1房间11	3	area08		fight_hard_personal	fight_hard	fight_hard		125	15	27	7	0	1	0	0	
712	13	2.2迭战1-1房间12	3	area08		fight_boss	reward_hard	random_havefight_hard		128	15	30	8	0	0	0	0	
712	14	2.2迭战1-1房间13	3	area10	corridor3	fight_boss	fight_boss	fight_boss		131	15	30	8	0	1	0	0	
712	15	2.2迭战1-1房间14	3	area10		shop_level3	relx_rare_3	fight_hard		134	15	34	9	0	0	0	0	
712	16	2.2迭战1-1房间15	1	area10		fight_finboss				137	15	34	9	0	1	0	0	
712	17	2.2迭战1-1房间16	1	area10		fight_infinity				140	15	38	10	0	1	1	0	
712	18	2.2迭战1-1房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
713	1	2.2迭战1-起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
713	2	2.2迭战1-1房间1	3	area02	corridor1	random_havefight_hard	reward_normal	fight_hard		105	15	11	3	0	1	0	0	
713	3	2.2迭战1-1房间2	3	area02		fight_hard	fight_hard_magic	fight_hard		107	15	11	3	0	0	0	0	
713	4	2.2迭战1-1房间3	3	area02		fight_hard	fight_boss	random_nofight_hard		109	15	15	4	0	1	0	0	
713	5	2.2迭战1-1房间4	3	area02		fight_boss	fight_boss	fight_boss		111	15	15	4	0	0	0	0	
713	6	2.2迭战1-1房间5	3	area18	corridor2	relx_normal	bingo_level1	reward_hard		113	15	19	5	0	1	0	0	
713	7	2.2迭战1-1房间6	3	area18		fight_boss	fight_boss	fight_boss		115	15	20	5	0	0	0	0	
713	8	2.2迭战1-1房间7	3	area18		fight_bonus_ball	fight_bonus_ball	fight_bonus_ball		117	15	23	6	0	1	0	0	
713	9	2.2迭战1-1房间8	3	area18		fight_hard_vip	fight_hard_vip	fight_hard_vip		119	15	23	6	0	0	1	0	
713	10	2.2迭战1-1房间9	3	area08	corridor3	fight_bonus_tianlou	reward_hard	random_nofight_hard		121	15	23	6	0	1	1	0	
713	11	2.2迭战1-1房间10	3	area08		shop_level3	relx_normal	fight_hard		1	15	27	7	0	0	0	0	
713	12	2.2迭战1-1房间11	3	area08		fight_hard_personal	fight_hard	fight_hard		125	15	27	7	0	1	0	0	
713	13	2.2迭战1-1房间12	3	area08		fight_boss	reward_hard	random_havefight_hard		128	15	30	8	0	0	0	0	
713	14	2.2迭战1-1房间13	3	area11	corridor3	fight_boss	fight_boss	fight_boss		131	15	30	8	0	1	0	0	
713	15	2.2迭战1-1房间14	3	area11		shop_level3	relx_rare_3	fight_hard		134	15	34	9	0	0	0	0	
713	16	2.2迭战1-1房间15	1	area11		fight_finboss				137	15	34	9	0	1	0	0	
713	17	2.2迭战1-1房间16	1	area11		fight_infinity				140	15	38	10	0	1	1	0	
713	18	2.2迭战1-1房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
721	1	2.2迭战2-起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
721	2	2.2迭战2-1房间1	3	area18	corridor1	reward_normal	reward_normal	reward_normal		105	15	11	3	0	1	0	0	
721	3	2.2迭战2-1房间2	3	area18		fight_bonus_ball	fight_bonus_ball	fight_bonus_ball		107	15	11	3	0	0	0	0	
721	4	2.2迭战2-1房间3	3	area18		fight_boss	fight_boss	fight_boss		109	15	15	4	0	1	1	0	
721	5	2.2迭战2-1房间4	3	area18		random_havefight_hard	fight_hard_magic	reward_hard		111	15	15	4	0	0	0	0	
721	6	2.2迭战2-1房间5	3	area02	corridor2	fight_boss	fight_boss	fight_boss		113	15	19	5	0	1	0	0	
721	7	2.2迭战2-1房间6	3	area02		relx_normal	reward_hard	random_havefight_hard		115	15	20	5	0	0	0	0	
721	8	2.2迭战2-1房间7	3	area02		random_havefight_hard	fight_boss	shop_level3		117	15	23	6	0	1	0	0	
721	9	2.2迭战2-1房间8	3	area02		fight_boss	fight_boss	fight_boss		119	15	23	6	0	0	0	0	
721	10	2.2迭战2-1房间9	3	area08	corridor3	fight_bonus_tianlou	bingo_level2	random_nofight_hard		121	15	23	6	0	1	1	0	
721	11	2.2迭战2-1房间10	3	area08		fight_hard_vip	fight_hard_vip	fight_hard_vip		1	15	27	7	0	0	0	0	
721	12	2.2迭战2-1房间11	3	area08		fight_hard_personal	relx_normal	fight_boss		125	15	27	7	0	1	0	0	
721	13	2.2迭战2-1房间12	3	area08		reward_hard	random_havefight_hard	random_havefight_hard		128	15	30	8	0	0	0	0	
721	14	2.2迭战2-1房间13	3	area10	corridor3	fight_boss	fight_boss	fight_boss		131	15	30	8	0	1	0	0	
721	15	2.2迭战2-1房间14	3	area10		random_havefight_hard	shop_level3	relx_rare_3		134	15	34	9	0	0	0	0	
721	16	2.2迭战2-1房间15	1	area10		fight_finboss				137	15	34	9	0	1	0	0	
721	17	2.2迭战2-1房间16	1	area10		fight_infinity				140	15	38	10	0	1	1	0	
721	18	2.2迭战2-1房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
722	1	2.2迭战2-起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
722	2	2.2迭战2-1房间1	3	area18	corridor1	reward_normal	reward_normal	reward_normal		105	15	11	3	0	1	0	0	
722	3	2.2迭战2-1房间2	3	area18		fight_bonus_ball	fight_bonus_ball	fight_bonus_ball		107	15	11	3	0	0	0	0	
722	4	2.2迭战2-1房间3	3	area18		fight_boss	fight_boss	fight_boss		109	15	15	4	0	1	1	0	
722	5	2.2迭战2-1房间4	3	area18		random_havefight_hard	fight_hard_magic	reward_hard		111	15	15	4	0	0	0	0	
722	6	2.2迭战2-1房间5	3	area10	corridor2	fight_boss	fight_boss	fight_boss		113	15	19	5	0	1	0	0	
722	7	2.2迭战2-1房间6	3	area10		relx_normal	reward_hard	random_havefight_hard		115	15	20	5	0	0	0	0	
722	8	2.2迭战2-1房间7	3	area10		random_havefight_hard	fight_boss	shop_level3		117	15	23	6	0	1	0	0	
722	9	2.2迭战2-1房间8	3	area10		fight_boss	fight_boss	fight_boss		119	15	23	6	0	0	0	0	
722	10	2.2迭战2-1房间9	3	area08	corridor3	fight_bonus_tianlou	bingo_level2	random_nofight_hard		121	15	23	6	0	1	1	0	
722	11	2.2迭战2-1房间10	3	area08		fight_hard_vip	fight_hard_vip	fight_hard_vip		1	15	27	7	0	0	0	0	
722	12	2.2迭战2-1房间11	3	area08		fight_hard_personal	relx_normal	fight_boss		125	15	27	7	0	1	0	0	
722	13	2.2迭战2-1房间12	3	area08		reward_hard	random_havefight_hard	random_havefight_hard		128	15	30	8	0	0	0	0	
722	14	2.2迭战2-1房间13	3	area11	corridor3	fight_boss	fight_boss	fight_boss		131	15	30	8	0	1	0	0	
722	15	2.2迭战2-1房间14	3	area11		random_havefight_hard	shop_level3	relx_rare_3		134	15	34	9	0	0	0	0	
722	16	2.2迭战2-1房间15	1	area11		fight_finboss				137	15	34	9	0	1	0	0	
722	17	2.2迭战2-1房间16	1	area11		fight_infinity				140	15	38	10	0	1	1	0	
722	18	2.2迭战2-1房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
723	1	2.2迭战2-起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
723	2	2.2迭战2-1房间1	3	area18	corridor1	reward_normal	reward_normal	reward_normal		105	15	11	3	0	1	0	0	
723	3	2.2迭战2-1房间2	3	area18		fight_bonus_ball	fight_bonus_ball	fight_bonus_ball		107	15	11	3	0	0	0	0	
723	4	2.2迭战2-1房间3	3	area18		fight_boss	fight_boss	fight_boss		109	15	15	4	0	1	1	0	
723	5	2.2迭战2-1房间4	3	area18		random_havefight_hard	fight_hard_magic	reward_hard		111	15	15	4	0	0	0	0	
723	6	2.2迭战2-1房间5	3	area11	corridor2	fight_boss	fight_boss	fight_boss		113	15	19	5	0	1	0	0	
723	7	2.2迭战2-1房间6	3	area11		relx_normal	reward_hard	random_havefight_hard		115	15	20	5	0	0	0	0	
723	8	2.2迭战2-1房间7	3	area11		random_havefight_hard	fight_boss	shop_level3		117	15	23	6	0	1	0	0	
723	9	2.2迭战2-1房间8	3	area11		fight_boss	fight_boss	fight_boss		119	15	23	6	0	0	0	0	
723	10	2.2迭战2-1房间9	3	area08	corridor3	fight_bonus_tianlou	bingo_level2	random_nofight_hard		121	15	23	6	0	1	1	0	
723	11	2.2迭战2-1房间10	3	area08		fight_hard_vip	fight_hard_vip	fight_hard_vip		1	15	27	7	0	0	0	0	
723	12	2.2迭战2-1房间11	3	area08		fight_hard_personal	relx_normal	fight_boss		125	15	27	7	0	1	0	0	
723	13	2.2迭战2-1房间12	3	area08		reward_hard	random_havefight_hard	random_havefight_hard		128	15	30	8	0	0	0	0	
723	14	2.2迭战2-1房间13	3	area02	corridor3	fight_boss	fight_boss	fight_boss		131	15	30	8	0	1	0	0	
723	15	2.2迭战2-1房间14	3	area02		random_havefight_hard	shop_level3	relx_rare_3		134	15	34	9	0	0	0	0	
723	16	2.2迭战2-1房间15	1	area02		fight_finboss				137	15	34	9	0	1	0	0	
723	17	2.2迭战2-1房间16	1	area02		fight_infinity				140	15	38	10	0	1	1	0	
723	18	2.2迭战2-1房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
731	1	2.2迭战3-起点	3	origin		fight_normal_vip	fight_normal_vip	reward_normal		0	15	0	0	0	0	0	0	start,1
731	2	2.2迭战3-1房间1	3	area02	corridor1	fight_hard	fight_hard	fight_hard		105	15	11	3	0	1	0	0	
731	3	2.2迭战3-1房间2	3	area02		fight_hard	random_havefight_hard	random_nofight_hard		107	15	11	3	0	0	0	0	
731	4	2.2迭战3-1房间3	3	area02		fight_hard_magic	fight_hard	fight_hard		109	15	15	4	0	1	0	0	
731	5	2.2迭战3-1房间4	3	area02		fight_boss	fight_boss	fight_boss		111	15	15	4	0	0	0	0	
731	6	2.2迭战3-1房间5	3	area10	corridor2	fight_boss	bingo_level1	fight_hard		113	15	19	5	0	1	0	0	
731	7	2.2迭战3-1房间6	3	area10		shop_level3	reward_hard	fight_boss		115	15	20	5	0	0	0	0	
731	8	2.2迭战3-1房间7	3	area10		fight_hard_vip	fight_hard_vip	fight_hard_vip		117	15	23	6	0	1	0	0	
731	9	2.2迭战3-1房间8	3	area10		relx_rare_3	random_havefight_hard	fight_hard		119	15	23	6	0	0	0	0	
731	10	2.2迭战3-1房间9	3	area11	corridor3	fight_hard	fight_hard	fight_hard_personal		121	15	23	6	0	1	1	0	
731	11	2.2迭战3-1房间10	3	area11		random_nofight_hard	fight_hard	fight_hard		123	15	27	7	0	0	0	0	
731	12	2.2迭战3-1房间11	3	area11		fight_boss	bingo_level2	reward_hard		125	15	27	7	0	1	0	0	
731	13	2.2迭战3-1房间12	3	area11		fight_bonus_ball	fight_bonus_ball	fight_bonus_ball		128	15	30	8	0	0	0	0	
731	14	2.2迭战3-1房间13	3	area18	corridor3	fight_boss	fight_boss	fight_boss		131	15	30	8	0	1	1	0	
731	15	2.2迭战3-1房间14	3	area18		shop_level3	relx_rare_3	fight_hard		134	15	34	9	0	0	0	0	
731	16	2.2迭战3-1房间15	1	area18		fight_finboss				137	15	34	9	0	1	0	0	
731	17	2.2迭战3-1房间16	1	area18		fight_infinity				140	15	38	10	0	1	1	0	
731	18	2.2迭战3-1房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
732	1	2.2迭战3-起点	3	origin		fight_normal_vip	fight_normal_vip	reward_normal		0	15	0	0	0	0	0	0	start,1
732	2	2.2迭战3-1房间1	3	area11	corridor1	fight_hard	fight_hard	fight_hard		105	15	11	3	0	1	0	0	
732	3	2.2迭战3-1房间2	3	area11		fight_hard	random_havefight_hard	random_nofight_hard		107	15	11	3	0	0	0	0	
732	4	2.2迭战3-1房间3	3	area11		fight_hard_magic	fight_hard	fight_hard		109	15	15	4	0	1	0	0	
732	5	2.2迭战3-1房间4	3	area11		fight_boss	fight_boss	fight_boss		111	15	15	4	0	0	0	0	
732	6	2.2迭战3-1房间5	3	area08	corridor2	fight_boss	bingo_level1	fight_hard		113	15	19	5	0	1	0	0	
732	7	2.2迭战3-1房间6	3	area08		shop_level3	reward_hard	fight_boss		115	15	20	5	0	0	0	0	
732	8	2.2迭战3-1房间7	3	area08		fight_hard_vip	fight_hard_vip	fight_hard_vip		117	15	23	6	0	1	0	0	
732	9	2.2迭战3-1房间8	3	area08		relx_rare_3	random_havefight_hard	fight_hard		119	15	23	6	0	0	0	0	
732	10	2.2迭战3-1房间9	3	area02	corridor3	fight_hard	fight_hard	fight_hard_personal		121	15	23	6	0	1	1	0	
732	11	2.2迭战3-1房间10	3	area02		random_nofight_hard	fight_hard	fight_hard		123	15	27	7	0	0	0	0	
732	12	2.2迭战3-1房间11	3	area02		fight_boss	bingo_level2	reward_hard		125	15	27	7	0	1	0	0	
732	13	2.2迭战3-1房间12	3	area02		fight_bonus_ball	fight_bonus_ball	fight_bonus_ball		128	15	30	8	0	0	0	0	
732	14	2.2迭战3-1房间13	3	area18	corridor3	fight_boss	fight_boss	fight_boss		131	15	30	8	0	1	1	0	
732	15	2.2迭战3-1房间14	3	area18		shop_level3	relx_rare_3	fight_hard		134	15	34	9	0	0	0	0	
732	16	2.2迭战3-1房间15	1	area18		fight_finboss				137	15	34	9	0	1	0	0	
732	17	2.2迭战3-1房间16	1	area18		fight_infinity				140	15	38	10	0	1	1	0	
732	18	2.2迭战3-1房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
733	1	2.2迭战3-起点	3	origin		fight_normal_vip	fight_normal_vip	reward_normal		0	15	0	0	0	0	0	0	start,1
733	2	2.2迭战3-1房间1	3	area10	corridor1	fight_hard	fight_hard	fight_hard		105	15	11	3	0	1	0	0	
733	3	2.2迭战3-1房间2	3	area10		fight_hard	random_havefight_hard	random_nofight_hard		107	15	11	3	0	0	0	0	
733	4	2.2迭战3-1房间3	3	area10		fight_hard_magic	fight_hard	fight_hard		109	15	15	4	0	1	0	0	
733	5	2.2迭战3-1房间4	3	area10		fight_boss	fight_boss	fight_boss		111	15	15	4	0	0	0	0	
733	6	2.2迭战3-1房间5	3	area08	corridor2	fight_boss	bingo_level1	fight_hard		113	15	19	5	0	1	0	0	
733	7	2.2迭战3-1房间6	3	area08		shop_level3	reward_hard	fight_boss		115	15	20	5	0	0	0	0	
733	8	2.2迭战3-1房间7	3	area08		fight_hard_vip	fight_hard_vip	fight_hard_vip		117	15	23	6	0	1	0	0	
733	9	2.2迭战3-1房间8	3	area08		relx_rare_3	random_havefight_hard	fight_hard		119	15	23	6	0	0	0	0	
733	10	2.2迭战3-1房间9	3	area11	corridor3	fight_hard	fight_hard	fight_hard_personal		121	15	23	6	0	1	1	0	
733	11	2.2迭战3-1房间10	3	area11		random_nofight_hard	fight_hard	fight_hard		123	15	27	7	0	0	0	0	
733	12	2.2迭战3-1房间11	3	area11		fight_boss	bingo_level2	reward_hard		125	15	27	7	0	1	0	0	
733	13	2.2迭战3-1房间12	3	area11		fight_bonus_ball	fight_bonus_ball	fight_bonus_ball		128	15	30	8	0	0	0	0	
733	14	2.2迭战3-1房间13	3	area18	corridor3	fight_boss	fight_boss	fight_boss		131	15	30	8	0	1	1	0	
733	15	2.2迭战3-1房间14	3	area18		shop_level3	relx_rare_3	fight_hard		134	15	34	9	0	0	0	0	
733	16	2.2迭战3-1房间15	1	area18		fight_finboss				137	15	34	9	0	1	0	0	
733	17	2.2迭战3-1房间16	1	area18		fight_infinity				140	15	38	10	0	1	1	0	
733	18	2.2迭战3-1房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
741	1	2.2迭战3-起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
741	2	2.2迭战4-1房间1	3	area11	corridor1	fight_hard	reward_normal	fight_boss		105	15	11	3	0	1	0	0	
741	3	2.2迭战4-1房间2	3	area11		fight_boss	fight_boss	fight_boss		107	15	11	3	0	0	0	0	
741	4	2.2迭战4-1房间3	3	area11		fight_boss	fight_boss	fight_boss		109	15	15	4	0	1	0	0	
741	5	2.2迭战4-1房间4	3	area11		relx_normal	random_havefight_hard	fight_boss		111	15	15	4	0	0	0	0	
741	6	2.2迭战4-1房间5	3	area02	corridor2	fight_boss	fight_hard_magic	bingo_level1		113	15	19	5	0	1	0	0	
741	7	2.2迭战4-1房间6	3	area02		fight_boss	fight_boss	fight_boss		115	15	20	5	0	0	0	0	
741	8	2.2迭战4-1房间7	3	area02		fight_boss	random_havefight_hard	shop_level3		117	15	23	6	0	1	0	0	
741	9	2.2迭战4-1房间8	3	area02		fight_hard_vip	fight_hard_vip	fight_hard_vip		119	15	23	6	0	0	0	0	
741	10	2.2迭战4-1房间9	3	area08	corridor3	reward_hard	fight_bonus_tianlou	relx_normal		121	15	23	6	0	1	1	0	
741	11	2.2迭战4-1房间10	3	area08		fight_hard	bingo_level2	random_havefight_hard		1	15	27	7	0	0	0	0	
741	12	2.2迭战4-1房间11	3	area08		fight_boss	fight_boss	fight_boss		125	15	27	7	0	1	0	0	
741	13	2.2迭战4-1房间12	3	area08		shop_level3	fight_boss	fight_hard		128	15	30	8	0	0	0	0	
741	14	2.2迭战4-1房间13	3	area10	corridor3	fight_boss	fight_boss	fight_boss		131	15	30	8	0	1	0	0	
741	15	2.2迭战4-1房间14	3	area10		relx_rare_3	reward_hard	fight_hard		134	15	34	9	0	0	0	0	
741	16	2.2迭战4-1房间15	1	area10		fight_finboss				137	15	34	9	0	1	0	0	
741	17	2.2迭战4-1房间16	1	area10		fight_infinity				140	15	38	10	0	1	1	0	
741	18	2.2迭战4-1房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
742	1	2.2迭战3-起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
742	2	2.2迭战4-1房间1	3	area18	corridor1	fight_hard	reward_normal	fight_boss		105	15	11	3	0	1	0	0	
742	3	2.2迭战4-1房间2	3	area18		fight_boss	fight_boss	fight_boss		107	15	11	3	0	0	0	0	
742	4	2.2迭战4-1房间3	3	area18		fight_boss	fight_boss	fight_boss		109	15	15	4	0	1	0	0	
742	5	2.2迭战4-1房间4	3	area18		relx_normal	random_havefight_hard	fight_boss		111	15	15	4	0	0	0	0	
742	6	2.2迭战4-1房间5	3	area10	corridor2	fight_boss	fight_hard_magic	bingo_level1		113	15	19	5	0	1	0	0	
742	7	2.2迭战4-1房间6	3	area10		fight_boss	fight_boss	fight_boss		115	15	20	5	0	0	0	0	
742	8	2.2迭战4-1房间7	3	area10		fight_boss	random_havefight_hard	shop_level3		117	15	23	6	0	1	0	0	
742	9	2.2迭战4-1房间8	3	area10		fight_hard_vip	fight_hard_vip	fight_hard_vip		119	15	23	6	0	0	0	0	
742	10	2.2迭战4-1房间9	3	area08	corridor3	reward_hard	fight_bonus_tianlou	relx_normal		121	15	23	6	0	1	1	0	
742	11	2.2迭战4-1房间10	3	area08		fight_hard	bingo_level2	random_havefight_hard		1	15	27	7	0	0	0	0	
742	12	2.2迭战4-1房间11	3	area08		fight_boss	fight_boss	fight_boss		125	15	27	7	0	1	0	0	
742	13	2.2迭战4-1房间12	3	area08		shop_level3	fight_boss	fight_hard		128	15	30	8	0	0	0	0	
742	14	2.2迭战4-1房间13	3	area11	corridor3	fight_boss	fight_boss	fight_boss		131	15	30	8	0	1	0	0	
742	15	2.2迭战4-1房间14	3	area11		relx_rare_3	reward_hard	fight_hard		134	15	34	9	0	0	0	0	
742	16	2.2迭战4-1房间15	1	area11		fight_finboss				137	15	34	9	0	1	0	0	
742	17	2.2迭战4-1房间16	1	area11		fight_infinity				140	15	38	10	0	1	1	0	
742	18	2.2迭战4-1房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
743	1	2.2迭战3-起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
743	2	2.2迭战4-1房间1	3	area10	corridor1	fight_hard	reward_normal	fight_boss		105	15	11	3	0	1	0	0	
743	3	2.2迭战4-1房间2	3	area10		fight_boss	fight_boss	fight_boss		107	15	11	3	0	0	0	0	
743	4	2.2迭战4-1房间3	3	area10		fight_boss	fight_boss	fight_boss		109	15	15	4	0	1	0	0	
743	5	2.2迭战4-1房间4	3	area10		relx_normal	random_havefight_hard	fight_boss		111	15	15	4	0	0	0	0	
743	6	2.2迭战4-1房间5	3	area18	corridor2	fight_boss	fight_hard_magic	bingo_level1		113	15	19	5	0	1	0	0	
743	7	2.2迭战4-1房间6	3	area18		fight_boss	fight_boss	fight_boss		115	15	20	5	0	0	0	0	
743	8	2.2迭战4-1房间7	3	area18		fight_boss	random_havefight_hard	shop_level3		117	15	23	6	0	1	0	0	
743	9	2.2迭战4-1房间8	3	area18		fight_hard_vip	fight_hard_vip	fight_hard_vip		119	15	23	6	0	0	0	0	
743	10	2.2迭战4-1房间9	3	area08	corridor3	reward_hard	fight_bonus_tianlou	relx_normal		121	15	23	6	0	1	1	0	
743	11	2.2迭战4-1房间10	3	area08		fight_hard	bingo_level2	random_havefight_hard		1	15	27	7	0	0	0	0	
743	12	2.2迭战4-1房间11	3	area08		fight_boss	fight_boss	fight_boss		125	15	27	7	0	1	0	0	
743	13	2.2迭战4-1房间12	3	area08		shop_level3	fight_boss	fight_hard		128	15	30	8	0	0	0	0	
743	14	2.2迭战4-1房间13	3	area02	corridor3	fight_boss	fight_boss	fight_boss		131	15	30	8	0	1	0	0	
743	15	2.2迭战4-1房间14	3	area02		relx_rare_3	reward_hard	fight_hard		134	15	34	9	0	0	0	0	
743	16	2.2迭战4-1房间15	1	area02		fight_finboss				137	15	34	9	0	1	0	0	
743	17	2.2迭战4-1房间16	1	area02		fight_infinity				140	15	38	10	0	1	1	0	
743	18	2.2迭战4-1房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
744	1	2.2迭战3-起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
744	2	2.2迭战4-1房间1	3	area02	corridor1	fight_hard	reward_normal	fight_boss		105	15	11	3	0	1	0	0	
744	3	2.2迭战4-1房间2	3	area02		fight_boss	fight_boss	fight_boss		107	15	11	3	0	0	0	0	
744	4	2.2迭战4-1房间3	3	area02		fight_boss	fight_boss	fight_boss		109	15	15	4	0	1	0	0	
744	5	2.2迭战4-1房间4	3	area02		relx_normal	random_havefight_hard	fight_boss		111	15	15	4	0	0	0	0	
744	6	2.2迭战4-1房间5	3	area11	corridor2	fight_boss	fight_hard_magic	bingo_level1		113	15	19	5	0	1	0	0	
744	7	2.2迭战4-1房间6	3	area11		fight_boss	fight_boss	fight_boss		115	15	20	5	0	0	0	0	
744	8	2.2迭战4-1房间7	3	area11		fight_boss	random_havefight_hard	shop_level3		117	15	23	6	0	1	0	0	
744	9	2.2迭战4-1房间8	3	area11		fight_hard_vip	fight_hard_vip	fight_hard_vip		119	15	23	6	0	0	0	0	
744	10	2.2迭战4-1房间9	3	area08	corridor3	reward_hard	fight_bonus_tianlou	relx_normal		121	15	23	6	0	1	1	0	
744	11	2.2迭战4-1房间10	3	area08		fight_hard	bingo_level2	random_havefight_hard		1	15	27	7	0	0	0	0	
744	12	2.2迭战4-1房间11	3	area08		fight_boss	fight_boss	fight_boss		125	15	27	7	0	1	0	0	
744	13	2.2迭战4-1房间12	3	area08		shop_level3	fight_boss	fight_hard		128	15	30	8	0	0	0	0	
744	14	2.2迭战4-1房间13	3	area18	corridor3	fight_boss	fight_boss	fight_boss		131	15	30	8	0	1	0	0	
744	15	2.2迭战4-1房间14	3	area18		relx_rare_3	reward_hard	fight_hard		134	15	34	9	0	0	0	0	
744	16	2.2迭战4-1房间15	1	area18		fight_finboss				137	15	34	9	0	1	0	0	
744	17	2.2迭战4-1房间16	1	area18		fight_infinity				140	15	38	10	0	1	1	0	
744	18	2.2迭战4-1房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
811	1	常驻迭战1-1起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
811	2	常驻迭战1-1房间1	3	area08	corridor1	fight_chaos	fight_chaos	fight_chaos		105	15	25	6	0	0	0	0	
811	3	常驻迭战1-1房间2	3	area08		reward_normal	fight_bonus_tianlou	random_nofight_hard		108	15	30	7	0	0	0	0	
811	4	常驻迭战1-1房间3	3	area08		fight_hard	fight_hard	fight_hard		1	15	30	7	0	0	0	0	
811	5	常驻迭战1-1房间4	3	area08		relx_normal	fight_boss	bingo_level1		116	15	30	7	0	0	0	0	
811	6	常驻迭战1-1房间5	3	area25	corridor2	fight_boss	fight_boss	fight_boss		120	15	30	7	0	0	0	0	
811	7	常驻迭战1-1房间6	3	area25		shop_level3	reward_hard	fight_hard		125	15	40	10	0	0	0	0	
811	8	常驻迭战1-1房间7	3	area25		fight_boss	fight_chaos	fight_hard		130	15	40	10	0	0	0	0	
811	9	常驻迭战1-1房间8	3	area25		fight_boss	reward_super	bingo_level2		135	15	40	10	0	0	0	0	
811	10	常驻迭战1-1房间9	3	area11	corridor3	fight_boss	shop_level3	relx_rare_3		140	15	50	12	0	0	0	0	
811	11	常驻迭战1-1房间10	3	area11		fight_boss	fight_boss	fight_boss		145	15	50	12	0	0	0	0	
811	12	常驻迭战1-1房间11	1	area11		fight_finboss				150	15	60	14	0	0	0	0	
811	13	常驻迭战1-1房间12	1	area11		fight_infinity				160	15	75	18	0	0	0	0	
811	14	常驻迭战1-1房间13	0	area08						150	15	0	0	0	0	0	0	
																		
812	1	常驻迭战1-2起点	3	origin		reward_normal	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
812	2	常驻迭战1-2房间1	3	area08	corridor1	fight_chaos	fight_chaos	fight_chaos		105	15	25	6	0	0	0	0	
812	3	常驻迭战1-2房间2	3	area08		reward_normal	fight_bonus_tianlou	random_nofight_hard		108	15	30	7	0	0	0	0	
812	4	常驻迭战1-2房间3	3	area08		fight_hard	fight_hard	fight_hard		1	15	30	7	0	0	0	0	
812	5	常驻迭战1-2房间4	3	area08		relx_normal	fight_boss	bingo_level1		116	15	30	7	0	0	0	0	
812	6	常驻迭战1-2房间5	3	area10	corridor2	fight_boss	fight_boss	fight_boss		120	15	30	7	0	0	0	0	
812	7	常驻迭战1-2房间6	3	area10		shop_level3	reward_hard	fight_hard		125	15	40	10	0	0	0	0	
812	8	常驻迭战1-2房间7	3	area10		fight_boss	fight_chaos	fight_hard		130	15	40	10	0	0	0	0	
