buffid	备注	效果分类1	效果分类2	名称	图标	描述	描述备注	描述中的数值	图鉴显示（1buff 2道具 3诅咒）	角色限制	武器限制	科技限制	前置buff	所属套装	套装名称（图鉴用）	所属套装备注	buff类型（1.全局  2.个人  3.通用可叠加)	SkillInfoId	SkillEffect	品质	在商店中的价格	丢掉时补偿的代币
2087	苔丝·绮幻的赋能伤害翻倍，效果持续时间为永久，且额外为目标提供20%的射击速度加成	射击强化	{3}	rogue3.buff_name_207	1001092	rogue3.buff_des_207	苔丝-绮幻提供的所有赋能效果的伤害提升{1}%，且持续时间为永久，同时获得赋能效果的队员射击速度提升{2}%	{100,20}	1	{1,17,2,1}				3	rogue3.talent_name_106		2		{700111701}	5	360	120
2088	苔丝·绮幻的金苹果不再消耗常规能量，且爆炸的范围和伤害翻倍，每次释放金苹果，下一次金苹果造成的最终伤害提升20%，持续5秒，可以叠加10次	技能强化	{4}	rogue3.buff_name_208	1001094	rogue3.buff_des_208	【助理苹果·金蕊】不再消耗常规能量，爆炸范围和伤害均提升{1}%，每次使用【助理苹果·金蕊】后，都可使下一次的【助理苹果·金蕊】的最终伤害提升{2}%，持续{3}秒，最多叠加至{4}层	{100,20,5,10}	1	{1,17,2,1}				1	rogue3.talent_name_101		2		{700111702}	5	360	120
2089	克罗瑞娜·绯月神经效果【暖液化生】提供的额外生命上限增加至6000，【暗红射击】命中时的固化治疗量提升100%，且【暗红射击】后也能产生【血族视界】	生命提升、回复	{1,7}	rogue3.buff_name_209	1001089	rogue3.buff_des_209	神经效果【暖液化生】提供的额外生命上限增加至{1}，【暗红射击】命中时的固化治疗量提升{2}%，且【暗红射击】后也能产生【血族视界】	{6000,100}	1	{1,22,1,1}				7	rogue3.talent_name_107		2		{700102201}	5	360	120
2090	克罗瑞娜·绯月每次成功触发【血族视界】时，可消耗20%当前生命，额外制造5只赤绒蝠，赤绒蝠命中目标时获得1层【夜鸣】效果：常规技伤害提升10%，持续5秒，最多叠加至10层	技能强化	{4}	rogue3.buff_name_210	1001093	rogue3.buff_des_210	每次成功触发【血族视界】时，可消耗{1}%当前生命，额外制造{2}只赤绒蝠，赤绒蝠命中目标时获得1层【夜鸣】效果：常规技伤害提升{3}%，持续{4}秒，最多叠加至{5}层	{20,5,10,5,10}	1	{1,22,1,1}				1	rogue3.talent_name_101		2		{700102202}	5	360	120
2091	芬妮·澄意的爆发能量上限提高到140，每次射击回复5点爆发能量	能量获取	{16}	rogue3.buff_name_211	1001095	rogue3.buff_des_211	芬妮-澄意最大爆发能量增加至{1}，且每次射击回复{2}爆发能量	{140,5}	1	{1,8,4,1}				2	rogue3.talent_name_102		2		{700130801}	5	360	120
2092	芬妮·澄意大幅提升在空中的移动能力，可以回复耐力，【炽能超载】不再清空弹匣，且射击和右键AOE伤害提升100%	技能强化	{4}	rogue3.buff_name_212	1001108	rogue3.buff_des_212	【澄空】状态下在空中可以恢复耐力，【炽能超载】不再清空弹匣，且【炽能超载】、【浮澄射击​】和【浮澄击球】的伤害提升{1}%	{100}	1	{1,8,4,1}				1	rogue3.talent_name_101		2		{700130802}	5	360	120
2093	瑟瑞斯·悠游【巡洋】标记的损耗间隔提升至10秒，满层【巡洋】标记时，场上角色技能最终伤害提升40%	技能强化	{4}	rogue3.buff_name_213	1001094	rogue3.buff_des_213	{1}秒内未继续添加【巡洋】标记才会消耗1层，叠加至满层时，场上队员技能的最终伤害提升{2}%	{10,40}	1	{1,13,3,1}				2	rogue3.talent_name_102		2		{700121301}	5	360	120
2094	瑟瑞斯·悠游进入滑板状态和击败敌人获得10%最大生命的护盾，至多叠加至50%护盾，同时滑板状态下造成技能伤害会根据角色当前拥有护盾量100%产生额外伤害	护盾、额外伤害	{13,9}	rogue3.buff_name_214	1001109	rogue3.buff_des_214	进入【悠浪】状态时和击败目标时，获得最大生命{1}%的护盾，最多叠加至最大生命{2}%，同时【悠浪】状态下造成技能伤害时，会额外造成1次等于护盾吸收量{3}%的伤害	{10,50,100}	1	{1,13,3,1}				4	rogue3.talent_name_104		2		{700121302}	5	360	120
2095	米娅·星彩在该次【风引星爆】状态下，获得【彩绒标记】所需的【甜星弹】发射数量降低到4，且降低为【星爆弹匣】装填1发【甜星弹】所消耗的【风味星点】至3点	技能强化	{4}	rogue3.buff_name_215	1001082	rogue3.buff_des_215	米娅·星彩在【风引星爆】状态下所需【甜星弹】发射数量降低至{1}，在退出【风引星爆】状态后获得{2}【彩绒标记】；为【星爆弹匣】装填【甜星弹】每发所消耗【风味星点】降低至{3}，拆卸【星爆弹匣】时每剩余1发【甜星弹】返还的【风味星点】降低至{4}	{4,1,3,3}	1	{1,23,1,1}				1	rogue3.talent_name_101		2		{700102301}	5	360	120
2096	米娅·星彩在【风引星爆】状态下【逐星微光】可跳过蓄力阶段，瞬间将范围提升至最大并直接释放	技能强化	{4}	rogue3.buff_name_216	1001096	rogue3.buff_des_216	米娅·星彩在【风引星爆】状态下使用【逐星微光】不再需要蓄力，可瞬间将范围扩至最大并直接发射		1	{1,23,1,1}				7	rogue3.talent_name_107		2		{700102302}	5	360	120
2097	晴·霆光【断穹斩】每命中一个目标恢复10点爆发能量，最多恢复50点	能量获取	{16}	rogue3.buff_name_217	1001095	rogue3.buff_des_217	【断穹斩】每命中1个目标，晴-霆光回复{1}爆发能量，通过该方式最多回复{2}爆发能量	{10,50}	1	{1,6,3,1}				2	rogue3.talent_name_102		2		{700120601}	5	360	120
2098	晴·霆光【断穹斩】最终伤害提升1000%，释放后不再留下【千雷游光屏】	伤害提升	{5}	rogue3.buff_name_218	1001094	rogue3.buff_des_218	【断穹斩】造成的最终伤害提升{1}%，使用后不再留下【千雷游光屏】	{1000}	1	{1,6,3,1}				1	rogue3.talent_name_101		2		{700120602}	5	360	120
2099	卜卜·灵鉴 大招状态下，空间斩命中时回复1点【溢光】且敌方裂痕效果上限提升至99	技能强化	{4}	rogue3.buff_name_219	1001082	rogue3.buff_des_219	卜卜·灵鉴 大招状态下，空间斩命中时回复{1}点【溢光】且敌方裂痕效果上限提升至{2}	{1,99}	1	{1,20,2,1}				6	rogue3.talent_name_103		2		{700112001}	5	360	120
2100	卜卜·灵鉴 自身的【镜彩射击】【镜裂射击】会消耗5点常规能量使其最终伤害提升88%，使用爆发技（表里都会）会获得50常规能量	伤害提升,能量获取	{5,16}	rogue3.buff_name_220	1001107	rogue3.buff_des_220	卜卜·灵鉴 自身的【镜彩射击】【镜裂射击】会消耗{1}点常规能量使其最终伤害提升{2}%，使用爆发技（表里都会）会获得{3}常规能量	{5,88,50}	1	{1,20,2,1}				3	rogue3.talent_name_106		2		{700112002}	5	360	120
2101	猫汐尔·莲驱 大莲花召唤时，直接招满小莲花；爆发技cd降低为{1}秒，持续时间提升至无限，爆发技持续期间附属单位伤害额外提高{2}%	技能强化	{4}	rogue3.buff_name_221	1001093	rogue3.buff_des_221	猫汐尔·莲驱 大莲花召唤时，直接招满小莲花；爆发技cd降低为0秒，持续时间提升至无限，爆发技持续期间附属单位伤害额外提高{1}%	{100}	1	{1,12,3,1}				1	rogue3.talent_name_101		2		{700121201}	5	360	120
2102	猫汐尔·莲驱 【臆莲基座】的生命值*{1}，且每秒对圆圈范围内的敌人造成大莲花最大生命值{2}%的伤害	额外伤害	{9}	rogue3.buff_name_222	1001093	rogue3.buff_des_222	猫汐尔·莲驱 【臆莲基座】的生命值*{1}，且每秒对圆圈范围内的敌人造成大莲花最大生命值{2}%的伤害	{300,50}	1	{1,12,3,1}				4	rogue3.talent_name_104		2		{700121202}	5	360	120
2103	安卡希雅-时之重奏在两种形态下可获得的最多【月刻值】提升100%，常规技最终伤害提升100%；常规形态下飞剑命中目标获得的【月刻值】增加至2，成长形态下【月镰剑势】命中目标时获得的【月刻值】增加至5	伤害提升,技能强化	{5,4}	rogue3.buff_name_223	1001108	rogue3.buff_des_223	安卡希雅-时之重奏在两种形态下可获得的最多【月刻值】提升100%，常规技最终伤害提升100%；常规形态下飞剑命中目标获得的【月刻值】增加至2，成长形态下【月镰剑势】命中目标时获得的【月刻值】增加至5	{100,100,2,5}	1	{1,1,3,1}				5	rogue3.talent_name_105		2		{700120101}	5	360	120
2104	安卡希雅-时之重奏在常规形态下冲刺的速度提升100%，【灵轨月轮】为扩散状态时安卡希雅-时之重奏不再获得【月刻值】，但冲刺状态下会自然获得【月刻值】，反之则【月刻值】逐渐减少，冲刺的同时会周期性朝周围目标释放落剑，落剑数量等于当前【月刻值】	技能强化	{4}	rogue3.buff_name_224	1001108	rogue3.buff_des_224	安卡希雅-时之重奏在常规形态下冲刺的速度提升100%，【灵轨月轮】为扩散状态时安卡希雅-时之重奏不再获得【月刻值】，但冲刺状态下会自然获得【月刻值】，反之则【月刻值】逐渐减少，冲刺的同时会周期性朝周围目标释放落剑，落剑数量等于当前【月刻值】	{100,10,5}	1	{1,1,3,1}				7	rogue3.talent_name_107		2		{700120102}	5	360	120
2105	茉莉安-霄鹰处于【空猎】状态时，为场上队员提供的额外攻击力比例提升100%，每0.1秒获得的【鸟瞰值】提升100%，且每次发射【凌空炮】会使茉莉安-霄鹰的支援技最终伤害提升30%，持续15秒，最多可叠加至4层	技能强化	{4}	rogue3.buff_name_225	1001085	rogue3.buff_des_225	茉莉安-霄鹰处于【空猎】状态时，为场上队员提供的额外攻击力比例提升100%，每0.1秒获得的【鸟瞰值】提升100%，且每次发射【凌空炮】会使茉莉安-霄鹰的支援技最终伤害提升30%，持续15秒，最多可叠加至4层		1	{1,5,4,1}				2	rogue3.talent_name_102		2		{700130501}	5	360	120
2106	【獠牙信标】攻击时，茉莉安-霄鹰为其充能的【械武值】额外增加1，最多可额外增加3【械武值】	技能强化	{4}	rogue3.buff_name_226	1001108	rogue3.buff_des_226	【獠牙信标】攻击时，茉莉安-霄鹰为其充能的【械武值】额外增加1，最多可额外增加3【械武值】		1	{1,5,4,1}				1	rogue3.talent_name_101		2		{700130502}	5	360	120
3001	受到伤害降低2%/4%/6%/8%/10%	威胁度词条		rogue3.danger_skillname1		rogue3.danger_skilldes1	敌方目标受到的伤害降低{1}%	{2,4,6,8,10}						0			1	{7013001}		0	0	0
3002	每秒防御提升1%，最多叠加5/8/10/15/20层，被攻击命中时减少一层	威胁度词条		rogue3.danger_skillname2		rogue3.danger_skilldes2	敌方目标的防御力每秒提升1%，最多叠加至{1}层，被击中会减少1层	{5,8,10,15,20}						0			1	{7013002}		0	0	0
3003	攻击敌方（指怪物攻击玩家）后会使目标生命流失，每3秒减少0.5%/1%/2%/3%/5%最大生命值（第3秒扣第一次血），持续15秒（不会叠加，但会刷新时间）	威胁度词条		rogue3.danger_skillname3		rogue3.danger_skilldes3	队员受到敌方目标攻击后，每3秒降低{1}%最大生命，持续15秒	{0.2,0.4,0.6,0.8,1}						0			1	{7013003}		0	0	0
3004	出场后，每3秒增加0.5%/1%/1.5%/2%/2.5%伤害（对玩家造成伤害的加成），上限10层。	威胁度词条		rogue3.danger_skillname4		rogue3.danger_skilldes4	敌方目标在场上每3秒伤害提升{1}%，最多叠加10层	{0.5,1,1.5,2,2.5}						0			1	{7013004}		0	0	0
3005	攻击敌方（指怪物攻击玩家）后会降低目标0.5%/1%/1.5%/2%/2.5%攻击力，持续5秒，可以叠加10层。（每次叠加数值，且刷新持续时间）	威胁度词条		rogue3.danger_skillname5		rogue3.danger_skilldes5	队员受到敌方目标攻击后，攻击力降低{1}%，持续5秒，最多叠加至10层	{0.5,1,1.5,2,2.5}						0			1	{7013005}		0	0	0
3006	受到攻击后受到伤害降低0.2%/0.5%/1%/1.5%/2%，持续1秒，可叠加10次。（叠加数值并刷新持续时间）	威胁度词条		rogue3.danger_skillname6		rogue3.danger_skilldes6	敌方目标受到攻击后，受到的伤害降低{1}%，持续1秒，最多叠加至10层	{0.2,0.5,1,1.5,2}						0			1	{7013006}		0	0	0
3007	阵亡后（怪物阵亡）会自爆（怪物自爆伤害玩家），延迟1.5秒后对5m范围内的敌方目标造成相当于怪物攻击力100%/200%/400%/800%/1500%的动能伤害	威胁度词条		rogue3.danger_skillname7		rogue3.danger_skilldes7	敌方目标被击败时，1.5秒后，对5米范围内队员造成1次目标攻击力{1}%的动能类型伤害	{100,200,400,800,1500}						0			1	{7013007}		0	0	0
3008	攻击敌方（指怪物攻击玩家）会降低目标2%/3%/4%/6%/10%的移动速度，持续3秒，可叠加5层（每次叠加数值，并刷新持续时间）	威胁度词条		rogue3.danger_skillname8		rogue3.danger_skilldes8	队员受到敌方目标攻击后，移动速度降低{1}%，持续3秒，最多叠加至5层	{2,3,4,6,10}						0			1	{7013009}		0	0	0
3009	（怪物）攻击会回复生命，回复量相当于伤害量的100%/500%/1000%/3000%/5000%	威胁度词条		rogue3.danger_skillname9		rogue3.danger_skilldes9	敌方目标造成伤害后，会恢复等同于伤害量{1}%的生命	{100,500,1000,3000,5000}						0			1	{7013010}		0	0	0
3010	攻击没有护盾的玩家时，造成的伤害提升3%/5%/10%/15%/20%	威胁度词条		rogue3.danger_skillname10		rogue3.danger_skilldes10	没有护盾的队员受到攻击时，受到的伤害提升{1}%	{3,5,10,15,20}						0			1	{7013011}		0	0	0
4001	防御降低25%	诅咒		rogue3.curse_name1	1001047	rogue3.curse_des1	全体队员防御降低{1}%	{15}						0			1	{7014001}		0	0	0
4002	最大生命降低25%	诅咒		rogue3.curse_name2	1001048	rogue3.curse_des2	全体队员最大生命降低{1}%	{15}						0			1	{7014002}		0	0	0
4003	攻击降低25%	诅咒		rogue3.curse_name3	1001046	rogue3.curse_des3	全体队员攻击降低{1}%	{15}						0			1	{7014003}		0	0	0
4004	受治疗降低25%	诅咒		rogue3.curse_name4	1001048	rogue3.curse_des4	全体队员受治疗降低{1}%	{25}						0			1	{7014004}		0	0	0
4005	技能基础冷却时间增加50%	诅咒		rogue3.curse_name5	1001049	rogue3.curse_des5	受到干扰的队员技能基础冷却时间增加{1}%	{25}						0			2	{7014005}		0	0	0
4006	每秒减少2点爆发能量	诅咒		rogue3.curse_name6	1001049	rogue3.curse_des6	受到干扰的队员每秒减少{1}点爆发能量	{1}						0			2	{7014006}		0	0	0
4007	移动速度降低25%	诅咒		rogue3.curse_name7	1001050	rogue3.curse_des7	受到干扰的队员移动速度降低{1}%	{25}						0			2	{7014007}		0	0	0
4008	体力消耗增加50%	诅咒		rogue3.curse_name8	1001053	rogue3.curse_des8	受到干扰的队员体力消耗增加{1}%	{25}						0			2	{7014008}		0	0	0
4009	弹药容量降低50%，最低为1	诅咒		rogue3.curse_name9	1001051	rogue3.curse_des9	受到干扰的队员弹药容量降低{1}%，最低为1	{25}						0			2	{7014009}		0	0	0
4010	换弹速度降低50%	诅咒		rogue3.curse_name10	1001051	rogue3.curse_des10	受到干扰的队员换弹速度降低{1}%	{25}						0			2	{7014010}		0	0	0
4011	每秒流失1%当前生命	诅咒		rogue3.curse_name11	1001052	rogue3.curse_des11	受到干扰的队员每秒流失{1}%当前生命	{0.2}						0			2	{7014011}		0	0	0
5001	（仅通过地图奖励获得）全自动水枪：每间隔20秒角色射击速度提高100%但射击的最终伤害降低30%，持续10秒，且持续时间内角色射击不消耗弹药	射击强化	{3}	rogue3.reward_buff_name1	1001082	rogue3.reward_buff_des1	队员射击速度每{1}秒提升{2}%，持续{3}秒，且{4}秒内射击不消耗弹药，最终射击伤害降低{5}%。	{20,100,10,10,30}						0			1	{7016001}		5	0	0
5002	（仅通过地图奖励获得）清爽凉饮：击败任意敌人在敌人死亡的位置召唤一个生命补给或能量补给，生命补给回复5%最大血量，能量补给回复10点爆发能量，补给15秒后消失	回复,能量获取	{7,16}	rogue3.reward_buff_name2	1001089	rogue3.reward_buff_des2	击败目标时，目标周围生成{1}个能量瓶或急救瓶，可回复{2}爆发能量或回复{3}%最大生命；能量瓶或急救瓶会在{4}秒后消失	{1,10,5,15}						0			1	{7016002}		5	0	0
5003	（仅通过地图奖励获得）高温防晒：每1秒获得一层可以叠加的减伤效果，每层效果使角色收到的伤害降低10%，至多叠加5层，受到伤害会减少一层	防御	{14}	rogue3.reward_buff_name3	1001087	rogue3.reward_buff_des3	每秒获得{1}层【防晒油】，每层【防晒油】使队员受到伤害降低{2}%，至多叠加{3}层。队员受到伤害后，【防晒油】会减少{4}层	{1,10,5,1}						0			1	{7016003}		5	0	0
5004	（仅通过地图奖励获得）急速冲浪：常规技命中敌人时给敌人添加一层【水渍】，【水渍】叠加至5层时冰冻当前敌人，持续5秒，期间不叠加【水渍】，敌人处于冰冻期间受到的技伤害提升50%	控制	{6}	rogue3.reward_buff_name4	1001093	rogue3.reward_buff_des4	常规技命中目标时候，会对目标施加{1}层【冰痕】，【冰痕】叠加至{2}层时，会冻结目标并持续{3}秒。期间不再叠加【冰痕】层数，目标处于冻结状态时，受到的技伤害提升{4}%	{1,5,5,50}						0			1	{7016004}		5	0	0
5005	（仅通过地图奖励获得）溅射水泡：爆发技对敌人造成伤害时为敌人附加一个持续爆炸的水泡，单个敌人最多持有一个水泡且无法刷新，每次爆炸造成角色攻击力10%的低温伤害，共爆炸10次，水泡的爆炸速度会逐渐加快，每有水泡爆炸一次角色爆发技冷却减少1%且爆发能量回复1点，目标处于水泡期间死亡则水泡提前消失	技能强化,能量获取	{4,16}	rogue3.reward_buff_name5	1001096	rogue3.reward_buff_des5	爆发技对目标造成伤害时，会让目标携带{1}个持续爆炸的水炮，水炮每次爆炸造成队员攻击力{2}%的低温类型伤害，爆炸{3}次后消失；每个目标最多携带{4}个水炮，且无法刷新；水炮的爆炸速度逐渐加快，每次爆炸后，队员爆发技使用间隔降低{5}%，并回复{6}爆发能量；若目标在携带水炮期间被击败，水炮会提前消失	{1,10,10,1,1,1}						0			1	{7016005}		5	0	0
5006	连击B：射击会添加低温附魔，造成额外20%攻击力的伤害	额外伤害	{9}	rogue3.combo_buff_name1	1001115	rogue3.combo_buff_des1	连击等级达到B级时，队员射击会附带低温类型伤害，额外造成攻击力{1}%的伤害	{20}						0			1	{7010329}		3	0	0
5007	连击A：造成目标死亡时，爆炸造成一次攻击力60%的5m范围aoe	额外伤害	{9}	rogue3.combo_buff_name2	1001105	rogue3.combo_buff_des2	连击等级达到A级时，敌方目标在被击败时会发生爆炸，造成一次攻击力{1}%的范围伤害	{60}						0			1	{7010330}		4	0	0
5008	连击S：自身最终伤害提高15%	伤害提升	{5}	rogue3.combo_buff_name3	1001086	rogue3.combo_buff_des3	连击等级达到S级时，队员造成的最终伤害提高{1}%	{15}						0			1	{7010332}		5	0	0
5101	（积分挑战关卡1对策）角色射击时造成的最终伤害提升100%；当角色的射击伤害暴击时，立即减少自身所有主动技能2秒的使用间隔，每0.2s至多触发一次	射击强化	{3}	rogue3.plan_buff_name1	1001092	rogue3.plan_buff_des1	角色射击时造成的最终伤害提升{1}%；当角色的射击伤害暴击时，立即减少自身所有主动技能{2}秒的使用间隔，每{3}s至多触发一次	{100,2,0.2}						0			1		{700020505}	5	0	0
5102	（积分挑战关卡2对策）角色使用主动技能造成伤害时附带一次范围8米爆炸，对范围内所有敌人造成自身攻击力50%的真实伤害，动能爆炸每造成10次伤害角色进入10秒过载状态，期间释放的所有技能冷却时间降低75%，且不消耗常规能量	技能强化	{4}	rogue3.plan_buff_name2	1001094	rogue3.plan_buff_des2	角色使用主动技能造成伤害时附带一次范围8米爆炸，对范围内所有敌人造成自身攻击力{1}%的真实伤害，动能爆炸每造成{2}次伤害角色进入{3}秒过载状态，期间释放的所有技能冷却时间降低{4}%，且不消耗常规能量	{50,10,10,75}						0			1		{700020506}	5	0	0
5103	（积分挑战关卡3对策）进入战斗状态后，立刻获得最大生命10%+已损失生命100%的护盾；角色每秒消耗2%的当前生命，并获得最大生命4%的护盾，最多获得100%最大生命的护盾；	护盾	{13}	rogue3.plan_buff_name3	1001109	rogue3.plan_buff_des3	进入战斗状态后，立刻获得最大生命{1}%+已损失生命{2}%的护盾；角色每秒消耗{3}%的当前生命，并获得最大生命{4}%的护盾，最多获得{5}%最大生命的护盾；	{10,100,2,4,100}						0			1		{700020508}	5	0	0
5104	（积分挑战关卡4对策）角色造成射击伤害时有33.3%的概率附带一次自身攻击力33.3%的任意一种属性的赋能伤害，可以同时附带多种属性的赋能伤害，每种属性的赋能伤害概率独立计算	额外伤害	{9}	rogue3.plan_buff_name4	1001107	rogue3.plan_buff_des4	角色造成射击伤害时有{1}%的概率附带一次自身攻击力{2}%的任意一种属性的赋能伤害，可以同时附带多种属性的赋能伤害，每种属性的赋能伤害概率独立计算	{33.3,33.3}						0			1		{700020507}	5	0	0
5105	（2.7验证战场对策）破坏值提升	射击强化	{3}	rogue3.plan_buff_name5	1001112	rogue3.plan_buff_des5	破坏值提升{1}%	{500}						0			1	{7016017}		5	0	0
5106	（3.0验证战场对策）释放常规技和大招时，有概率不消耗能量也不进入cd	技能强化	{4}	rogue3.plan_buff_name6	1001108	rogue3.plan_buff_des6	释放常规技和大招时，有概率不消耗能量也不进入cd							0			1	{7015003,7015005}		5	0	0
5201	（验证战场关卡环境）角色的爆发能量获取效率提升50%，使用爆发技后，获得500额外攻击力，持续10秒			rogue3.ScoreLevelBuff_name1	1001106	rogue3.ScoreLevelBuff_des1	角色的爆发能量获取效率提升{1}%，使用爆发技后，获得{2}额外攻击力，持续{3}秒	{50,500,10}						0			1		{700020501}	0	0	0
5202	（验证战场关卡环境）所有敌人受到的非射击伤害降低45%，但受到非射击伤害后会使自己受到的射击伤害额外提升45%，持续5秒			rogue3.ScoreLevelBuff_name2	1001086	rogue3.ScoreLevelBuff_des2	所有敌人受到的非射击伤害降低{1}%，但受到非射击伤害后会使自己受到的射击伤害额外提升{2}%，持续{3}秒	{45,45,5}						0			1	{7016008}		0	0	0
5203	（验证战场关卡环境）角色的技能击杀敌人时会在原地留下一个持续5秒的黑洞陷阱，不断吸附周围8米范围内的目标至黑洞中心，处于黑洞吸附范围内的目标受到技能伤害提升20%，场上至多同时存在3个黑洞			rogue3.ScoreLevelBuff_name3	1001116	rogue3.ScoreLevelBuff_des3	角色的技能击杀敌人时会在原地留下一个持续{1}秒的黑洞陷阱，不断吸附周围{2}米范围内的目标至黑洞中心，处于黑洞吸附范围内的目标受到技能伤害提升{3}%，场上至多同时存在{4}个黑洞	{5,8,20,3}						0			1		{700020502}	0	0	0
5204	（验证战场关卡环境）所有敌人受到的射击伤害降低30%，且每秒回复自身0.2%的最大生命值，但受到主动技能伤害时会被减速20%，持续5秒，被减速期间无法回复生命值			rogue3.ScoreLevelBuff_name4	1001089	rogue3.ScoreLevelBuff_des4	所有敌人受到的射击伤害降低{1}%，且每秒回复自身{2}%的最大生命值，但受到主动技能伤害时会被减速{3}%，持续{4}秒，被减速期间无法回复生命值	{30,0.2,20,5}						0			1	{7016009}		0	0	0
5205	（验证战场关卡环境）角色拥有护盾时，获得500额外攻击力，每拥有100护盾，获得0.5%额外攻击力（最多获得300%）			rogue3.ScoreLevelBuff_name5	1001109	rogue3.ScoreLevelBuff_des5	角色拥有护盾时，获得{1}额外攻击力，每拥有{2}护盾，获得{3}%额外攻击力（最高提升{4}%）	{500,100,0.5,300}						0			1		{700020504}	0	0	0
5206	（验证战场关卡环境）所有敌人的最大生命值提升30%，且对没有护盾的角色造成的伤害提升30%，但受到拥有护盾的角色的射击时，受暴击伤害增幅提升50%			rogue3.ScoreLevelBuff_name6	1001088	rogue3.ScoreLevelBuff_des6	所有敌人的最大生命值提升{1}%，且对没有护盾的角色造成的伤害提升{2}%，但受到拥有护盾的角色的射击时，受暴击伤害增幅提升{3}%	{30,30,50}						0			1	{7016011}		0	0	0
5207	（验证战场关卡环境）所有敌人的防御力提升50%，但每次受到赋能伤害时防御力降低5%，至多50%			rogue3.ScoreLevelBuff_name7	1001087	rogue3.ScoreLevelBuff_des7	所有敌人的防御力提升{1}%，但每次受到赋能伤害时防御力降低{2}%，至多{3}%	{50,5,50}						0			1	{7016010}		0	0	0
5208	（验证战场关卡环境）角色造成的赋能伤害无视敌人100%防御力，每次造成赋能伤害额外为敌人添加一层易伤效果，使敌人受到的赋能伤害提升5%，至多提升至100%			rogue3.ScoreLevelBuff_name8	1001113	rogue3.ScoreLevelBuff_des8	角色造成的赋能伤害无视敌人{1}%防御力，每次造成赋能伤害额外为敌人添加一层易伤效果，使敌人受到的赋能伤害提升{2}%，至多提升至{3}%	{100,5,100}						0			1		{700020503}	0	0	0
5209	（验证战场关卡环境）受治疗效率降低60%			rogue3.ScoreLevelBuff_name9	1001048	rogue3.ScoreLevelBuff_des9	队员受到治疗的效果降低{1}%	{60}						0			1	{7016014}		0	0	0
5210	（验证战场关卡环境）敌人对护盾角色造成的伤害提升100%			rogue3.ScoreLevelBuff_name10	1001047	rogue3.ScoreLevelBuff_des10	敌方对拥有护盾的队员造成伤害提升{1}%	{100}						0			1	{7016015}		0	0	0
5211	（验证战场关卡环境）破坏敌人黄甲后将提升我方的攻击			rogue3.ScoreLevelBuff_name11	1001086	rogue3.ScoreLevelBuff_des11	（验证战场关卡环境）破坏敌人黄甲后将提升我方的攻击							0			1	{7016016}		0	0	0
5212	（验证战场关卡环境）射击速度提升，弹匣容量提升			rogue3.ScoreLevelBuff_name12	1001090	rogue3.ScoreLevelBuff_des12	队员射击速度提升{1}%，弹匣容量提升{2}%	{30,30}						0			1	{7016018}		0	0	0
5213	（验证战场关卡环境3.0新增）队员造成的特异伤害+200%			rogue3.ScoreLevelBuff_name13	1001105	rogue3.ScoreLevelBuff_des13	队员造成的特异伤害+{1}%	{200}						0			1	{7010301}		0	0	0
5214	（验证战场关卡环境3.0新增）队员造成的电击伤害+200%			rogue3.ScoreLevelBuff_name14	1001106	rogue3.ScoreLevelBuff_des14	队员造成的电击伤害+{1}%	{200}						0			1	{7010302}		0	0	0
5215	（验证战场关卡环境3.0新增）队员造成的动能伤害+200%			rogue3.ScoreLevelBuff_name15	1001102	rogue3.ScoreLevelBuff_des15	队员造成的动能伤害+{1}%	{200}						0			1	{7010303}		0	0	0
5216	（验证战场关卡环境3.0新增）队员造成的高热伤害和低温伤害+200%			rogue3.ScoreLevelBuff_name16	1001107	rogue3.ScoreLevelBuff_des16	队员造成的高热伤害和低温伤害+{1}%	{200}						0			1	{7010304}		0	0	0
5217	（验证战场关卡环境3.0新增）造成主动技能伤害时会使目标受到的技能伤害增加10%，持续5秒，最多叠加10层			rogue3.ScoreLevelBuff_name17	1001094	rogue3.ScoreLevelBuff_des17	使用主动技能造成伤害时为敌方附加1层【溃败】效果，使目标受到的技能伤害提升{1}%，效果持续{2}秒，最多叠加{3}层	{10,5,10}						0			1	{7010305}		0	0	0
5218	（验证战场关卡环境3.0新增）每次射击会给自身添加5%的受击易伤效果，持续10秒，可叠加10层			rogue3.ScoreLevelBuff_name18	1001113	rogue3.ScoreLevelBuff_des18	每射出1颗子弹，队员附加1层【疲敝】效果，使自身易伤效果提升{1}%，持续{2}秒，最多叠加{3}层	{5,10,10}						0			1	{7010306}		0	0	0
5219	（验证战场关卡环境3.0新增）每分钟切换两种效果：①射击造成的伤害+50%，技能造成的伤害-50% ②射击造成的伤害-50%，技能造成的伤害+50%			rogue3.ScoreLevelBuff_name19	1001119	rogue3.ScoreLevelBuff_des19	进入关卡后，每分钟切换1次以下效果：【阳极】效果可以使队员造成的射击伤害提升{1}%，技能伤害降低{2}%；【阴极】效果可以使队员造成的射击伤害降低{3}%，技能伤害提升{4}%	{50,50,50,50}						0			1	{7010307}		0	0	0
5220	（验证战场关卡环境3.0新增）敌方每被射击10次，就会在周围引爆一个大范围的爆炸波			rogue3.season_skill_name12	1001105	rogue3.season_skill_des12	每当目标受到10次射击，将会在其周围引爆1次范围爆炸							0			1	{7014012}		0	0	0
