类别ID	图片路径ID	标题	说明	解锁条件(1：账号等级；2：Level ID，3：是否拥有某道具，4：曜日本专用是否通关xx关卡)	是否显示页码	是否循环	切页方式（默认滑动加按钮）1：仅可滑动	备注
200	2000021	TxtTutorialDefenseTitle08	ui.TxtTutorialDefense08		1	1		【DLC3.0荣誉冲突】限时挑战
200	2000022	TxtTutorialDefenseTitle09	ui.TxtTutorialDefense09		1	1		【DLC3.0荣誉冲突】补给装置
200	2000155	TxtTutorialDefense10_MG_Title	ui.TxtTutorialDefense10_MG		1	1		【DLC3.0荣誉冲突】机枪塔
								
201	2000496	TxtDlc3_0Tutorial_GuessPoker01Title	ui.TxtDlc3_0Tutorial_GuessPoker01Desc		1	1		DLC3.0酒馆小游戏教程图
201	2000497	TxtDlc3_0Tutorial_GuessPoker02Title	ui.TxtDlc3_0Tutorial_GuessPoker02Desc		1	1		DLC3.0酒馆小游戏教程图
201	2000498	TxtDlc3_0Tutorial_GuessPoker03Title	ui.TxtDlc3_0Tutorial_GuessPoker03Desc		1	1		DLC3.0酒馆小游戏教程图
201	2000499	TxtDlc3_0Tutorial_GuessPoker04Title	ui.TxtDlc3_0Tutorial_GuessPoker04Desc		1	1		DLC3.0酒馆小游戏教程图
201	2000500	TxtDlc3_0Tutorial_GuessPoker05Title	ui.TxtDlc3_0Tutorial_GuessPoker05Desc		1	1		DLC3.0酒馆小游戏教程图
201	2000501	TxtDlc3_0Tutorial_GuessPoker06Title	ui.TxtDlc3_0Tutorial_GuessPoker06Desc		1	1		DLC3.0酒馆小游戏教程图
201	2000502	TxtDlc3_0Tutorial_GuessPoker07Title	ui.TxtDlc3_0Tutorial_GuessPoker07Desc		1	1		DLC3.0酒馆小游戏教程图
201	2000503	TxtDlc3_0Tutorial_GuessPoker08Title	ui.TxtDlc3_0Tutorial_GuessPoker08Desc		1	1		DLC3.0酒馆小游戏教程图
201	2000504	TxtDlc3_0Tutorial_GuessPoker09Title	ui.TxtDlc3_0Tutorial_GuessPoker09Desc		1	1		DLC3.0酒馆小游戏教程图
								
202	2000485	TextTutorialFarmWarEnergyPlantTitle	ui.TextTutorialFarmWarEnergyPlant		1	1		【DLC30FarmWar】能量植物
202	2000486	TextTutorialFarmWarFightPlantTitle	ui.TextTutorialFarmWarFightPlant		1	1		【DLC30FarmWar】攻击植物
202	2000484	TextTutorialFarmWarPlantTitle	ui.TextTutorialFarmWarPlant		1	1		【DLC30FarmWar】种植
202	2000483	TextTutorialFarmWarDefendLineTitle	ui.TextTutorialFarmWarDefendLine		1	1		【DLC30FarmWar】防线与防线血量
204	2000488	TextTutorialFarmWarBuffMachineTitle	ui.TextTutorialFarmWarBuffMachine		1	1		【DLC30FarmWar】增益机
204	2000487	TextTutorialFarmWarMonsterDropTitle	ui.TextTutorialFarmWarMonsterDrop		1	1		【DLC30FarmWar】怪物掉落
211	2000489	TextTutorialFarmWarSpicyBombTitle	ui.TextTutorialFarmWarSpicyBomb		1	1		【DLC30FarmWar】辣椒炸弹
203	2000490	TextTutorialFarmWarAirWarTitle	ui.TextTutorialFarmWarAirWar		1	1		【DLC30FarmWar】空战
								
205	2000481	VisualPuzzle_GuideTitle01	ui.VisualPuzzle_GuideDes01		1	1		DLC30主线视觉错位解密教学图1
205	2000482	VisualPuzzle_GuideTitle02	ui.VisualPuzzle_GuideDes02		1	1		DLC30主线视觉错位解密教学图2
								
206	2000491	TxtTutorialNewstarBuildTitle1_30	ui.TxtTutorialNewstarBuild1_30		1	1		【DLC30新星开拓】捡金币玩法教学图
207	2000492	TxtTutorialNewstarBuildTitle2_30	ui.TxtTutorialNewstarBuild2_30		1	1		【DLC30新星开拓】任务界面传送教学图
208	2000493	TxtTutorialNewstarBuildTitle3_30	ui.TxtTutorialNewstarBuild3_30		1	1		【DLC30新星开拓】大地图传送教学图
209	2000494	TxtTutorialNewstarBuildTitle4_30	ui.TxtTutorialNewstarBuild4_30		1	1		【DLC30新星开拓】岛屿升级教学图1
209	2000495	TxtTutorialNewstarBuildTitle5_30	ui.TxtTutorialNewstarBuild5_30		1	1		【DLC30新星开拓】岛屿升级教学图2
								
210	2000505	TextTutorialFarmWarOutTitle1	ui.TextTutorialFarmWarOut1		1	1		【DLC30FarmWar】外围
210	2000506	TextTutorialFarmWarOutTitle2	ui.TextTutorialFarmWarOut2		1	1		【DLC30FarmWar】外围
210	2000507	TextTutorialFarmWarOutTitle3	ui.TextTutorialFarmWarOut3		1	1		【DLC30FarmWar】外围
210	2000508	TextTutorialFarmWarOutTitle4	ui.TextTutorialFarmWarOut4		1	1		【DLC30FarmWar】外围
210	2000509	TextTutorialFarmWarOutTitle5	ui.TextTutorialFarmWarOut5		1	1		【DLC30FarmWar】外围
								
212	2000019	TxtTutorialDefense31_Main_Title	ui.TxtTutorialDefense31_Main		1	1		【DLC3.1荣誉冲突】主界面
212	2000212	TxtTutorialDefense08_Diff_Title	ui.TxtTutorialDefense08_Diff		1	1		【DLC3.1荣誉冲突】难度选择
212	2000213	TxtTutorialDefense08_Skill_Title	ui.TxtTutorialDefense08_Skill		1	1		【DLC3.1荣誉冲突】技巧挑战
212	2000074	TxtTutorialDefenseTitle04	ui.TxtTutorialDefense04		1	1		【DLC3.1荣誉冲突】史诗系统
212	2000073	TxtTutorialDefense08_Reset_Title	ui.TxtTutorialDefense08_Reset		1	1		【DLC3.1荣誉冲突】重选难度
212	2000214	TxtTutorialDefense08_Combo_Title	ui.TxtTutorialDefense08_Combo		1	1		【DLC3.1荣誉冲突】连杀
212	2000215	TxtTutorialDefense08_Score_Title	ui.TxtTutorialDefense08_Score		1	1		【DLC3.1荣誉冲突】积分显示
212	2000216	TxtTutorialDefense08_Pause_Title	ui.TxtTutorialDefense08_Pause		1	1		【DLC3.1荣誉冲突】局内暂停
212	2000020	TxtTutorialDefenseTitle07	ui.TxtTutorialDefense07		1	1		【DLC3.1荣誉冲突】跳跃
212	2000021	TxtTutorialDefenseTitle08	ui.TxtTutorialDefense08		1	1		【DLC3.1荣誉冲突】限时挑战
212	2000022	TxtTutorialDefenseTitle09	ui.TxtTutorialDefense09		1	1		【DLC3.1荣誉冲突】补给装置
212	2000155	TxtTutorialDefense10_MG_Title	ui.TxtTutorialDefense10_MG		1	1		【DLC3.1荣誉冲突】机枪塔
								
213	2000530	TxtTutorialRogueScore_modelTitle22	ui.TxtTutorialRogueScore_modelTitle22_Des		1	1		dlc3.2悖论迷宫-无人机
213	2000531	TxtTutorialRogueScore_modelTitle23	ui.TxtTutorialRogueScore_modelTitle23_Des		1	1		dlc3.2悖论迷宫-核心与技能
213	2000532	TxtTutorialRogueScore_modelTitle24	ui.TxtTutorialRogueScore_modelTitle24_Des		1	1		dlc3.2悖论迷宫-无人机改造
213	2000533	TxtTutorialRogueScore_modelTitle25	ui.TxtTutorialRogueScore_modelTitle25_Des		1	1		dlc3.2悖论迷宫-技能分支
213	2000534	TxtTutorialRogueScore_modelTitle26	ui.TxtTutorialRogueScore_modelTitle26_Des		1	1		dlc3.2悖论迷宫-部件获取
213	2000535	TxtTutorialRogueScore_modelTitle27	ui.TxtTutorialRogueScore_modelTitle27_Des		1	1		dlc3.2悖论迷宫-部件合成
								
214	2000523	TxtDLC31_1Level15_44Moniter_Name1	ui.TxtDLC31_1Level15_44Moniter_Des1		1	1		DLC3.1主线监控玩法教学
214	2000524	TxtDLC31_1Level15_44Moniter_Name2	ui.TxtDLC31_1Level15_44Moniter_Des2		1	1		DLC3.1主线监控玩法教学
								
215	2000522	TxtRocketTeach	ui.TxtRocketTeachDetail		1	1		DLC3.1七日派对-冲刺挑战
								
216	2000581	TxtOnlineSeaHelpTitle1	ui.TxtOnlineSeaHelpDescription1		1	1		DLC3.6激浪联航二期-玩法主界面
216	2000582	TxtOnlineSeaHelpTitle2	ui.TxtOnlineSeaHelpDescription2		1	1		DLC3.6激浪联航二期-玩法主界面
216	2000583	TxtOnlineSeaHelpTitle3	ui.TxtOnlineSeaHelpDescription3		1	1		DLC3.6激浪联航二期-玩法主界面
216	2000584	TxtOnlineSeaHelpTitle4	ui.TxtOnlineSeaHelpDescription4		1	1		DLC3.6激浪联航二期-玩法主界面
216	2000585	TxtOnlineSeaHelpTitle5	ui.TxtOnlineSeaHelpDescription5		1	1		DLC3.6激浪联航二期-玩法主界面
216	2000586	TxtOnlineSeaHelpTitle6	ui.TxtOnlineSeaHelpDescription6		1	1		DLC3.6激浪联航二期-玩法主界面
216	2000587	TxtOnlineSeaHelpTitle7	ui.TxtOnlineSeaHelpDescription7		1	1		DLC3.6激浪联航二期-玩法主界面
216	2000588	TxtOnlineSeaHelpTitle8	ui.TxtOnlineSeaHelpDescription8		1	1		DLC3.6激浪联航二期-玩法主界面
216	2000716	TxtOnlineSeaHelpTitle9	ui.TxtOnlineSeaHelpDescription9					DLC3.6激浪联航二期-玩法主界面
								
217	2000581	TxtOnlineSeaHelpTitle1	ui.TxtOnlineSeaHelpDescription1		1	1		DLC3.6激浪联航二期-玩法主界面
217	2000582	TxtOnlineSeaHelpTitle2	ui.TxtOnlineSeaHelpDescription2		1	1		DLC3.6激浪联航二期-玩法主界面
217	2000583	TxtOnlineSeaHelpTitle3	ui.TxtOnlineSeaHelpDescription3		1	1		DLC3.6激浪联航二期-玩法主界面
217	2000584	TxtOnlineSeaHelpTitle4	ui.TxtOnlineSeaHelpDescription4		1	1		DLC3.6激浪联航二期-玩法主界面
								
218	2000019	TxtTutorialDefense32_Main_Title	ui.TxtTutorialDefense32_Main		1	1		【DLC3.2荣誉冲突】主界面
218	2000212	TxtTutorialDefense08_Diff_Title	ui.TxtTutorialDefense08_Diff		1	1		【DLC3.2荣誉冲突】难度选择
218	2000213	TxtTutorialDefense08_Skill_Title	ui.TxtTutorialDefense08_Skill		1	1		【DLC3.2荣誉冲突】技巧挑战
218	2000074	TxtTutorialDefenseTitle04	ui.TxtTutorialDefense04		1	1		【DLC3.2荣誉冲突】史诗系统
218	2000073	TxtTutorialDefense08_Reset_Title	ui.TxtTutorialDefense08_Reset		1	1		【DLC3.2荣誉冲突】重选难度
218	2000214	TxtTutorialDefense08_Combo_Title	ui.TxtTutorialDefense08_Combo		1	1		【DLC3.2荣誉冲突】连杀
218	2000215	TxtTutorialDefense08_Score_Title	ui.TxtTutorialDefense08_Score		1	1		【DLC3.2荣誉冲突】积分显示
218	2000216	TxtTutorialDefense08_Pause_Title	ui.TxtTutorialDefense08_Pause		1	1		【DLC3.2荣誉冲突】局内暂停
218	2000020	TxtTutorialDefenseTitle07	ui.TxtTutorialDefense07		1	1		【DLC3.2荣誉冲突】跳跃
218	2000021	TxtTutorialDefenseTitle08	ui.TxtTutorialDefense08		1	1		【DLC3.2荣誉冲突】限时挑战
218	2000022	TxtTutorialDefenseTitle09	ui.TxtTutorialDefense09		1	1		【DLC3.2荣誉冲突】补给装置
								
219	2000527	TxtTutorial_backtrack_001_Title	ui.TxtTutorial_backtrack_001		1	1		DLC32主线时空错位玩法教学图1
219	2000528	TxtTutorial_backtrack_002_Title	ui.TxtTutorial_backtrack_002		1	1		DLC32主线时空错位玩法教学图2
								
220	2000527	TxtTutorial_backtrack_001_Title	ui.TxtTutorial_backtrack_001		1	1		DLC32主线时空错位玩法教学图1
220	2000529	TxtTutorial_backtrack_003_Title	ui.TxtTutorial_backtrack_003		1	1		DLC32主线时空错位玩法教学图3
								
221	2000598	TxtClimbHelp_Title01	ui.TxtClimbHelp_Des01		1	1		【DLC3.3乐土之扉】占位玩法说明1
221	2000599	TxtClimbHelp_Title02	ui.TxtClimbHelp_Des02		1	1		【DLC3.3乐土之扉】占位玩法说明2
221	2000600	TxtClimbHelp_Title03	ui.TxtClimbHelp_Des03		1	1		【DLC3.3乐土之扉】占位玩法说明3
								
222	2000555	TxtTutorialRMOLTitle2	rmol.helpDesc2		1	1		【DLC3.2绘梦沙盘】玩法说明2
222	2000556	TxtTutorialRMOLTitle3	rmol.helpDesc3		1	1		【DLC3.2绘梦沙盘】玩法说明3
223	2000558	TxtTutorialRMOLTitle5	rmol.helpDesc5		1	1		【DLC3.2绘梦沙盘】玩法说明5
223	2000559	TxtTutorialRMOLTitle6	rmol.helpDesc6		1	1		【DLC3.2绘梦沙盘】玩法说明6
224	2000561	TxtTutorialRMOLTitle8	rmol.helpDesc8		1	1		【DLC3.2绘梦沙盘】玩法说明8
224	2000562	TxtTutorialRMOLTitle9	rmol.helpDesc9		1	1		【DLC3.2绘梦沙盘】玩法说明9
224	2000563	TxtTutorialRMOLTitle10	rmol.helpDesc10		1	1		【DLC3.2绘梦沙盘】玩法说明10
224	2000560	TxtTutorialRMOLTitle7	rmol.helpDesc7		1	1		【DLC3.2绘梦沙盘】玩法说明7
225	2000567	TxtTutorialRMOLTitle12	rmol.helpDesc12		1	1		【DLC3.2绘梦沙盘】玩法说明12
226	2000565	TxtTutorialRMOLTitle18	rmol.helpDesc18		1	1		【DLC3.2绘梦沙盘】玩法说明18
226	2000572	TxtTutorialRMOLTitle17	rmol.helpDesc17		1	1		【DLC3.2绘梦沙盘】玩法说明17
227	2000566	TxtTutorialRMOLTitle19	rmol.helpDesc19		1	1		【DLC3.2绘梦沙盘】玩法说明19
								
228	2000532	TxtTutorialRogueScore_modelTitle24	ui.TxtTutorialRogueScore_modelTitle24_Des		1	1		dlc3.2悖论迷宫-无人机改造
228	2000533	TxtTutorialRogueScore_modelTitle25	ui.TxtTutorialRogueScore_modelTitle25_Des		1	1		dlc3.2悖论迷宫-技能分支
229	2000535	TxtTutorialRogueScore_modelTitle27	ui.TxtTutorialRogueScore_modelTitle27_Des		1	1		dlc3.2悖论迷宫-部件合成
								
230	2000557	TxtTutorialRMOLTitle4	rmol.helpDesc4		1	1		【DLC3.2绘梦沙盘】玩法说明4
230	2000558	TxtTutorialRMOLTitle5	rmol.helpDesc5		1	1		【DLC3.2绘梦沙盘】玩法说明5
230	2000559	TxtTutorialRMOLTitle6	rmol.helpDesc6		1	1		【DLC3.2绘梦沙盘】玩法说明6
230	2000560	TxtTutorialRMOLTitle7	rmol.helpDesc7		1	1		【DLC3.2绘梦沙盘】玩法说明7
230	2000561	TxtTutorialRMOLTitle8	rmol.helpDesc8		1	1		【DLC3.2绘梦沙盘】玩法说明8
230	2000562	TxtTutorialRMOLTitle9	rmol.helpDesc9		1	1		【DLC3.2绘梦沙盘】玩法说明9
230	2000563	TxtTutorialRMOLTitle10	rmol.helpDesc10		1	1		【DLC3.2绘梦沙盘】玩法说明10
230	2000564	TxtTutorialRMOLTitle11	rmol.helpDesc11		1	1		【DLC3.2绘梦沙盘】玩法说明11
231	2000567	TxtTutorialRMOLTitle12	rmol.helpDesc12		1	1		【DLC3.2绘梦沙盘】玩法说明12
231	2000557	TxtTutorialRMOLTitle4	rmol.helpDesc4		1	1		【DLC3.2绘梦沙盘】玩法说明4
231	2000558	TxtTutorialRMOLTitle5	rmol.helpDesc5		1	1		【DLC3.2绘梦沙盘】玩法说明5
231	2000559	TxtTutorialRMOLTitle6	rmol.helpDesc6		1	1		【DLC3.2绘梦沙盘】玩法说明6
231	2000560	TxtTutorialRMOLTitle7	rmol.helpDesc7		1	1		【DLC3.2绘梦沙盘】玩法说明7
231	2000561	TxtTutorialRMOLTitle8	rmol.helpDesc8		1	1		【DLC3.2绘梦沙盘】玩法说明8
231	2000562	TxtTutorialRMOLTitle9	rmol.helpDesc9		1	1		【DLC3.2绘梦沙盘】玩法说明9
231	2000563	TxtTutorialRMOLTitle10	rmol.helpDesc10		1	1		【DLC3.2绘梦沙盘】玩法说明10
231	2000564	TxtTutorialRMOLTitle11	rmol.helpDesc11		1	1		【DLC3.2绘梦沙盘】玩法说明11
232	2000568	TxtTutorialRMOLTitle13	rmol.helpDesc13		1	1		【DLC3.2绘梦沙盘】玩法说明13
232	2000569	TxtTutorialRMOLTitle14	rmol.helpDesc14		1	1		【DLC3.2绘梦沙盘】玩法说明14
232	2000570	TxtTutorialRMOLTitle15	rmol.helpDesc15		1	1		【DLC3.2绘梦沙盘】玩法说明15
232	2000571	TxtTutorialRMOLTitle16	rmol.helpDesc16		1	1		【DLC3.2绘梦沙盘】玩法说明16
232	2000557	TxtTutorialRMOLTitle4	rmol.helpDesc4		1	1		【DLC3.2绘梦沙盘】玩法说明4
232	2000558	TxtTutorialRMOLTitle5	rmol.helpDesc5		1	1		【DLC3.2绘梦沙盘】玩法说明5
232	2000559	TxtTutorialRMOLTitle6	rmol.helpDesc6		1	1		【DLC3.2绘梦沙盘】玩法说明6
232	2000560	TxtTutorialRMOLTitle7	rmol.helpDesc7		1	1		【DLC3.2绘梦沙盘】玩法说明7
232	2000561	TxtTutorialRMOLTitle8	rmol.helpDesc8		1	1		【DLC3.2绘梦沙盘】玩法说明8
232	2000562	TxtTutorialRMOLTitle9	rmol.helpDesc9		1	1		【DLC3.2绘梦沙盘】玩法说明9
232	2000563	TxtTutorialRMOLTitle10	rmol.helpDesc10		1	1		【DLC3.2绘梦沙盘】玩法说明10
232	2000564	TxtTutorialRMOLTitle11	rmol.helpDesc11		1	1		【DLC3.2绘梦沙盘】玩法说明11
232	2000567	TxtTutorialRMOLTitle12	rmol.helpDesc12		1	1		【DLC3.2绘梦沙盘】玩法说明12
233	2000572	TxtTutorialRMOLTitle17	rmol.helpDesc17		1	1		【DLC3.2绘梦沙盘】玩法说明17
233	2000565	TxtTutorialRMOLTitle18	rmol.helpDesc18		1	1		【DLC3.2绘梦沙盘】玩法说明18
233	2000557	TxtTutorialRMOLTitle4	rmol.helpDesc4		1	1		【DLC3.2绘梦沙盘】玩法说明4
233	2000558	TxtTutorialRMOLTitle5	rmol.helpDesc5		1	1		【DLC3.2绘梦沙盘】玩法说明5
233	2000559	TxtTutorialRMOLTitle6	rmol.helpDesc6		1	1		【DLC3.2绘梦沙盘】玩法说明6
233	2000560	TxtTutorialRMOLTitle7	rmol.helpDesc7		1	1		【DLC3.2绘梦沙盘】玩法说明7
233	2000561	TxtTutorialRMOLTitle8	rmol.helpDesc8		1	1		【DLC3.2绘梦沙盘】玩法说明8
233	2000562	TxtTutorialRMOLTitle9	rmol.helpDesc9		1	1		【DLC3.2绘梦沙盘】玩法说明9
233	2000563	TxtTutorialRMOLTitle10	rmol.helpDesc10		1	1		【DLC3.2绘梦沙盘】玩法说明10
233	2000564	TxtTutorialRMOLTitle11	rmol.helpDesc11		1	1		【DLC3.2绘梦沙盘】玩法说明11
233	2000567	TxtTutorialRMOLTitle12	rmol.helpDesc12		1	1		【DLC3.2绘梦沙盘】玩法说明12
233	2000568	TxtTutorialRMOLTitle13	rmol.helpDesc13		1	1		【DLC3.2绘梦沙盘】玩法说明13
233	2000569	TxtTutorialRMOLTitle14	rmol.helpDesc14		1	1		【DLC3.2绘梦沙盘】玩法说明14
233	2000570	TxtTutorialRMOLTitle15	rmol.helpDesc15		1	1		【DLC3.2绘梦沙盘】玩法说明15
233	2000571	TxtTutorialRMOLTitle16	rmol.helpDesc16		1	1		【DLC3.2绘梦沙盘】玩法说明16
233	2000572	TxtTutorialRMOLTitle17	rmol.helpDesc17		1	1		【DLC3.2绘梦沙盘】玩法说明17
233	2000565	TxtTutorialRMOLTitle18	rmol.helpDesc18		1	1		【DLC3.2绘梦沙盘】玩法说明18
233	2000566	TxtTutorialRMOLTitle19	rmol.helpDesc19		1	1		【DLC3.2绘梦沙盘】玩法说明19
234	2000554	TxtTutorialRMOLTitle1	rmol.helpDesc1		1	1		【DLC3.2绘梦沙盘】玩法说明1
234	2000557	TxtTutorialRMOLTitle4	rmol.helpDesc4		1	1		【DLC3.2绘梦沙盘】玩法说明4
234	2000558	TxtTutorialRMOLTitle5	rmol.helpDesc5		1	1		【DLC3.2绘梦沙盘】玩法说明5
234	2000559	TxtTutorialRMOLTitle6	rmol.helpDesc6		1	1		【DLC3.2绘梦沙盘】玩法说明6
234	2000560	TxtTutorialRMOLTitle7	rmol.helpDesc7		1	1		【DLC3.2绘梦沙盘】玩法说明7
234	2000561	TxtTutorialRMOLTitle8	rmol.helpDesc8		1	1		【DLC3.2绘梦沙盘】玩法说明8
234	2000562	TxtTutorialRMOLTitle9	rmol.helpDesc9		1	1		【DLC3.2绘梦沙盘】玩法说明9
234	2000563	TxtTutorialRMOLTitle10	rmol.helpDesc10		1	1		【DLC3.2绘梦沙盘】玩法说明10
234	2000564	TxtTutorialRMOLTitle11	rmol.helpDesc11		1	1		【DLC3.2绘梦沙盘】玩法说明11
								
235	2000585	TxtOnlineSeaHelpTitle5	ui.TxtOnlineSeaHelpDescription5		1	1		DLC3.2激浪联航-普通难度局内首次教学
235	2000587	TxtOnlineSeaHelpTitle7	ui.TxtOnlineSeaHelpDescription7		1	1		DLC3.2激浪联航-普通难度局内首次教学
235	2000588	TxtOnlineSeaHelpTitle8	ui.TxtOnlineSeaHelpDescription8		1	1		DLC3.2激浪联航-普通难度局内首次教学
								
236	2000543	TxtParty.hlepimgs_Title13	ui.TxtParty.hlepimgs_des13		1	1		3.2海姆向前冲教学图1
236	2000544	TxtParty.hlepimgs_Title14	ui.TxtParty.hlepimgs_des14		1	1		3.2海姆向前冲教学图2
236	2000545	TxtParty.hlepimgs_Title15	ui.TxtParty.hlepimgs_des15		1	1		3.2海姆向前冲教学图3
236	2000546	TxtParty.hlepimgs_Title16	ui.TxtParty.hlepimgs_des16		1	1		3.2海姆向前冲教学图4
236	2000547	TxtParty.hlepimgs_Title17	ui.TxtParty.hlepimgs_des17		1	1		3.2海姆向前冲教学图5
236	2000548	TxtParty.hlepimgs_Title18	ui.TxtParty.hlepimgs_des18		1	1		3.2海姆向前冲教学图6
236	2000549	TxtParty.hlepimgs_Title19	ui.TxtParty.hlepimgs_des19		1	1		3.2海姆向前冲教学图7
236	2000550	TxtParty.hlepimgs_Title20	ui.TxtParty.hlepimgs_des20		1	1		3.2海姆向前冲教学图8
236	2000551	TxtParty.hlepimgs_Title21	ui.TxtParty.hlepimgs_des21		1	1		3.2海姆向前冲教学图9
236	2000552	TxtParty.hlepimgs_Title22	ui.TxtParty.hlepimgs_des22		1	1		3.2海姆向前冲教学图10
236	2000553	TxtParty.hlepimgs_Title23	ui.TxtParty.hlepimgs_des23		1	1		3.2海姆向前冲教学图11
								
237	2000511	TxtNurturanceHelp_Title1	ui.TxtNurturanceHelp_des1		1	1		3.2角色养成教学图1
237	2000512	TxtNurturanceHelp_Title2	ui.TxtNurturanceHelp_des2		1	1		3.2角色养成教学图2
								
238	2000513	TxtNurturanceHelp_Title3	ui.TxtNurturanceHelp_des3		1	1		3.2武器养成教学图1
238	2000514	TxtNurturanceHelp_Title4	ui.TxtNurturanceHelp_des4		1	1		3.2武器养成教学图2
238	2000515	TxtNurturanceHelp_Title5	ui.TxtNurturanceHelp_des5		1	1		3.2武器养成教学图3
238	2000516	TxtNurturanceHelp_Title6	ui.TxtNurturanceHelp_des6		1	1		3.2武器养成教学图4
238	2000166	TxtFashionArmTip12	ui.TxtFashionArmTip13		1	1		武器小分类介绍
238	2000028	TxtTutorialFightTitle2	ui.TxtTutorialFight13	{{2,10304}}	1	1		跳弹介绍(武器界面
								
239	2000520	TxtNurturanceHelp_Title10	ui.TxtNurturanceHelp_des10		1	1		3.2后勤养成教学图1
239	2000521	TxtNurturanceHelp_Title11	ui.TxtNurturanceHelp_des11		1	1		3.2后勤养成教学图2
								
240	2000517	TxtNurturanceHelp_Title7	ui.TxtNurturanceHelp_des7		1	1		3.2神格神经养成教学图1
240	2000518	TxtNurturanceHelp_Title8	ui.TxtNurturanceHelp_des8		1	1		3.2神格神经养成教学图2
240	2000519	TxtNurturanceHelp_Title9	ui.TxtNurturanceHelp_des9		1	1		3.2神格神经养成教学图3
								
241	2000536	TxtFormationChangeLevel_Title1	ui.TxtFormationChangeLevel_des1		1	1		3.2能力适应教学图1
241	2000537	TxtFormationChangeLevel_Title2	ui.TxtFormationChangeLevel_des2		1	1		3.2能力适应教学图2
241	2000538	TxtFormationChangeLevel_Title3	ui.TxtFormationChangeLevel_des3		1	1		3.2能力适应教学图3
241	2000539	TxtFormationChangeLevel_Title4	ui.TxtFormationChangeLevel_des4		1	1		3.2能力适应教学图4
241	2000540	TxtFormationChangeLevel_Title5	ui.TxtFormationChangeLevel_des5		1	1		3.2能力适应教学图5
								
242	2000573	TxtThrow.hlepimgs_title1	ui.TxtThrow.hlepimgs_des1		1	1		3.2沙滩游戏教学图1
242	2000574	TxtThrow.hlepimgs_title2	ui.TxtThrow.hlepimgs_des2		1	1		3.2沙滩游戏教学图2
242	2000575	TxtThrow.hlepimgs_title3	ui.TxtThrow.hlepimgs_des3		1	1		3.2沙滩游戏教学图3
242	2000576	TxtThrow.hlepimgs_title4	ui.TxtThrow.hlepimgs_des4		1	1		3.2沙滩游戏教学图4
242	2000577	TxtThrow.hlepimgs_title5	ui.TxtThrow.hlepimgs_des5		1	1		3.2沙滩游戏教学图5
242	2000578	TxtThrow.hlepimgs_title6	ui.TxtThrow.hlepimgs_des6		1	1		3.2沙滩游戏教学图6
242	2000579	TxtThrow.hlepimgs_title7	ui.TxtThrow.hlepimgs_des7		1	1		3.2沙滩游戏教学图7
242	2000580	TxtThrow.hlepimgs_title8	ui.TxtThrow.hlepimgs_des8		1	1		3.2沙滩游戏教学图8
								
243	2000568	TxtTutorialRMOLTitle13	rmol.helpDesc13		1	1		【DLC3.2绘梦沙盘】玩法说明13
243	2000569	TxtTutorialRMOLTitle14	rmol.helpDesc14		1	1		【DLC3.2绘梦沙盘】玩法说明14
243	2000570	TxtTutorialRMOLTitle15	rmol.helpDesc15		1	1		【DLC3.2绘梦沙盘】玩法说明15
243	2000571	TxtTutorialRMOLTitle16	rmol.helpDesc16		1	1		【DLC3.2绘梦沙盘】玩法说明16
								
244	2000566	TxtTutorialRMOLTitle19	rmol.helpDesc19		1	1		【DLC3.2绘梦沙盘】玩法说明19
244	2000557	TxtTutorialRMOLTitle4	rmol.helpDesc4		1	1		【DLC3.2绘梦沙盘】玩法说明4
244	2000558	TxtTutorialRMOLTitle5	rmol.helpDesc5		1	1		【DLC3.2绘梦沙盘】玩法说明5
244	2000559	TxtTutorialRMOLTitle6	rmol.helpDesc6		1	1		【DLC3.2绘梦沙盘】玩法说明6
244	2000560	TxtTutorialRMOLTitle7	rmol.helpDesc7		1	1		【DLC3.2绘梦沙盘】玩法说明7
244	2000561	TxtTutorialRMOLTitle8	rmol.helpDesc8		1	1		【DLC3.2绘梦沙盘】玩法说明8
244	2000562	TxtTutorialRMOLTitle9	rmol.helpDesc9		1	1		【DLC3.2绘梦沙盘】玩法说明9
244	2000563	TxtTutorialRMOLTitle10	rmol.helpDesc10		1	1		【DLC3.2绘梦沙盘】玩法说明10
244	2000564	TxtTutorialRMOLTitle11	rmol.helpDesc11		1	1		【DLC3.2绘梦沙盘】玩法说明11
244	2000567	TxtTutorialRMOLTitle12	rmol.helpDesc12		1	1		【DLC3.2绘梦沙盘】玩法说明12
244	2000568	TxtTutorialRMOLTitle13	rmol.helpDesc13		1	1		【DLC3.2绘梦沙盘】玩法说明13
244	2000569	TxtTutorialRMOLTitle14	rmol.helpDesc14		1	1		【DLC3.2绘梦沙盘】玩法说明14
244	2000570	TxtTutorialRMOLTitle15	rmol.helpDesc15		1	1		【DLC3.2绘梦沙盘】玩法说明15
244	2000571	TxtTutorialRMOLTitle16	rmol.helpDesc16		1	1		【DLC3.2绘梦沙盘】玩法说明16
244	2000572	TxtTutorialRMOLTitle17	rmol.helpDesc17		1	1		【DLC3.2绘梦沙盘】玩法说明17
244	2000565	TxtTutorialRMOLTitle18	rmol.helpDesc18		1	1		【DLC3.2绘梦沙盘】玩法说明18
								
245	2000557	TxtTutorialRMOLTitle4	rmol.helpDesc4		1	1		【DLC3.2绘梦沙盘】玩法说明4
