活动Id(最大6550)	排序	//备注	所在页签（0或不填则隐藏，1为限时页，2为常驻页，3为新手活动页）	组别	组Icon（父标签ICON，可不填，默认读后面的子标签ICON）	组名（父标签名称，可不填，默认读后面的子标签名称）	活动类型	起始时间	结束时间	临时关闭(常规不用 0默认开启 1关闭,任务计数 2关闭,任务不计数)	是否隐藏	解锁条件(例{{{1,1}}})（1账号等级 2前置关卡 3获得某个道具）双{{}}隔开为或条件，单{}隔开为且条件	模板Id(主要是非签到模板)	背景图	页签Icon	抬头图标	立绘	帮助描述{文本key,显示标记 1默认统一位置显示2活动模板自己显示，外围隐藏}	内容描述(逗号分割多个)	页签描述	每日任务({成就id}activity_quest.txt)	每周任务({成就id}activity_quest.txt)	活动期任务({成就id}activity_quest.txt)	代币ID({id1,..})	自定义数据(商店模板:商店id;返还模板:0展示阶段1领奖阶段;首充模板：奖励物品;短签模板:弹窗顺序;任务回归离线时间【只限活动大厅内的回归使用】)	自定义数据(任务活动1013模板:{1显示常驻标签,默认关闭}；联机活动模板:{按钮的IconId})	跳转界面({类型,值}1类型,function id;2类型,ui窗口名字;3类型,lua函数)	跳转参数	每日解锁任务({{第几天开放,Normal任务id,...},..})	终身模式(1标记)	弹窗顺序(仅短签活动)；序号越大越先弹出	地区限制目前可填：0国内外,1国内,2海外	是否已有核心奖励	是否能领取核心奖励	是否是新手活动
344	9	皮肤试玩_妮塔·悸响轻罗曼舞_DLC31	1	343	1701196	activity.TxtActivityTry3	gacha_try	[202508211000]	[202509250400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_75															
345	9	皮肤试玩_肴·夜天光共待曙明_DLC31	1	343	1701196	activity.TxtActivityTry3	gacha_try	[202508211000]	[202509250400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_76															
346	9	皮肤试玩_卜卜·小天师雨沁轻衫_DLC31	1	343	1701196	activity.TxtActivityTry3	gacha_try	[202508211000]	[202509240400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_77															
347	9	皮肤试玩_猫汐尔·不灭灵影_DLC31	1	50	1701196	activity.TxtActivityTry3	gacha_try	[202508211000]	[202509291000]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_78															
348	9	皮肤试玩_奈莉德·冥河代理人晨曦统令_DLC31	1	343	1701196	activity.TxtActivityTry3	gacha_try	[202508211000]	[202509250400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_58															
349	9	皮肤试玩_伊切尔·豹豹捕猎演习_DLC31	1	343	1701196	activity.TxtActivityTry3	gacha_try	[202508211000]	[202509250400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_46															
350	13	DLC31版本签到	1	350			signin_monthly	[202508211000]	[202509110400]			{{{2,11429}},{{2,10104}}}	1021	1602841	1701104	1602840	1602839	{"activity.template_5_des",1}	activity.template_5_des	activity.Lable49										1					
351		回归_DLC31	1	19			player_return	[202508211000]	[202509250359]		1	{{{1,30}}}						{"activity.return_template_6_des",1}																	
352	3	【宿舍上新】辰星肴膝枕	1	352			dorm_cpfur_off	[202508211000]	[202509250400]			{{{2,11422},{15,10230}},{{2,10104}}}	1020	1602222	1701104					activity.Lable31					{'activity.dlc31house_detail1','activity.dlc31house_detail1','activity.dlc31house_detail2','activity.dlc31house_detail3',1601020,1601021,1602495,2}	{3,4}									
353	2	【宿舍上新】恋风漪岸开放	1	284				[202509250400]	[202511060400]			{{{2,11422},{15,10230}},{{2,10104}}}	1036	1602843	1701104	1602845			activity.dlc3.2house_detail	ui.TxtBeachName					{1602846,1602844,1602847}										
354	9	角色试玩_溯影_DLC31	1	339	1701195	activity.TxtActivityTry1	gacha_try	[202508211000]	[202509250400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_6															
355	2	纷愿绮梦3.2	1	355		dreamcard.txtactivity1		[202509250400]	[202511060400]			{{{1,30}}}	1039	1602886	1701104				dreamcard.txtactivity2						{{13,1,35,1,1},{4,3,2,1,1},{4,3,1,1,1},{4,1,6,5,1}}		{3,"DreamCard.CheckOpen()"}								
356	1	特别邀请_瑟瑞丝	1	356			free_items	[202510150400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1028	1602849	1701104	1602854	1602850		activity.template_18_des	activity.Lable28					{{1,13,3,1,1,12},{3,1,54,2,1},{3,2,54,2,1},{3,3,54,2,1}}	{202510161000}				1					
357	9	角色试玩_芬妮·澄意_DLC32	1	357	1701195	activity.TxtActivityTry1	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_29															
358	9	角色试玩_瑟瑞斯·悠游_DLC32	1	357	1701195	activity.TxtActivityTry1	gacha_try	[202510161000]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_30															
359	9	角色试玩_天鹅座_DLC32	1	357	1701195	activity.TxtActivityTry1	gacha_try	[202510161000]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_25															
360	9	角色试玩_辰星·琼弦_DLC32	1	357	1701195	activity.TxtActivityTry1	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_21															
361	9	角色试玩_里芙-无限之视_DLC25	1	357	1701195	activity.TxtActivityTry1	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_13															
362	9	角色试玩_芬妮-辉耀_DLC25	1	357	1701195	activity.TxtActivityTry1	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_14															
363	9	角色试玩_云篆_DLC32	1	357	1701195	activity.TxtActivityTry1	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_2															
364	9	角色试玩_溯影_DLC32	1	357	1701195	activity.TxtActivityTry1	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_6															
365	9	角色试玩_凯茜娅·朝翼_DLC32	1	357	1701195	activity.TxtActivityTry1	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_16															
366	9	角色试玩_茉莉安·幽潮_DLC32	1	357	1701195	activity.TxtActivityTry1	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_17															
367	9	角色试玩_恩雅_DLC32	1	357	1701195	activity.TxtActivityTry1	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_11															
368	9	皮肤试玩_芬妮·澄意夕晖蜜约_DLC32	1	368	1701196	activity.TxtActivityTry3	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_79															
369	9	皮肤试玩_瑟瑞斯·悠游碧波浮游_DLC32	1	368	1701196	activity.TxtActivityTry3	gacha_try	[202510161000]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_80															
370	9	皮肤试玩_薇蒂雅·天鹅座海境鲛梦_DLC32	1	368	1701196	activity.TxtActivityTry3	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_81															
371	9	皮肤试玩_奈莉德·冥河代理人热沙激浪_DLC32	1	368	1701196	activity.TxtActivityTry3	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_82															
372	9	皮肤试玩_辰星·琼弦柔倚身畔_DLC32	1	368	1701196	activity.TxtActivityTry3	gacha_try	[202509250400]	[202511050400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_83															
373	9	皮肤试玩_凯茜娅·朝翼沐浪倦姿_DLC11	1	368	1701196	activity.TxtActivityTry3	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_38															
374	9	皮肤试玩_茉莉安·幽潮灿阳一刻_DLC11	1	368	1701196	activity.TxtActivityTry3	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_39															
375	9	皮肤试玩_恩雅·羽蜕浅憩之处_DLC11	1	368	1701196	activity.TxtActivityTry2	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_40															
376	9	皮肤试玩_溯影灼阳假期_DLC11	1	368	1701196	activity.TxtActivityTry3	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_4															
377	9	皮肤试玩_云篆波光倩影_DLC11	1	368	1701196	activity.TxtActivityTry3	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_5															
378	9	皮肤试玩_辰星·琼弦慵倚花阴_DLC30	1	368	1701196	activity.TxtActivityTry3	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_66															
379	9	皮肤试玩_薇蒂雅·天鹅座云端之邀_DLC28	1	368	1701196	activity.TxtActivityTry3	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_64															
380	9	皮肤试玩_凯茜娅·朝翼绮锦流韵_DLC30	1	368	1701196	activity.TxtActivityTry3	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_60															
381	9	皮肤试玩_茉莉安·幽潮绒尾迷梦_DLC30	1	368	1701196	activity.TxtActivityTry3	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_54															
382	9	皮肤试玩_辰星云篆旗袍_DLC25	1	368	1701196	activity.TxtActivityTry3	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_36															
383	12	新程启礼		17			signin_monthly	[202309250400]				{{{2,11429},{28,1758744000}}}	1040	1602925	1701104	1602033		{"activity.template_19_des",1}	activity.template_19_des	activity.Lable52										1	2				1
384	13	DLC32版本签到上半期	1	384			signin_monthly	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1021	1602880	1701104	1602879	1602878	{"activity.template_5_des",1}	activity.template_5_des	activity.Lable50										1					
385	13	DLC32版本签到下半期	1	385			signin_monthly	[202510161000]	[202511060400]			{{{2,11429}},{{2,10104}}}	1021	1602883	1701104	1602882	1602881	{"activity.template_5_des",1}	activity.template_5_des	activity.Lable51										1					
386		回归_DLC32	1	19			player_return	[202509250400]	[202511060359]		1	{{{1,30}}}						{"activity.return_template_6_des",1}																	
387	9	角色试玩_奈莉德_DLC27	1	357	1701195	activity.TxtActivityTry1	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_24															
388	9	皮肤试玩_奈莉德·冥河代理人晨曦统令_DLC27	1	368	1701196	activity.TxtActivityTry3	gacha_try	[202509250400]	[202511060400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_58															
389	1	复刻-碧水假日	1	389		activity.FormerDlc11_title	former_dlc	[202511200400]	[202512180400]			{{{1,4}}}	1041	1602921	1701104				activity.FormerDlc11_des						{Refresh=30,Story=29,DLCShop={403},Preload=8011200}	{FormerDLC=11}									
390	2	3.3适格启忆录	1	390	1701104	jigsawpuzzle.jigsawpuzzle_ui11	jigsaw_puzzle	[202605080400]	[202606190400]			{{{2,11429}},{{2,10104}}}	1042	1602944	1701104		1602945		jigsawpuzzle.jigsawpuzzle_ui12	jigsawpuzzle.jigsawpuzzle_ui16					{{1,6,3,1,1,13},{2,5,31,1,2},{5,32,2,1,4},{3,1,56,2,1},{3,2,56,2,1},{3,3,56,2,1}}	{1}									
391	3	【宿舍上新】克罗瑞娜	1	391			dorm_cpfur_off	[202511060400]	[202512180400]			{{{2,11429}},{{2,10104}}}	1020	1602222	1701104					activity.Lable21					{'activity.dlc33house_detail1','activity.dlc33house_detail1','activity.dlc33house_detail2','activity.dlc33house_detail3',1601022}	{3}									
392	13	DLC33版本签到	1	392			signin_monthly	[202511060400]	[202511270400]			{{{2,11429}},{{2,10104}}}	1021	1602952	1701104	1602951	1602950	{"activity.template_5_des",1}	activity.template_5_des	activity.Lable53										1					
393		回归_DLC33	1	19			player_return	[202511060400]	[202512180359]		1	{{{1,30}}}						{"activity.return_template_6_des",1}																	
394	9	角色试玩_米娅·星彩_DLC33	1	394	1701195	activity.TxtActivityTry1	gacha_try	[202511060400]	[202512180400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_31															
395	9	角色试玩_澜风_DLC33	1	394	1701195	activity.TxtActivityTry1	gacha_try	[202511060400]	[202512180400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_23															
396	9	角色试玩_凯茜娅-狂诗_DLC33	1	394	1701195	activity.TxtActivityTry1	gacha_try	[202511270400]	[202512180400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_26															
397	9	角色试玩_苔丝-绮幻_DLC33	1	394	1701195	activity.TxtActivityTry1	gacha_try	[202511270400]	[202512180400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_27															
398	9	皮肤试玩_米娅·星彩暗空魅影_DLC33	1	398	1701196	activity.TxtActivityTry3	gacha_try	[202511060400]	[202512180400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_84															
399	9	皮肤试玩_晴·霆光清光虔愿_DLC33	1	398	1701196	activity.TxtActivityTry3	gacha_try	[202511271000]	[202512180400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_85															
400	9	皮肤试玩_凯茜娅·狂诗花间蝶踪_DLC33	1	398	1701196	activity.TxtActivityTry3	gacha_try	[202511060400]	[202512180400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_86															
401	9	皮肤试玩_肴·暖雾凝眸_DLC33	1	398	1701196	activity.TxtActivityTry3	gacha_try	[202511060400]	[202512170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_87															
402	9	皮肤试玩_瑟瑞斯·悠游碧波浮游_DLC33	1	398	1701196	activity.TxtActivityTry3	gacha_try	[202511060400]	[202511130400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_80															
403	9	皮肤试玩_恩雅·澜风望云清咏_DLC33	1	398	1701196	activity.TxtActivityTry3	gacha_try	[202511060400]	[202512180400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_53															
404	9	皮肤试玩_恩雅·澜风秘密侍奉_DLC33	1	398	1701196	activity.TxtActivityTry3	gacha_try	[202511060400]	[202512180400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_72															
405		回归_DLC34	1	19			player_return	[202512180400]	[202601290359]		1	{{{1,30}}}						{"activity.return_template_6_des",1}																	
406	13	DLC34版本签到	1	406			signin_monthly	[202512180400]	[202601080400]			{{{2,11429}},{{2,10104}}}	1021	1603074	1701104	1603073	1603072	{"activity.template_5_des",1}	activity.template_5_des	activity.Lable54										1					
407	9	角色试玩_卜卜·灵鉴_DLC34	1	407	1701195	activity.TxtActivityTry1	gacha_try	[202512180400]	[202601290400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_32															
408	9	角色试玩_奈莉德_DLC34	1	407	1701195	activity.TxtActivityTry1	gacha_try	[202512180400]	[202601290400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_24															
409	9	角色试玩_克罗瑞娜·绯月_DLC34	1	407	1701195	activity.TxtActivityTry1	gacha_try	[202601080400]	[202601290400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_28															
410	9	皮肤试玩_卜卜·灵鉴绮恋星灵_DLC34	1	410	1701196	activity.TxtActivityTry3	gacha_try	[202512180400]	[202601290400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_88															
411	9	皮肤试玩_猫汐尔·莲驱喵语祈念_DLC34	1	410	1701196	activity.TxtActivityTry3	gacha_try	[202601011000]	[202601290400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_89															
412	9	皮肤试玩_芬妮·澄意颂夜欢歌_DLC34	1	410	1701196	activity.TxtActivityTry3	gacha_try	[202512180400]	[202601290400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_90															
413	9	皮肤试玩_恩雅·澜风恋恋秋行_DLC34	1	410	1701196	activity.TxtActivityTry3	gacha_try	[202512180400]	[202601280400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_91															
414	9	皮肤试玩_晴·旧日王牌不灭锋铭_DLC34	1	410	1701196	activity.TxtActivityTry3	gacha_try	[202512180400]	[202601290400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_92															
415	9	皮肤试玩_克罗瑞娜·绯月皎月幽祈_DLC34	1	410	1701196	activity.TxtActivityTry3	gacha_try	[202512180400]	[202601290400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_74															
416	9	皮肤试玩_奈莉德·冥河代理人晨曦统令_DLC34	1	410	1701196	activity.TxtActivityTry3	gacha_try	[202512180400]	[202601290400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_58															
417	1	3.4适格启忆录猫汐尔	1	411			jigsaw_puzzle	[202601011000]	[202601290400]			{{{2,11429}},{{2,10104}}}	1042	1603053	1701104		1603054		jigsawpuzzle.jigsawpuzzle_ui14	jigsawpuzzle.jigsawpuzzle_ui11					{{1,12,3,1,1,17},{2,2,27,1,2},{5,32,3,1,4},{3,1,58,2,1},{3,2,58,2,1},{3,3,58,2,1}}	{2}									
418	14	活动日历	1	2				[202012010400]	[203212010400]			{{{2,50174}},{{2,10104}}}	1044	1602842	1701105					ui.TextCalendar															
501	2	纷愿绮梦	2	412		dreamcard.txtactivity1		[202509250400]				{{{1,30}}}	1039	1602886	1701104				dreamcard.txtactivity3,ui.TxtLucky.EventReward2						{{13,1,35,1,1},{4,3,2,1,1},{4,1,6,5,1},{4,3,1,1,1}}		{3,"DreamCard.CheckOpen()"}			1					
502	7	新星开拓	2	413				[202407110400]				{{{1,40}},{{2,10408}}}	1031	1602393	1701104	1602392			vircapture.vircapture_ADContent2,vircapture.vircapture_ADTitle2	ui.TxtVircaptureMain.title					{{4,3,2,1,1},{5,5,1,4,1},{4,1,6,5,1}}		{3, "VirCapture:CheckOpenAct()"}			1					
551	3	按摩小游戏	2	414	1701104	ui.TxtMiniGameTap0	dorm_cpfur_off	[202407110400]				{{{2,11422},{15,10230}},{{2,10104}}}	1036	1602395	1701104					ui.TxtMiniGameTap1					{ImgTitle672x216 = 0,  ImgPic = 1603103, ImgGo = 1603047, ImgDot = 1603101, TxtDetail = "ui.TxtMiniGamDes1", ImgPrint = 0, ImgMiniTitle672x216 = 0, TransPos = "MassageTransPos2", AreaId = 51}					1					
552	3	温泉小游戏	2	414	1701104	ui.TxtMiniGameTap0	dorm_cpfur_off	[202407110400]				{{{2,11422},{15,10230}},{{2,10104}}}	1036	1602626	1701104					ui.TxtMiniGameTap2					{ImgTitle800x176 = 0,  ImgPic = 1603104, ImgGo = 1603046, ImgDot = 1603102, TxtDetail = "ui.TxtMiniGamDes2", ImgPrint = 0, ImgMiniTitle200x40 = 0, TransPos = "HotSpringTransPos1", AreaId = 60}					1					
553	3	酒馆小游戏	2	414	1701104	ui.TxtMiniGameTap0	dorm_cpfur_off	[202407110400]				{{{2,11422},{15,10230}},{{2,10104}}}	1036	1602787	1701104					ui.TxtMiniGameTap3					{ImgTitle = 1602789,  ImgPic = 1602788, ImgGo = 1603048, ImgDot = 1602791, TxtDetail = "ui.TxtMiniGamDes3", ImgPrint = 0, ImgMiniTitle = 1602790, TransPos = "PubTransPos2", AreaId = 70}					1					
554	3	沙滩小游戏	2	414	1701104	ui.TxtMiniGameTap0	dorm_cpfur_off	[202407110400]				{{{2,11422},{15,10230}},{{2,10104}}}	1036	1602843	1701104					ui.TxtMiniGameTap4					{ImgTitle = 1602845,  ImgPic = 1602844, ImgGo = 1603049, ImgDot = 1602847, TxtDetail = "ui.TxtMiniGamDes4", ImgPrint = 0, ImgMiniTitle = 1602846, TransPos = "BeachTransPos2", AreaId = 80}					1					
555	3	【宿舍上新】米娅	1	555			dorm_cpfur_off	[202512180400]	[202601290400]			{{{2,11429}},{{2,10104}}}	1020	1602222	1701104					activity.Lable21					{'activity.dlc34house_detail1','activity.dlc34house_detail1','activity.dlc34house_detail2','activity.dlc34house_detail3',1601023}	{3}									
556	3	DLC34试用无限之视	3	556			limited_role	[202512180400]					1045	1603117	1701104			{"activity.limitedItem_Des",1}	activity.limitedItem_Tip1,activity.limitedItem_Tip2,activity.limitedItem_Tip3,activity.limitedItem_Tip4,activity.limitedItem_Tip5,activity.limitedItem_Tip6	activity.limitedItem_ActivityName															1
557	1	特别邀请-茉莉安-霄鹰	1	557			free_items	[202602110400]	[202605150400]			{{{2,11429}},{{2,10104}}}	1028	1603134	1701104	1603133	1603131		activity.template_20_des	activity.Lable28					{{1,5,4,1,1,16},{3,1,60,2,1},{3,2,60,2,1},{3,3,60,2,1}}	{202602121000}				1					
558	13	DLC35版本签到上半期	1	558			signin_monthly	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1021	1603146	1701104	1603148	1603144	{"activity.template_5_des",1}	activity.template_5_des	activity.Lable56										1					
559	13	DLC35版本签到下半期	1	559			signin_monthly	[202602121000]	[202603120400]			{{{2,11429}},{{2,10104}}}	1021	1603145	1701104	1603147	1603143	{"activity.template_5_des",1}	activity.template_5_des	activity.Lable57										1					
560		回归_DLC35	1	19			player_return	[202601290400]	[202603120359]		1	{{{1,30}}}						{"activity.return_template_6_des",1}																	
561	9	角色试玩_安卡希雅·时之重奏_DLC35	1	561	1701195	activity.TxtActivityTry1	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_33															
562	9	角色试玩_茉莉安·霄鹰_DLC35	1	561	1701195	activity.TxtActivityTry1	gacha_try	[202602121000]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_34															
563	9	角色试玩_芬妮·澄意_DLC35	1	561	1701195	activity.TxtActivityTry1	gacha_try	[202602190400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_29															
564	9	角色试玩_瑟瑞斯·悠游_DLC35	1	561	1701195	activity.TxtActivityTry1	gacha_try	[202602190400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_30															
565	9	角色试玩_凯茜娅-狂诗_DLC35	1	561	1701195	activity.TxtActivityTry1	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_26															
566	9	角色试玩_苔丝-绮幻_DLC35	1	561	1701195	activity.TxtActivityTry1	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_27															
567	9	角色试玩_澜风_DLC35	1	561	1701195	activity.TxtActivityTry1	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_23															
568	9	角色试玩_辰星·琼弦_DLC35	1	561	1701195	activity.TxtActivityTry1	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_21															
569	9	角色试玩_肴·夜天光_DLC35	1	561	1701195	activity.TxtActivityTry1	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_22															
570	9	角色试玩_里芙-无限之视_DLC35	1	561	1701195	activity.TxtActivityTry1	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_13															
571	9	角色试玩_芬妮-辉耀_DLC35	1	561	1701195	activity.TxtActivityTry1	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_14															
572	9	角色试玩_天鹅座_DLC35	1	561	1701195	activity.TxtActivityTry1	gacha_try	[202601290400]	[202603120400]			{{{2,11429}},{{2,10104}}}	1011	1602197	1701195			{"activity.try_girl_test",1}		activity.TxtActivityTry1_25															
