任务组分页ID	任务ID（注意：任务ID不能超过65500）	刷新规则(不配置为不刷新 1为每日刷新 2为每周刷新)	组ID，选取数量	权重	备注	分页名	任务名	任务介绍	任务或成就图标	标签{"颜色ID","表.key"})	排序	解锁条件	未解锁隐藏	前置任务id	领取奖励后是否在列表中显示	任务类型	检查值	扩展参数 不填为不限制	可执行次数	奖励列表	开始时间,格式	结束时间，格式同开始时间	隐藏倒计时	跳转界面	跳转参数	条件跳转	背景图	背景SPINE	地区限制目前可填：0国内外,1国内,2海外
124	20923				通关1次队员试用——天鹅座	ui.TxtDLC32.BtnStory	achievement_dlc.Name306	achievement_dlc.Describe306_3							1	2	1	{5090}		{{5,29,16,2,10},{4,3,1,1,2000}}	[202510161000]	[202511060400]				Activity.OpenActicity(359,91)			
124	20924				通关1次时装试用——夕晖蜜约	ui.TxtDLC32.BtnStory	achievement_dlc.Name307	achievement_dlc.Describe307_1							1	2	1	{5111}		{{5,29,16,2,10},{4,3,1,1,2000}}	[202509250400]	[202511060400]				Activity.OpenActicity(368,112)			
124	20925				通关1次时装试用——碧波浮游	ui.TxtDLC32.BtnStory	achievement_dlc.Name307	achievement_dlc.Describe307_2							1	2	1	{5112}		{{5,29,16,2,10},{4,3,1,1,2000}}	[202510161000]	[202511060400]				Activity.OpenActicity(369,113)			
124	20926				通关1次时装试用——热沙激浪	ui.TxtDLC32.BtnStory	achievement_dlc.Name307	achievement_dlc.Describe307_3							1	2	1	{5114}		{{5,29,16,2,10},{4,3,1,1,2000}}	[202509250400]	[202511060400]				Activity.OpenActicity(371,115)			
124	20927				通关1次时装试用——海境鲛梦	ui.TxtDLC32.BtnStory	achievement_dlc.Name307	achievement_dlc.Describe307_4							1	2	1	{5113}		{{5,29,16,2,10},{4,3,1,1,2000}}	[202509250400]	[202511060400]				Activity.OpenActicity(370,114)			
124	20928				通关1次时装试用——柔倚身畔	ui.TxtDLC32.BtnStory	achievement_dlc.Name307	achievement_dlc.Describe307_5							1	2	1	{5115}		{{5,29,16,2,10},{4,3,1,1,2000}}	[202509250400]	[202511050400]				Activity.OpenActicity(372,116)			
124	20929				完成DLC3.2主线关卡 1	ui.TxtDLC32.BtnStory	achievement_dlc.Name308	achievement_dlc.Describe308_1							1	2	1	{11601}		{{5,29,16,2,10},{4,3,1,1,2000}}	[202509250400]	[202511060400]	1			DLC_Logic.GotoDlcStory(11601,31,"dlc32story")			
124	20930				完成DLC3.2主线关卡 2	ui.TxtDLC32.BtnStory	achievement_dlc.Name308	achievement_dlc.Describe308_2							1	2	1	{11602}		{{5,29,16,2,10},{4,3,1,1,2000}}	[202509250400]	[202511060400]	1			DLC_Logic.GotoDlcStory(11602,31,"dlc32story")			
124	20931				完成DLC3.2主线关卡 3	ui.TxtDLC32.BtnStory	achievement_dlc.Name308	achievement_dlc.Describe308_3							1	2	1	{11603}		{{5,29,16,2,10},{4,3,1,1,2000}}	[202509250400]	[202511060400]	1			DLC_Logic.GotoDlcStory(11603,31,"dlc32story")			
124	20932				完成DLC3.2主线关卡 4	ui.TxtDLC32.BtnStory	achievement_dlc.Name308	achievement_dlc.Describe308_4							1	2	1	{11604}		{{5,29,16,2,10},{4,3,1,1,2000}}	[202509250400]	[202511060400]	1			DLC_Logic.GotoDlcStory(11604,31,"dlc32story")			
124	20933				完成DLC3.2主线关卡 5	ui.TxtDLC32.BtnStory	achievement_dlc.Name308	achievement_dlc.Describe308_5							1	2	1	{11605}		{{5,29,16,2,10},{4,3,1,1,2000}}	[202509250400]	[202511060400]	1			DLC_Logic.GotoDlcStory(11605,31,"dlc32story")			
124	20934				完成DLC3.2主线关卡 6	ui.TxtDLC32.BtnStory	achievement_dlc.Name308	achievement_dlc.Describe308_6							1	2	1	{11606}		{{5,29,16,2,10},{4,3,1,1,2000}}	[202509250400]	[202511060400]	1			DLC_Logic.GotoDlcStory(11606,31,"dlc32story")			
124	20935				完成DLC3.2主线关卡 7	ui.TxtDLC32.BtnStory	achievement_dlc.Name308	achievement_dlc.Describe308_7							1	2	1	{11607}		{{5,29,16,2,10},{4,3,1,1,5000}}	[202509250400]	[202511060400]	1			DLC_Logic.GotoDlcStory(11607,31,"dlc32story")			
124	20936				完成DLC3.2主线关卡 8	ui.TxtDLC32.BtnStory	achievement_dlc.Name308	achievement_dlc.Describe308_8							1	2	1	{11608}		{{5,29,16,2,10},{4,3,1,1,5000}}	[202509250400]	[202511060400]	1			DLC_Logic.GotoDlcStory(11608,31,"dlc32story")			
124	20937				完成DLC3.2主线关卡 9	ui.TxtDLC32.BtnStory	achievement_dlc.Name308	achievement_dlc.Describe308_9							1	2	1	{11609}		{{5,29,16,2,10},{4,3,1,1,5000}}	[202509250400]	[202511060400]	1			DLC_Logic.GotoDlcStory(11609,31,"dlc32story")			
124	20938				DLC3.2-复刷-01	ui.TxtDLC32.BtnStory	achievement_dlc.Name309	achievement_dlc.Describe309_1							1	2	1	{11640}		{{5,29,16,2,10},{4,3,1,1,2000}}	[202509250400]	[202511060400]	1	Dlc32Refresh	{32}				
124	20939				DLC3.2-复刷-02	ui.TxtDLC32.BtnStory	achievement_dlc.Name309	achievement_dlc.Describe309_2							1	2	1	{11641}		{{5,29,16,2,10},{4,3,1,1,2000}}	[202509250400]	[202511060400]	1	Dlc32Refresh	{32}				
124	20940				DLC3.2-复刷-03	ui.TxtDLC32.BtnStory	achievement_dlc.Name309	achievement_dlc.Describe309_3							1	2	1	{11642}		{{5,29,16,2,10},{4,3,1,1,2000}}	[202509250400]	[202511060400]	1	Dlc32Refresh	{32}				
124	20941				DLC3.2-复刷-04	ui.TxtDLC32.BtnStory	achievement_dlc.Name309	achievement_dlc.Describe309_4							1	2	1	{11643}		{{5,29,16,2,10},{4,3,1,1,2000}}	[202509250400]	[202511060400]	1	Dlc32Refresh	{32}				
124	20942				DLC3.2-复刷-05	ui.TxtDLC32.BtnStory	achievement_dlc.Name309	achievement_dlc.Describe309_5							1	2	1	{11644}		{{5,29,16,2,10},{4,3,1,1,2000}}	[202509250400]	[202511060400]	1	Dlc32Refresh	{32}				
124	20943				DLC3.2-复刷-06	ui.TxtDLC32.BtnStory	achievement_dlc.Name309	achievement_dlc.Describe309_6							1	2	1	{11645}		{{5,29,16,2,20},{4,3,1,1,5000}}	[202509250400]	[202511060400]	1	Dlc32Refresh	{32}				
																													
125	20944				完成1次任意难度的漂流	ui.TxtDLC32.BtnOnlinesea	achievement_dlc.Name310	achievement_dlc.Describe310_1							1	52	1	{88,89,90}		{{4,3,2,1,20},{4,3,1,1,3000}}	[202510200400]	[202511060400]				Online.GoToUI({88,90})			
125	20945				完成3次任意难度的漂流	ui.TxtDLC32.BtnOnlinesea	achievement_dlc.Name310	achievement_dlc.Describe310_1							1	52	3	{88,89,90}		{{4,3,2,1,30},{4,3,1,1,5000}}	[202510200400]	[202511060400]				Online.GoToUI({88,90})			
125	20946				完成5次任意难度的漂流	ui.TxtDLC32.BtnOnlinesea	achievement_dlc.Name310	achievement_dlc.Describe310_1							1	52	5	{88,89,90}		{{4,3,2,1,40},{4,3,1,1,10000}}	[202510200400]	[202511060400]				Online.GoToUI({88,90})			
125	20947				完成1次困难难度的漂流	ui.TxtDLC32.BtnOnlinesea	achievement_dlc.Name312	achievement_dlc.Describe310_2							1	345	1	{10,2}		{{4,3,2,1,30},{4,3,1,1,5000},{5,29,16,1,10}}	[202510240400]	[202511060400]				Online.GoToUI({88,90})			
125	20948				使用【机魂共鸣者】、【爆炸艺术家】、【无畏狂战士】中任意一种作战风格完成1次任意难度联航	ui.TxtDLC32.BtnOnlinesea	achievement_dlc.Name312	achievement_dlc.Describe310_3							1	342	1	{2,17,32}		{{4,3,2,1,30},{4,3,1,1,5000},{5,29,16,1,10}}	[202510200400]	[202511060400]				Online.GoToUI({88,90})			
125	20949				在任意难度漂流中，累计获得2000航海评分	ui.TxtDLC32.BtnOnlinesea	achievement_dlc.Name312	achievement_dlc.Describe312							1	344	2000			{{11,1,55,1,1}}	[202510200400]	[202511060400]				Online.GoToUI({88,90})			
125	20950				在任意难度漂流中，累计获得5000航海评分	ui.TxtDLC32.BtnOnlinesea	achievement_dlc.Name312	achievement_dlc.Describe312							1	344	5000			{{4,3,2,1,20},{4,3,1,1,5000},{5,29,16,2,20}}	[202510200400]	[202511060400]				Online.GoToUI({88,90})			
125	20951				在任意难度漂流中，累计获得8000航海评分	ui.TxtDLC32.BtnOnlinesea	achievement_dlc.Name312	achievement_dlc.Describe312							1	344	8000			{{4,3,2,1,30},{4,3,1,1,5000},{5,29,16,1,10}}	[202510200400]	[202511060400]				Online.GoToUI({88,90})			
																													
126	20952				完成历程关1	ui.TxtDLC32.BtnRmol	achievement_dlc.Name313	achievement_dlc.Describe313_1							1	358	1	{10001}		{{5,29,16,1,10}}	[202509250400]	[202511060400]				DLC_RMOL.CheckOpenUI(1)			
126	20953				完成历程关3	ui.TxtDLC32.BtnRmol	achievement_dlc.Name313	achievement_dlc.Describe313_2							1	358	1	{10003}		{{5,29,16,1,20}}	[202509250400]	[202511060400]				DLC_RMOL.CheckOpenUI(1)			
126	20954				完成历程关6	ui.TxtDLC32.BtnRmol	achievement_dlc.Name313	achievement_dlc.Describe313_3							1	358	1	{10006}		{{4,3,2,1,20},{5,29,16,1,10}}	[202509250400]	[202511060400]				DLC_RMOL.CheckOpenUI(1)			
126	20955				完成历程关9	ui.TxtDLC32.BtnRmol	achievement_dlc.Name313	achievement_dlc.Describe313_4							1	358	1	{10009}		{{4,3,2,1,30},{5,29,16,1,10}}	[202509250400]	[202511060400]				DLC_RMOL.CheckOpenUI(1)			
126	20956				挑战关4颗星	ui.TxtDLC32.BtnRmol	achievement_dlc.Name313	achievement_dlc.Describe313_5							1	359	4			{{5,29,16,1,10}}	[202509250400]	[202511060400]				DLC_RMOL.CheckOpenUI(1)			
126	20957				挑战关8颗星	ui.TxtDLC32.BtnRmol	achievement_dlc.Name313	achievement_dlc.Describe313_5							1	359	8			{{5,29,16,2,10},{5,29,16,1,20}}	[202509250400]	[202511060400]				DLC_RMOL.CheckOpenUI(1)			
126	20958				挑战关12颗星	ui.TxtDLC32.BtnRmol	achievement_dlc.Name313	achievement_dlc.Describe313_5							1	359	12			{{4,3,2,1,40},{5,29,16,2,10}}	[202509250400]	[202511060400]				DLC_RMOL.CheckOpenUI(1)			
126	20959				挑战关16颗星	ui.TxtDLC32.BtnRmol	achievement_dlc.Name313	achievement_dlc.Describe313_5							1	359	16			{{4,3,2,1,40},{5,29,16,2,10}}	[202509250400]	[202511060400]				DLC_RMOL.CheckOpenUI(1)			
126	20960				累计建造10个建筑	ui.TxtDLC32.BtnRmol	achievement_dlc.Name314	achievement_dlc.Describe314							1	365	10			{{5,29,16,2,20},{4,3,1,1,5000}}	[202509250400]	[202511060400]				DLC_RMOL.CheckOpenUI(1)			
126	20961				累计建造20个建筑	ui.TxtDLC32.BtnRmol	achievement_dlc.Name314	achievement_dlc.Describe314							1	365	20			{{4,3,2,1,20},{4,3,1,1,10000}}	[202509250400]	[202511060400]				DLC_RMOL.CheckOpenUI(1)			
126	20962				累计建造40个建筑	ui.TxtDLC32.BtnRmol	achievement_dlc.Name314	achievement_dlc.Describe314							1	365	40			{{4,3,2,1,40},{4,3,1,1,15000}}	[202509250400]	[202511060400]				DLC_RMOL.CheckOpenUI(1)			
																													
127	20963				参与常规模式沙滩游戏1次	ui.TxtDLC32.BtnThrow	achievement_dlc.Name315	achievement_dlc.Describe315_1							1	373	1			{{4,3,2,1,30},{5,29,16,1,10}}	[202509250400]	[202511060400]				HouseLogic:GoToHouseArea('BeachTransPos2', HouseAreaType.Beach)			
127	20964				参与常规模式沙滩游戏3次	ui.TxtDLC32.BtnThrow	achievement_dlc.Name315	achievement_dlc.Describe315_1							1	373	3			{{4,3,2,1,30},{5,29,16,1,10}}	[202509250400]	[202511060400]				HouseLogic:GoToHouseArea('BeachTransPos2', HouseAreaType.Beach)			
127	20965				参与蜜弹连击模式1次	ui.TxtDLC32.BtnThrow	achievement_dlc.Name315	achievement_dlc.Describe315_2							1	374	1			{{4,3,2,1,30},{5,29,16,1,10}}	[202509250400]	[202511060400]				HouseLogic:GoToHouseArea('BeachTransPos2', HouseAreaType.Beach)			
127	20966				图鉴解锁5个饮品	ui.TxtDLC32.BtnThrow	achievement_dlc.Name315	achievement_dlc.Describe315_4							1	372	5			{{5,29,16,1,20}}	[202509250400]	[202511060400]				HouseLogic:GoToHouseArea('BeachTransPos2', HouseAreaType.Beach)			
127	20967				图鉴解锁10个饮品	ui.TxtDLC32.BtnThrow	achievement_dlc.Name315	achievement_dlc.Describe315_4							1	372	10			{{4,3,2,1,30},{5,29,16,1,20}}	[202509250400]	[202511060400]				HouseLogic:GoToHouseArea('BeachTransPos2', HouseAreaType.Beach)			
127	20968				图鉴解锁15个饮品	ui.TxtDLC32.BtnThrow	achievement_dlc.Name315	achievement_dlc.Describe315_4							1	372	15			{{4,3,2,1,30},{5,29,16,2,10}}	[202509250400]	[202511060400]				HouseLogic:GoToHouseArea('BeachTransPos2', HouseAreaType.Beach)			
127	20969				蜜弹连击模式达到1000积分	ui.TxtDLC32.BtnThrow	achievement_dlc.Name315	achievement_dlc.Describe315_3							1	353	1000			{{4,3,2,1,40},{5,29,16,2,15}}	[202509250400]	[202511060400]				HouseLogic:GoToHouseArea('BeachTransPos2', HouseAreaType.Beach)			
																													
128	20970				DLC32任意难度完成第10波挑战	ui.TxtDLC32.BtnDefense	achievement_dlc.Name311	achievement_dlc.Describe311_1							1	73	10			{{4,3,2,1,20},{5,29,16,2,30}}	[202510060400]	[202510200400]				DefendLogic.CheckOpenAct()			
128	20971	2			DLC32死斗积分达到40000	ui.TxtDLC32.BtnDefense	achievement_dlc.Name311	achievement_dlc.Describe311_2		{"020B8DFF","achievement.icon2"}					1	206	40000			{{4,3,2,1,20},{5,29,16,1,10}}	[202510060400]	[202510200400]				DefendLogic.CheckOpenAct()			
128	20972	2			DLC32死斗积分达到60000	ui.TxtDLC32.BtnDefense	achievement_dlc.Name311	achievement_dlc.Describe311_2		{"020B8DFF","achievement.icon2"}					1	206	60000			{{4,3,2,1,40},{5,29,16,1,10}}	[202510060400]	[202510200400]				DefendLogic.CheckOpenAct()			
128	20973	2			DLC32死斗积分达到80000	ui.TxtDLC32.BtnDefense	achievement_dlc.Name311	achievement_dlc.Describe311_2		{"020B8DFF","achievement.icon2"}					1	206	80000			{{4,3,2,1,40},{5,29,16,1,10}}	[202510060400]	[202510200400]				DefendLogic.CheckOpenAct()			
128	20974	2			DLC32在任意难度中，连续击杀60只怪	ui.TxtDLC32.BtnDefense	achievement_dlc.Name311	achievement_dlc.Describe311_3		{"020B8DFF","achievement.icon2"}					1	207	60	{0,60}		{{4,3,2,1,20},{5,29,16,1,10}}	[202510060400]	[202510200400]				DefendLogic.CheckOpenAct()			
128	20975	2			DLC32在任意难度中，连续击杀120只怪	ui.TxtDLC32.BtnDefense	achievement_dlc.Name311	achievement_dlc.Describe311_3		{"020B8DFF","achievement.icon2"}					1	207	120	{0,120}		{{4,3,2,1,20},{5,29,16,1,10}}	[202510060400]	[202510200400]				DefendLogic.CheckOpenAct()			
																													
129	20976				完成星球守护第2关	ui.TxtDLC24.BtnMow	achievement_dlc.Name229	achievement_dlc.Describe229_1							1	2	1	{6222}		{{4,3,2,1,20},{5,29,16,2,20}}	[202510130400]	[202511020400]				AlienDefense.CheckOpenAct()			
129	20977				完成星球守护第4关	ui.TxtDLC24.BtnMow	achievement_dlc.Name229	achievement_dlc.Describe229_2							1	2	1	{6224}		{{4,3,2,1,20},{5,29,16,2,20}}	[202510130400]	[202511020400]				AlienDefense.CheckOpenAct()			
129	20978				完成星球守护第6关	ui.TxtDLC24.BtnMow	achievement_dlc.Name229	achievement_dlc.Describe229_3							1	2	1	{6226}		{{4,3,2,1,20},{5,29,16,2,20}}	[202510130400]	[202511020400]				AlienDefense.CheckOpenAct()			
129	20979				完成星球守护第8关	ui.TxtDLC24.BtnMow	achievement_dlc.Name229	achievement_dlc.Describe229_4							1	2	1	{6228}		{{4,3,2,1,40},{5,29,16,1,20}}	[202510130400]	[202511020400]				AlienDefense.CheckOpenAct()			
129	20980				完成星球守护第10关	ui.TxtDLC24.BtnMow	achievement_dlc.Name229	achievement_dlc.Describe229_5							1	2	1	{6230}		{{4,3,2,1,40},{5,29,16,1,20}}	[202510130400]	[202511020400]				AlienDefense.CheckOpenAct()			
129	20981				挑战无尽抵抗1次	ui.TxtDLC24.BtnMow	achievement_dlc.Name261	achievement_dlc.Describe261							1	296	1	{3}		{{4,3,2,1,20},{5,29,16,2,20}}	[202510130400]	[202511020400]				AlienDefense.CheckOpenAct()			
129	20982				挑战无尽抵抗2次（需要通关	ui.TxtDLC24.BtnMow	achievement_dlc.Name261	achievement_dlc.Describe261							1	296	2	{3}		{{4,3,2,1,20},{5,29,16,1,10}}	[202510130400]	[202511020400]				AlienDefense.CheckOpenAct()			
129	20983				挑战无尽抵抗3次	ui.TxtDLC24.BtnMow	achievement_dlc.Name261	achievement_dlc.Describe261							1	296	3	{3}		{{4,3,2,1,40},{5,29,16,1,10}}	[202510130400]	[202511020400]				AlienDefense.CheckOpenAct()			
129	20984				解锁1个机枪塔技能	ui.TxtDLC24.BtnMow	achievement_dlc.Name316	achievement_dlc.Describe316_1							1	340	1	{11}		{{4,3,2,1,30},{5,29,16,2,20}}	[202510130400]	[202511020400]				AlienDefense.CheckOpenAct()			
129	20985				任意一个支援少女技能等级达到2级	ui.TxtDLC24.BtnMow	achievement_dlc.Name316	achievement_dlc.Describe316_2							1	341	1	{2}		{{4,3,2,1,30},{5,29,16,1,10}}	[202510130400]	[202511020400]				AlienDefense.CheckOpenAct()			
																													
130	20986				累计完成海姆优化作战任意模式1次	ui.TxtDLC32.BtnRush	achievement_dlc.Name317	achievement_dlc.Describe317_1							1	241	1			{{4,3,2,1,20},{5,29,16,2,20}}	[202509280400]	[202511060400]				Online.GoToUI({91,92})			
130	20987				累计完成海姆优化作战任意模式3次	ui.TxtDLC32.BtnRush	achievement_dlc.Name317	achievement_dlc.Describe317_1							1	241	3			{{4,3,2,1,30},{5,29,16,2,20}}	[202509280400]	[202511060400]				Online.GoToUI({91,92})			
130	20988				累计完成海姆优化作战任意模式6次	ui.TxtDLC32.BtnRush	achievement_dlc.Name317	achievement_dlc.Describe317_1							1	241	6			{{4,3,2,1,50},{5,29,16,2,20}}	[202509280400]	[202511060400]				Online.GoToUI({91,92})			
130	20989				累计完成海姆优化作战任意模式10次	ui.TxtDLC32.BtnRush	achievement_dlc.Name317	achievement_dlc.Describe317_1							1	241	10			{{11,1,54,1,1}}	[202509280400]	[202511060400]				Online.GoToUI({91,92})			
130	20990				在优化吧模式中，累计击杀/感染10名玩家	ui.TxtDLC32.BtnRush	achievement_dlc.Name317	achievement_dlc.Describe317_2							1	369	10			{{4,3,2,1,50},{5,29,16,1,20}}	[202509280400]	[202511060400]				Online.GoToUI({91,92})			
130	20991				在优化吧模式中，累计排名前十名3次	ui.TxtDLC32.BtnRush	achievement_dlc.Name317	achievement_dlc.Describe317_3							1	370	3	{5,10}		{{4,3,2,1,50},{5,29,16,1,20}}	[202509280400]	[202511060400]				Online.GoToUI({91,92})			
																													
131	20992				DLC32成功通关噬神斗场·生域塑界1难度2	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_1							1	2	1	{3202}		{{5,29,16,2,20},{4,3,1,1,2000}}	[202509250400]	[202510090400]				SeasonBossLogic.CheckOpen(true)			
131	20993				DLC32成功通关噬神斗场·生域塑界1难度4	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_2							1	2	1	{3204}		{{5,29,16,2,20},{4,3,1,1,2000}}	[202509250400]	[202510090400]				SeasonBossLogic.CheckOpen(true)			
131	20994				DLC32成功通关噬神斗场·生域塑界2难度2	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_3							1	2	1	{3212}		{{5,29,16,2,20},{4,3,1,1,2000}}	[202510020400]	[202510090400]				SeasonBossLogic.CheckOpen(true)			
131	20995				DLC32成功通关噬神斗场·生域塑界2难度4	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_4							1	2	1	{3214}		{{5,29,16,2,20},{4,3,1,1,2000}}	[202510020400]	[202510090400]				SeasonBossLogic.CheckOpen(true)			
131	20996				DLC32成功通关噬神斗场·冥域塑界1难度2	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_5							1	2	1	{3222}		{{5,29,16,2,20},{4,3,1,1,2000}}	[202510090400]	[202510230400]				SeasonBossLogic.CheckOpen(true)			
131	20997				DLC32成功通关噬神斗场·冥域塑界1难度4	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_6							1	2	1	{3224}		{{5,29,16,2,20},{4,3,1,1,2000}}	[202510090400]	[202510230400]				SeasonBossLogic.CheckOpen(true)			
131	20998				DLC32成功通关噬神斗场·冥域塑界2难度2	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_7							1	2	1	{3232}		{{5,29,16,2,20},{4,3,1,1,2000}}	[202510160400]	[202510230400]				SeasonBossLogic.CheckOpen(true)			
131	20999				DLC32成功通关噬神斗场·冥域塑界2难度4	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_8							1	2	1	{3234}		{{5,29,16,2,20},{4,3,1,1,2000}}	[202510160400]	[202510230400]				SeasonBossLogic.CheckOpen(true)			
																													
																													
132	21100	1			活动期间，登录游戏1次（每日刷新）	ui.TxtDLC33.BtnStory	achievement_dlc.Name318	achievement_dlc.Describe318		{"1516FFFF","achievement.icon1"}					1	11	1			{{5,29,17,1,10},{4,3,1,1,2000}}	[202511060400]	[202512180400]							
132	21101				累计消耗3200 无限代币名称（核对完成额度是否合理）	ui.TxtDLC33.BtnStory	achievement_dlc.Name319	achievement_dlc.Describe319							1	5	3200	{5,29,17,1}		{{11,1,57,1,1}}	[202511060400]	[202512180400]		Dlc33Shop					
132	21102				累计获得400 有限代币名称（核对完成额度是否合理）	ui.TxtDLC33.BtnStory	achievement_dlc.Name320	achievement_dlc.Describe320							1	3	400	{5,29,17,2}		{{4,3,2,1,50},{4,3,1,1,5000}}	[202511060400]	[202512180400]							
132	21103				累计获得500 有限代币名称（核对完成额度是否合理）	ui.TxtDLC33.BtnStory	achievement_dlc.Name320	achievement_dlc.Describe320							1	3	500	{5,29,17,2}		{{9,2,99,1,1}}	[202511060400]	[202512180400]							
132	21104				通关1次队员试用——米娅（和卡池时间一致持续到版本结束）	ui.TxtDLC33.BtnStory	achievement_dlc.Name321	achievement_dlc.Describe321_1							1	2	1	{5116}		{{5,29,17,2,10},{4,3,1,1,2000}}	[202511060400]	[202512180400]				Activity.OpenActicity(394,117)			
132	21105				通关1次队员试用——澜风	ui.TxtDLC33.BtnStory	achievement_dlc.Name321	achievement_dlc.Describe321_2							1	2	1	{5077}		{{5,29,17,2,10},{4,3,1,1,2000}}	[202511060400]	[202512180400]				Activity.OpenActicity(395,78)			
132	21106				通关1次队员试用——狂诗	ui.TxtDLC33.BtnStory	achievement_dlc.Name321	achievement_dlc.Describe321_3							1	2	1	{5096}		{{5,29,17,2,10},{4,3,1,1,2000}}	[202511270400]	[202512180400]				Activity.OpenActicity(396,97)			
132	21107				通关1次队员试用——绮幻	ui.TxtDLC33.BtnStory	achievement_dlc.Name321	achievement_dlc.Describe321_4							1	2	1	{5097}		{{5,29,17,2,10},{4,3,1,1,2000}}	[202511270400]	[202512180400]				Activity.OpenActicity(397,98)			
132	21108				通关1次时装试用——米娅-暗空魅影	ui.TxtDLC33.BtnStory	achievement_dlc.Name322	achievement_dlc.Describe322_1							1	2	1	{5117}		{{5,29,17,2,10},{4,3,1,1,2000}}	[202511060400]	[202512180400]				Activity.OpenActicity(398,118)			
132	21109				通关1次时装试用——晴-清光虔愿	ui.TxtDLC33.BtnStory	achievement_dlc.Name322	achievement_dlc.Describe322_2							1	2	1	{5118}		{{5,29,17,2,10},{4,3,1,1,2000}}	[202511271000]	[202512180400]				Activity.OpenActicity(399,119)			
132	21110				通关1次时装试用——狂诗-花间蝶踪	ui.TxtDLC33.BtnStory	achievement_dlc.Name322	achievement_dlc.Describe322_3							1	2	1	{5119}		{{5,29,17,2,10},{4,3,1,1,2000}}	[202511060400]	[202512180400]				Activity.OpenActicity(400,120)			
132	21111				通关1次时装试用——夜天光-暖雾凝眸	ui.TxtDLC33.BtnStory	achievement_dlc.Name322	achievement_dlc.Describe322_4							1	2	1	{5120}		{{5,29,17,2,10},{4,3,1,1,2000}}	[202511060400]	[202512170400]				Activity.OpenActicity(401,121)			
132	21112				完成DLC3.3主线关卡 1	ui.TxtDLC33.BtnStory	achievement_dlc.Name323	achievement_dlc.Describe323_1							1	2	1	{11701}		{{5,29,17,2,10},{4,3,1,1,2000}}	[202511060400]	[202512180400]	1			DLC_Logic.GotoDlcMainStory(11701,26,"dlc33story")			
132	21113				完成DLC3.3主线关卡 2	ui.TxtDLC33.BtnStory	achievement_dlc.Name323	achievement_dlc.Describe323_2							1	2	1	{11702}		{{5,29,17,2,10},{4,3,1,1,2000}}	[202511060400]	[202512180400]	1			DLC_Logic.GotoDlcMainStory(11702,26,"dlc33story")			
132	21114				完成DLC3.3主线关卡 3	ui.TxtDLC33.BtnStory	achievement_dlc.Name323	achievement_dlc.Describe323_3							1	2	1	{11703}		{{5,29,17,2,10},{4,3,1,1,2000}}	[202511060400]	[202512180400]	1			DLC_Logic.GotoDlcMainStory(11703,26,"dlc33story")			
132	21115				完成DLC3.3主线关卡 4	ui.TxtDLC33.BtnStory	achievement_dlc.Name323	achievement_dlc.Describe323_4							1	2	1	{11704}		{{5,29,17,2,10},{4,3,1,1,2000}}	[202511060400]	[202512180400]	1			DLC_Logic.GotoDlcMainStory(11704,26,"dlc33story")			
132	21116				完成DLC3.3主线关卡 5	ui.TxtDLC33.BtnStory	achievement_dlc.Name323	achievement_dlc.Describe323_5							1	2	1	{11705}		{{5,29,17,2,10},{4,3,1,1,2000}}	[202511060400]	[202512180400]	1			DLC_Logic.GotoDlcMainStory(11705,26,"dlc33story")			
132	21117				完成DLC3.3主线关卡 6	ui.TxtDLC33.BtnStory	achievement_dlc.Name323	achievement_dlc.Describe323_6							1	2	1	{11706}		{{5,29,17,2,10},{4,3,1,1,2000}}	[202511060400]	[202512180400]	1			DLC_Logic.GotoDlcMainStory(11706,26,"dlc33story")			
132	21118				完成DLC3.3主线关卡 7	ui.TxtDLC33.BtnStory	achievement_dlc.Name323	achievement_dlc.Describe323_7							1	2	1	{11707}		{{5,29,17,2,10},{4,3,1,1,5000}}	[202511060400]	[202512180400]	1			DLC_Logic.GotoDlcMainStory(11707,26,"dlc33story")			
132	21119				完成DLC3.3主线关卡 8	ui.TxtDLC33.BtnStory	achievement_dlc.Name323	achievement_dlc.Describe323_8							1	2	1	{11708}		{{5,29,17,2,10},{4,3,1,1,5000}}	[202511060400]	[202512180400]	1			DLC_Logic.GotoDlcMainStory(11708,26,"dlc33story")			
132	21120				完成DLC3.3主线关卡 9	ui.TxtDLC33.BtnStory	achievement_dlc.Name323	achievement_dlc.Describe323_9							1	2	1	{11709}		{{5,29,17,2,10},{4,3,1,1,5000}}	[202511060400]	[202512180400]	1			DLC_Logic.GotoDlcMainStory(11709,26,"dlc33story")			
132	21121				DLC3.3-复刷-01	ui.TxtDLC33.BtnStory	achievement_dlc.Name324	achievement_dlc.Describe324_1							1	2	1	{8806}		{{5,29,17,2,10},{4,3,1,1,2000}}	[202511060400]	[202512180400]	1	Dlc33Refresh	{33}				
