商店ID	商品ID	GDPLN	Up定向池的限制，配置格式为{{定向卡池ID1,所选卡池ID…},{定向卡池ID2,所选卡池ID…}…}	//备注	固定位置	后置商品ID（需要按ID顺序解锁时配）	解锁条件	购买逻辑	售价	限购类型	限购数量	拥有数量限制（超过则不可购买）	超过限购提示（1或不配显示售罄标签，2显示下次刷新倒计时）	折扣类型（1按比例，2超值）	折扣{{概率,比例或超值}...}	上线时间	下线时间	是否隐藏限时标签	是否未上架时进行显示	是否提示防沉迷	是否显示后勤专属角色角标（1=显示，0或不配=不显示）	扩展参数
146	14642	{3,3,34,1,1}		祖灵-艾丽娅	42			ordinary	{5,29,19,1,50}									1			1	
146	14643	{3,1,28,1,1}		明夷-赭毫	43			ordinary	{5,29,19,1,50}									1			1	
146	14644	{3,2,28,1,1}		明夷-朱鹤	44			ordinary	{5,29,19,1,50}									1			1	
146	14645	{3,3,28,1,1}		明夷-金琅	45			ordinary	{5,29,19,1,50}									1			1	
146	14646	{2,10,2,1,1}		时之重奏四星武器	46			ordinary	{5,29,19,1,300}									1				
146	14647	{2,1,34,1,1}		霄鹰四星武器	47			ordinary	{5,29,19,1,300}							[202602121000]		1				
146	14648	{2,1,32,1,1}		完美结构	48			ordinary	{5,29,19,1,300}							[202602190400]		1				
146	14649	{2,4,31,1,1}		远古螺旋	49			ordinary	{5,29,19,1,300}							[202602190400]		1				
146	14650	{2,9,2,1,1}		无限之日	50			ordinary	{5,29,19,1,300}									1				
146	14651	{2,5,29,1,1}		稳固色彩	51			ordinary	{5,29,19,1,300}									1				
146	14652	{2,3,29,1,1}		沼泽之主	52			ordinary	{5,29,19,1,300}									1				
146	14653	{2,8,2,1,1}		暗巷英雄	53			ordinary	{5,29,19,1,300}									1				
146	14654	{2,1,28,1,1}		正法	54			ordinary	{5,29,19,1,300}									1				
146	14655	{2,7,2,1,1}		轮转辉光	55			ordinary	{5,29,19,1,300}									1				
146	14656	{2,5,23,1,1}		像素时代	56			ordinary	{5,29,19,1,300}									1				
146	14657	{2,2,25,1,1}		嵌合	57			ordinary	{5,29,19,1,300}									1				
146	14658	{2,5,25,1,1}		龙卷风	58			ordinary	{5,29,19,1,300}									1				
146	14659	{2,1,26,1,1}		洁白之环	59			ordinary	{5,29,19,1,300}									1				
146	14660	{2,5,10,1,1}		荒野微笑	60			ordinary	{5,29,19,1,300}									1				
146	14661	{4,3,1,1,200}		通用银	61			ordinary	{5,29,19,1,1}													
																						
147	14701	{5,21,1,5,1}		天启者共鸣誓约	1			ordinary	{5,29,20,2,50}	5	5											
147	14702	{5,1,1,3,8}		优秀战斗记录	20			ordinary	{5,29,20,1,16}	5	15											
147	14703	{5,1,1,4,5}		精英战斗记录	13			ordinary	{5,29,20,1,30}	5	8											
147	14704	{5,9,1,2,10}		光纤轴突	17			ordinary	{5,29,20,1,16}	5	30											
147	14705	{5,9,1,3,1}		量子胞体	8			ordinary	{5,29,20,1,75}	5	10											
147	14706	{6,6,216,1,1}		瑞狐橙色配件	3			ordinary	{5,29,20,2,100}	5	1											
147	14707	{6,4,213,1,1}		矩芯橙色配件	4			ordinary	{5,29,20,2,100}	5	1					[202605221000]						
147	14708	{2,7,6,1,1}		瑞狐四星武器	10			ordinary	{5,29,20,1,150}	5	1											
147	14709	{5,2,1,3,8}		精致强化套件	16			ordinary	{5,29,20,1,16}	5	10											
147	14710	{5,2,1,4,5}		珍稀强化套件	15			ordinary	{5,29,20,1,30}	5	5											
147	14711	{5,5,1,1,10}		合成颗粒	23			ordinary	{5,29,20,1,8}	5	10											
147	14712	{5,5,1,2,10}		芳烃塑料	19			ordinary	{5,29,20,1,16}	5	10											
147	14713	{5,5,1,3,4}		单极纤维	12			ordinary	{5,29,20,1,16}	5	10											
147	14714	{5,5,1,4,1}		碳原子板	7			ordinary	{5,29,20,1,100}	5	5											
147	14715	{5,3,1,3,8}		高级职级认证	18			ordinary	{5,29,20,1,16}	5	30											
147	14716	{5,3,1,4,5}		特级职级认证	14			ordinary	{5,29,20,1,30}	5	15											
147	14717	{5,6,1,2,1}		重修申请	9			ordinary	{5,29,20,1,75}	5	10											
147	14718	{4,3,1,1,15000}		通用银	21			ordinary	{5,29,20,1,20}	5	35											
147	14719	{4,3,1,1,15000}		通用银（有限代币兑换）	22			ordinary	{5,29,20,2,10}	5	10											
147	14720	{8,99,41,3,1}		3.6纪念品	2			ordinary	{5,29,20,2,100}	5	1											
147	14721	{4,1,6,5,100}		奥普奖券	5			ordinary	{5,29,20,2,25}	5	6											
																						
148	14801	{3,1,61,1,1}		向月-凝釉	1			ordinary	{5,29,20,1,50}									1			1	
148	14802	{3,2,61,1,1}		向月-烛照	2			ordinary	{5,29,20,1,50}									1			1	
148	14803	{3,3,61,1,1}		向月-清荷	3			ordinary	{5,29,20,1,50}									1			1	
148	14804	{3,1,62,1,1}		奇点-欧律拉克	4			ordinary	{5,29,20,1,50}							[202605221000]		1			1	
148	14805	{3,2,62,1,1}		奇点-贝勒姬	5			ordinary	{5,29,20,1,50}							[202605221000]		1			1	
148	14806	{3,3,62,1,1}		奇点-纳尔贝拉	6			ordinary	{5,29,20,1,50}							[202605221000]		1			1	
148	14807	{3,1,52,1,1}		祈歌-奥萝拉	7			ordinary	{5,29,20,1,50}									1			1	
148	14808	{3,2,52,1,1}		祈歌-雪青	8			ordinary	{5,29,20,1,50}									1			1	
148	14809	{3,3,52,1,1}		祈歌-莱妮娅	9			ordinary	{5,29,20,1,50}									1			1	
148	14810	{3,1,55,1,1}		飞云-拉玛娜	10			ordinary	{5,29,20,1,50}							[202605290400]		1			1	
148	14811	{3,2,55,1,1}		飞云-希妮	11			ordinary	{5,29,20,1,50}							[202605290400]		1			1	
148	14812	{3,3,55,1,1}		飞云-库里姆	12			ordinary	{5,29,20,1,50}							[202605290400]		1			1	
148	14813	{3,1,56,1,1}		碧空-薇奈	13			ordinary	{5,29,20,1,50}									1			1	
148	14814	{3,2,56,1,1}		碧空-西泽	14			ordinary	{5,29,20,1,50}									1			1	
148	14815	{3,3,56,1,1}		碧空-美榴	15			ordinary	{5,29,20,1,50}									1			1	
148	14816	{2,7,6,1,1}		瑞狐四星武器	16			ordinary	{5,29,20,1,300}									1				
148	14817	{2,1,30,1,1}		枯萎蔓延	17			ordinary	{5,29,20,1,300}									1				
148	14818	{2,3,32,1,1}		爆裂甜蜜	18			ordinary	{5,29,20,1,300}							[202605290400]		1				
148	14819	{4,3,1,1,200}		通用银	19			ordinary	{5,29,20,1,1}													
																						
149	14901	{5,21,1,5,1}		天启者共鸣誓约	1			ordinary	{5,29,21,2,50}	5	5											
149	14902	{5,1,1,3,8}		优秀战斗记录	20			ordinary	{5,29,21,1,16}	5	15											
149	14903	{5,1,1,4,5}		精英战斗记录	13			ordinary	{5,29,21,1,30}	5	8											
149	14904	{5,9,1,2,10}		光纤轴突	17			ordinary	{5,29,21,1,16}	5	30											
149	14905	{5,9,1,3,1}		量子胞体	8			ordinary	{5,29,21,1,75}	5	10											
149	14906	{6,1,221,1,1}		里芙永恒橙色配件	3			ordinary	{5,29,21,2,100}	5	1											
149	14907	{6,2,218,1,1}		肴金乌橙色配件	4			ordinary	{5,29,21,2,100}	5	1											
149	14908	{2,11,2,1,1}		永恒四星武器	10			ordinary	{5,29,21,1,150}	5	1											
149	14909	{5,2,1,3,8}		精致强化套件	16			ordinary	{5,29,21,1,16}	5	10											
149	14910	{5,2,1,4,5}		珍稀强化套件	15			ordinary	{5,29,21,1,30}	5	5											
149	14911	{5,5,1,1,10}		合成颗粒	23			ordinary	{5,29,21,1,8}	5	10											
149	14912	{5,5,1,2,10}		芳烃塑料	19			ordinary	{5,29,21,1,16}	5	10											
149	14913	{5,5,1,3,4}		单极纤维	12			ordinary	{5,29,21,1,16}	5	10											
149	14914	{5,5,1,4,1}		碳原子板	7			ordinary	{5,29,21,1,100}	5	5											
149	14915	{5,3,1,3,8}		高级职级认证	18			ordinary	{5,29,21,1,16}	5	30											
149	14916	{5,3,1,4,5}		特级职级认证	14			ordinary	{5,29,21,1,30}	5	15											
149	14917	{5,6,1,2,1}		重修申请	9			ordinary	{5,29,21,1,75}	5	10											
149	14918	{4,3,1,1,15000}		通用银	21			ordinary	{5,29,21,1,20}	5	35											
149	14919	{4,3,1,1,15000}		通用银（有限代币兑换）	22			ordinary	{5,29,21,2,10}	5	10											
149	14920	{8,99,42,3,1}		3.7纪念品	2			ordinary	{5,29,21,2,100}	5	1											
149	14921	{4,1,6,5,100}		奥普奖券	5			ordinary	{5,29,21,2,25}	5	6											
																						
150	15001	{3,1,63,1,1}		时序-希卡莉	1			ordinary	{5,29,21,1,50}									1			1	
150	15002	{3,2,63,1,1}		时序-卡珊德拉	2			ordinary	{5,29,21,1,50}									1			1	
150	15003	{3,3,63,1,1}		时序-洁菈特	3			ordinary	{5,29,21,1,50}									1			1	
150	15004	{3,1,64,1,1}		白幕-奥若拉	4			ordinary	{5,29,21,1,50}									1			1	
150	15005	{3,2,64,1,1}		白幕-图洛斯	5			ordinary	{5,29,21,1,50}									1			1	
150	15006	{3,3,64,1,1}		白幕-茜尔	6			ordinary	{5,29,21,1,50}									1			1	
150	15007	{3,1,53,1,1}		新芽-普莉姆	1			ordinary	{5,29,21,1,50}									1			1	
150	15008	{3,2,53,1,1}		新芽-艾维琳	2			ordinary	{5,29,21,1,50}									1			1	
150	15009	{3,3,53,1,1}		新芽-柯菈	3			ordinary	{5,29,21,1,50}									1			1	
150	15010	{3,1,54,1,1}		天秤-炽	4			ordinary	{5,29,21,1,50}									1			1	
150	15011	{3,2,54,1,1}		天秤-魂音	5			ordinary	{5,29,21,1,50}									1			1	
150	15012	{3,3,54,1,1}		天秤-索拉妮	6			ordinary	{5,29,21,1,50}									1			1	
150	15013	{3,1,57,1,1}		重叶-梅贝尔	7			ordinary	{5,29,21,1,50}									1			1	
150	15014	{3,2,57,1,1}		重叶-伊莉斯	8			ordinary	{5,29,21,1,50}									1			1	
150	15015	{3,3,57,1,1}		重叶-歌莉娅	9			ordinary	{5,29,21,1,50}									1			1	
150	15016	{2,11,2,1,1}		永恒四星武器	16			ordinary	{5,29,21,1,300}									1				
150	15017	{2,1,32,1,1}		澄意四星武器	17			ordinary	{5,29,21,1,300}									1				
150	15018	{2,4,31,1,1}		悠游四星武器	18			ordinary	{5,29,21,1,300}									1				
150	15019	{2,7,4,1,1}		松纸剪影	18			ordinary	{5,29,21,1,300}									1				
150	15020	{4,3,1,1,200}		通用银	19			ordinary	{5,29,21,1,1}													
																						
301	30102	{5,1,1,4,1}		精英战斗记录	8			ordinary	{60,3}	5	5											
301	30103	{5,9,1,2,2}		光纤轴突	10			ordinary	{60,2}	5	10											
301	30105	{5,3,1,4,1}		特级职级认证	6			ordinary	{60,3}	5	5											
301	30106	{5,6,1,2,1}		重修申请	2			ordinary	{60,20}	5	3											
301	30107	{4,1,6,5,10}		奥普奖券	5			ordinary	{60,8}	5	5											
301	30108	{4,2,1,8,1}		体力药剂中	4			ordinary	{60,10}	5	3											
301	30109	{11,1,58,1}		烈炬徽章	1			ordinary	{60,40}	5	1											
301	30110	{4,3,1,1,5000}		通用银	12			ordinary	{60,5}	5	20											
301	30111	{5,29,17,1,30}		乐土票根	3			ordinary	{60,15}	5	7											
																						
302	30201	{4,1,35,1,1}		中级buff宝箱	2			ordinary	{59,100}													
302	30202	{4,1,35,2,1}		高级buff宝箱	1			ordinary	{59,300}													
302	30203	{4,1,35,3,1}		射击buff宝箱	3			ordinary	{59,300}													
302	30204	{4,1,35,4,1}		技能buff宝箱	4			ordinary	{59,300}													
302	30205	{4,1,35,5,1}		全能buff宝箱	5			ordinary	{59,300}													
																						
303	30301	{4,1,41,1}		初级芯片补给	1			ordinary	{62,160}													
303	30302	{4,1,41,6}		区域轰炸芯片补给	2			ordinary	{62,160}													
303	30303	{4,1,41,7}		蜂群打击芯片补给	3			ordinary	{62,160}													
303	30304	{4,1,41,8}		钢铁防线芯片补给	4			ordinary	{62,160}													
																						
304	30401	{4,1,42,1}		进击行动满品核心芯片1	1			ordinary	{62,2000}	5	1	1	1									
304	30402	{4,1,42,2}		进击行动满品核心芯片2	2			ordinary	{62,2000}	5	1	1	1									
304	30403	{4,1,42,3}		进击行动满品核心芯片3	3			ordinary	{62,2000}	5	1	1	1									
304	30404	{4,1,42,4}		进击行动满品核心芯片4	4			ordinary	{62,2000}	5	1	1	1									
304	30405	{4,1,42,5}		进击行动满品核心芯片5	5			ordinary	{62,2000}	5	1	1	1									
304	30406	{4,1,42,6}		进击行动满品核心芯片6	6			ordinary	{62,2000}	5	1	1	1									
304	30407	{4,1,42,7}		进击行动满品核心芯片7	7			ordinary	{62,2000}	5	1	1	1									
304	30408	{4,1,42,8}		进击行动满品核心芯片8	8			ordinary	{62,2000}	5	1	1	1									
304	30409	{4,1,42,9}		进击行动满品核心芯片9	9			ordinary	{62,2000}	5	1	1	1									
304	30410	{4,1,43,1}		进击行动满品分支芯片1	10			ordinary	{62,2000}	5	1	1	1									
304	30411	{4,1,43,2}		进击行动满品分支芯片2	11			ordinary	{62,2000}	5	1	1	1									
304	30412	{4,1,43,3}		进击行动满品分支芯片3	12			ordinary	{62,2000}	5	1	1	1									
304	30413	{4,1,43,4}		进击行动满品分支芯片4	13			ordinary	{62,2000}	5	1	1	1									
304	30414	{4,1,43,5}		进击行动满品分支芯片5	14			ordinary	{62,2000}	5	1	1	1									
304	30415	{4,1,43,6}		进击行动满品分支芯片6	15			ordinary	{62,2000}	5	1	1	1									
304	30416	{4,1,43,7}		进击行动满品分支芯片7	16			ordinary	{62,2000}	5	1	1	1									
304	30417	{4,1,43,8}		进击行动满品分支芯片8	17			ordinary	{62,2000}	5	1	1	1									
304	30418	{4,1,43,9}		进击行动满品分支芯片9	18			ordinary	{62,2000}	5	1	1	1									
304	30419	{4,1,43,10}		进击行动满品分支芯片10	19			ordinary	{62,2000}	5	1	1	1									
304	30420	{4,1,43,11}		进击行动满品分支芯片11	20			ordinary	{62,2000}	5	1	1	1									
304	30421	{4,1,43,12}		进击行动满品分支芯片12	21			ordinary	{62,2000}	5	1	1	1									
304	30422	{4,1,43,13}		进击行动满品分支芯片13	22			ordinary	{62,2000}	5	1	1	1									
304	30423	{4,1,43,14}		进击行动满品分支芯片14	23			ordinary	{62,2000}	5	1	1	1									
304	30424	{4,1,43,15}		进击行动满品分支芯片15	24			ordinary	{62,2000}	5	1	1	1									
304	30425	{4,1,43,16}		进击行动满品分支芯片16	25			ordinary	{62,2000}	5	1	1	1									
304	30426	{4,1,43,17}		进击行动满品分支芯片17	26			ordinary	{62,2000}	5	1	1	1									
304	30427	{4,1,43,18}		进击行动满品分支芯片18	27			ordinary	{62,2000}	5	1	1	1									
																						
305	30102	{5,1,1,4,1}		精英战斗记录	8			ordinary	{60,3}	5	5											
305	30103	{5,9,1,2,2}		光纤轴突	10			ordinary	{60,2}	5	10											
305	30105	{5,3,1,4,1}		特级职级认证	6			ordinary	{60,3}	5	5											
305	30106	{5,6,1,2,1}		重修申请	2			ordinary	{60,20}	5	3											
305	30107	{4,1,6,5,10}		奥普奖券	5			ordinary	{60,8}	5	5											
305	30108	{4,2,1,8,1}		体力药剂中	4			ordinary	{60,10}	5	3											
305	30109	{11,1,73,1}		徽章	1			ordinary	{60,40}	5	1											
305	30110	{4,3,1,1,5000}		通用银	12			ordinary	{60,5}	5	20											
305	30111	{5,29,20,1,30}		无限代币	3			ordinary	{60,15}	5	7											
																						
306	30201	{4,1,35,1,1}		中级buff宝箱	2			ordinary	{59,100}													
306	30202	{4,1,35,2,1}		高级buff宝箱	1			ordinary	{59,300}													
306	30203	{4,1,35,3,1}		射击buff宝箱	3			ordinary	{59,300}													
306	30204	{4,1,35,4,1}		技能buff宝箱	4			ordinary	{59,300}													
306	30205	{4,1,35,5,1}		全能buff宝箱	5			ordinary	{59,300}													
																						
401	101	{5,1,1,3,8}		优秀战斗记录	8			ordinary	{5,29,3,3,16}	5	5											
401	102	{5,1,1,4,5}		精英战斗记录	5			ordinary	{5,29,3,3,30}	5	3											
401	103	{5,9,1,2,10}		光纤轴突	11			ordinary	{5,29,3,3,16}	5	8											
401	104	{5,9,1,3,1}		量子胞体	2			ordinary	{5,29,3,4,20}	5	2											
401	105	{5,2,1,3,8}		精致强化套件	10			ordinary	{5,29,3,3,16}	5	3											
401	106	{5,2,1,4,5}		珍稀强化套件	7			ordinary	{5,29,3,3,30}	5	2											
401	107	{5,5,1,1,10}		合成颗粒	15			ordinary	{5,29,3,3,8}	5	3											
401	108	{5,5,1,2,10}		芳烃塑料	12			ordinary	{5,29,3,3,16}	5	3											
401	109	{5,5,1,3,4}		单极纤维	4			ordinary	{5,29,3,3,16}	5	3											
401	110	{5,5,1,4,1}		碳原子板	3			ordinary	{5,29,3,4,20}	5	2											
401	111	{5,3,1,3,8}		高级职级认证	9			ordinary	{5,29,3,3,16}	5	8											
401	112	{5,3,1,4,5}		特级职级认证	6			ordinary	{5,29,3,3,30}	5	5											
401	113	{4,3,1,1,15000}		通用银（限量）	13			ordinary	{5,29,3,3,20}	5	10											
401	114	{4,3,1,1,200}		通用银（不限量）	14			ordinary	{5,29,3,3,1}													
401	115	{4,3,2,1,50}		数据金	1			ordinary	{5,29,3,4,30}	5	6											
																						
																						
402	116	{5,1,1,3,8}		优秀战斗记录	8			ordinary	{5,29,15,3,16}	5	5											
402	117	{5,1,1,4,5}		精英战斗记录	5			ordinary	{5,29,15,3,30}	5	3											
402	118	{5,9,1,2,10}		光纤轴突	11			ordinary	{5,29,15,3,16}	5	8											
402	119	{5,9,1,3,1}		量子胞体	2			ordinary	{5,29,15,4,20}	5	2											
402	120	{5,2,1,3,8}		精致强化套件	10			ordinary	{5,29,15,3,16}	5	3											
402	121	{5,2,1,4,5}		珍稀强化套件	7			ordinary	{5,29,15,3,30}	5	2											
402	122	{5,5,1,1,10}		合成颗粒	16			ordinary	{5,29,15,3,8}	5	3											
402	123	{5,5,1,2,10}		芳烃塑料	12			ordinary	{5,29,15,3,16}	5	3											
402	124	{5,5,1,3,4}		单极纤维	4			ordinary	{5,29,15,3,16}	5	3											
402	125	{5,5,1,4,1}		碳原子板	3			ordinary	{5,29,15,4,20}	5	2											
402	126	{5,3,1,3,8}		高级职级认证	9			ordinary	{5,29,15,3,16}	5	8											
402	127	{5,3,1,4,5}		特级职级认证	6			ordinary	{5,29,15,3,30}	5	5											
402	128	{4,3,1,1,15000}		通用银（限量）	14			ordinary	{5,29,15,3,20}	5	10											
402	129	{4,3,1,1,15000}		通用银（限量）	13			ordinary	{5,29,15,4,10}	5	5											
402	130	{4,3,1,1,200}		通用银（不限量）	15			ordinary	{5,29,15,3,1}													
402	131	{4,3,2,1,50}		数据金	1			ordinary	{5,29,15,4,30}	5	6											
																						
403	132	{5,1,1,3,8}		优秀战斗记录	8			ordinary	{5,29,17,3,16}	5	5											
403	133	{5,1,1,4,5}		精英战斗记录	5			ordinary	{5,29,17,3,30}	5	3											
403	134	{5,9,1,2,10}		光纤轴突	11			ordinary	{5,29,17,3,16}	5	8											
403	135	{5,9,1,3,1}		量子胞体	2			ordinary	{5,29,17,4,20}	5	2											
403	136	{5,2,1,3,8}		精致强化套件	10			ordinary	{5,29,17,3,16}	5	3											
403	137	{5,2,1,4,5}		珍稀强化套件	7			ordinary	{5,29,17,3,30}	5	2											
403	138	{5,5,1,1,10}		合成颗粒	16			ordinary	{5,29,17,3,8}	5	3											
403	139	{5,5,1,2,10}		芳烃塑料	12			ordinary	{5,29,17,3,16}	5	3											
403	140	{5,5,1,3,4}		单极纤维	4			ordinary	{5,29,17,3,16}	5	3											
403	141	{5,5,1,4,1}		碳原子板	3			ordinary	{5,29,17,4,20}	5	2											
403	142	{5,3,1,3,8}		高级职级认证	9			ordinary	{5,29,17,3,16}	5	8											
403	143	{5,3,1,4,5}		特级职级认证	6			ordinary	{5,29,17,3,30}	5	5											
403	144	{4,3,1,1,15000}		通用银（限量）	14			ordinary	{5,29,17,3,20}	5	10											
403	145	{4,3,1,1,15000}		通用银（限量）	13			ordinary	{5,29,17,4,10}	5	5											
403	146	{4,3,1,1,200}		通用银（不限量）	15			ordinary	{5,29,17,3,1}													
403	147	{4,3,2,1,50}		数据金	1			ordinary	{5,29,17,4,30}	5	6											
																						
																						
404	148	{5,1,1,3,8}		优秀战斗记录	8			ordinary	{5,29,20,3,16}	5	5											{600}
404	149	{5,1,1,4,5}		精英战斗记录	5			ordinary	{5,29,20,3,30}	5	3											{600}
404	150	{5,9,1,2,10}		光纤轴突	11			ordinary	{5,29,20,3,16}	5	8											{600}
404	151	{5,9,1,3,1}		量子胞体	2			ordinary	{5,29,20,4,20}	5	2											{600}
404	152	{5,2,1,3,8}		精致强化套件	10			ordinary	{5,29,20,3,16}	5	3											{600}
404	153	{5,2,1,4,5}		珍稀强化套件	7			ordinary	{5,29,20,3,30}	5	2											{600}
404	154	{5,5,1,1,10}		合成颗粒	16			ordinary	{5,29,20,3,8}	5	3											{600}
404	155	{5,5,1,2,10}		芳烃塑料	12			ordinary	{5,29,20,3,16}	5	3											{600}
404	156	{5,5,1,3,4}		单极纤维	4			ordinary	{5,29,20,3,16}	5	3											{600}
404	157	{5,5,1,4,1}		碳原子板	3			ordinary	{5,29,20,4,20}	5	2											{600}
404	158	{5,3,1,3,8}		高级职级认证	9			ordinary	{5,29,20,3,16}	5	8											{600}
404	159	{5,3,1,4,5}		特级职级认证	6			ordinary	{5,29,20,3,30}	5	5											{600}
404	160	{4,3,1,1,15000}		通用银（限量）	14			ordinary	{5,29,20,3,20}	5	10											{600}
404	161	{4,3,1,1,200}		通用银（不限量）	15			ordinary	{5,29,20,3,1}													{600}
404	162	{4,3,2,1,50}		数据金	1			ordinary	{5,29,20,4,30}	5	5											{600}
