成就唯一ID	注释（程序内不使用）	任务名	任务介绍	任务或成就图标	分组（1-日常,2-周常,3-成就,4-主线,5-支线任务额外奖励）	所属章节（支线任务才配）	章节抬头图（支线任务额外奖励才配）	需要【本阶段内】完成的任务	排序	解锁条件(例{{{1,1}}})（1账号等级 2前置关卡 3获得某个道具）双{{}}隔开为或条件，单{}隔开为且条件	前置任务id	领取奖励后是否在列表中显示	任务类型	检查值	扩展参数 不填为不限制	可执行次数,0或不填为不限制	奖励列表,格式{{g,d,p,l,n},...}	系统解锁条件（对应function.txt表）	跳转界面	条件跳转	跳转参数	开始时间,格式：年月日时分秒,如201601010200或20160101（时分秒可省略）	结束时间,格式桶开始时间	重置周期【仅天,周常用】；配置模式：固定刷新：开启时间也需要配+这列配{1,天数}/地下清理：开启时间不需要配+这列配{2}（climb_tower_time)/	活动ID	任务点数	弹窗({类型:1,主线2,目标})	标签分类(仅目标成就3-成就)	刷新标签{"颜色ID","表.key"})
22832	无队员撤退的情况下，完成精神拟境难度5-火工头陀的挑战	achievement.Name74	achievement.Describe74_32	1701191	3							1	127	1	{5,6001208}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22833	无队员撤退的情况下，完成精神拟境难度5-派的挑战	achievement.Name74	achievement.Describe74_33	1701191	3							1	127	1	{5,6002401}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22834	无队员撤退的情况下，完成精神拟境难度5-凯茜娅·覆霜的挑战	achievement.Name74	achievement.Describe74_34	1701191	3							1	127	1	{5,6002505}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22835	无队员撤退的情况下，完成精神拟境难度5-初诞的沃坦·真神形态的挑战	achievement.Name74	achievement.Describe74_35	1701191	3							1	127	1	{5,6001502}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22836	无队员撤退的情况下，完成精神拟境难度5-“炎刃”威尔的挑战	achievement.Name74	achievement.Describe74_36	1701191	3							1	127	1	{5,600150102}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22837	无队员撤退的情况下，完成精神拟境难度5-极夜幽影的挑战	achievement.Name74	achievement.Describe74_37	1701191	3							1	127	1	{5,6001503}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22838	无队员撤退的情况下，完成精神拟境难度5-尼亚尔·浊流的挑战	achievement.Name74	achievement.Describe74_38	1701191	3							1	127	1	{5,6002206}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22839	无队员撤退的情况下，完成精神拟境难度5-尘白恶魔号的挑战	achievement.Name74	achievement.Describe74_39	1701191	3							1	127	1	{5,6001303}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22840	无队员撤退的情况下，完成精神拟境难度5-刻耳柏洛斯·灼痕的挑战	achievement.Name74	achievement.Describe74_40	1701191	3							1	127	1	{5,6002301}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22841	无队员撤退的情况下，完成精神拟境难度5-玉节天龙的挑战	achievement.Name74	achievement.Describe74_41	1701191	3							1	127	1	{5,6001601}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22842	无队员撤退的情况下，完成精神拟境难度5-食夜影兽的挑战	achievement.Name74	achievement.Describe74_42	1701191	3							1	127	1	{5,6001602}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22843	无队员撤退的情况下，完成精神拟境难度5-舍塔无正觉·怒的挑战	achievement.Name74	achievement.Describe74_43	1701191	3							1	127	1	{5,6001603}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22844	无队员撤退的情况下，完成精神拟境难度5-墨菲斯·徒花的挑战	achievement.Name74	achievement.Describe74_44	1701191	3							1	127	1	{5,6002506}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22845	无队员撤退的情况下，完成精神拟境难度5-海底观测者的挑战	achievement.Name74	achievement.Describe74_45	1701191	3							1	127	1	{5,6001402}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22846	无队员撤退的情况下，完成精神拟境难度5-噬孽机·卡律布狄斯的挑战	achievement.Name74	achievement.Describe74_46	1701191	3							1	127	1	{5,6001403}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22847	无队员撤退的情况下，完成精神拟境难度5-文明守护者的挑战	achievement.Name74	achievement.Describe74_47	1701191	3							1	127	1	{5,6001404}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22848	无队员撤退的情况下，完成精神拟境难度5-米拉·猩红武装的挑战	achievement.Name74	achievement.Describe74_48	1701191	3							1	127	1	{5,6001405}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22849	无队员撤退的情况下，完成精神拟境难度5-SpH-L12·幽语者的挑战	achievement.Name74	achievement.Describe74_49	1701191	3							1	127	1	{5,6001304}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22850	无队员撤退的情况下，完成精神拟境难度5-起源物种的挑战	achievement.Name74	achievement.Describe74_50	1701191	3							1	127	1	{5,600121001}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22851	无队员撤退的情况下，完成精神拟境难度5-西西弗斯的挑战	achievement.Name74	achievement.Describe74_51	1701191	3							1	127	1	{5,6001507}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22852	无队员撤退的情况下，完成精神拟境难度5-埃吉尔的挑战	achievement.Name74	achievement.Describe74_52	1701191	3							1	127	1	{5,600120902}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22853	无队员撤退的情况下，完成精神拟境难度5-阿帕忒的挑战	achievement.Name74	achievement.Describe74_53	1701191	3							1	127	1	{5,600150803}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
22854	无队员撤退的情况下，完成精神拟境难度5-神座·狐相的挑战	achievement.Name74	achievement.Describe74_54	1701191	3							1	127	1	{5,6001406}		{{4,3,2,1,10}}	17		BossPvpLogic.GetOpenID()		[202311060400]					{2}		
																													
22901	引爆炸药桶装置10个	achievement.Name75	achievement.Describe75	1701191	3							1	116	10			{{4,3,2,1,10}}	1	Dungeons								{2}		
22902	引爆炸药桶装置50个	achievement.Name75	achievement.Describe75	1701191	3						22901	1	116	50			{{4,3,2,1,10}}	1	Dungeons								{2}		
22903	引爆炸药桶装置200个	achievement.Name75	achievement.Describe75	1701191	3						22902	1	116	200			{{4,3,2,1,10}}	1	Dungeons								{2}		
																													
23001	宿舍等级达到10级	achievement.Name69	achievement.Describe69	1701189	3							1	124	10			{{4,3,2,1,10}}	48		HouseLogic.LoadHouse							{2}		
23002	宿舍等级达到30级	achievement.Name69	achievement.Describe69	1701189	3						23001	1	124	30			{{4,3,2,1,10}}	48		HouseLogic.LoadHouse							{2}		
23003	宿舍等级达到50级	achievement.Name69	achievement.Describe69	1701189	3						23002	1	124	50			{{4,3,2,1,10}}	48		HouseLogic.LoadHouse							{2}		
																													
23101	1名角色信赖度20级	achievement.Name68	achievement.Describe68_6	1701189	3							1	121	1	{20}		{{4,3,2,1,10}}	48		HouseLogic.LoadHouse							{2}		
23102	3名角色信赖度30级	achievement.Name68	achievement.Describe68_3	1701189	3						23101	1	121	3	{30}		{{4,3,2,1,10}}	48		HouseLogic.LoadHouse							{2}		
23103	5名角色信赖度40级	achievement.Name68	achievement.Describe68_4	1701189	3						23102	1	121	5	{40}		{{4,3,2,1,10}}	48		HouseLogic.LoadHouse							{2}		
23104	10名角色信赖度50级	achievement.Name68	achievement.Describe68_7	1701189	3						23103	1	121	10	{50}		{{4,3,2,1,10}}	48		HouseLogic.LoadHouse							{2}		
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																						 							
