商店Id(不配置就不显示)	商品Id(不重复 100以内给bp)	是否是BP皮	前置商品Id	角标（礼包特惠角标=1，不显示=0或不配）	IOS后台id	安卓后台id	Pc后台id	//备注	类型，用于判断和购买，1充值货币2月卡3bp道具4礼包5皮肤6数据金	商品gdpl	DIY道具（关联diy_item表ID）	限购类型，0或不填为无限制，1日限制，2周限制,3月限制,4总计限购	限购次数	价格	价格2（只能填比特金、数据金价格）	显示价格(1=比特价、2=数据金、100=人民币，不填默认读Cost字段配置的类型)	商品名称	美宣图（只有捆绑包和武器皮肤会配置）	预览缩略图（只有互动情景道具和带有互动情景道具的组合包会配置）	列表图标（只有捆绑包和武器皮肤会配置）	解锁条件	折扣百分比(0-100)	折扣开始时间	折扣结束时间	上架时间	下架时间	显示时间（客户端显示商品）	结束显示时间（客户端显示商品）	是否提示防沉迷(1提示)	扩展参数(通行证{期数,类型};月卡{拥有限制数量};数据金{首次赠送数量,常规赠送数量};皮肤{{需要购买时同时判断的皮肤GDPL}}礼包{1=未达到解锁条件时隐藏})	排序(从小到大)	互斥商品ID	互斥商品列表	试玩ID	对应版本	DMM点数
10	838							幻蝶之引（武器皮肤）	5	{17,9,2,1,1}		4	1		{1,28}			142900018		142900017		72	[202601290400]	[202603120400]	[202601290400]	[202603120400]					12			588		
10	831							忠诚之勋（武器皮肤）	5	{17,1,3,1,1}		4	1		{1,28}			142100031		142100030		72	[202601290400]	[202603120400]	[202601290400]	[202603120400]					13			589		
10	827							午夜轻触（武器皮肤）	5	{17,3,8,1,1}		4	1		{1,28}			142300074		142300073		72	[202601290400]	[202603120400]	[202601290400]	[202603120400]					14			590		
10	822							爱彻青空（武器皮肤）	5	{17,2,3,1,1}		4	1		{1,28}			142200038		142200037		72	[202601290400]	[202603120400]	[202601290400]	[202603120400]					15			591		
10	824							灵跃心弦（武器皮肤）	5	{17,8,2,1,1}		4	1		{1,28}			142800018		142800017		72	[202601290400]	[202603120400]	[202601290400]	[202603120400]					16			592		
10	820							游云焕绮（武器皮肤）	5	{17,5,4,1,1}		4	1		{1,28}			142500034		142500033		72	[202601290400]	[202603120400]	[202601290400]	[202603120400]					17			593		
10	815							聆听本真（武器皮肤）	5	{17,3,5,1,1}		4	1		{1,28}			142300054		142300053		72	[202601290400]	[202603120400]	[202601290400]	[202603120400]					18			594		
10	814							耀舞迎春（武器皮肤）	5	{17,5,3,1,1}		4	1		{1,28}			142500024		142500023		72	[202601290400]	[202603120400]	[202601290400]	[202603120400]					19			595		
10	810							融月流金（武器皮肤）	5	{17,1,1,1,1}		4	1		{1,28}			142100008		142100007		72	[202601290400]	[202603120400]	[202601290400]	[202603120400]					20			596		
																																				
12	905							慵倚花阴部件自选	5		4				{1,10}		ui.TxtFashionMall14	142800019		142800020							[202601290400]	[202603120400]			1					
12	903							点墨化龙部件自选	5		2				{1,10}		ui.TxtFashionMall14	1601125		1601124							[202601290400]	[202603120400]			2				1	
																																				
4	661							米娅【星彩】-暗空魅影（皮肤）	5	{7,23,1,2,1}		4	1		{1,128}							77	[202601290400]	[202603120400]	[202601290400]	[202603120400]					4					
4	662							晴【霆光】-清光虔愿（皮肤带部件）	5	{7,6,3,2,1}	5	4	1		{1,128}			1601226		1601227		77	[202601290400]	[202603120400]	[202601290400]	[202603120400]					5					
4	652							克罗瑞娜-绯月-皎月幽祈（皮肤）	5	{7,22,1,2,1}		4	1		{1,128}							77	[202601290400]	[202603120400]	[202601290400]	[202603120400]					6					
																																				
9	1043							捆绑包（米娅【星彩】-暗空魅影+武器皮）	5	{4,8,35,1,1}		4	1		{1,156}			142300093		142300094		76	[202601290400]	[202603120400]	[202601290400]	[202603120400]					4		{661,836}	614		
9	1044							捆绑包（晴【霆光】-清光虔愿+部件+武器皮）	5	{4,8,36,1,1}	5	4	1		{1,156}			1601224		1601225		76	[202601290400]	[202603120400]	[202601290400]	[202603120400]					5		{662,837}	617		
9	1035							捆绑包（克罗瑞娜-绯月-皎月幽祈+武器皮）	5	{4,8,27,1,1}		4	1		{1,156}			142100042		142100043		76	[202601290400]	[202603120400]	[202601290400]	[202603120400]					6		{652,829}	615		
																																				
10	836							迅焰溢彩	5	{17,3,10,1,1}		4	1		{1,28}			142300098		142300097		72	[202601290400]	[202603120400]	[202601290400]	[202603120400]					4			614		
10	837							红居覆霜	5	{17,5,8,1,1}		4	1		{1,28}			142500084		142500083		72	[202601290400]	[202603120400]	[202601290400]	[202603120400]					5			617		
10	829							铂金密信（武器皮肤）	5	{17,1,4,1,1}		4	1		{1,28}			142100041		142100040		72	[202601290400]	[202603120400]	[202601290400]	[202603120400]					6			615		
																																				
12	906							清光虔愿-部件自选	5		5				{1,10}		ui.TxtFashionMall14	1601226		1601227							[202601290400]	[202603120400]			2					
																																				
																																				
																																				
3	566							春意·每周天启者聘任包	4	{4,5,6,258,1}		2	1		{1,16}										[202605080400]	[202606190400]					1					
3	567							春意·天启者聘任包	4	{4,5,6,259,1}		4	1		{1,128}										[202605080400]	[202606190400]					2					
3	568							春意·武器定制包	4	{4,5,6,260,1}		4	1		{1,128}										[202605080400]	[202606190400]					3					
3	569							春意·豪华物资包	4	{4,5,6,261,1}		4	1		{1,228}										[202605080400]	[202606190400]					4					
3	570							春意·成长资金包	4	{4,5,6,262,1}		4	1		{1,68}										[202605080400]	[202606190400]					5					
3	571							春意·神经突破包	4	{4,5,6,263,1}		4	1		{1,68}										[202605080400]	[202606190400]					6					
3	572							春意·等级提升包	4	{4,5,6,264,1}		4	1		{1,38}										[202605080400]	[202606190400]					7					
3	573							春意·神经通导包	4	{4,5,6,265,1}		4	1		{1,38}										[202605080400]	[202606190400]					8					
3	574							春意·后勤提升包	4	{4,5,6,266,1}		4	1		{1,32}										[202605080400]	[202606190400]					9					
																																				
4	671							胧嫣-瑞狐【珠光曳影】（皮肤）	5	{7,24,1,2,1}		4	1		{1,128}							77	[202605080400]	[202606190400]	[202605080400]	[202606190400]					1					
4	672							芙提雅-炬芯【国主驾到】（皮肤）	5	{7,4,4,2,1}		4	1		{1,128}							77	[202605221000]	[202606190400]	[202605221000]	[202606190400]					2					
4	673							晴-霆光【剑意逍遥】（皮肤）	5	{7,6,3,3,1}		4	1		{1,128}							77	[202605080400]	[202606190400]	[202605080400]	[202606190400]					3					
																																				
9	1054							捆绑包（胧嫣-瑞狐【珠光曳影】+武器皮）	5	{4,8,45,1,1}		4	1		{1,156}			1601281		1601282		76	[202605080400]	[202606190400]	[202605080400]	[202606190400]					1		{671,846}	608		
9	1055							捆绑包（芙提雅-炬芯【国主驾到】+武器皮）	5	{4,8,46,1,1}		4	1		{1,156}			1601275		1601276		76	[202605221000]	[202606190400]	[202605221000]	[202606190400]					2		{672,847}	609		
9	1056							捆绑包（晴-霆光【剑意逍遥】+武器皮）	5	{4,8,47,1,1}		4	1		{1,156}			1601279		1601280		76	[202605080400]	[202606190400]	[202605080400]	[202606190400]					3		{673,848}	610		
																																				
10	846							魅银华饰（武器皮肤）	5	{17,7,3,1,1}		4	1		{1,28}			142700024		142700023		72	[202605080400]	[202606190400]	[202605080400]	[202606190400]					1			608		
10	847							龙吟威光（武器皮肤）	5	{17,4,7,1,1}		4	1		{1,28}			142400064		142400063		72	[202605221000]	[202606190400]	[202605221000]	[202606190400]					2			609		
10	848							云游青霄（武器皮肤）	5	{17,5,9,1,1}		4	1		{1,28}			142500094		142500093		72	[202605080400]	[202606190400]	[202605080400]	[202606190400]					3			610		
																																				
12	908							芙提雅-炬芯【国主驾到】-头套部件	5	{20,2,6,2,1}		4	1		{1,10}			1601277		1601278		1					[202605221000]	[202606190400]			1					
