ID	备注	类型	地图资产路劲	玩法	LuaClass	Loading图	背景音乐	背景环境音	加载额外参数
8209	DLC11主线-Act9	0	DLC11Level/DLC11_Act9	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC11,DLC|BOSS01,Stage|Stage01		
									
8211	DLC11_复刷-01	0	DLC11Level/RepeatLevel/DLC11_Repeat_Level	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight02,Battle|Off		
8212	DLC11_复刷-02	0	DLC11Level/RepeatLevel/DLC11_Repeat_Level	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC08,DLC|Fight03,Battle|Off		
8213	DLC11_复刷-03	0	DLC11Level/RepeatLevel/DLC11_Repeat_Level	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight03,Battle|Off		
8214	DLC11_复刷-04	0	DLC11Level/RepeatLevel/DLC11_Repeat_Level	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight02,Battle|Off		
8215	DLC11_复刷-05	0	DLC11Level/RepeatLevel/DLC11_Repeat_Level	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC08,DLC|Fight03,Battle|Off		
8216	DLC11_复刷-06	0	DLC11Level/RepeatLevel/DLC11_Repeat_Level	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight03,Battle|Off		
									
									
8310	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/Wrap1_1	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level01,Stage|Stage01,Battle|Off		
8311	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/Wrap1_2	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level02,Stage|Stage01,Battle|Off		
8312	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/Wrap1_3	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level03,Stage|Stage01,Battle|Off		
8313	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/Wrap1_4	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter11,Level|Level11,Stage|Stage01,Battle|Off		
8314	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/Wrap1_5	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter11,Level|Level11,Stage|Stage01,Battle|Off		
8315	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/Wrap1_6	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter11,Level|Level11,Stage|Stage01,Battle|Off		
8316	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/Wrap1_7	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight01,Battle|Off		
8317	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/Wrap1_8	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level04,Stage|Stage01,Battle|Off		
8318	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/Wrap1_9	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level01,Stage|Stage01,Battle|Off		
8319	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/Wrap1_10	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter11,Level|Level11,Stage|Stage01,Battle|Off		
8320	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/Wrap1_11	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level01,Stage|Stage01,Battle|Off		
8321	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/WrapBoss1	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter11,Level|Level12,Stage|Stage01		
8322	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/WrapBoss2	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC07,DLC|BOSS01,Stage|Stage01		
8323	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/WrapBoss3	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|BOSS01,Stage|Stage01		
8324	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/WrapBoss4_1	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter06,Level|Level12,Stage|Stage01		
8325	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/WrapBoss4_2	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level12,Stage|Stage01		
8326	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/WrapBoss4_3	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter05,Level|Level12,Stage|Stage01		
8327	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/WrapBoss4_4	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC03,DLC|BOSS01,Stage|Stage01		
8328	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/WrapBoss4_5	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter08,Level|Level12,Stage|Stage01		
8329	DLC23_背包肉鸽	0	DLC23Level/WrapRoguelike/WrapBoss4_6	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter07,Level|Level12,Stage|Stage01		
									
8550	DLC26_背包肉鸽	0	DLC26Level/WrapRoguelike26/Wrap26_1	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC14,DLC|Fight01,Stage|Stage01		
8551	DLC26_背包肉鸽	0	DLC26Level/WrapRoguelike26/Wrap26_2	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight03,Stage|Stage01		
8552	DLC26_背包肉鸽	0	DLC26Level/WrapRoguelike26/Wrap26_3	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight01,Stage|Stage01		
8553	DLC26_背包肉鸽	0	DLC26Level/WrapRoguelike26/Wrap26_4	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight03,Stage|Stage01		
8554	DLC26_背包肉鸽	0	DLC26Level/WrapRoguelike26/Wrap26_5	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC14,DLC|Fight01,Stage|Stage01		
8555	DLC26_背包肉鸽	0	DLC26Level/WrapRoguelike26/Wrap26_6	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC14,DLC|Fight02,Stage|Stage01		
8556	DLC26_背包肉鸽	0	DLC26Level/WrapRoguelike26/Wrap26_7	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC15,DLC|Fight03,Stage|Stage01		
8557	DLC26_背包肉鸽	0	DLC26Level/WrapRoguelike26/Wrap26_8	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC14,DLC|Fight03,Stage|Stage01		
8558	DLC26_背包肉鸽	0	DLC26Level/WrapRoguelike26/Wrap26_9	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC15,DLC|Fight03,Stage|Stage01		
8559	DLC26_背包肉鸽	0	DLC26Level/WrapRoguelike26/Wrap26_10	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC15,DLC|Fight03,Stage|Stage01		
8560	DLC26_背包肉鸽_hard1	0	DLC26Level/WrapRoguelike26/Wrap26_Hard	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC15,DLC|Fight03,Stage|Stage01		
8561	DLC26_背包肉鸽_boss	0	DLC26Level/WrapRoguelike26/Wrap26_Boss	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC13,DLC|BOSS01,Stage|Stage01		
8562	DLC26_背包肉鸽_hard2	0	DLC26Level/WrapRoguelike26/Wrap26_Hard02	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level03,Stage|Stage01,Battle|Off		
8563	DLC26_背包肉鸽_hard3	0	DLC26Level/WrapRoguelike26/Wrap26_Hard03	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter10,Level|Level03,Stage|Stage01,Battle|Off		
8564	DLC26_背包肉鸽_boss01	0	DLC26Level/WrapRoguelike26/Wrap26_Boss01	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter08,Level|Level12,Stage|Stage01		
									
8585	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_1	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight01,Stage|Stage01		
8586	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_2	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level03,Stage|Stage01,Battle|Off		
8587	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_3	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC14,DLC|Fight01,Stage|Stage01		
8588	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_4	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight02,Stage|Stage01		
8589	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_5	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC06,DLC|Fight02,Stage|Stage01		
8590	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_6	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight03,Stage|Stage01		
8591	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_7	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight01,Stage|Stage01		
8592	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_8	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC13,DLC|Fight03,Stage|Stage01		
8593	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_9	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight01,Stage|Stage01		
8594	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_10	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight01,Stage|Stage01		
8595	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_Hard01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC15,DLC|Fight01,Stage|Stage01		
8596	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_Hard02	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
8597	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_boss004	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter09,Level|Level12,Stage|Stage01		
8598	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_boss303	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC11,DLC|BOSS01,Stage|Stage01		
8599	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_boss603	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC14,DLC|BOSS01,Stage|Stage01		
8600	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_Accumulated	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight01,Stage|Stage01		
8601	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_Colosseum	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC13,DLC|Fight01,Stage|Stage01		
8602	DLC28_背包肉鸽		DLC28Level/WrapRoguelike28/Wrap28_KillingSpree	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight02,Stage|Stage01		
									
									
8450	DLC25_刷宝肉鸽_挑战关01	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC05,DLC|Fight01,Battle|Off		
8451	DLC25_刷宝肉鸽_挑战关02	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC01,DLC|Fight02,Battle|Off		
8452	DLC25_刷宝肉鸽_挑战关03	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_03	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight02,Battle|Off		
8453	DLC25_刷宝肉鸽_挑战关04	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_04	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level01,Stage|Stage01,Battle|Off		
8454	DLC25_刷宝肉鸽_挑战关05	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_05	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC11,DLC|Fight01,Stage|Stage01		
									
8455	DLC25_刷宝肉鸽_刷buff关	0	RogueTreasure/BuffLevel/RogueTreasure_Buff_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight03,Battle|Off		
									
8456	DLC27_刷宝肉鸽_挑战关01	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_2701	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC16,DLC|Fight02,Stage|Stage01		
8457	DLC27_刷宝肉鸽_挑战关02	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_2702	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight03,Stage|Stage01		
8458	DLC27_刷宝肉鸽_挑战关03	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_2703	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC06,DLC|Fight02,Battle|Off		
8459	DLC27_刷宝肉鸽_挑战关04	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_2704	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight02,Battle|Off		
8460	DLC27_刷宝肉鸽_挑战关05	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_2705	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight03,Stage|Stage01		
									
8465	DLC30_刷宝肉鸽_小怪浪潮01	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_3001	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level01,Stage|Stage01,Battle|Off		
8466	DLC30_刷宝肉鸽_小怪浪潮02	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_3002	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level01,Stage|Stage01,Battle|Off		
8467	DLC30_刷宝肉鸽_小怪浪潮03	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_3003	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level01,Stage|Stage01,Battle|Off		
8468	DLC30_刷宝肉鸽_小怪浪潮04	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_3004	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level01,Stage|Stage01,Battle|Off		
8469	DLC30_刷宝肉鸽_boss连战01	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_3005	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level01,Stage|Stage01,Battle|Off		
8470	DLC30_刷宝肉鸽_boss连战02	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_3006	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level01,Stage|Stage01,Battle|Off		
8471	DLC30_刷宝肉鸽_boss连战03	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_3007	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level01,Stage|Stage01,Battle|Off		
8472	DLC30_刷宝肉鸽_boss连战04	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_3008	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level01,Stage|Stage01,Battle|Off		
									
8473	DLC32_刷宝肉鸽_刷buff关	0	RogueTreasure/BuffLevel/RogueTreasure_Buff_3201	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC32,DLC|Fight01,Stage|Stage01		
8474	DLC32_刷宝肉鸽_刷buff关	0	RogueTreasure/BuffLevel/RogueTreasure_Buff_3202	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC32,DLC|Fight03,Stage|Stage01		
8475	DLC32_刷宝肉鸽_刷buff关	0	RogueTreasure/BuffLevel/RogueTreasure_Buff_3203	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC32,DLC|Fight02,Stage|Stage01		
8476	DLC32_刷宝肉鸽_小怪浪潮01	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_3201	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight02,Battle|Off		
8477	DLC32_刷宝肉鸽_小怪浪潮02	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_3202	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC16,DLC|Fight02,Stage|Stage01		
8478	DLC32_刷宝肉鸽_小怪浪潮03	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_3203	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC28,DLC|Fight01,Stage|Stage01		
8479	DLC32_刷宝肉鸽_小怪浪潮04	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_3204	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC32,DLC|Fight01,Stage|Stage01		
8480	DLC32_刷宝肉鸽_boss连战01	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_boss3201	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter09,Level|Level12,Stage|Stage01		
8481	DLC32_刷宝肉鸽_boss连战02	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_boss3202	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter02,Level|Level12,Stage|Stage01		
8482	DLC32_刷宝肉鸽_boss连战03	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_boss3203	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC03,DLC|BOSS01,Stage|Stage01		
8483	DLC32_刷宝肉鸽_boss连战04	0	RogueTreasure/ChallengeLevel/RogueTreasure_Challenge_boss3204	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter08,Level|Level12,Stage|Stage01		
									
									
									
									
9612	2.5海姆向前冲竞速1	0	/Game/Blueprints/LevelTask/Level/MultiLevel/Party_02/Level/PartyGo_9612	/Game/Blueprints/WaterPark/BP_WaterParkGameMode.BP_WaterParkGameMode_C	PartyMap		BGM|Fight|Activity|DLC11,DLC|Fight01,Stage|Stage01,Battle|Off		
9613	2.5海姆向前冲竞速2	0	/Game/Blueprints/LevelTask/Level/MultiLevel/Party_02/Level/PartyGo_9613	/Game/Blueprints/WaterPark/BP_WaterParkGameMode.BP_WaterParkGameMode_C	PartyMap		BGM|Fight|Activity|DLC11,DLC|Fight01,Stage|Stage01,Battle|Off		
9614	2.5海姆向前冲竞速3	0	/Game/Blueprints/LevelTask/Level/MultiLevel/Party_02/Level/PartyGo_9614	/Game/Blueprints/WaterPark/BP_WaterParkGameMode.BP_WaterParkGameMode_C	PartyMap		BGM|Fight|Activity|DLC11,DLC|Fight01,Stage|Stage01,Battle|Off		
9615	2.5海姆向前冲生存4	0	/Game/Blueprints/LevelTask/Level/MultiLevel/Party_02/Level/PartyGo_9615	/Game/Blueprints/WaterPark/BP_WaterParkGameMode.BP_WaterParkGameMode_C	PartyMap		BGM|Fight|Activity|DLC11,DLC|Fight03,Stage|Stage01,Battle|Off		
9616	2.5海姆向前冲生存5	0	/Game/Blueprints/LevelTask/Level/MultiLevel/Party_02/Level/PartyGo_9616	/Game/Blueprints/WaterPark/BP_WaterParkGameMode.BP_WaterParkGameMode_C	PartyMap		BGM|Fight|Activity|DLC11,DLC|Fight03,Stage|Stage01,Battle|Off		
9617	2.5海姆向前冲生存6	0	/Game/Blueprints/LevelTask/Level/MultiLevel/Party_02/Level/PartyGo_9617	/Game/Blueprints/WaterPark/BP_WaterParkGameMode.BP_WaterParkGameMode_C	PartyMap		BGM|Fight|Activity|DLC11,DLC|Fight03,Stage|Stage01,Battle|Off		
9618	2.5海姆向前冲生存7	0	/Game/Blueprints/LevelTask/Level/MultiLevel/Party_02/Level/PartyGo_9618	/Game/Blueprints/WaterPark/BP_WaterParkGameMode.BP_WaterParkGameMode_C	PartyMap		BGM|Fight|Activity|DLC11,DLC|Fight03,Stage|Stage01,Battle|Off		
9619	2.5海姆向前冲技巧-竞速1	0	/Game/Blueprints/LevelTask/Level/MultiLevel/Party_02/Level/PartyGo_9619	/Game/Blueprints/WaterPark/BP_WaterParkGameMode.BP_WaterParkGameMode_C	PartyMap		BGM|Fight|Activity|DLC11,DLC|Fight01,Stage|Stage01,Battle|Off		
9620	2.5海姆向前冲技巧-生存2	0	/Game/Blueprints/LevelTask/Level/MultiLevel/Party_02/Level/PartyGo_9620	/Game/Blueprints/WaterPark/BP_WaterParkGameMode.BP_WaterParkGameMode_C	PartyMap		BGM|Fight|Activity|DLC11,DLC|Fight03,Stage|Stage01,Battle|Off		
9621	2.5海姆向前冲技巧-生存3	0	/Game/Blueprints/LevelTask/Level/MultiLevel/Party_02/Level/PartyGo_9621	/Game/Blueprints/WaterPark/BP_WaterParkGameMode.BP_WaterParkGameMode_C	PartyMap		BGM|Fight|Activity|DLC11,DLC|Fight03,Stage|Stage01,Battle|Off		
9622	2.5海姆向前冲技巧-积分4	0	/Game/Blueprints/LevelTask/Level/MultiLevel/Party_02/Level/PartyGo_9622	/Game/Blueprints/WaterPark/BP_WaterParkGameMode.BP_WaterParkGameMode_C	PartyMap		BGM|Fight|Activity|DLC11,DLC|Fight02,Stage|Stage01,Battle|Off		
									
6201	2.5异星守护1期线性第1关	0	AlienDefense/AD01Normal01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight01,Battle|Off		
6202	2.5异星守护1期线性第2关	0	AlienDefense/AD01Normal02	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level03,Stage|Stage01,Battle|Off	Amb_2D|Wind|Small	
6203	2.5异星守护1期线性第3关	0	AlienDefense/AD01Normal03	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level03,Stage|Stage01,Battle|Off	Amb_2D|Wind|Small	
6204	2.5异星守护1期线性第4关	0	AlienDefense/AD01Normal04	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level03,Stage|Stage01,Battle|Off	Amb_2D|Wind|Small	
6205	2.5异星守护1期线性第5关	0	AlienDefense/AD01Normal05	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter05,Level|Level02,Stage|Stage01,Battle|Off		
6206	2.5异星守护1期线性第6关	0	AlienDefense/AD01Normal06	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter05,Level|Level02,Stage|Stage01,Battle|Off		
6207	2.5异星守护1期线性第7关	0	AlienDefense/AD01Normal07	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter05,Level|Level02,Stage|Stage01,Battle|Off		
6208	2.5异星守护1期线性第8关	0	AlienDefense/AD01Normal08	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter04,Level|Level11,Stage|Stage01,Battle|Off	Amb_2D|Wind|Small	
6209	2.5异星守护1期线性第9关	0	AlienDefense/AD01Normal09	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter04,Level|Level11,Stage|Stage01,Battle|Off	Amb_2D|Wind|Small	
6210	2.5异星守护1期线性第10关	0	AlienDefense/AD01Normal10	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter04,Level|Level11,Stage|Stage01,Battle|Off	Amb_2D|Wind|Small	
6211	2.7异星守护2期线性第1关	0	AlienDefense/AD02Normal01	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level03,Stage|Stage01,Battle|Off	Amb_2D|Wind|Small	
6212	2.7异星守护2期线性第2关	0	AlienDefense/AD02Normal02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight01,Stage|Stage01		
6213	2.7异星守护2期线性第3关	0	AlienDefense/AD02Normal03	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight01,Battle|Off		
6214	2.7异星守护2期线性第4关	0	AlienDefense/AD02Normal04	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level01,Stage|Stage01,Battle|Off		
6215	2.7异星守护2期线性第5关	0	AlienDefense/AD02Normal05	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level03,Stage|Stage01,Battle|Off	Amb_2D|Wind|Small	
6216	2.7异星守护2期线性第6关	0	AlienDefense/AD02Normal06	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight01,Stage|Stage01		
6217	2.7异星守护2期线性第7关	0	AlienDefense/AD02Normal07	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight01,Battle|Off		
6218	2.7异星守护2期线性第8关	0	AlienDefense/AD02Normal08	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level01,Stage|Stage01,Battle|Off		
6219	2.7异星守护2期线性第9关	0	AlienDefense/AD02Normal09	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight01,Battle|Off		
6220	2.7异星守护2期线性第10关	0	AlienDefense/AD02Normal10	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level01,Stage|Stage01,Battle|Off		
6221	3.2异星守护3期线性第1关	0	AlienDefense/AD03Normal01	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level03,Stage|Stage01,Battle|Off	Amb_2D|Wind|Small	
6222	3.2异星守护3期线性第2关	0	AlienDefense/AD03Normal02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight01,Stage|Stage01		
6223	3.2异星守护3期线性第3关	0	AlienDefense/AD03Normal03	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight01,Battle|Off		
6224	3.2异星守护3期线性第4关	0	AlienDefense/AD03Normal04	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level01,Stage|Stage01,Battle|Off		
6225	3.2异星守护3期线性第5关	0	AlienDefense/AD03Normal05	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level03,Stage|Stage01,Battle|Off	Amb_2D|Wind|Small	
6226	3.2异星守护3期线性第6关	0	AlienDefense/AD03Normal06	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight01,Stage|Stage01		
6227	3.2异星守护3期线性第7关	0	AlienDefense/AD03Normal07	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight01,Battle|Off		
6228	3.2异星守护3期线性第8关	0	AlienDefense/AD03Normal08	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level01,Stage|Stage01,Battle|Off		
6229	3.2异星守护3期线性第9关	0	AlienDefense/AD03Normal09	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight01,Battle|Off		
6230	3.2异星守护3期线性第10关	0	AlienDefense/AD03Normal10	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter03,Level|Level01,Stage|Stage01,Battle|Off		
6231	3.5异星守护4期线性第1关	0	AlienDefense/AD04Normal01	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level03,Stage|Stage01,Battle|Off	Amb_2D|Wind|Small	
