问卷ID	优先级(越大越优先)	互斥ID(同ID不可多次回答,100001为回归问卷)	问卷链接	调查表编号	密钥	回调地址	解锁条件(例{{1,1}})（1账号等级 2前置关卡 3获得某个道具 4日常本是否通关 5联机通关次数 8登陆天数大于 17登陆天数小于）	开始时间	结束时间	奖励道具列表	邮件标题	邮件内容	邮件发送人	邮件保存时间	大区限制	渠道限制	语言限制目前可填：{zh_CN,....}，不填则无限制
2134	5	2133	http://www.surveypie.com/survey/27787c2f-668e-41fb-a070-2dcbbc32b7fd	27787c2f-668e-41fb-a070-2dcbbc32b7fd	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202407310900]	[202408132359]	{{4,3,2,1,60}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2135	5	2133	http://www.surveypie.com/survey/a12ba719-1060-4ccd-8af7-69b5e1f5e244	a12ba719-1060-4ccd-8af7-69b5e1f5e244	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202407310900]	[202408132359]	{{4,3,2,1,60}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2136	5	2133	http://www.surveypie.com/survey/2bb7a45d-40c9-4ffb-b5a9-31099c8b2a75	2bb7a45d-40c9-4ffb-b5a9-31099c8b2a75	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202407310900]	[202408132359]	{{4,3,2,1,60}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
2137	5	2137	http://www.surveypie.com/survey/1eda6376-ce17-4c12-975b-f0c8acac2b8f	1eda6376-ce17-4c12-975b-f0c8acac2b8f	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202407310900]	[202409132359]	{{4,3,2,1,60}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2138	5	2137	http://www.surveypie.com/survey/0f8f90c2-751f-498c-a656-0f309a103322	0f8f90c2-751f-498c-a656-0f309a103322	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202407310900]	[202409132359]	{{4,3,2,1,60}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2139	5	2137	http://www.surveypie.com/survey/08a9ec87-9668-4c6d-8e3d-6e40b53e8409	08a9ec87-9668-4c6d-8e3d-6e40b53e8409	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202407310900]	[202409132359]	{{4,3,2,1,60}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2140	5	2137	http://www.surveypie.com/survey/e2049590-fb95-4dac-bf30-460dc6d5d2f2	e2049590-fb95-4dac-bf30-460dc6d5d2f2	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202407310900]	[202409132359]	{{4,3,2,1,60}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
1020	5	1020	https://www.diaochapai.com/survey/cd71d67f-8787-4276-93b4-d7e579ac3956	cd71d67f-8787-4276-93b4-d7e579ac3956	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{1,20}}	[202409190900]	[202409252359]	{{4,3,2,1,60}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
2141	5	2141	http://www.surveypie.com/survey/1eda6376-ce17-4c12-975b-f0c8acac2b8f	1eda6376-ce17-4c12-975b-f0c8acac2b8f	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202409190900]	[202409252359]	{{4,3,2,1,60}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2142	5	2141	http://www.surveypie.com/survey/0f8f90c2-751f-498c-a656-0f309a103322	0f8f90c2-751f-498c-a656-0f309a103322	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202409190900]	[202409252359]	{{4,3,2,1,60}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2143	5	2141	http://www.surveypie.com/survey/08a9ec87-9668-4c6d-8e3d-6e40b53e8409	08a9ec87-9668-4c6d-8e3d-6e40b53e8409	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202409190900]	[202409252359]	{{4,3,2,1,60}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2144	5	2141	http://www.surveypie.com/survey/dbc2d6dc-4284-4885-a668-f78b0a90780c	dbc2d6dc-4284-4885-a668-f78b0a90780c	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202409190900]	[202409252359]	{{4,3,2,1,60}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
1021	5	1021	https://www.diaochapai.com/survey/b8dafb17-e671-4730-959d-f4f22f86552c	b8dafb17-e671-4730-959d-f4f22f86552c	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{1,20}}	[202410310900]	[202411062359]	{{4,3,2,1,30}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
1022	5	1022	https://www.diaochapai.com/survey/3f4d36ce-0a37-4b01-b0ca-173ee6fee9bb	3f4d36ce-0a37-4b01-b0ca-173ee6fee9bb	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{1,20}}	[202410140900]	[202410282359]	{{4,3,2,1,30}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
2145	5	2145	http://www.surveypie.com/survey/c08edfdb-003e-4c48-b46b-dc2af9b771e7	c08edfdb-003e-4c48-b46b-dc2af9b771e7	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202411250900]	[202412092359]	{{4,3,2,1,60}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2146	5	2145	http://www.surveypie.com/survey/1841dc6d-c674-4a30-92e3-f2a26579d615	1841dc6d-c674-4a30-92e3-f2a26579d615	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202411250900]	[202412092359]	{{4,3,2,1,60}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2147	5	2145	http://www.surveypie.com/survey/a2cf5d3f-b007-4629-8fc8-842a1f9419e2	a2cf5d3f-b007-4629-8fc8-842a1f9419e2	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202411250900]	[202412092359]	{{4,3,2,1,60}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2148	5	2145	http://www.surveypie.com/survey/8663ab84-a1a1-4d53-a31e-58d39e24273c	8663ab84-a1a1-4d53-a31e-58d39e24273c	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202411250900]	[202412092359]	{{4,3,2,1,60}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
1023	5	1023	https://www.diaochapai.com/survey/f92e8405-ef13-40bc-bcb0-21c1db160a33	f92e8405-ef13-40bc-bcb0-21c1db160a33	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{1,60}}	[202501020900]	[202501132359]	{{4,3,2,1,60}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
2149	5	2149	http://www.surveypie.com/survey/981740af-fd50-4ad8-a70e-c589f1aa565b	981740af-fd50-4ad8-a70e-c589f1aa565b	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202501020900]	[202501132359]	{{4,3,2,1,60}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2150	5	2149	http://www.surveypie.com/survey/467ffcac-9170-4f16-b5a4-d06d3f8a7b20	467ffcac-9170-4f16-b5a4-d06d3f8a7b20	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202501020900]	[202501132359]	{{4,3,2,1,60}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2151	5	2149	http://www.surveypie.com/survey/7e533c6e-3956-4e78-9db7-9c0c3ae9f183	7e533c6e-3956-4e78-9db7-9c0c3ae9f183	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202501020900]	[202501132359]	{{4,3,2,1,60}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2152	5	2149	http://www.surveypie.com/survey/baa096cb-d8d4-48d0-bd11-600b28e307a8	baa096cb-d8d4-48d0-bd11-600b28e307a8	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202501020900]	[202501132359]	{{4,3,2,1,60}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
2153	5	2153	http://www.surveypie.com/survey/8ed71504-a97d-4b66-bee5-81e92b1de672	8ed71504-a97d-4b66-bee5-81e92b1de672	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202502130900]	[202502242359]	{{4,3,2,1,60}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2154	5	2153	http://www.surveypie.com/survey/b7dfd871-6906-443c-9f08-2a6575677186	b7dfd871-6906-443c-9f08-2a6575677186	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202502130900]	[202502242359]	{{4,3,2,1,60}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2155	5	2153	http://www.surveypie.com/survey/4cb9849f-be61-4580-8fc9-c0dc818b567f	4cb9849f-be61-4580-8fc9-c0dc818b567f	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202502130900]	[202502242359]	{{4,3,2,1,60}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2156	5	2153	http://www.surveypie.com/survey/9d75d563-9194-4e79-af71-e01194bea7da	9d75d563-9194-4e79-af71-e01194bea7da	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202502130900]	[202502242359]	{{4,3,2,1,60}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
1024	5	1024	https://www.diaochapai.com/survey/e138ee7f-9579-4c92-bb85-de6e71fb6f50	e138ee7f-9579-4c92-bb85-de6e71fb6f50	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{1,60}}	[202502130900]	[202502242359]	{{4,3,2,1,60}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
1025	5	1025	https://www.diaochapai.com/survey/9968619b-e75a-4dcc-817f-b599596bb0b5	9968619b-e75a-4dcc-817f-b599596bb0b5	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{1,60}}	[202503250900]	[202504072359]	{{4,3,2,1,60}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
2157	5	2157	http://www.surveypie.com/survey/992990ac-8865-4998-b8e7-9edae7a57da2	992990ac-8865-4998-b8e7-9edae7a57da2	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202503250900]	[202504072359]	{{4,3,2,1,60}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2158	5	2157	http://www.surveypie.com/survey/0124816d-ec62-42b8-b8c8-6b009fe73667	0124816d-ec62-42b8-b8c8-6b009fe73667	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202503250900]	[202504072359]	{{4,3,2,1,60}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2159	5	2157	http://www.surveypie.com/survey/e460de6a-f802-4005-8048-46c82e2aa865	e460de6a-f802-4005-8048-46c82e2aa865	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202503250900]	[202504072359]	{{4,3,2,1,60}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2160	5	2157	http://www.surveypie.com/survey/faff5255-2c73-475b-8825-6ecd802a0ff9	faff5255-2c73-475b-8825-6ecd802a0ff9	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202503250900]	[202504072359]	{{4,3,2,1,60}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
1026	5	1026	https://www.diaochapai.com/survey/da02ff8d-2324-44f2-9b1d-510c41be4d3a	da02ff8d-2324-44f2-9b1d-510c41be4d3a	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{1,60}}	[202505060900]	[202505192359]	{{4,3,2,1,60}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
2161	5	2161	http://www.surveypie.com/survey/4d580b68-bad2-48c7-95a1-b143f1b147b6	4d580b68-bad2-48c7-95a1-b143f1b147b6	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202505060900]	[202505192359]	{{4,3,2,1,60}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2162	5	2161	http://www.surveypie.com/survey/3f042147-5128-4dce-994f-5255ea06a2a5	3f042147-5128-4dce-994f-5255ea06a2a5	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202505060900]	[202505192359]	{{4,3,2,1,60}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2163	5	2161	http://www.surveypie.com/survey/e8779fdd-b207-4375-a615-dd4348388f38	e8779fdd-b207-4375-a615-dd4348388f38	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202505060900]	[202505192359]	{{4,3,2,1,60}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2164	5	2161	http://www.surveypie.com/survey/c8822bb2-7ff1-48dd-bc00-9c5e872b3819	c8822bb2-7ff1-48dd-bc00-9c5e872b3819	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202505060900]	[202505192359]	{{4,3,2,1,60}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
1027	5	1027	https://www.diaochapai.com/survey/20b4597f-4b8e-40f9-a8f2-04a481bd438f	20b4597f-4b8e-40f9-a8f2-04a481bd438f	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{1,60}}	[202506170900]	[202506302359]	{{4,3,2,1,60}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
2165	5	2165	http://www.surveypie.com/survey/2e428652-f52e-4f07-968c-4c2c62498289	2e428652-f52e-4f07-968c-4c2c62498289	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202506170900]	[202506302359]	{{4,3,2,1,60}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2166	5	2165	http://www.surveypie.com/survey/07555134-3d2f-4152-93a0-9bc39d05479e	07555134-3d2f-4152-93a0-9bc39d05479e	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202506170900]	[202506302359]	{{4,3,2,1,60}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2167	5	2165	http://www.surveypie.com/survey/55d0b4ba-bf74-4c3e-a880-b2565e26d135	55d0b4ba-bf74-4c3e-a880-b2565e26d135	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202506170900]	[202506302359]	{{4,3,2,1,60}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2168	5	2165	http://www.surveypie.com/survey/fedc9f96-ab00-4887-9318-bea9ddda3d5b	fedc9f96-ab00-4887-9318-bea9ddda3d5b	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,60}}	[202506170900]	[202506302359]	{{4,3,2,1,60}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
1028	5	1028	https://www.diaochapai.com/survey/49ad18e9-2322-47c3-b9b3-b0306b4ba9d2	49ad18e9-2322-47c3-b9b3-b0306b4ba9d2	f5d250edf89bb2f68b871d509997c3a6	https://www.cbjq.com/show-7126-2-1.html	{{1,20}}	[202507290900]	[202508112359]	{{4,3,2,1,60}}	问卷填写奖励	分析员您好，感谢您参与本次的问卷调查，请收下问卷奖励！	系统	30	{1,3,4,5,6,10,150,151}		
																	
2169	5	2169	http://www.surveypie.com/survey/8b0959e7-f1fc-4970-bb59-d911676ea9b6	8b0959e7-f1fc-4970-bb59-d911676ea9b6	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202507290900]	[202508112359]	{{4,3,2,1,60}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2170	5	2169	http://www.surveypie.com/survey/63ea447b-bb30-4f24-9fad-500ee1d5c6d7	63ea447b-bb30-4f24-9fad-500ee1d5c6d7	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202507290900]	[202508112359]	{{4,3,2,1,60}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2171	5	2169	http://www.surveypie.com/survey/ee1ec711-5f54-4aa6-bfb8-720633ea8f97	ee1ec711-5f54-4aa6-bfb8-720633ea8f97	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202507290900]	[202508112359]	{{4,3,2,1,60}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2172	5	2169	http://www.surveypie.com/survey/d1ef60b4-b564-45d7-97d5-5dffb6190972	d1ef60b4-b564-45d7-97d5-5dffb6190972	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,20}}	[202507290900]	[202508112359]	{{4,3,2,1,60}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
2173	5	2173	http://www.surveypie.com/survey/17c66d76-a464-417d-be1f-edef71ab8f4c	17c66d76-a464-417d-be1f-edef71ab8f4c	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,2}}	[202507310900]	[202508062359]	{{4,2,1,4,1}}	問卷填寫獎勵	分析員您好，感謝您參與本次的問卷調查，請收下問卷獎勵！	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"zh_TW","zh_CN"}
2174	5	2173	http://www.surveypie.com/survey/762c513b-e099-440b-9585-c99d723cbb30	762c513b-e099-440b-9585-c99d723cbb30	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,2}}	[202507310900]	[202508062359]	{{4,2,1,4,1}}	Survey Completion Reward	Hello, Adjutant, and thank you for completing the survey. Please claim the reward!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"en_US","th_TH","id_ID","de_DE","fr_FR","es_ES"}
2175	5	2173	http://www.surveypie.com/survey/1d3fad22-7937-47ca-9eb7-bf83b1c219c5	1d3fad22-7937-47ca-9eb7-bf83b1c219c5	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,2}}	[202507310900]	[202508062359]	{{4,2,1,4,1}}	설문조사 보상	안녕하세요, 분석가님!이번 설문조사에 참여해주셔서 감사합니다. 설문조사 작성 완료 보상을 받아주세요!	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ko_KR"}
2176	5	2173	http://www.surveypie.com/survey/d71ad133-b3b8-4647-8414-69b2a257c166	d71ad133-b3b8-4647-8414-69b2a257c166	7fc4c610e9e99fb3ac5c5209bf08ce59	https://snowbreak.amazingseasun.com/show-421-11-1.html	{{1,2}}	[202507310900]	[202508062359]	{{4,2,1,4,1}}	アンケート調査のお礼	分析員、アンケート調査へのご協力ありがとうございます！アンケート調査の報酬をお受け取りください。	系统	30	{1,21,22,23,25,26,214,215,224,225,234,235,244,245}		{"ja_JP"}
																	
