唯一Id	优先级（值越小优先级越高；1,2,3,4）	字符串索引	说话人	Wwise事件名	声音时间(手动导出)	临时时间	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
		DLC32MACT4.01.6	瑟瑞斯	Play_Vo_dlc32act4_girl013_01	3.808526		唔哇，安卡希雅笑得好邪恶。		3.2主线关卡内语音台词
		DLC32MACT4.01.7	芬妮	Play_Vo_dlc32act4_girl008_03	3.736712		我记得，综合体的最下层是博物馆对吧？		3.2主线关卡内语音台词
		DLC32MACT4.01.8	瑟瑞斯	Play_Vo_dlc32act4_girl013_02	4.520612		听妮塔说，吉诺拉家种的花花草草可厉害啦。		3.2主线关卡内语音台词
		DLC32MACT4.01.9	奈莉德	Play_Vo_dlc32act4_girl021_01	2.013923		哦？有多厉害？		3.2主线关卡内语音台词
		DLC32MACT4.01.10	瑟瑞斯	Play_Vo_dlc32act4_girl013_03	4.701905		唔……不仅能屏蔽信号，还能影响机器人。		3.2主线关卡内语音台词
		DLC32MACT4.01.11	芬妮	Play_Vo_dlc32act4_girl008_05	3.948322		该不会博物馆里放着的，也是差不多的家伙吧？		3.2主线关卡内语音台词
									
									
DLC32MACT5.01		DLC32MACT5.01.1	奈莉德	Play_Vo_dlc32act5_girl021_01	3.479569		脚印指向的方向是……这边。		3.2主线关卡内语音台词
									
DLC32MACT5.02		DLC32MACT5.02.1	米娅	Play_Vo_dlc32act5_npc098_01	3.295215		对了对了~忘了告诉各位调查员们。		3.2主线关卡内语音台词
		DLC32MACT5.02.2	米娅	Play_Vo_dlc32act5_npc098_02	3.854036		过去的路上，安卡希雅留了个小彩蛋给你们哦~		3.2主线关卡内语音台词
		DLC32MACT5.02.3	米娅	Play_Vo_dlc32act5_npc098_03	1.386258		试着找找看吧。		3.2主线关卡内语音台词
									
DLC32MACT5.03		DLC32MACT5.03.1	？？	Play_Vo_dlc32act5_girl007_01	2.192698		嘻嘻~		3.2主线关卡内语音台词
		DLC32MACT5.03.2	？？？	Play_Vo_dlc32act5_meursault_01	3.259365		别想抓住我们哦。		3.2主线关卡内语音台词
		DLC32MACT5.03.3	瑟瑞斯	Play_Vo_dlc32act5_girl013_01	2.699592		唔哇……好可怕的声音。		3.2主线关卡内语音台词
		DLC32MACT5.03.4	芬妮	Play_Vo_dlc32act5_girl008_01	3.675079		但细听，又好像有点耳熟?		3.2主线关卡内语音台词
									
DLC32MACT6.01		DLC32MACT6.01.1	芬妮	Play_Vo_dlc32act6_girl008_01	1.017664		长廊……		3.2主线关卡内语音台词
									
DLC32MACT6.02		DLC32MACT6.02.1	芬妮	Play_Vo_dlc32act5_girl008_02	3.968843		还是一模一样的长廊。		3.2主线关卡内语音台词
									
DLC32MACT6.03		DLC32MACT6.03.1	芬妮	Play_Vo_dlc32act5_girl008_03	3.181859		周围的景象，怎么越来越怪了？		3.2主线关卡内语音台词
									
DLC32MACT6.04		DLC32MACT6.04.1	芬妮	Play_Vo_dlc32act5_girl008_04	2.824717		这一切是……真实存在的吗？		3.2主线关卡内语音台词
									
DLC32MACT6.05		DLC32MACT6.05.1	芬妮	Play_Vo_dlc32act5_girl008_05	3.695737		出口，出口到底在哪里？		3.2主线关卡内语音台词
									
DLC32MACT6.06		DLC32MACT6.06.1	芬妮	Play_Vo_dlc32act5_girl008_06	3.929343		诶？我是怎么到这里来的。		3.2主线关卡内语音台词
									
DLC32MACT6.07		DLC32MACT6.07.1	芬妮	Play_Vo_dlc32act5_girl008_07	5.34737		可恶，到底是谁把酒店修成这个样子的啊！		3.2主线关卡内语音台词
		DLC32MACT6.07.2	芬妮	Play_Vo_dlc32act5_girl008_08	5.363174		不管怎么走都是一样的路，转得我头都大了。		3.2主线关卡内语音台词
									
DLC32MACT6.08		DLC32MACT6.08.1	芬妮	Play_Vo_dlc32act5_girl008_09	7.200544		这三条路看上去一点区别都没有！到底哪条才通向出口啊！		3.2主线关卡内语音台词
									
DLC32MACT6.09		DLC32MACT6.09.1	芬妮	Play_Vo_dlc32act5_girl008_10	9.074671		这种被困住的感觉，真是古怪又恶心……		3.2主线关卡内语音台词
		DLC32MACT6.09.2	芬妮	Play_Vo_dlc32act5_girl008_11	1.900635		本小姐是真的生气了！		3.2主线关卡内语音台词
									
DLC32MACT7.01		DLC32MACT7.01.1	芬妮	Play_Vo_dlc32act7_girl008_01	2.771383		达令~你说去大厅的路上，		3.2主线关卡内语音台词
		DLC32MACT7.01.2	芬妮	Play_Vo_dlc32act7_girl008_02	3.127007		还会遇上那个什么……Sph-L12吗？		3.2主线关卡内语音台词
		DLC32MACT7.01.3	芬妮	Play_Vo_dlc32act7_girl008_03	2.206032		要是它再来本小姐面前晃悠！		3.2主线关卡内语音台词
		DLC32MACT7.01.4	芬妮	Play_Vo_dlc32act7_girl008_04	3.437665		我一定把它逮住，然后拖去水上乐园，		3.2主线关卡内语音台词
		DLC32MACT7.01.5	芬妮	Play_Vo_dlc32act7_girl008_05	2.801678		叫上大家一起，拿它当排球打！		3.2主线关卡内语音台词
									
DLC32MACT8.01		DLC32MACT8.01.1	瑟瑞斯	Play_Vo_dlc32act8_girl013_01	4.16873		呼……看植物的序号，应该就快到了。		3.2主线关卡内语音台词
									
DLC32MACT8.02		DLC32MACT8.02.1	瑟瑞斯	Play_Vo_dlc32act8_girl013_02	1.992698		好梦幻的天花板……		3.2主线关卡内语音台词
		DLC32MACT8.02.2	瑟瑞斯	Play_Vo_dlc32act8_girl013_03	1.92873		就像在水里一样。		3.2主线关卡内语音台词
									
DLC32MACT8.03		DLC32MACT8.03.1	瑟瑞斯	Play_Vo_dlc32act8_girl013_10	2.890975		诶？怎么突然下雨了？		3.2主线关卡内语音台词
		DLC32MACT8.03.2	瑟瑞斯	Play_Vo_dlc32act8_girl013_04	4.338572		不对不对，博物馆里怎么会有雨呢……		3.2主线关卡内语音台词
		DLC32MACT8.03.3	瑟瑞斯	Play_Vo_dlc32act8_girl013_05	4.919025		唔……这些水，是从哪里来的？		3.2主线关卡内语音台词
									
DLC32MACT8.04		DLC32MACT8.04.1	瑟瑞斯	Play_Vo_dlc32act8_girl013_06	3.160635		不行，水越来越多了。		3.2主线关卡内语音台词
		DLC32MACT8.04.2	瑟瑞斯	Play_Vo_dlc32act8_girl013_07	2.755374		得在这个房间被淹没前，赶紧离开。		3.2主线关卡内语音台词
									
DLC32MACT8.05		DLC32MACT8.05.1	瑟瑞斯	Play_Vo_dlc32act8_girl013_08	1.501338		那个……		3.2主线关卡内语音台词
		DLC32MACT8.05.2	瑟瑞斯	Play_Vo_dlc32act8_girl013_09	2.782041		应该就是克罗瑞娜说的花根了吧？		3.2主线关卡内语音台词
									
									
dlc32beach_seq01.01		dlc32beach_seq01.01.1	瑟瑞斯	Play_Vo_house_beach_open_girl013_01	3.848889	3	分析员，原来你在这儿啊~		3.2泳装沙滩入场seq动画台词
dlc32beach_seq01.02		dlc32beach_seq01.02.1	芬妮	Play_Vo_house_beach_open_girl008_01	3.658118	3	达令，快起来，别中暑了！		3.2泳装沙滩入场seq动画台词
									
									
ch00.01.02		ch00.01.02.1	里芙	Play_Vo_chp0act1_girl002_01	1.747438		里芙·贝斯特拉准备就绪。		3.2新序章关卡内台词
		ch00.01.02.2	里芙	Play_Vo_chp0act1_girl002_02	1.864694		亲爱的，我们走吧。		3.2新序章关卡内台词
		ch00.01.02.3	安卡希雅	Play_Vo_chp0act1_girl001_01	6.884626		收到最新情报，“树”周围的泰坦物质污染指数正在攀升，朔州区域开始出现以“树”为中心的暴风雪。		3.2新序章关卡内台词
		ch00.01.02.4	安卡希雅	Play_Vo_chp0act1_girl001_02	4.076916		居民已经安全撤离。预计48小时后到达污染临界点。		3.2新序章关卡内台词
									
ch00.01.03		ch00.01.03.1	里芙	Play_Vo_chp0act1_girl002_03	2.382041		……亲爱的，我们得加快速度了。		3.2新序章关卡内台词
									
									
ch00.01.04		ch00.01.04.1	里芙	Play_Vo_chp0act1_girl002_06	1.806803		嗯，手感正好。		3.2新序章关卡内台词
		ch00.01.04.2	里芙	Play_Vo_chp0act1_girl002_07	3.742449		比最好成绩慢了一点，但还在可控范围之内。		3.2新序章关卡内台词
									
ch00.01.05		ch00.01.05.1	安卡希雅	Play_Vo_chp0act1_girl001_03	3.288458		初步校准完毕。下面来点儿复杂的？		3.2新序章关卡内台词
									
ch00.01.06		ch00.01.06.1	里芙	Play_Vo_chp0act1_girl002_08	2.461973		呼……一口气冲过去。		3.2新序章关卡内台词
									
ch00.01.07		ch00.01.07.1	里芙	Play_Vo_chp0act1_girl002_09	6.312653		泰坦——尤弥尔就在前面。“树”旁边总是少不了它们。		3.2新序章关卡内台词
		ch00.01.07.2	里芙	Play_Vo_chp0act1_girl002_10	1.598662		嗯。准备上了。		3.2新序章关卡内台词
									
ch00.01.08		ch00.01.08.1	里芙	Play_Vo_chp0act1_girl002_11	3.173424		化身系统就绪。让我了结掉它。		3.2新序章关卡内台词
									
ch00.01.09		ch00.01.09.1	里芙	Play_Vo_chp0act1_girl002_05	1.549819		可能需要再校准一下。		3.2新序章关卡内台词
									
									
ch00.02.01		ch00.02.01.1	芬妮	Play_Vo_chp0act2_girl008_01	3.934036		行动开始！目标，拔除朔州的“树”！		3.2新序章关卡内台词
									
ch00.02.02		ch00.02.02.1	里芙	Play_Vo_chp0act2_girl002_01	3.261723		亲爱的，后面的敌人就交给我吧。		3.2新序章关卡内台词
									
ch00.02.03		ch00.02.03.1	芬妮	Play_Vo_chp0act2_girl008_02	5.101338		异化人……被泰坦物质污染的可怜人……		3.2新序章关卡内台词
									
ch00.02.04		ch00.02.04.1	里芙	Play_Vo_chp0act2_girl002_02	4.025397		“树”……一刻不停地释放着泰坦物质。		3.2新序章关卡内台词
		ch00.02.04.2	里芙	Play_Vo_chp0act2_girl002_03	3.416712		如果不毁掉它，这里会变成新的隔离区。		3.2新序章关卡内台词
									
ch00.02.05		ch00.02.05.1	里芙	Play_Vo_chp0act2_girl002_04	4.611156		泰坦物质污染的能级在上升。上升的幅度不太对。		3.2新序章关卡内台词
		ch00.02.05.2	里芙	Play_Vo_chp0act2_girl002_05	6.965805		这是……泰坦的气息。果然。让我来解决它。		3.2新序章关卡内台词
									
ch00.03.01		ch00.03.01.1	里芙	Play_Vo_chp0act3_girl002_01	2.925896		果然，这边一点雪都没有……		3.2新序章关卡内台词
		ch00.03.01.2	芬妮	Play_Vo_chp0act3_girl008_01	2.253968		趁这个机会，赶快往前吧。		3.2新序章关卡内台词
									
ch00.03.02		ch00.03.02.1	芬妮	Play_Vo_chp0act3_girl008_08	0		看那边！“树”在那里！		3.2新序章关卡内台词
		ch00.03.02.2	里芙	Play_Vo_chp0act3_girl002_05	0		“树”的旁边可少不了泰坦。打起精神吧。		3.2新序章关卡内台词
		ch00.03.02.3	芬妮	Play_Vo_chp0act3_girl008_09	0		哼，来一个扁一个！让本小姐把它们全都灭掉！		3.2新序章关卡内台词
									
ch00.03.03		ch00.03.03.1	芬妮	Play_Vo_chp0act3_girl008_02	4.370794		前面是河……那里有船？		3.2新序章关卡内台词
		ch00.03.03.2	里芙	Play_Vo_chp0act3_girl002_02	3.379388		有异化人守在那里。我来清理它们。		3.2新序章关卡内台词
									
ch00.03.04		ch00.03.04.1	芬妮	Play_Vo_chp0act3_girl008_03	1.89644		我怎么觉得气温突然降下来了？		3.2新序章关卡内台词
		ch00.03.04.2	里芙	Play_Vo_chp0act3_girl002_03	2.403605		从消灭第一波敌人之后就开始了。		3.2新序章关卡内台词
		ch00.03.04.3	芬妮	Play_Vo_chp0act3_girl008_04	5.37932		……异化人和这鬼天气也有关系吗？要小心了……		3.2新序章关卡内台词
									
ch00.03.05		ch00.03.05.1	芬妮	Play_Vo_chp0act3_girl008_05	3.091338		嘶……更冷了。		3.2新序章关卡内台词
		ch00.03.05.2	里芙	Play_Vo_chp0act3_girl002_04	1.573311		那边已经开始下雪了。		3.2新序章关卡内台词
		ch00.03.05.3	芬妮	Play_Vo_chp0act3_girl008_06	3.587574		唔……你说得对，我们是得赶快。		3.2新序章关卡内台词
									
ch00.03.06		ch00.03.06.1	芬妮	Play_Vo_chp0act3_girl008_07	5.77703		前面……是海姆达尔的队员？快去帮她们！		3.2新序章关卡内台词
									
ch00.03.07		ch00.03.07.1	辰星	Play_Vo_chp0act3_girl014_01	2.768163		郎君，已按计划到达指定位置。		3.2新序章关卡内台词
		ch00.03.07.2	辰星	Play_Vo_chp0act3_girl014_02	4.697551		这附近的敌人就交给我来处理，安心去做你要做的事吧。		3.2新序章关卡内台词
									
ch00.04.01		ch00.04.01.1	芬妮	Play_Vo_chp0boss_girl008_01	8.20322		刚刚那是什么……“树”在为泰坦提供力量吗？！		3.2新序章关卡内台词
									
ch00.04.02		ch00.04.02.1	里芙	Play_Vo_chp0boss_girl002_01	4.547369		泰坦在消耗我们。压制住！你准备好了吗？		3.2新序章关卡内台词
		ch00.04.02.2	芬妮	Play_Vo_chp0boss_girl008_02	3.060703		达令，就由本小姐来为你开道！		3.2新序章关卡内台词
		ch00.04.02.3	安卡希雅	Play_Vo_chp0boss_girl001_01	2.671088		我掩护你，身后就交给我吧。		3.2新序章关卡内台词
									
									
DLC32.OnlineSea.01		DLC32.OnlineSea.01	安卡希雅	Play_Vo_navigation_girl001_01	3.592698		出发，本次航行由安卡希雅船长领航~		3.2联机开船玩法
DLC32.OnlineSea.02		DLC32.OnlineSea.02	安卡希雅	Play_Vo_navigation_girl001_02	2.072698		敌船靠过来了，准备迎击！		3.2联机开船玩法
DLC32.OnlineSea.03		DLC32.OnlineSea.03	安卡希雅	Play_Vo_navigation_girl001_03	3.884036		前方发现敌人的海上基地，一口气把它们全端掉吧。		3.2联机开船玩法
DLC32.OnlineSea.04		DLC32.OnlineSea.04	安卡希雅	Play_Vo_navigation_girl001_04	5.780748		开始提升难度了嘛……大家，当心接下来的风暴以及敌方布设的水雷！		3.2联机开船玩法
DLC32.OnlineSea.05		DLC32.OnlineSea.05	安卡希雅	Play_Vo_navigation_girl001_05	5.438004		我们已经处于风暴核心区域了！大家小心戒备，撑过去就离通关不远了！		3.2联机开船玩法
DLC32.OnlineSea.06		DLC32.OnlineSea.06	安卡希雅	Play_Vo_navigation_girl001_06	5.229456		这场景一看就是BOSS战区域，大家做好准备迎战最终强敌！		3.2联机开船玩法
DLC32.OnlineSea.07		DLC32.OnlineSea.07	安卡希雅	Play_Vo_navigation_girl001_07	3.75805		注意提前摧毁航线上的水雷，我们船抗不了太多次！		3.2联机开船玩法
DLC32.OnlineSea.08		DLC32.OnlineSea.08	安卡希雅	Play_Vo_navigation_girl001_08	3.111428		船舱核心正在遭受敌人攻击，请求支援！		3.2联机开船玩法
DLC32.OnlineSea.09		DLC32.OnlineSea.09	安卡希雅	Play_Vo_navigation_girl001_09	3.070113		船上装置遭雷击短路了，需要紧急维修！		3.2联机开船玩法
DLC32.OnlineSea.10		DLC32.OnlineSea.10	安卡希雅	Play_Vo_navigation_girl001_10	2.195079		甲板失火了，得快点灭火！		3.2联机开船玩法
DLC32.OnlineSea.11		DLC32.OnlineSea.11	安卡希雅	Play_Vo_navigation_girl001_11	4.008708		船舱核心的能量受损，再不补充能量我们就要输了！		3.2联机开船玩法
									
									
sp07.01.01		sp07.01.01.1	晴	Play_Vo_dlc33act1_girl006_01	5.181678		整座汉诺塔都被敌人包围了……出口，也被封锁了吗？		3.3主线关卡内语音台词
		sp07.01.01.2	米娅	Play_Vo_dlc33act1_girl023_01	1.753923		它们是从哪里进来的啊？！		3.3主线关卡内语音台词
		sp07.01.01.3	宇迦	Play_Vo_dlc33act1_npc100_01	1.624127		并不是“从哪里进来的”。		3.3主线关卡内语音台词
		sp07.01.01.4	宇迦	Play_Vo_dlc33act1_npc100_02	4.312698		是防御系统，汉诺塔内自带的防御系统被激活了。		3.3主线关卡内语音台词
									
sp07.01.02		sp07.01.02.1	宇迦	Play_Vo_dlc33act1_npc100_03	3.215079		诸位，前面有控制出口大门的操作台。		3.3主线关卡内语音台词
		sp07.01.02.2	米娅	Play_Vo_dlc33act1_girl023_02	3.102721		好嘞，那拦路的敌人交给米娅吧~		3.3主线关卡内语音台词
									
sp07.01.03		sp07.01.03.1	宇迦	Play_Vo_dlc33act1_npc100_04	2.008254		部分权限已成功夺回……		3.3主线关卡内语音台词
		sp07.01.03.2	晴	Play_Vo_dlc33act1_girl006_02	3.992698		倒计时……是要我们在这个时间内撤离吗？		3.3主线关卡内语音台词
		sp07.01.03.3	宇迦	Play_Vo_dlc33act1_npc100_05	3.102063		……抱歉，暂时只能争取到这么多时间。		3.3主线关卡内语音台词
		sp07.01.03.4	晴	Play_Vo_dlc33act1_girl006_03	3.051157		既然如此，那就抓紧时间跑起来吧。		3.3主线关卡内语音台词
		sp07.01.03.5	晴	Play_Vo_dlc33act1_girl006_04	4.693674		嗯，别和那些机器人纠缠太久，目标是离开汉诺塔。		3.3主线关卡内语音台词
									
									
sp07.02.01		sp07.02.01.1	晴	Play_Vo_dlc33act2_girl006_01	3.097234		这里就是……“天界乐土”。		3.3主线关卡内语音台词
		sp07.02.01.2	米娅	Play_Vo_dlc33act2_girl023_01	5.117007		很了不起吧~这里的建筑物都是一比一复刻新恒提罗的哦~		3.3主线关卡内语音台词
		sp07.02.01.3	米娅	Play_Vo_dlc33act2_girl023_02	5.277959		前段时间，我们这里还在举办庆典呢，只可惜……		3.3主线关卡内语音台词
		sp07.02.01.4	米娅	Play_Vo_dlc33act2_girl023_03	3.220884		算了！现在可不是伤感的时候。		3.3主线关卡内语音台词
		sp07.02.01.5	晴	Play_Vo_dlc33act2_girl006_02	3.259365		没错，先把碍事的敌人清理干净再说。		3.3主线关卡内语音台词
									
sp07.02.02		sp07.02.02.1	晴	Play_Vo_dlc33act2_girl006_03	2.4939		分析员，这些敌人……		3.3主线关卡内语音台词
		sp07.02.02.2	晴	Play_Vo_dlc33act2_girl006_04	6.298662		嗯，有种熟悉的感觉，果然，它们也是信息态“幽灵”吗？		3.3主线关卡内语音台词
		sp07.02.02.3	米娅	Play_Vo_dlc33act2_girl023_04	4.523696		哎？分析员和晴姐姐曾经和它们交过手吗？		3.3主线关卡内语音台词
		sp07.02.02.4	晴	Play_Vo_dlc33act2_girl006_05	3.694036		准确来说，是击败过和它们同类型的敌人。		3.3主线关卡内语音台词
									
sp07.02.03		sp07.02.03.1	米娅	Play_Vo_dlc33act2_girl023_05	2.761791		呜哇！什么东西冲出来了？！		3.3主线关卡内语音台词
									
sp07.02.04		sp07.02.04.1	晴	Play_Vo_dlc33act2_girl006_06	5.626689		分析员，周围的信息态粒子浓度开始提升，我的剑也察觉到了。		3.3主线关卡内语音台词
		sp07.02.04.2	米娅	Play_Vo_dlc33act2_girl023_06	2.769569		那，那是指什么？		3.3主线关卡内语音台词
		sp07.02.04.3	晴	Play_Vo_dlc33act2_girl006_07	2.099365		我们的目标，就在这儿附近了。		3.3主线关卡内语音台词
									
sp07.02.05		sp07.02.05.1	晴	Play_Vo_dlc33act2_girl006_08	2.355374		有埋伏！注意掩护，分析员！		3.3主线关卡内语音台词
		sp07.02.05.2	米娅	Play_Vo_dlc33act2_girl023_07	2.171633		哎！卑鄙小人！！		3.3主线关卡内语音台词
									
sp07.02.06		sp07.02.06.1	米娅	Play_Vo_dlc33act2_girl023_08	4.13424		清理完成~这一片的敌人都已经被消灭干净了。		3.3主线关卡内语音台词
		sp07.02.06.2	晴	Play_Vo_dlc33act2_girl006_09	3.486032		但是，信息态粒子的浓度并没有下降。		3.3主线关卡内语音台词
		sp07.02.06.3	晴	Play_Vo_dlc33act2_girl006_10	2.830023		它们的操控者一定还躲在暗处。		3.3主线关卡内语音台词
									
sp07.02.07		sp07.02.07.1	米娅	Play_Vo_dlc33act2_girl023_09	3.107506		分析员，敌人从四面八方涌上来了！		3.3主线关卡内语音台词
		sp07.02.07.2	晴	Play_Vo_dlc33act2_girl006_11	1.836916		终于露出爪牙了吗？！		3.3主线关卡内语音台词
									
									
sp07.03.01		sp07.03.01.1	晴	Play_Vo_dlc33act3_girl006_01	5.726395		分析员！快看那边，11点钟方向那栋楼的楼顶……有什么东西在反光。		3.3主线关卡内语音台词
		sp07.03.01.2	晴	Play_Vo_dlc33act3_girl006_02	2.82941		……你说，那是“安全屋”的意思？		3.3主线关卡内语音台词
									
sp07.03.02		sp07.03.02.1	晴	Play_Vo_dlc33act3_girl006_03	2.467823		前面的信息态粒子浓度又上升了……		3.3主线关卡内语音台词
		sp07.03.02.2	晴	Play_Vo_dlc33act3_girl006_04	2.211406		分析员，我先去探探路。		3.3主线关卡内语音台词
									
sp07.03.03		sp07.03.03.1	晴	Play_Vo_dlc33act3_girl006_05	3.400771		果然，把主力部队埋伏在这里了吗？		3.3主线关卡内语音台词
		sp07.03.03.2	晴	Play_Vo_dlc33act3_girl006_06	2.744603		不过……也就这种程度罢了。		3.3主线关卡内语音台词
		sp07.03.03.3	晴	Play_Vo_dlc33act3_girl006_07	4.678708		在分析员抵达之前，就把你们的存在，彻底抹除。		3.3主线关卡内语音台词
									
									
sp07.04.01		sp07.04.01.1	晴	Play_Vo_dlc33act4_girl006_01	1.857415		防御作战，现在开始。		3.3主线关卡内语音台词
		sp07.04.01.2	晴	Play_Vo_dlc33act4_girl006_02	4.792993		我绝不会让任何人，跨过你亲手划定的这道防线。		3.3主线关卡内语音台词
									
sp07.04.02		sp07.04.02.1	晴	Play_Vo_dlc33act4_girl006_03	1.741995		敌人从另一个方向上来了吗？！		3.3主线关卡内语音台词
		sp07.04.02.2	晴	Play_Vo_dlc33act4_girl006_04	1.872766		收到，我马上去处理。		3.3主线关卡内语音台词
									
sp07.04.03		sp07.04.03.1	晴	Play_Vo_dlc33act4_girl006_05	5.384739		又来了么……呵，别担心，分析员，我没事。		3.3主线关卡内语音台词
		sp07.04.03.2	晴	Play_Vo_dlc33act4_girl006_06	4.472245		身为你的剑，怎能这么轻易，就钝了锋芒！		3.3主线关卡内语音台词
									
sp07.04.04		sp07.04.04.1	宇迦	Play_Vo_dlc33act4_npc100_01	5.465827		诸位久等了，都市防御系统已夺回，支援火炮已就位。		3.3主线关卡内语音台词
		sp07.04.04.2	宇迦	Play_Vo_dlc33act4_npc100_02	4.024036		分析员，我们即将对敌人实施空中火力打击。		3.3主线关卡内语音台词
		sp07.04.04.3	宇迦	Play_Vo_dlc33act4_npc100_03	3.307868		届时，请留意地面标识，注意躲避。		3.3主线关卡内语音台词
									
									
sp07.05.01		sp07.05.01.1	米娅	Play_Vo_dlc33act5_girl023_01	5.882494		唔，这里的环境好像比之前更不稳定了。		3.3主线关卡内语音台词
		sp07.05.01.2	晴	Play_Vo_dlc33act5_girl006_01	1.984853		空间震荡随时都有可能发生……		3.3主线关卡内语音台词
		sp07.05.01.3	晴	Play_Vo_dlc33act5_girl006_02	4.718072		嗯，那就赶在空间发生震荡前，抵达我们的目的地吧。		3.3主线关卡内语音台词
									
sp07.05.02		sp07.05.02.1	里芙	Play_Vo_dlc33act5_girl002_01	4.222154		不光道路被打乱了，平台之间浮空板也消失了吗……		3.3主线关卡内语音台词
		sp07.05.02.2	米娅	Play_Vo_dlc33act5_girl023_02	4.760521		分析员，那里好像有根绳子，说不定可以抓着荡过去哦。		3.3主线关卡内语音台词
									
sp07.05.03		sp07.05.03.1	米娅	Play_Vo_dlc33act5_girl023_03	2.31805		唔哇哇！！！		3.3主线关卡内语音台词
									
sp07.05.04		sp07.05.04.1	米娅	Play_Vo_dlc33act5_girl023_04	2.601338		刚，刚刚发生什么了？！		3.3主线关卡内语音台词
		sp07.05.04.2	晴	Play_Vo_dlc33act5_girl006_03	4.830272		我们的身体数据化了……但好在，也算是平安落地吧。		3.3主线关卡内语音台词
		sp07.05.04.3	米娅	Play_Vo_dlc33act5_girl023_05	3.871338		那个……难道是宇迦帮我们架设的通道吗？		3.3主线关卡内语音台词
									
sp07.05.05		sp07.05.05.1	？？？	Play_Story_Blast2	0		——		3.3主线关卡内语音台词
		sp07.05.05.2	晴	Play_Vo_dlc33act5_girl006_05	1.645964		什么声音？！		3.3主线关卡内语音台词
		sp07.05.05.3	里芙	Play_Vo_dlc33act5_girl002_03	4.738866		空间似乎发生震荡了，看样子，我只能陪你们走到这里了。		3.3主线关卡内语音台词
		sp07.05.05.4	里芙	Play_Vo_dlc33act5_girl002_04	2.985918		亲爱的，接下来，就拜托你了。		3.3主线关卡内语音台词
									
sp07.06.01		sp07.06.01.1	米娅	Play_Vo_dlc33act6_girl023_01	2.209615		前面的路好像被截断了……		3.3主线关卡内语音台词
		sp07.06.01.2	米娅	Play_Vo_dlc33act6_girl023_02	5.428435		哎？分析员说没问题“就用刚刚的方式通过就好”。		3.3主线关卡内语音台词
		sp07.06.01.3	米娅	Play_Vo_dlc33act6_girl023_03	6.51517		原来如此，这里也有那些通道啊，明白，就按你说的做好了！		3.3主线关卡内语音台词
									
sp07.06.02		sp07.06.02.1	米娅	Play_Vo_dlc33act6_girl023_04	3.944422		平稳落地，分析员还好吗？		3.3主线关卡内语音台词
									
sp07.06.03		sp07.06.03.1	米娅	Play_Vo_dlc33act6_girl023_05	1.192404		还差一点……		3.3主线关卡内语音台词
		sp07.06.03.2	米娅	Play_Vo_dlc33act6_girl023_06	3.304603		分析员，我们离目的地已经很接近了。		3.3主线关卡内语音台词
									
sp07.06.04		sp07.06.04.1	米娅	Play_Vo_dlc33act6_girl023_07	2.645782		前往虚拟天体的出口就在前面。		3.3主线关卡内语音台词
		sp07.06.04.2	米娅	Play_Vo_dlc33act6_girl023_08	2.39644		但是……等等！		3.3主线关卡内语音台词
		sp07.06.04.3	米娅	Play_Vo_dlc33act6_girl023_09	4.499115		为什么……这里怎么会突然出现一道门？！		3.3主线关卡内语音台词
									
									
sp07.07.01		sp07.07.01.1	米娅	Play_Vo_dlc33act7_girl023_01	5.996916		“浑身的肌肉在颤抖，骨骼，也咯咯作响”		3.3主线关卡内语音台词
		sp07.07.01.2	米娅	Play_Vo_dlc33act7_girl023_02	4.569887		“这就是这套战术套装的极限吗……”		3.3主线关卡内语音台词
		sp07.07.01.3	米娅	Play_Vo_dlc33act7_girl023_03	2.102132		“但……”		3.3主线关卡内语音台词
		sp07.07.01.4	米娅	Play_Vo_dlc33act7_girl023_04	3.722222		这绝对不是我的极限！		3.3主线关卡内语音台词
									
sp07.07.02		sp07.07.02.1	米娅	Play_Vo_dlc33act7_girl023_05	6.105624		“没错，支撑我奔跑起来的，并非是装甲。”		3.3主线关卡内语音台词
		sp07.07.02.2	米娅	Play_Vo_dlc33act7_girl023_06	4.916712		“而是我自己的决心，我自己的渴望。”		3.3主线关卡内语音台词
		sp07.07.02.3	米娅	Play_Vo_dlc33act7_girl023_07	4.880816		“以及……我身旁的光芒。”		3.3主线关卡内语音台词
		sp07.07.02.4	米娅	Play_Vo_dlc33act7_girl023_08	7.457574		“但是，我却很清楚，能看到这束光芒的人，绝非只有我一人。”		3.3主线关卡内语音台词
		sp07.07.02.5	米娅	Play_Vo_dlc33act7_girl023_09	5.042948		“这是，可以温暖所有人的光芒。”		3.3主线关卡内语音台词
		sp07.07.02.6	米娅	Play_Vo_dlc33act7_girl023_10	6.135873		“是可以，在平凡的人间不断传递的光芒。”		3.3主线关卡内语音台词
									
sp07.07.03		sp07.07.03.1	米娅	Play_Vo_dlc33act7_girl023_11	4.959569		“是啊，我不过是平凡的人。”		3.3主线关卡内语音台词
		sp07.07.03.2	米娅	Play_Vo_dlc33act7_girl023_12	7.562041		“可也正因为平凡，所以我才会拼尽全力追逐希望，追逐美好。”		3.3主线关卡内语音台词
		sp07.07.03.3	米娅	Play_Vo_dlc33act7_girl023_13	7.989887		“而也正是凭借着这份最纯粹的向往，我循着英雄留下的足迹，抵达这里。”		3.3主线关卡内语音台词
