类型（1角色卡 2武器 3后勤 4怪物 5时装 6剧情 7探索 8配件 9BGM 10CG 11教程界面)	Id(计算task，不能重复)	//注释	国服解锁时间	海外解锁时间	解锁条件（道具GDPL/怪物模板ID）	图素（resource）	图标	和谐图paintingID 目前支持的有角色和时装	扩展参数1	扩展参数2	扩展参数3	扩展参数4	扩展参数5	扩展参数6	扩展参数7	扩展参数8	和谐标签
7	7213	牧羊人小组1			{2,20013}				2100241	2100261	1500003		2				
7	7214	牧羊人小组2			{2,20014}				2100241	2100261	1500003		2				
7	7215	牧羊人小组3			{2,20015}				2100241	2100261	1500003		2				
7	7216	牧羊人小组4			{2,20016}				2100241	2100261	1500003		2				
7	7217	牧羊人小组5			{2,20017}				2100241	2100261	1500003		2				
7	7218	牧羊人小组6			{2,20018}				2100241	2100261	1500003		2				
7	7219	牧羊人小组7			{2,20019}				2100241	2100261	1500003		2				
7	7220	牧羊人小组8			{2,20020}				2100241	2100261	1500003		2				
7	7221	牧羊人小组9			{2,20021}				2100241	2100261	1500003		2				
7	7222	牧羊人小组10			{2,20022}				2100241	2100261	1500003		2				
7	7223	牧羊人小组-最终			{2,20023}				2100241	2100261	1500003		2				
7	7301	“创造者”雕像			{3,30001}				2100242	2100266	1500004						
7	7302	缓冲区			{3,30002}				2100242		1500004						
7	7303	地下铁			{3,30003}				2100242		1500004						
7	7304	地下排水系统			{3,30004}				2100242		1500004						
7	7305	第三隔离墙			{3,30005}				2100242		1500004						
7	7306	外围隔离墙			{3,30006}				2100242		1500004						
7	7307	棚户区			{3,30007}				2100242		1500004						
7	7308	市场			{3,30008}				2100242		1500004						
7	7309	峡谷			{3,30009}				2100242		1500004						
7	7310	污染区			{3,30010}				2100242		1500004						
7	7311	时代中央广场			{3,30011}				2100242		1500004						
7	7312	降临团圣坛			{3,30012}				2100242		1500004						
7	7313	天楼低区			{3,30013}				2100242		1500004						
7	7315	英灵之路			{3,30015}				2100242		1500004						
7	7316	天楼高区			{3,30016}				2100242		1500004						
7	7317	深水区			{3,30017}				2100242		1500004						
7	7318	泰古通达停机坪			{3,30018}				2100242		1500004						
7	7319	无人运输车			{3,30019}				2100242		1500004						
7	7320	明灯新仪摊位			{3,30020}				2100242		1500004						
7	7321	迎客松的秘密			{3,30021}				2100242		1500004						
7	7322	罹难者峡谷			{3,30022}				2100242		1500004						
7	7323	钢铁厂楼群			{3,30023}				2100242		1500004						
7	7324	地堡			{3,30024}				2100242		1500004						
7	7325	发动机装配间			{3,30025}				2100242		1500004						
7	7326	“风雪”号航天飞机			{3,30026}				2100242		1500004						
7	7401	布里希加曼			{4,40001}				2100243	2100267	1500005						
7	7402	泰坦物质			{4,40002}				2100243	2100263	1500005						
7	7404	雪			{4,40004}				2100243	2100260	1500005						
7	7405	树			{4,40005}				2100243	2100262	1500005						
7	7501	无名者的录音			{5,50001}				2100244		1500000						
7	7502	失踪队员生前录音			{5,50002}				2100244		1500000						
7	7503	世界树通讯终端存储语音记录			{5,50003}				2100244		1500000						
7	7504	贝奥武夫中队通讯终端存储语音记录			{5,50004}				2100244		1500000						
7	7505	轻松的战斗			{5,50005}				2100244		1500000		2				
7	7506	一通电话			{5,50006}				2100244		1500000		2				
7	7601	安全部03小队			{6,60001}				2100245		1500002						
7	7602	逐光者01			{6,60002}				2100245		1500002						
7	7603	逐光者02			{6,60003}				2100245		1500002						
7	7604	逐光者03			{6,60004}				2100245		1500002						
7	7605	逐光者04			{6,60005}				2100245		1500002						
7	7606	3月探索记录及生存物资规划			{6,60006}				2100245		1500002						
7	7607	5月探索记录及生存物资规划			{6,60007}				2100245		1500002						
7	7608	8月探索记录及生存物资规划			{6,60008}				2100245		1500002						
7	7609	【数据删除】物资记录			{6,60009}				2100245		1500002						
7	7610	“遗失”的个人终端			{6,60016}				2100245		1500002						
7	7611	跳棋小队01			{6,60017}				2100245		1500002		2				
7	7612	跳棋小队02			{6,60018}				2100245		1500002		2				
7	7613	跳棋小队03			{6,60019}				2100245		1500002		2				
7	7614	跳棋小队04			{6,60020}				2100245		1500002		2				
7	7615	跳棋小队05			{6,60021}				2100245		1500002		2				
7	7616	跳棋小队06			{6,60022}				2100245		1500002		2				
7	7617	跳棋小队07			{6,60023}				2100245		1500002		2				
7	7619	跳棋小队08			{6,60025}				2100245		1500002		2				
7	7620	肯特博士01			{6,60026}				2100245		1500002		2				
7	7621	肯特博士02			{6,60027}				2100245		1500002		2				
7	7622	肯特博士03			{6,60028}				2100245		1500002		2				
7	7623	肯特博士04			{6,60029}				2100245		1500002		2				
7	7624	肯特博士05			{6,60030}				2100245		1500002		2				
7	7625	肯特博士06			{6,60031}				2100245		1500002		2				
7	7626	肯特博士07			{6,60032}				2100245		1500002		2				
7	7627	肯特博士08			{6,60033}				2100245		1500002		2				
7	7628	肯特博士09			{6,60034}				2100245		1500002		2				
7	7629	宴会菜单			{6,60035}				2100245		1500002						
7	7630	《钢铁与耶洛沙》其一			{6,60036}				2100245		1500002						
7	7631	《钢铁与耶洛沙》其二			{6,60037}				2100245		1500002						
7	7632	未发出的急报			{6,60038}				2100245		1500002						
7	7633	未知的终端			{6,60039}				2100245		1500002						
7	7634	公馆舞会录音			{6,60040}				2100245		1500002						
7	7635	赫瓦雷纳士兵口供			{6,60041}				2100245		1500002						
7	7636	遥远的星空			{6,60042}				2100245		1500002						
7	7637	嘈杂的录音			{6,60043}				2100245		1500002						
7	7638	012号调查报告			{6,60044}				2100245		1500002						
7	7639	0号实验体研究记录			{6,60045}				2100245		1500002						
7	7640	与肯特的会谈			{6,60046}				2100245		1500002						
8	8005	蓝移·枪口件			{6,1,2,1}	1414006											
8	8006	蓝移·瞄准镜			{6,2,2,1}	1414004											
8	8007	蓝移·弹匣			{6,4,2,1}	1414007											
8	8008	蓝移·照准仪			{6,5,2,1}	1414005											
8	8009	羟色胺·抑制器			{6,1,3,1}	1413005											
8	8010	羟色胺·瞄准镜			{6,2,3,1}	1413003											
8	8011	羟色胺·挂件			{6,5,3,1}	1413004											
8	8012	黑体·加速线圈			{6,1,4,1}	1414002											
8	8013	黑体·瞄准镜			{6,2,4,1}	1414000											
8	8014	黑体·弹匣			{6,4,4,1}	1414003											
8	8015	黑体·电筒			{6,5,4,1}	1414001											
8	8023	喷气红心·消焰器			{6,1,7,1}	1412010											
8	8024	喷气红心·瞄准镜			{6,2,7,1}	1412008											
8	8025	喷气红心·弹匣			{6,4,7,1}	1412011											
8	8026	喷气红心·扩展坞			{6,5,7,1}	1412009											
8	8027	堇青石·收束器			{6,1,8,1}	1413008											
8	8028	堇青石·瞄准镜			{6,2,8,1}	1413006											
8	8029	堇青石·辅助模块			{6,5,8,1}	1413007											
8	8034	61分钟·消声器			{6,1,10,1}	1411006											
8	8035	61分钟·瞄准镜			{6,2,10,1}	1411004											
8	8036	61分钟·弹匣			{6,4,10,1}	1411007											
8	8037	61分钟·测距仪			{6,5,10,1}	1411005											
8	8046	双簧管·制退器			{6,1,13,1}	1415010											
8	8047	双簧管·瞄准镜			{6,2,13,1}	1415008											
8	8048	双簧管·弹匣			{6,4,13,1}	1415011											
8	8049	双簧管·照准仪			{6,5,13,1}	1415009											
8	8058	图罗石·消声器			{6,1,16,1}	1411014											
8	8059	图罗石·瞄准镜			{6,2,16,1}	1411012											
8	8060	图罗石·弹匣			{6,4,16,1}	1411015											
8	8061	图罗石·照准仪			{6,5,16,1}	1411013											
8	8071	归来·瞄准镜			{6,2,20,1}	1411030											
8	8072	北极狐·照准仪			{6,5,21,1}	1411020											
8	8073	百战老兵 ·枪口配件			{6,1,22,1}	1411021											
8	8074	旧日叹息·照准仪			{6,5,23,1}	1411024											
8	8075	电离水母·瞄准镜			{6,2,24,1}	1411017											
8	8076	正在施工·弹匣			{6,4,25,1}	1411016											
8	8077	星尘回忆·电筒			{6,5,26,1}	1411018											
8	8078	军舰鸟·消声器			{6,1,27,1}	1411019											
8	8079	奥林匹斯·瞄准镜			{6,2,28,1}	1412038											
8	8080	喧哗现场·弹匣			{6,4,29,1}	1412029											
8	8081	黄蜂·消声器			{6,1,30,1}	1412030											
8	8082	虎鲸号角 ·声呐			{6,5,31,1}	1412032											
8	8083	甜甜灵魂·摄录仪			{6,5,32,1}	1412044											
8	8085	夹心巧克力 ·弹匣			{6,4,34,1}	1412046											
8	8086	深海呼唤·照准仪			{6,5,35,1}	1412020											
8	8087	小粮食·制退器			{6,1,36,1}	1413014											
8	8088	龙涎香·照准仪			{6,5,37,1}	1413012											
8	8089	瓦尔基里2056·抑制器			{6,1,38,1}	1413013											
8	8090	青金石·瞄准镜			{6,2,39,1}	1413010											
8	8092	太阳酬金·瞄准镜			{6,2,41,1}	1413011											
8	8093	烂橘子·照准仪			{6,5,42,1}	1414016											
8	8094	星辰大海·弹匣			{6,4,43,1}	1414025											
8	8095	野蜂尾针 ·消声器			{6,1,44,1}	1414017											
8	8096	幸运时刻·瞄准镜			{6,2,45,1}	1414028											
8	8098	小小工具·弹匣			{6,4,47,1}	1414023											
8	8099	审判前夜·记录仪			{6,5,48,1}	1415014											
8	8100	草莓蛋糕·弹匣			{6,4,49,1}	1415023											
8	8101	楼道怪猫·消声器			{6,1,50,1}	1415024											
8	8103	怒不可遏·瞄准镜			{6,2,52,1}	1415013											
8	8104	荒野微笑·辅助模块			{6,5,53,1}	1415012											
8	8107	熔岩骨骼·瞄准镜			{6,2,56,1}	1415017											
8	8123	次氯酸·弹匣			{6,4,61,1}	1411022											
8	8125	浮浪·消声器			{6,1,63,1}	1411036											
8	8126	太空骑手·消声器			{6,1,64,1}	1412022											
8	8127	炙热年代·消声器			{6,1,65,1}	1412024											
8	8128	迷乱迪斯科·瞄准镜			{6,2,66,1}	1412023											
8	8129	魅惑爪痕·弹匣			{6,4,67,1}	1412047											
8	8130	机械警官·瞄准镜			{6,2,68,1}	1413026											
8	8131	霓虹灯管·照准仪			{6,5,69,1}	1413015											
8	8133	不协和音·照准仪			{6,5,71,1}	1413018											
8	8134	大宝贝儿·电筒			{6,5,72,1}	1413017											
8	8136	关键点·辅助模块			{6,1,74,1}	1414031											
8	8137	彩虹打火机·瞄准镜			{6,2,75,1}	1414032											
8	8140	松林极光·消声器			{6,1,78,1}	1414033											
8	8142	小黄鸭·辅助模块			{6,5,80,1}	1415031											
8	8143	腐肉便利店·消焰器			{6,1,81,1}	1415032											
8	8148	中庭前线·消声器			{6,1,86,1}	1411040											
8	8150	湿地公园·电筒			{6,5,88,1}	1412048											
8	8153	结晶凿·瞄准镜			{6,2,91,1}	1412051											
8	8154	岩蟒·瞄准镜			{6,2,92,1}	1413034											
8	8157	全体警戒·制退器			{6,1,95,1}	1413037											
8	8159	是！是！船长！·瞄准镜			{6,2,97,1}	1414041											
8	8160	野性装修·消焰器			{6,1,98,1}	1414042											
8	8161	普赛克16·制导装置			{6,5,99,1}	1414043											
8	8162	用心棒·弹匣			{6,4,100,1}	1414044											
8	8165	舒适圈·瞄准镜			{6,2,103,1}	1415038											
8	8166	指示剂·消焰器			{6,1,104,1}	1415039											
8	8168	灰垒·照准仪			{6,5,106,1}	1415041											
8	8187	朱书断邪·瞄准镜			{6,2,117,1}	1415046											
8	8188	澄泥砚·辅助模块			{6,5,118,1}	1415047											
8	8189	集中点·消焰器			{6,1,121,1}	1414043											
8	8190	本相琥珀·瞄准镜			{6,2,123,1}	1411045											
8	8191	合金真理·弹匣			{6,4,122,1}	1411044											
8	8192	仙境通行·记录仪			{6,5,125,1}	1412053											
8	8193	王牌怪诞·弹匣			{6,4,124,1}	1412052											
8	8194	海王星·弩臂			{6,1,126,1}	1416000											
8	8195	龙胆·瞄准镜			{6,2,127,1}	1416002											
8	8196	风琴·箭筒			{6,4,126,1}	1416001											
8	8197	镭射风虎·辅助模块			{6,5,128,1}	1413043											
8	8198	恶灵守护·瞄准镜			{6,2,129,1}	1413044											
8	8199	善意陷阱·瞄准镜			{6,2,130,1}	1411046											
8	8200	洁白之环·瞄准镜			{6,2,131,1}	1411047											
8	8201	白夜别诗·制导模块			{6,5,132,1}	1411048											
8	8202	黑脉桫椤·消声器			{6,1,133,1}	1414054											
8	8203	玫瑰之荣·消声器			{6,1,134,1}	1414055											
8	8204	渊光·辅助模块	{202405021000}	{202405021000}	{6,5,135,1}	1414056											
8	8205	王权连枷·瞄准镜			{6,2,136,1}	1413045											
8	8206	圣甲·收束器			{6,1,137,1}	1413046											
8	8207	繁荣几何·制导模块			{6,5,138,1}	1413047											
8	8208	像素时代·弹匣	{202407251000}	{202407251000}	{6,4,140,1}	1415048											
8	8209	捕心先锋·辅助模块	{202407251000}	{202407251000}	{6,5,141,1}	1415049											
8	8210	憧憬温度·弹匣	{202407251000}	{202407251000}	{6,4,142,1}	1415050											
8	8212	轮转辉光·辅助模块			{6,5,144,1}	1417001											
8	8213	九夜之冕·扳机			{6,6,145,1}	1417002											
8	8214	洞悉者·消焰器			{6,1,146,1}	1417003											
8	8215	澄叶·瞄准镜			{6,2,147,1}	1414057											
8	8216	抓拍胜机·枪口			{6,1,148,1}	1414058											
8	8217	顶尖补光·电筒			{6,5,149,1}	1414059											
8	8218	亚特兰蒂斯·瞄准镜	[202410101000]	[202410101000]	{6,2,150,1}	1411048											
8	8219	冷锋·瞄准镜			{6,2,151,1}	1411048											
8	8220	深渊幽灵·制退器	[202410101000]	[202410101000]	{6,1,152,1}	1411048											
8	8221	晶棱·侧瞄具	[202410101000]	[202410101000]	{6,5,153,1}	1411048											
8	8222	晴海星埃·消焰器			{6,1,154,1}	1411048											
8	8223	龙卷风·辅助模块			{6,5,155,1}	1411048											
8	8224	折叠末日·瞄准镜			{6,2,156,1}												
8	8225	极速烈闪·辅助模块			{6,5,157,1}												
8	8226	梦幻捷径·弹匣			{6,4,158,1}												
8	8227	火鳞·瞄准镜			{6,2,159,1}												
8	8228	晚梅·弹匣			{6,4,160,1}												
8	8229	流焰融金·辅助模块			{6,5,161,1}												
8	8230	金喙·稳定器			{6,9,162,1}												
8	8231	虹廊·弹匣	[202502061000]	[202502061000]	{6,4,163,1}												
8	8234	正法·消焰器	[202502061000]	[202502061000]	{6,1,166,1}												
8	8235	星熔靛夜·瞄准镜	[202502061000]	[202502061000]	{6,2,167,1}												
8	8236	暗巷英雄·瞄准器			{6,8,168,1}												
8	8237	茜羽破空·握把			{6,7,169,1}												
8	8238	菱能视角			{6,2,170,1}												
8	8239	沼泽之主·辅助模块			{6,5,171,1}												
8	8240	紫棘·消焰器			{6,1,172,1}												
8	8241	律息·记录仪	[202505011000]	[202505011000]	{6,5,173,1}												
8	8242	暗流·瞄准镜			{6,2,174,1}												
8	8243	悠古节拍·辅助模块	[202505011000]	[202505011000]	{6,5,175,1}												
8	8244	蛛网·弹匣			{6,4,176,1}												
8	8245	夕潮·瞄准镜			{6,2,177,1}												
8	8246	SSR枪口连狙临时			{6,1,178,1}												
8	8247	SR枪口连狙临时			{6,1,179,1}												
8	8248	SR瞄准连狙临时			{6,2,180,1}												
8	8249	SSR瞄准突击步枪临时	{202507241000}	{202507241000}	{6,2,181,1}												
8	8250	SSR弹夹加特林临时			{6,4,182,1}												
8	8251	SR握把加特林临时			{6,7,183,1}												
8	8252	SR模块加特林临时			{6,5,184,1}												
8	8253	SR枪口突击步枪临时	{202507241000}	{202507241000}	{6,1,185,1}												
8	8254	SR模块突击步枪临时	{202507241000}	{202507241000}	{6,5,186,1}												
8	8255	心冕·消焰器			{6,1,187,1}												
8	8256	枯萎蔓延·弹匣			{6,4,188,1}												
8	8257	瑰翼·瞄准镜			{6,2,189,1}												
8	8258	SR枪口冲锋枪临时DLC3.2			{6,1,190,1}												
8	8259	SR瞄准冲锋枪临时DLC3.2			{6,2,191,1}												
8	8260	SR弹夹马格南手枪临时DLC3.2	{202510161000}	{202510161000}	{6,4,192,1}												
8	8261	SR瞄准马格南手枪临时DLC3.2	{202510161000}	{202510161000}	{6,2,193,1}												
8	8262	SSR瞄准冲锋枪临时DLC3.2			{6,2,194,1}												
8	8263	SSR模块马格南手枪临时DLC3.2	{202510161000}	{202510161000}	{6,5,193,1}												
8	8264	传导之系·瞄准镜	{202511271000}	{202511271000}	{6,2,196,1}												
8	8265	粉樱铭印·辅助模块			{6,5,197,1}												
8	8266	爆裂甜蜜·瞄准镜			{6,2,198,1}												
8	8267	织心秘语·制退器			{6,1,199,1}												
8	8268	鸣雷戒律·弹匣	{202511271000}	{202511271000}	{6,4,200,1}												
8	8269	松纸剪影·补偿器			{6,1,201,1}												
8	8270	薪烛明痕·镭射模块			{6,5,202,1}												
8	8271	灼芯流光·扳机			{6,6,203,1}												
8	8272	净空启迪·制退器	{202601011000}	{202601011000}	{6,1,204,1}												
8	8273	精械域·弹匣	{202601011000}	{202601011000}	{6,4,205,1}												
8	8274	SR握把飞剑临时DLC3.5			{6,7,206,1}												
8	8275	SR弹夹飞剑临时DLC3.5			{6,4,207,1}												
8	8276	SSR握把飞剑临时DLC3.5			{6,7,208,1}												
8	8277	SR模块冲锋枪临时DLC3.5	[202602121000]	[202602121000]	{6,5,209,1}												
8	8278	SR弹夹冲锋枪临时DLC3.5	[202602121000]	[202602121000]	{6,4,210,1}												
8	8279	SSR弹夹冲锋枪临时3.5	[202602121000]	[202602121000]	{6,4,211,1}												
8	8280	SR枪口马格南手枪临时DLC3.6	[202605221000]	[202605221000]	{6,1,212,1}												
8	8281	SSR弹夹马格南手枪临时DLC3.6	[202605221000]	[202605221000]	{6,4,213,1}												
8	8282	SR扳机双持冲锋枪临时DLC3.6			{6,6,214,1}												
8	8283	SR枪口双持冲锋枪临时DLC3.6			{6,5,215,1}												
8	8284	SSR扳机双持冲锋枪临时DLC3.6			{6,6,216,1}												
9	9218	风雪再临				3700000			riki.bgm_DLC32_1	BGM|Story|DLC32_UI	riki.BGM_DLC32_name6		2,33				
9	9219	沉吟与决心				3700000			riki.bgm_DLC32_1	BGM|Story|Lonely11	riki.BGM_DLC32_name7		2,08				
9	9220	弈境悟道			{{2,10121}}	3700000			riki.bgm_DLC32_1	BGM|Story|DLC32_Fight04	riki.BGM_DLC32_name14		2,07				
9	9221	万钧荡尽			{{2,10122}}	3700000			riki.bgm_DLC32_1	BGM|Story|DLC32_Fight05	riki.BGM_DLC32_name15		2,04				
9	9222	焚噬森罗			{{2,10124}}	3700000			riki.bgm_DLC32_1	BGM|Story|DLC32_Boss02	riki.BGM_DLC32_name16		2,12				
9	9001	尘白间隙				3700000			riki.bgm_DLC0	BGM|UI|Main	riki.BGM_DLC0_name1		3,09				
9	9002	海姆达尔的休憩				3700000			riki.bgm_DLC0	BGM|UI|Dorm	riki.BGM_DLC0_name2		2,00				
9	9003	芬布尔之冬				3700000			riki.bgm_DLC0	BGM|UI|Login	riki.BGM_DLC0_name3		3,36				
9	9072	未知猜想				3700000			riki.bgm_DLC0	BGM|UI|DLC09_Main	riki.BGM_DLC9_name6		1,28				
9	9084	轻松假日				3700000			riki.bgm_DLC0	BGM|Story|Cheerful01	riki.BGM_DLC0_name4		2,28				
9	9085	惬意心情				3700000			riki.bgm_DLC0	BGM|Story|Cheerful02	riki.BGM_DLC0_name5		2,44				
9	9086	小小疑惑				3700000			riki.bgm_DLC0	BGM|Story|Cheerful03	riki.BGM_DLC0_name6		1,43				
9	9087	朝露的泪痕				3700000			riki.bgm_DLC0	BGM|Story|Grand01	riki.BGM_DLC0_name7		3,8				
9	9088	沉思旋律				3700000			riki.bgm_DLC0	BGM|Story|Lonely01	riki.BGM_DLC0_name8		1,60				
9	9089	因你而生的勇气				3700000			riki.bgm_DLC0	BGM|Story|Lonely02	riki.BGM_DLC0_name9		3,32				
9	9090	隐秘心事				3700000			riki.bgm_DLC0	BGM|Story|Lonely04	riki.BGM_DLC0_name10		1,25				
9	9091	诱人角落				3700000			riki.bgm_DLC0	BGM|Story|Lonely05	riki.BGM_DLC0_name11		1,36				
9	9092	无垠的虚空				3700000			riki.bgm_DLC0	BGM|Story|Lyric01	riki.BGM_DLC0_name12		2,49				
9	9093	静默遐想				3700000			riki.bgm_DLC0	BGM|Story|Lyric02	riki.BGM_DLC0_name13		2,48				
9	9094	黎明前的许诺				3700000			riki.bgm_DLC0	BGM|Story|Lyric03	riki.BGM_DLC0_name14		2,42				
9	9095	平常度过的一天				3700000			riki.bgm_DLC0	BGM|Story|Lyric05	riki.BGM_DLC0_name15		1,29				
9	9096	相伴的意义				3700000			riki.bgm_DLC0	BGM|Story|Lyric06	riki.BGM_DLC0_name16		1,54				
9	9097	迷局·初醒				3700000			riki.bgm_DLC0	BGM|Story|Space01	riki.BGM_DLC0_name17		1,54				
9	9098	危机暗伏				3700000			riki.bgm_DLC0	BGM|Story|Tense01	riki.BGM_DLC0_name18		3,24				
9	9099	暗线布阵				3700000			riki.bgm_DLC0	BGM|Story|Tense02	riki.BGM_DLC0_name19		3,8				
9	9100	伏击时刻				3700000			riki.bgm_DLC0	BGM|Story|Tense03	riki.BGM_DLC0_name20		2,24				
9	9101	瞬息之变				3700000			riki.bgm_DLC0	BGM|Story|Tense04	riki.BGM_DLC0_name21		2,56				
9	9102	莫测轨迹				3700000			riki.bgm_DLC0	BGM|Story|Tense05	riki.BGM_DLC0_name22		2,34				
9	9004	明灯节庆典				3700001			riki.bgm_DLC1	BGM|UI|DLC01_Theme	riki.BGM_DLC1_name1		2,2				
9	9005	天楼异变				3700001			riki.bgm_DLC1	BGM|Story|Tense06	riki.BGM_DLC1_name2		1,52				
9	9006	明灯寄思				3700001			riki.bgm_DLC1	BGM|Story|Lyric04	riki.BGM_DLC1_name3		1,44				
9	9007	天工福灯				3700001			riki.bgm_DLC1	BGM|Story|Relaxed01	riki.BGM_DLC1_name4		1,52				
9	9008	提灯夜行·其一				3700001			riki.bgm_DLC1	BGM|Fight|Activity|DLC01,DLC|Fight01,Battle|On	riki.BGM_DLC1_name5		2,11				
9	9009	提灯夜行·其二				3700001			riki.bgm_DLC1	BGM|Fight|Activity|DLC01,DLC|Fight02,Battle|On	riki.BGM_DLC1_name6		1,55				
9	9010	燃灯除厄·其一				3700001			riki.bgm_DLC1	BGM|Fight|Activity|DLC01,DLC|BOSS01,Stage|Stage01	riki.BGM_DLC1_name7		1,36				
9	9011	燃灯除厄·其二				3700001			riki.bgm_DLC1	BGM|Fight|Activity|DLC01,DLC|BOSS02,Stage|Stage01	riki.BGM_DLC1_name8		2,05				
9	9012	失声梦呓				3700002			riki.bgm_DLC2	BGM|UI|DLC02_Theme	riki.BGM_DLC2_name1		2,20				
9	9013	诡渊浮影				3700002			riki.bgm_DLC2	BGM|Fight|Chapter|Chapter11,Level|Level12,Stage|Stage01	riki.BGM_DLC2_name2		2,20				
9	9015	未知暗算				3700002			riki.bgm_DLC2	BGM|Fight|Activity|DLC02,DLC|Fight01,Battle|Off	riki.BGM_DLC2_name4		2,07				
9	9018	浪浪假日				3700003			riki.bgm_DLC3	BGM|UI|DLC03_Theme	riki.BGM_DLC3_name1		2,00				
9	9020	苏打沙滩·其二				3700003			riki.bgm_DLC3	BGM|UI|Rich	riki.BGM_DLC3_name3		2,00				
9	9022	西瓜冲浪·其二				3700003			riki.bgm_DLC3	BGM|Fight|Activity|DLC03,DLC|Fight02,Battle|On	riki.BGM_DLC3_name5		2,02				
9	9024	水之影·其二				3700003			riki.bgm_DLC3	BGM|Fight|Activity|DLC03,DLC|Fight01,Battle|On	riki.BGM_DLC3_name7		2,01				
9	9025	开始表演，嘭·其一				3700003			riki.bgm_DLC3	BGM|Fight|Activity|DLC03,DLC|BOSS01,Stage|Stage01	riki.BGM_DLC3_name8		2,03				
9	9026	开始表演，嘭·其二				3700003			riki.bgm_DLC3	BGM|Fight|Activity|DLC03,DLC|BOSS01,Stage|Stage02	riki.BGM_DLC3_name9		1,55				
9	9027	耶洛沙的晨风				3700004			riki.bgm_DLC4	BGM|Story|Lonely06	riki.BGM_DLC4_name1		1,57				
9	9028	金苹果戏法				3700004			riki.bgm_DLC4	BGM|Story|Cheerful04	riki.BGM_DLC4_name2		2,15				
9	9030	覆雪引信·其二				3700004			riki.bgm_DLC4	BGM|Fight|Activity|DLC04,DLC|Fight01,Battle|On	riki.BGM_DLC4_name4		1,58				
9	9032	奥斯维尔进行曲·其二				3700004			riki.bgm_DLC4	BGM|Fight|Activity|DLC04,DLC|Fight02,Battle|On	riki.BGM_DLC4_name6		2,21				
9	9034	垂暮顽骨·其二				3700004			riki.bgm_DLC4	BGM|Fight|Activity|DLC04,DLC|BOSS01,Stage|Stage01,BossStage|Stage02	riki.BGM_DLC4_name8		2,09				
9	9036	冰原旅者·其二				3700004			riki.bgm_DLC4	BGM|UI|DLC04_Theme,Stage|Stage02	riki.BGM_DLC4_name10		2,23				
9	9037	寒夜的叹息				3700005			riki.bgm_DLC5	BGM|Story|Lonely07	riki.BGM_DLC5_name1		1,56				
9	9038	公馆潜行者				3700005			riki.bgm_DLC5	BGM|Story|Tense07	riki.BGM_DLC5_name2		1,0				
9	9039	迫近的风暴				3700005			riki.bgm_DLC5	BGM|Story|Tense08	riki.BGM_DLC5_name3		0,56				
9	9040	假面的邀约				3700005			riki.bgm_DLC5	BGM|UI|DLC05_Theme	riki.BGM_DLC5_name4		1,23				
9	9042	最后的舞会·其二				3700005			riki.bgm_DLC5	BGM|Fight|Activity|DLC05,DLC|Fight01,Battle|On	riki.BGM_DLC5_name6		2,07				
9	9044	静默回响·其二				3700005			riki.bgm_DLC5	BGM|Fight|Activity|DLC05,DLC|Fight02,Battle|On	riki.BGM_DLC5_name8		2,14				
9	9045	妄语断章				3700005			riki.bgm_DLC5	BGM|Fight|Activity|DLC05,DLC|BOSS01,Stage|Stage01	riki.BGM_DLC5_name9		2,05				
9	9046	悠久回忆				3700006			riki.bgm_DLC6	BGM|Story|Lyric07	riki.BGM_DLC6_name1		1,36				
9	9047	不屈之人				3700006			riki.bgm_DLC6	BGM|Story|Lyric08	riki.BGM_DLC6_name2		1,36				
9	9048	期冀的少女				3700006			riki.bgm_DLC6	BGM|UI|DLC06_Theme	riki.BGM_DLC6_name3		2,06				
9	9049	跃动空间				3700006			riki.bgm_DLC6	BGM|Fight|Activity|DLC06,DLC|Fight01,Battle|On	riki.BGM_DLC6_name4		1,38				
9	9050	未来脉动				3700006			riki.bgm_DLC6	BGM|Fight|Activity|DLC06,DLC|Fight02,Battle|On	riki.BGM_DLC6_name5		1,40				
9	9051	耶洛沙之泪				3700006			riki.bgm_DLC6	BGM|Fight|Activity|DLC06,DLC|BOSS01,Stage|Stage01	riki.BGM_DLC6_name6		2,18				
9	9052	索影归迹·其一				3700007			riki.bgm_DLC7	BGM|Story|Lyric09	riki.BGM_DLC7_name1		1,46				
9	9053	索影归迹·其二				3700007			riki.bgm_DLC7	BGM|Story|Lyric09_Novox	riki.BGM_DLC7_name2		1,46				
9	9054	索影归迹·其三				3700007			riki.bgm_DLC7	BGM|Story|Lyric09_Piano	riki.BGM_DLC7_name3		1,44				
9	9055	孤心反相				3700007			riki.bgm_DLC7	BGM|UI|DLC07_Theme	riki.BGM_DLC7_name4		1,54				
9	9056	晦朔弦望				3700007			riki.bgm_DLC7	BGM|Fight|Activity|DLC07,DLC|Fight01,Battle|On	riki.BGM_DLC7_name5		2,08				
9	9057	纯白哀歌				3700007			riki.bgm_DLC7	BGM|Fight|Activity|DLC07,DLC|BOSS01,Stage|Stage01	riki.BGM_DLC7_name6		2,06				
9	9058	天国奇都				3700008			riki.bgm_DLC8	BGM|Story|Cheerful05	riki.BGM_DLC8_name1		2,1				
9	9059	未知国度的来信				3700008			riki.bgm_DLC8	BGM|Story|Relaxed02	riki.BGM_DLC8_name2		1,0				
9	9061	异界零区·其二				3700008			riki.bgm_DLC8	BGM|Fight|Activity|DLC08,DLC|Fight01,Battle|On	riki.BGM_DLC8_name4		1,29				
