riki表种的ID	语音顺序	Voices_wwise表中的ID	备注1	角色ID	UI表中的key	角色形态
1054	21	killmonster002	消灭精英敌人	1305	ui.RikiRoleSound22	
1054	22	killmonster003	消灭boss	1305	ui.RikiRoleSound23	
1054	23	rikiexchange1	人物切换登场	1305	ui.RikiRoleSound24	
1054	24	rikiexchange2	人物切换登场	1305	ui.RikiRoleSound25	
1241	1	main001	登陆	1024	ui.RikiRoleSound1	
1241	2	gacha	抽卡	1024	ui.RikiRoleSound2	
1241	3	main002	看板娘展示1	1024	ui.RikiRoleSound3	
1241	4	main003	看板娘展示2	1024	ui.RikiRoleSound4	
1241	5	lose	战斗失败	1024	ui.RikiRoleSound7	
1241	6	skill04	连携技/QTE	1024	ui.RikiRoleSound13	
1241	7	rikiskill03	大招	1024	ui.RikiRoleSound14	
1241	8	reload	换弹	1024	ui.RikiRoleSound15	
1241	9	touch	场景交互	1024	ui.RikiRoleSound16	
1241	10	rikitaskfinish1	报告阶段目标达成1	1024	ui.RikiRoleSound26	
1241	11	rikitaskfinish2	报告阶段目标达成2	1024	ui.RikiRoleSound27	
1241	12	rikiwavelittle	少量敌人出现	1024	ui.RikiRoleSound19	
1241	13	wavemany	大量敌人出现	1024	ui.RikiRoleSound20	
1241	14	killmonster001	消灭普通敌人	1024	ui.RikiRoleSound21	
1241	15	killmonster002	消灭精英敌人	1024	ui.RikiRoleSound22	
1241	16	killmonster003	消灭boss	1024	ui.RikiRoleSound23	
1044	1	main001	登陆	1304	ui.RikiRoleSound1	
1044	2	gacha	抽卡	1304	ui.RikiRoleSound2	
1044	3	main002	看板娘展示1	1304	ui.RikiRoleSound3	
1044	4	main003	看板娘展示2	1304	ui.RikiRoleSound4	
1044	5	lose	战斗失败	1304	ui.RikiRoleSound7	
1044	6	skill04	连携技/QTE	1304	ui.RikiRoleSound13	
1044	7	skill03	大招	1304	ui.RikiRoleSound14	
1044	8	reload	换弹	1304	ui.RikiRoleSound15	
1044	9	touch	场景交互	1304	ui.RikiRoleSound16	
1044	10	rikitaskfinish1	报告阶段目标达成1	1304	ui.RikiRoleSound26	
1044	11	rikitaskfinish2	报告阶段目标达成2	1304	ui.RikiRoleSound27	
1044	12	rikiwavelittle	少量敌人出现1	1304	ui.RikiRoleSound19	
1044	13	wavemany	大量敌人出现	1304	ui.RikiRoleSound20	
1044	14	killmonster001	消灭普通敌人	1304	ui.RikiRoleSound21	
1044	15	killmonster002	消灭精英敌人	1304	ui.RikiRoleSound22	
1044	16	killmonster003	消灭boss	1304	ui.RikiRoleSound23	
