 	角色ID	Wwise事件	描述	气泡文本key	多个Wwise事件时随机概率	是否播放状态:0-自己播,队友不播;1-自己播,队友也播
rikiwin1	1111	Play_Vo_girl011a_win001_026		speak.1111_rikiwin1	1	0
rikiwin2	1111	Play_Vo_girl011a_win002_027		speak.1111_rikiwin2	1	0
rikienterlevel1	1112	Play_Vo_girl012a_enterlevel001_001		speak.1112_rikienterlevel1	1	0
rikienterlevel2	1112	Play_Vo_girl012a_enterlevel002_002		speak.1112_rikienterlevel2	1	0
rikiwin1	1112	Play_Vo_girl012a_win001_026		speak.1112_rikiwin1	1	0
rikiwin2	1112	Play_Vo_girl012a_win002_027		speak.1112_rikiwin2	1	0
rikienterlevel1	1113	Play_Vo_girl013a_enterlevel001_001		speak.1113_rikienterlevel1	1	0
rikienterlevel2	1113	Play_Vo_girl013a_enterlevel002_002		speak.1113_rikienterlevel2	1	0
rikiwin1	1113	Play_Vo_girl013a_win001_026		speak.1113_rikiwin1	1	0
rikiwin2	1113	Play_Vo_girl013a_win002_027		speak.1113_rikiwin2	1	0
rikigacha	1113	Play_Vo_girl013a_rikigacha_042	用每一个瞬间，（停顿）组成全新的自我！	speak.1113_gacha	1	0
rikienterlevel1	1114	Play_Vo_girl014a_enterlevel001_001		speak.1114_rikienterlevel1	1	0
rikienterlevel2	1114	Play_Vo_girl014a_enterlevel001_002		speak.1114_rikienterlevel2	1	0
rikiwin1	1114	Play_Vo_girl014a_win001_026		speak.1114_rikiwin1	1	0
rikiwin2	1114	Play_Vo_girl014a_win002_027		speak.1114_rikiwin2	1	0
rikimain001	1114	Play_Vo_girl014_rikimain001_032		speak.1114_main001	1	0
rikienterlevel1	1115	Play_Vo_girl015a_enterlevel001_001		speak.1115_rikienterlevel1	1	0
rikienterlevel2	1115	Play_Vo_girl015a_enterlevel002_002		speak.1115_rikienterlevel2	1	0
rikiwin1	1115	Play_Vo_girl015a_win001_026		speak.1115_rikiwin1	1	0
rikiwin2	1115	Play_Vo_girl015a_win002_027		speak.1115_rikiwin2	1	0
rikimain002	1115	Play_Vo_girl015a_rikimain002_033		speak.1115_main002	1	0
rikigacha	1115	Play_Vo_girl015a_rikigacha_042		speak.1115_gacha	1	0
rikienterlevel1	1017	Play_Vo_girl017_enterlevel001_001		speak.1017_rikienterlevel1	1	0
rikienterlevel2	1017	Play_Vo_girl017_enterlevel002_002		speak.1017_rikienterlevel2	1	0
rikiwin1	1017	Play_Vo_girl017_win001_026		speak.1017_rikiwin1	1	0
rikiwin2	1017	Play_Vo_girl017_win002_027		speak.1017_rikiwin2	1	0
rikigacha	1017	Play_Vo_girl017_rikigacha_042	掌声欢迎！未来的世界第一魔术师，苔丝·科特金！哈哈~	speak.1017_gacha	1	0
rikigacha	1018	Play_Vo_girl018_rikigacha_042	啊啊啊……！薇蒂雅，现在可不是妄想的时候！	speak.1018_gacha	1	0
rikienterlevel1	1018	Play_Vo_girl018_enterlevel001_001		speak.1018_rikienterlevel1	1	0
rikienterlevel2	1018	Play_Vo_girl018_enterlevel002_002		speak.1018_rikienterlevel2	1	0
rikiwin1	1018	Play_Vo_girl018_win001_026		speak.1018_rikiwin1	1	0
rikiwin2	1018	Play_Vo_girl018_win002_027		speak.1018_rikiwin2	1	0
rikimain001	1018	Play_Vo_girl018_rikimain001_032	果然没白等，今天我是第一个见到分析员的人！	speak.1018_main001	1	0
rikienterlevel1	1202	Play_Vo_girl002b_enterlevel001_001		speak.1202_rikienterlevel1	1	0
rikienterlevel2	1202	Play_Vo_girl002b_enterlevel002_002		speak.1202_rikienterlevel2	1	0
rikiwin1	1202	Play_Vo_girl002b_win001_026		speak.1202_rikiwin1	1	0
rikiwin2	1202	Play_Vo_girl002b_win002_027		speak.1202_rikiwin2	1	0
rikigacha	1202	Play_Vo_girl002b_rikigacha_042	以此枪为誓，污秽！尽涤。	speak.1202_gacha	1	0
rikimain001	1202	Play_Vo_girl002b_rikimain001_032	我，即是风暴。	speak.1202_main001	1	0
rikimain002	1202	Play_Vo_girl002b_rikimain002_033	（伸手打碎屏幕，语气坚定）我不再被过去的仇恨所束缚，（翻手邀请）是你让我看清眼前的路。（笑的气音）	speak.1202_main002	1	0
rikimain003	1202	Play_Vo_girl002b_rikimain003_034	维持这种力量的平衡就像一笔画一个圆（边说边挥手臂画圆），你则是圆心。（暧昧轻点一下，语气轻松一点）	speak.1202_main003	1	0
rikimain101	1202	Play_Vo_girl002b_rikimain101	你看，我现在状态很好，无需担心。（带着笑意）	speak.1202_main101	1	0
rikimain201	1202	Play_Vo_girl002b_rikimain201	（先摸眼睛）现在（顺头发，眼罩打开），这只眼所能看见的，与你无异。	speak.1202_main201	1	0
rikienterlevel1	1204	Play_Vo_girl004b_enterlevel001_001	别担心，芙提雅老师绝不会掉队！	speak.1204_rikienterlevel1	1	0
rikienterlevel2	1204	Play_Vo_girl004b_enterlevel002_002	跟紧哦，不然就看不到我迷人的背影啦！	speak.1204_rikienterlevel2	1	0
rikiwin1	1204	Play_Vo_girl004b_rikiwin001_026	分析员，你快看看我有没有进步啊？（接一个笑声）	speak.1204_rikiwin1	1	0
rikiwin2	1204	Play_Vo_girl004b_rikiwin002_027	怎么样，芙提雅老师是不是特别可靠？（接一个笑声）	speak.1204_rikiwin2	1	0
rikigacha	1204	Play_Vo_girl004b_rikigacha_042	让我看看分析员在哪……啊！找到了！（配合画面气音）……哎嘿~	speak.1204_gacha	1	0
rikimain001	1204	Play_Vo_girl004b_rikimain001_032	迟到了迟到了！嘿，准点打卡。分析员，你也来啦！	speak.1204_main001	1	0
rikienterlevel1	1205	Play_Vo_girl005b_enterlevel001_001	伤口，要有分析员见证才行……	speak.1205_rikienterlevel1	1	0
rikienterlevel2	1205	Play_Vo_girl005b_enterlevel002_002	不会让任何人靠近分析员的……呵呵……	speak.1205_rikienterlevel2	1	0
rikiwin1	1205	Play_Vo_girl005b_win001_026	请……继续注视我。（轻笑）	speak.1205_rikiwin1	1	0
rikiwin2	1205	Play_Vo_girl005b_win002_027	还不够呢……	speak.1205_rikiwin2	1	0
rikimain001	1205	Play_Vo_girl005b_rikimain001_032		speak.1205_main001	1	0
rikigacha	1205	Play_Vo_girl005b_rikigacha_042		speak.1205_gacha	1	0
rikienterlevel1	1208	Play_Vo_girl008b_enterlevel001_001		speak.1208_rikienterlevel1	1	0
rikienterlevel2	1208	Play_Vo_girl008b_enterlevel002_002		speak.1208_rikienterlevel2	1	0
rikiwin1	1208	Play_Vo_girl008b_rikiwin001_026	你的目光，永远由我来主宰！	speak.1208_rikiwin1	1	0
rikiwin2	1208	Play_Vo_girl008b_rikiwin002_027	我想听的，是你只为我喝彩！	speak.1208_rikiwin2	1	0
rikimain201	1210	Play_Vo_girl010b_rikimain201		speak.1210_main201	1	0
rikigacha	1210	Play_Vo_girl010b_rikigacha_042		speak.1210_gacha	1	
rikimain002	1210	Play_Vo_girl010b_rikimain002_033		speak.1210_main002	1	
rikigacha	1214	Play_Vo_girl014b_rikigacha_042		speak.1214_gacha	1	0
rikimain001	1214	Play_Vo_girl014b_rikimain001_032		speak.1214_main001	1	0
rikimain002	1214	Play_Vo_girl014b_rikimain002_033		speak.1214_main002	1	0
rikimain003	1214	Play_Vo_girl014b_rikimain003_034		speak.1214_main003	1	0
rikimain101	1214	Play_Vo_girl014b_rikimain101		speak.1214_main101	1	0
rikimain201	1214	Play_Vo_girl014b_rikimain201		speak.1214_main201	1	0
rikiwin1	1214	Play_Vo_girl014b_rikiwin001_026		speak.1214_rikiwin1	1	
rikiwin2	1214	Play_Vo_girl014b_rikiwin002_027		speak.1214_rikiwin2	1	
rikimain001	121402	Play_Vo_girl014b_02_rikimain001_032			1	0
rikimain201	121402	Play_Vo_girl014b_02_rikimain201			1	0
rikiwin1	121402	Play_Vo_girl014b_02_rikiwin001_026			1	0
rikiwin2	121402	Play_Vo_girl014b_02_rikiwin002_027			1	0
rikimain002	121002	Play_Vo_girl010b_02_rikimain002_033			1	0
rikimain101	121002	Play_Vo_girl010b_02_rikimain101			1	0
rikienterlevel1	1210	Play_Vo_girl010b_enterlevel001_001	这场战斗，以咱俩这默契火速就能解决。	speak.1210_rikienterlevel1	1	0
rikienterlevel2	1210	Play_Vo_girl010b_enterlevel002_002	今天一起加班，明天就一起调休吧！	speak.1210_rikienterlevel2	1	0
rikiwin1	1210	Play_Vo_girl010b_win001_026	好累……就给我稍微靠一下嘛。	speak.1210_rikiwin1	1	0
rikiwin2	1210	Play_Vo_girl010b_win002_027	快来……我需要充电才能继续。	speak.1210_rikiwin2	1	0
rikienterlevel1	1214	Play_Vo_girl014b_enterlevel001_001	开弓没有回头箭，分析员，我准备好了。	speak.1214_rikienterlevel1	1	0
rikienterlevel2	1214	Play_Vo_girl014b_enterlevel002_002	箭矢已备，随时待发。	speak.1214_rikienterlevel2	1	0
rikiexchange1	1001	Play_Vo_girl001_exchange001_003	需要我来拯救吗	speak.1001_rikiexchange1	1	0
rikiexchange2	1001	Play_Vo_girl001_exchange002_004	你不行了吗？	speak.1001_rikiexchange2	1	0
rikiexchange1	1002	Play_Vo_girl002_exchange001_003	退后，换我来。	speak.1002_rikiexchange1	1	0
rikiexchange2	1002	Play_Vo_girl002_exchange002_004	挡不住的话，交给我。	speak.1002_rikiexchange2	1	0
rikiexchange1	1003	Play_Vo_girl003_exchange001_003	（着急）加一条出勤记录！	speak.1003_rikiexchange1	1	0
rikiexchange2	1003	Play_Vo_girl003_exchange002_004	打不过了？有那么厉害吗？	speak.1003_rikiexchange2	1	0
rikiexchange1	1004	Play_Vo_girl004_exchange001_003	我我我，我也不一定能赢啊！	speak.1004_rikiexchange1	1	0
rikiexchange2	1004	Play_Vo_girl004_exchange002_004	客观来说，换我真的合适吗？	speak.1004_rikiexchange2	1	0
rikiexchange1	1005	Play_Vo_girl005_exchange001_003	乐意为您效劳	speak.1005_rikiexchange1	1	0
rikiexchange2	1005	Play_Vo_girl005_exchange002_004	我不会让您失望的，呵哼~	speak.1005_rikiexchange2	1	0
rikiexchange1	1006	Play_Vo_girl006_exchange001_003	（略责备）有什么可犹豫的？	speak.1006_rikiexchange1	1	0
rikiexchange2	1006	Play_Vo_girl006_exchange002_004	（严肃）注意分析战况，早该换人了。	speak.1006_rikiexchange2	1	0
rikiexchange1	1007	Play_Vo_girl007_exchange001_003	换我？好，好的。	speak.1007_rikiexchange1	1	0
rikiexchange2	1007	Play_Vo_girl007_exchange002_004	不要怕，我能行的……	speak.1007_rikiexchange2	1	0
rikiexchange1	1008	Play_Vo_girl008_exchange001_003	现在才知道请我登场吗？	speak.1008_rikiexchange1	1	0
rikiexchange2	1008	Play_Vo_girl008_exchange002_004	本小姐居然在你后面出场……哼，这次就算了。	speak.1008_rikiexchange2	1	0
rikiexchange1	1010	Play_Vo_girl010_exchange001_003	速战速决，我可不想加班！	speak.1010_rikiexchange1	1	0
rikiexchange2	1010	Play_Vo_girl010_exchange002_004	真的得我上啊……	speak.1010_rikiexchange2	1	0
rikiexchange1	1011	Play_Vo_girl011_exchange001_003	交给姐姐吧~	speak.1011_rikiexchange1	1	0
rikiexchange2	1011	Play_Vo_girl011_exchange002_004	不用勉强自己也可以的	speak.1011_rikiexchange2	1	0
rikiexchange1	1012	Play_Vo_girl012_exchange001_003	好，来调查看看。	speak.1012_rikiexchange1	1	0
rikiexchange2	1012	Play_Vo_girl012_exchange002_004	我我我这就来！	speak.1012_rikiexchange2	1	0
rikiexchange1	1013	Play_Vo_girl013_exchange001_003	到我了吗？	speak.1013_rikiexchange1	1	0
rikiexchange2	1013	Play_Vo_girl013_exchange002_004	我争取不让大家失望！	speak.1013_rikiexchange2	1	0
rikiexchange1	1014	Play_Vo_girl014_exchange001_003	此刻，已掌握战局。	speak.1014_rikiexchange1	1	0
rikiexchange2	1014	Play_Vo_girl014_exchange002_004	放心，我不会再被记忆迷惑。	speak.1014_rikiexchange2	1	0
rikiexchange1	1015	Play_Vo_girl015_exchange001_003	我一个人就好。	speak.1015_rikiexchange1	1	0
rikiexchange2	1015	Play_Vo_girl015_exchange002_004	该提速了。	speak.1015_rikiexchange2	1	0
rikiexchange1	1016	Play_Vo_girl016_exchange001_003	嘎嗷~~┗|｀O′|┛	speak.1016_rikiexchange1	1	0
rikiexchange2	1016	Play_Vo_girl016_exchange002_004	啊呜~~┗|｀O′|┛	speak.1016_rikiexchange2	1	0
rikiexchange1	1020	Play_Vo_girl020_exchange001_003	稳住，本天师来了！	speak.1020_rikiexchange1	1	0
rikiexchange2	1020	Play_Vo_girl020_exchange002_004	本天师一出手，就知有没有！	speak.1020_rikiexchange2	1	0
rikiexchange1	1101	Play_Vo_girl001_exchange001_003	需要我来拯救吗	speak.1101_rikiexchange1	1	0
rikiexchange2	1101	Play_Vo_girl001_exchange002_004	你不行了吗？	speak.1101_rikiexchange2	1	0
rikiexchange1	1102	Play_Vo_girl002_exchange001_003	退后，换我来。	speak.1102_rikiexchange1	1	0
rikiexchange2	1102	Play_Vo_girl002_exchange002_004	挡不住的话，交给我。	speak.1102_rikiexchange2	1	0
rikiexchange1	1104	Play_Vo_girl004_exchange001_003	我我我，我也不一定能赢啊！	speak.1104_rikiexchange1	1	0
rikiexchange2	1104	Play_Vo_girl004_exchange002_004	客观来说，换我真的合适吗？	speak.1104_rikiexchange2	1	0
rikiexchange1	1105	Play_Vo_girl005_exchange001_003	乐意为您效劳	speak.1105_rikiexchange1	1	0
rikiexchange2	1105	Play_Vo_girl005_exchange002_004	我不会让您失望的，呵哼~	speak.1105_rikiexchange2	1	0
rikiexchange1	1106	Play_Vo_girl006_exchange001_003	（略责备）有什么可犹豫的？	speak.1106_rikiexchange1	1	0
rikiexchange2	1106	Play_Vo_girl006_exchange002_004	（严肃）注意分析战况，早该换人了。	speak.1106_rikiexchange2	1	0
rikiexchange1	1107	Play_Vo_girl007_exchange001_003	换我？好，好的。	speak.1107_rikiexchange1	1	0
rikiexchange2	1107	Play_Vo_girl007_exchange002_004	不要怕，我能行的……	speak.1107_rikiexchange2	1	0
rikiexchange1	1108	Play_Vo_girl008_exchange001_003	现在才知道请我登场吗？	speak.1108_rikiexchange1	1	0
rikiexchange2	1108	Play_Vo_girl008_exchange002_004	本小姐居然在你后面出场……哼，这次就算了。	speak.1108_rikiexchange2	1	0
rikiexchange1	1110	Play_Vo_girl010_exchange001_003	速战速决，我可不想加班！	speak.1110_rikiexchange1	1	0
rikiexchange2	1110	Play_Vo_girl010_exchange002_004	真的得我上啊……	speak.1110_rikiexchange2	1	0
rikiexchange1	1111	Play_Vo_girl011_exchange001_003	交给姐姐吧~	speak.1111_rikiexchange1	1	0
rikiexchange2	1111	Play_Vo_girl011_exchange002_004	不用勉强自己也可以的	speak.1111_rikiexchange2	1	0
rikiexchange1	1112	Play_Vo_girl012_exchange001_003	好，来调查看看。	speak.1112_rikiexchange1	1	0
rikiexchange2	1112	Play_Vo_girl012_exchange002_004	我我我这就来！	speak.1112_rikiexchange2	1	0
rikiexchange1	1113	Play_Vo_girl013_exchange001_003	到我了吗？	speak.1113_rikiexchange1	1	0
rikiexchange2	1113	Play_Vo_girl013_exchange002_004	我争取不让大家失望！	speak.1113_rikiexchange2	1	0
rikiexchange1	1114	Play_Vo_girl014_exchange001_003	此刻，已掌握战局。	speak.1114_rikiexchange1	1	0
rikiexchange2	1114	Play_Vo_girl014_exchange002_004	放心，我不会再被记忆迷惑。	speak.1114_rikiexchange2	1	0
rikiexchange1	1115	Play_Vo_girl015_exchange001_003	我一个人就好。	speak.1115_rikiexchange1	1	0
rikiexchange2	1115	Play_Vo_girl015_exchange002_004	该提速了。	speak.1115_rikiexchange2	1	0
rikiexchange1	1017	Play_Vo_girl017_exchange001_003	怎么这么快就到我了！	speak.1017_rikiexchange1	1	0
rikiexchange2	1017	Play_Vo_girl017_exchange002_004	等一下，我道具卡住了！	speak.1017_rikiexchange2	1	0
rikiexchange1	1018	Play_Vo_girl018_exchange001_003	让我来吧，很快就好。	speak.1018_rikiexchange1	1	0
rikiexchange2	1018	Play_Vo_girl018_exchange002_004	不错的登场时机。	speak.1018_rikiexchange2	1	0
rikiexchange1	1202	Play_Vo_girl002_exchange001_003	退后，换我来。	speak.1202_rikiexchange1	1	0
rikiexchange2	1202	Play_Vo_girl002_exchange002_004	挡不住的话，交给我。	speak.1202_rikiexchange2	1	0
rikiexchange1	1204	Play_Vo_girl004_exchange001_003	我我我，我也不一定能赢啊！	speak.1204_rikiexchange1	1	0
rikiexchange2	1204	Play_Vo_girl004_exchange002_004	客观来说，换我真的合适吗？	speak.1204_rikiexchange2	1	0
rikiexchange1	1205	Play_Vo_girl005_exchange001_003	乐意为您效劳	speak.1205_rikiexchange1	1	0
rikiexchange2	1205	Play_Vo_girl005_exchange002_004	我不会让您失望的，呵哼~	speak.1205_rikiexchange2	1	0
rikiexchange1	1208	Play_Vo_girl008_exchange001_003	现在才知道请我登场吗？	speak.1208_rikiexchange1	1	0
rikiexchange2	1208	Play_Vo_girl008_exchange002_004	本小姐居然在你后面出场……哼，这次就算了。	speak.1208_rikiexchange2	1	0
rikiexchange1	1210	Play_Vo_girl010_exchange001_003	速战速决，我可不想加班！	speak.1210_rikiexchange1	1	0
rikiexchange2	1210	Play_Vo_girl010_exchange002_004	真的得我上啊……	speak.1210_rikiexchange2	1	0
rikiexchange1	1214	Play_Vo_girl014_exchange001_003	此刻，已掌握战局。	speak.1214_rikiexchange1	1	0
rikiexchange2	1214	Play_Vo_girl014_exchange002_004	放心，我不会再被记忆迷惑。	speak.1214_rikiexchange2	1	0
						
rikitaskfinish1	1015	Play_Vo_girl015_action004_025	走吧，已经没什么有趣的东西了。	speak.1015_rikitaskfinish1	1	0
rikitaskfinish2	1015	Play_Vo_girl015_action005_025	解决了，就像预期的那样。	speak.1015_rikitaskfinish2	1	0
rikitaskfinish1	1016	Play_Vo_girl016_action004_025	小菜一碟~！	speak.1016_rikitaskfinish1	1	0
rikitaskfinish2	1016	Play_Vo_girl016_action005_025	分析员，下个目标是什么？！	speak.1016_rikitaskfinish2	1	0
rikitaskfinish1	1020	Play_Vo_girl020_action004_025	天时，地利~当然，成功的关键因素是你和我！	speak.1020_rikitaskfinish1	1	0
rikitaskfinish2	1020	Play_Vo_girl020_action005_025	吉人自有天相~	speak.1020_rikitaskfinish2	1	0
rikitaskfinish1	1115	Play_Vo_girl015_action004_025	走吧，已经没什么有趣的东西了。	speak.1115_rikitaskfinish1	1	0
rikitaskfinish2	1115	Play_Vo_girl015_action005_025	解决了，就像预期的那样。	speak.1115_rikitaskfinish2	1	0
rikitaskfinish1	1017	Play_Vo_girl017_action004_025	呼——（出口大气）中场休息！	speak.1017_rikitaskfinish1	1	0
rikitaskfinish2	1017	Play_Vo_girl017_action005_025	报告！小目标完成！	speak.1017_rikitaskfinish2	1	0
rikitaskfinish1	1018	Play_Vo_girl018_action004_025	准备下一幕吧。	speak.1018_rikitaskfinish1	1	0
rikitaskfinish2	1018	Play_Vo_girl018_action005_025	好戏还在后头呢！	speak.1018_rikitaskfinish2	1	0
rikiwavelittle	1106	Play_Vo_girl006_engage001_005		speak.1106_wavelittle	1	0
rikiwavelittle	1113	Play_Vo_girl013_engage001_005		speak.1113_wavelittle	1	0
rikiwavelittle	1214	Play_Vo_girl014_engage001_005		speak.1114_wavelittle	1	0
rikiwavelittle	1013	Play_Vo_girl013_engage001_005		speak.1013_wavelittle	1	0
rikiwavelittle	1014	Play_Vo_girl014_engage001_005		speak.1014_wavelittle	1	0
rikiwin1	1211	Play_Vo_girl011b_rikiwin001_026	别担心，我不会被这些意识动摇。	speak.1211_rikiwin1	1	0
rikiwin2	1211	Play_Vo_girl011b_rikiwin002_027	结束了，我们一起平安离开这里。	speak.1211_rikiwin2	1	0
rikigacha	1211	Play_Vo_girl011b_rikigacha_042	这些声音……听起来好悲伤……（惊讶）是分析员来接我了！（喜悦）	speak.1211_gacha	1	0
						
rikimain002	1101	Play_Vo_girl001a_rikimain001_034		speak.1101_main002	1	0
						
rikienterlevel1	110201	Play_Vo_girl002a_01_enterlevel001_001		speak.110201_rikienterlevel1	1	0
rikienterlevel2	110201	Play_Vo_girl002a_01_enterlevel001_002		speak.110201_rikienterlevel2	1	0
rikiwin1	110201	Play_Vo_girl002a_01_win001_026		speak.110201_rikiwin1	1	0
rikiwin2	110201	Play_Vo_girl002a_01_win002_027		speak.110201_rikiwin2	1	0
rikimain001	110201	Play_Vo_girl002a_01_main001_032		speak.110201_main001	1	0
rikimain002	110201	Play_Vo_girl002a_01_main001_033		speak.110201_main002	1	0
rikimain003	110201	Play_Vo_girl002a_01_main001_034		speak.110201_main003	1	0
rikimain101	110201	Play_Vo_girl002a_01_main101a		speak.110201_main101		
rikimain201	110201	Play_Vo_girl002a_01_main201a		speak.110201_main201		
rikienterlevel1	1211	Play_Vo_girl011b_enterlevel001_001	我会守护好你，也会保护好自己。	speak.1211_rikienterlevel1	1	0
rikienterlevel2	1211	Play_Vo_girl011b_enterlevel002_002	只要你在我身边，我就不会忘记什么才是真实。	speak.1211_rikienterlevel2	1	0
rikiexchange1	1211	Play_Vo_girl011_exchange001_003		speak.1011_rikiexchange1	1	0
rikiexchange2	1211	Play_Vo_girl011_exchange002_004		speak.1011_rikiexchange2	1	0
						
rikienterlevel1	1021	Play_Vo_girl021_enterlevel001_001	与人并肩而行的感觉也不错，但我认可的只有你。	speak.1021_rikienterlevel1	1	0
rikienterlevel2	1021	Play_Vo_girl021_enterlevel002_002	“冥河代理人”有多强，由你亲自评判。	speak.1021_rikienterlevel2	1	0
rikiexchange1	1021	Play_Vo_girl021_exchange001_003	来吧！拿出你们的全部实力！	speak.1021_rikiexchange1	1	0
rikiexchange2	1021	Play_Vo_girl021_exchange002_004	战场，归我了——	speak.1021_rikiexchange2	1	0
rikiwin1	1021	Play_Vo_girl021_win001_026	战斗结束，还有更有挑战性的任务吗？	speak.1021_rikiwin1	1	0
rikiwin2	1021	Play_Vo_girl021_win002_027	出手果断，这是我对敌人最大的仁慈。	speak.1021_rikiwin2	1	0
rikigacha	1021	Play_Vo_girl021_gacha001_042	“冥河代理人”奈莉德，又见到你了，分析员，真巧。	speak.1021_gacha	1	0
rikitaskfinish1	1021	Play_Vo_girl021_action004_025	我的表现，你还满意吗？	speak.1021_rikitaskfinish1	1	0
rikitaskfinish2	1021	Play_Vo_girl021_action005_025	你我配合，必然成功。	speak.1021_rikitaskfinish2	1	0
rikiwavelittle	1021	Play_Vo_girl021_engage001_005	看来，你们已经做好坠入冥河的觉悟了。	speak.1021_wavelittle	1	0
						
rikienterlevel1	1103	Play_Vo_girl003a_enterlevel001_001	分析员，我终于跟上你的脚步了，这次，就看我的吧！	speak.1103_rikienterlevel1	1	0
rikienterlevel2	1103	Play_Vo_girl003a_enterlevel002_002	嘿嘿，我的拳头可是痒了很久了！	speak.1103_rikienterlevel2	1	0
rikiexchange1	1103	Play_Vo_girl003a_exchange001_003	来啦来啦。	speak.1103_rikiexchange1	1	0
rikiexchange2	1103	Play_Vo_girl003a_exchange002_004	我没迟到吧？	speak.1103_rikiexchange2	1	0
rikiwin1	1103	Play_Vo_girl003a_win001_026	胜利时刻，来段庆祝的鼓点吧。	speak.1103_rikiwin1	1	0
rikiwin2	1103	Play_Vo_girl003a_win002_027	这种时候，果然还是得热闹点！	speak.1103_rikiwin2	1	0
rikigacha	1103	Play_Vo_girl003a_gacha001_042	（配合动作的语气词）可算轮到我大展身手了！哎嘿……我太激动了……	speak.1103_gacha	1	0
rikitaskfinish1	1103	Play_Vo_girl003a_action004_025	耶嘿！一个小目标完成了。	speak.1103_rikitaskfinish1	1	0
rikitaskfinish2	1103	Play_Vo_girl003a_action005_025	看起来今天能提前收工啊。	speak.1103_rikitaskfinish2	1	0
						
rikienterlevel1	1118	Play_Vo_girl018a_enterlevel001_001	任何蛛丝马迹，都别想逃过我的眼睛！	speak.1118_rikienterlevel1	1	0
rikienterlevel2	1118	Play_Vo_girl018a_enterlevel002_002	在分析员面前，我可要好好表现！	speak.1118_rikienterlevel2	1	0
rikiexchange1	1118	Play_Vo_girl018a_exchange001_003	我准备好了，分析员。	speak.1118_rikiexchange1	1	0
rikiexchange2	1118	Play_Vo_girl018a_exchange002_004	相信我，分析员。	speak.1118_rikiexchange2	1	0
rikiwavelittle	1118	Play_Vo_girl018a_engage001_005	这些干扰因子，就交给我来解决。	speak.1118_wavelittle	1	0
rikitaskfinish1	1118	Play_Vo_girl018a_action004_025	分析员，我做到啦，对吧？	speak.1118_rikitaskfinish1	1	0
rikitaskfinish2	1118	Play_Vo_girl018a_action005_025	我已经想到今晚要什么奖励了，诶嘿嘿~	speak.1118_rikitaskfinish2	1	0
rikiwin1	1118	Play_Vo_girl018a_win001_026	最好的侦探，（自信轻笑）不会有任何遗漏！	speak.1118_rikiwin1	1	0
rikiwin2	1118	Play_Vo_girl018a_win002_027	现场勘查完成，(自信轻笑)谜底马上揭晓！	speak.1118_rikiwin2	1	0
rikiskill04	1118	Play_Vo_girl018a_skill4003_012	真相揭晓！	speak.1118_skill04	1	0
rikiskill03	1118	Play_Vo_girl018a_skill3001_013	正义，已见曙光！	speak.1118_skill03a_3	1	0
						
rikienterlevel1	1117	Play_Vo_girl017a_enterlevel001_001	树上结苹果，树下你和我~	speak.1117_rikienterlevel1	1	0
rikienterlevel2	1117	Play_Vo_girl017a_enterlevel002_002	感觉我已经好久没参与行动了呢。	speak.1117_rikienterlevel2	1	0
rikiwin1	1117	Play_Vo_girl017a_win001_026	任务结束，嘿~一起休息一下吧！	speak.1117_rikiwin1	1	0
rikiwin2	1117	Play_Vo_girl017a_win002_027	轻轻松松，嘿~来一个小惊喜吧！	speak.1117_rikiwin2	1	0
rikiskill04	1117	Play_Vo_girl017a_skill4005_012	注入魔力！	speak.1117_rikiskill04	1	0
rikiskill03	1117	Play_Vo_girl017a_skill3001_013	见识一下，真正的魔术吧！	speak.1117_rikiskill03	1	0
rikitaskfinish1	1117	Play_Vo_girl017a_action004_025	诶？可以休息一会儿了吗？	speak.1117_rikitaskfinish1	1	0
rikitaskfinish2	1117	Play_Vo_girl017a_action005_025	嗯嗯！目前都很顺利哦！	speak.1117_rikitaskfinish2	1	0
rikiwavelittle	1117	Play_Vo_girl017a_engage001_005	我们一起，我就什~么~都不怕哦。	speak.1117_rikiwavelittle	1	0
rikiexchange1	1117	Play_Vo_girl017a_exchange001_003	登登❤大变活人！	speak.1117_rikiexchange1	1	0
rikiexchange2	1117	Play_Vo_girl017a_exchange002_004	魔术师苔丝☆又登场啦！	speak.1117_rikiexchange2	1	0
rikigacha	1117	Play_Vo_girl017a_rikigacha001_042	表演开始咯（一阵舞蹈）当当！（亮相）	speak.1117_gacha	1	0
						
rikienterlevel1	1215	Play_Vo_girl015b_enterlevel001_001	兴奋了？那好，让我们来点更带劲儿的！	speak.1215_rikienterlevel1	1	0
rikienterlevel2	1215	Play_Vo_girl015b_enterlevel002_002	火力倾泻的感觉，就连我也欲罢不能。	speak.1215_rikienterlevel2	1	0
rikiwin1	1215	Play_Vo_girl015b_win001_026	登临高点，夺取胜利，呵，轻而易举~	speak.1215_rikiwin1	1	0
rikiwin2	1215	Play_Vo_girl015b_win002_027	我会为你摘得胜果，一如既往。	speak.1215_rikiwin2	1	0
rikiskill04	1215	Play_Vo_girl015b_skill4002_012	碾碎你！	speak.1215_rikiskill04	1	0
rikiskill03	1215	Play_Vo_girl015b_skill3001_013	哼，这才叫“枪林弹雨”！	speak.1215_rikiskill03	1	0
rikitaskfinish1	1215	Play_Vo_girl015b_action004_025	想要你吻我，当然在战斗结束后。	speak.1215_rikitaskfinish1	1	0
rikitaskfinish2	1215	Play_Vo_girl015b_action005_025	其实，迫不及待的人是我。所以，快点结束战斗吧。	speak.1215_rikitaskfinish2	1	0
