索引（最大65535）	步骤ID	备注	指引类型	类别 0或不配:移动端和PC端都会触发 1：移动端 2：PC端	PC端按键	地图ID(关卡内通过NotifyUI触发的指引才配)	前置指引	是否可以跳过	是否在和谐状态下禁止触发（1禁止）	是否重复触发	跳过的话顺带完成的指引ID	组[x,y] 如果x步已经完成，则跳转到Y步	{step,func,{param1,param1,}}如果func返回true，则跳转到step步	是否需要清空用户输入	指引出现延迟时间	窗口名	目标按钮路径	控件路径	3DUI路径	目标Actor名	控制可点击范围大小，不填则按按钮大小控制	阴影显示形状 1或不配圆形 2矩形	阴影区域显示大小，不填则默认370*370	指引框偏移，格式：{10,10}	气泡浮窗提示（{txtkey,nDirection},nDirection 填1、2、3、4 表示上、下、左、右	新浮窗提示	文字提示	键盘按键文字显示	文字提示-手柄	键盘按键文字显示-手柄	文字控件位置	Role头像(对应PlotRoleImg中的名称索引)	文字控件标题	文字提示消失延迟（秒）	是否显示黑色遮罩	是否按任意位置结束指引步骤	倒计时自动结束步骤	是否返回键完成指引	步骤结束模式（Move,Rotate,Click,Up,Down,Touch,LongPress,Notify)	是否为点击不穿透模式	参数列表	关卡已通关则直接完成指引	达到特定条件直接完成指引	显示的控件列表(多个控件用逗号隔开)	隐藏的控件列表（多个控件用逗号隔开）	显示控件列表的缩放	目标界面打开时时调用	指引步骤开始时调用	指引步骤结束时调用	UI名字（只用于只有图片的指引）	图片路径（对应helpimages.txt中的ID,只用于只有图片的指引）	重复开始指引的通关条件，如果指定关卡未正常通关，则会重复开启	完成后是否触发新的指引	指引过程中有新的指引触发是否等待(默认直接顶替，等待结束配1)	步骤结束延迟进入下一步	备注	老玩家模式是否触发配置（1不触发，不配触发）
	2	点击角色互动点														GirlRoom2		TouchUI_7820301			{55,55}						guideui.manifestation_15a_02_06				{300,300}	小吉	card.NPC002		1				Touch																		
																																																									
60012		异星守护引导	Force	0				1					{"CheckAlienDefensePalBlank"}																																									1			
	1	返回队伍界面														MowMap1	LevelInfo/BtnTeam										guideui.aliendefece_02				{66,217}	安卡希雅	card.girl011		1				Click																		
	2	携带功能开启-功能介绍														MowFunction		Switcher/0/Partner									guideui.aliendefece_03				{66,217}	安卡希雅	card.girl011		1	1			Click																		
																																																									
60013		辰星恒约	Force	0				1	1				{"CheckPreviewSkinId",{121402}};{"CheckCameraPosition",{1}}																																												
	1	点击角色任意位置														GirlRoom2											guideui.manifestation_14b_02_01				{1200,600}	小吉	card.NPC002		1	1			Click																		
	2	点击角色肩膀														GirlRoom2		TouchUI_7030000			{55,55}						guideui.manifestation_14b_02_02				{1200,600}	小吉	card.NPC002		1				Click																		
	3	拖拽分析员手臂													9	GirlRoom2		TouchUI_7030001			{55,55}						guideui.manifestation_14b_02_03				{300,600}	小吉	card.NPC002		1		 		Touch																		
	4	切换镜头至镜头2													26	GirlRoom2	BtnSwitch										guideui.manifestation_14b_02_04				{1200,300}	小吉	card.NPC002		1				Click																		
	5	拖动辰星手引导写字													2	GirlRoom2		TouchUI_7030100			{55,55}						guideui.manifestation_14b_02_05				{300,600}	小吉	card.NPC002		1				Touch																		
	6	点击角色任意位置														GirlRoom2											guideui.manifestation_14b_02_06				{300,600}	小吉	card.NPC002			1			Click																		
																																																									
60015		肴恒约	Force	0				1	1				{"CheckPreviewSkinId",{121002}};{"CheckCameraPosition",{1}}																																												
	1	点击角色任意位置														GirlRoom2											guideui.manifestation_10b_02_01				{1200,600}	小吉	card.NPC002		1	1			Click																		
	2	点击左手切换pose														GirlRoom2		TouchUI_7020000			{55,55}						guideui.manifestation_10b_02_02				{1200,600}	小吉	card.NPC002		1				Click																		
	3	拖拽福袋													17	GirlRoom2		TouchUI_7020001			{55,55}						guideui.manifestation_10b_02_03				{300,600}	小吉	card.NPC002		1				Touch																		
	4	切换镜头至镜头2													15	GirlRoom2	BtnSwitch										guideui.manifestation_10b_02_04				{1200,300}	小吉	card.NPC002		1				Click																		
	5	拖动点心托盘与肴互动													2	GirlRoom2		TouchUI_7020500			{55,55}						guideui.manifestation_10b_02_05				{1200,300}	小吉	card.NPC002		1				Touch																		
	6	点击角色任意位置														GirlRoom2											guideui.manifestation_10b_02_06				{1200,300}	小吉	card.NPC002			1			Click																		
																																																									
60016			Force	0				1	1				{"CheckPreviewSkinId",{110302}};{"CheckCameraPosition",{1}}																																												
	1	入场时对分析员的问候语														GirlRoom2											guideui.manifestation_03a_02_01				{300,300}	小吉	card.NPC002		1	1			Click																		
	2	点击右腿切换pose														GirlRoom2		TouchUI_7170000			{55,55}						guideui.manifestation_03a_02_02				{300,300}	小吉	card.NPC002		1				Click																		
	3	拖拽妮塔肩膀确认她有没有事													14	GirlRoom2		TouchUI_7090001			{55,55}						guideui.manifestation_03a_02_03				{1200,300}	小吉	card.NPC002		1				Touch																		
	4	这里可以切换机位													22	GirlRoom2	BtnSwitch										guideui.manifestation_03a_02_04				{300,300}	小吉	card.NPC002		1				Click																		
	5	还有其他互动点待分析员触发														GirlRoom2											guideui.manifestation_03a_02_05				{300,300}	小吉	card.NPC002			1			Click																		
																																																									
60017			Force	0				1	1				{"CheckPreviewSkinId",{110302}};{"CheckCameraPosition",{3}}																																												
	1	长按旋转可切换角度尝试拯救被卡在树桩里的妮塔														GirlRoom2											guideui.manifestation_03a_02_06				{300,300}	小吉	card.NPC002		1	1			Click																		
																																																									
60018		海姆向前冲指引	Force	0									{"ReturnFalse"}																																												
	1	进游戏打脸														PartyMain																																		HelpPop	176						
																																																									
60019		苔丝恒约	Force	0				1	1				{"CheckPreviewSkinId",{111702}};{"CheckCameraPosition",{1}}																																												
	1	点击角色任意位置														GirlRoom3											guideui.manifestation_17a_02_01				{1200,600}	小吉	card.NPC002		1	1			Click																		
	2	点击右手切换pose														GirlRoom3		TouchUI_Rhand			{55,55}						guideui.manifestation_17a_02_02				{1200,600}	小吉	card.NPC002		1				Click																		
	3	拖拽丝带													18	GirlRoom3		TouchUI_Flower			{55,55}						guideui.manifestation_17a_02_03				{1200,300}	小吉	card.NPC002		1				Touch																		
	4	切换镜头至镜头2													17	GirlRoom3	BtnSwitch										guideui.manifestation_17a_02_04				{1200,300}	小吉	card.NPC002		1				Click																		
	5	拖动点卡纸与苔丝互动													2	GirlRoom3		TouchUI_TessMarry_prop24			{55,55}						guideui.manifestation_17a_02_05				{1200,300}	小吉	card.NPC002		1				Touch																		
	6	点击角色任意位置														GirlRoom3											guideui.manifestation_17a_02_06				{1200,600}	小吉	card.NPC002			1			Click																		
																																																									
60020		凯恒约	Force	0				1	1				{"CheckPreviewSkinId",{121502}};{"CheckCameraPosition",{1}}																																												
	1	入场时对分析员的问候语														GirlRoom3											guideui.manifestation_17b_02_01				{1200,600}	小吉	card.NPC002		1	1			Click																		
	2	点击腹部切换POSE														GirlRoom3		TouchUI_Hand			{55,55}						guideui.manifestation_17b_02_02				{1200,600}	小吉	card.NPC002		1				Click																		
	3	在凯茜娅背上寻找鲜花													19	GirlRoom3		TouchUI_PlayerHand			{55,55}						guideui.manifestation_17b_02_03				{300,600}	小吉	card.NPC002						Touch																		
	4	这里可以切换机位													15	GirlRoom3	BtnSwitch										guideui.manifestation_17b_02_04				{1200,300}	小吉	card.NPC002		1				Click																		
	5	点手可以和凯茜娅互动													2	GirlRoom3		TouchUI_Hand			{55,55}						guideui.manifestation_17b_02_05				{1200,600}	小吉	card.NPC002		1				Touch																		
	6	还有其他互动点待分析员触发														GirlRoom3											guideui.manifestation_17b_02_06				{1200,600}	小吉	card.NPC002			1			Click																		
																																																									
60021		异星守护引导2	Force	0				1					{"CheckAlienDefenseGirlUnlock"}																																									1			
	1	返回队伍界面														MowMap1	LevelInfo/BtnTeam										guideui.aliendefece_04				{66,217}	安卡希雅	card.girl011		1				Click																		
	2	点击支援少女按钮														MowFunction	ListContent/2/BtnContent						{200}												1				Click																		
	3	携带功能开启-功能介绍														MowFunction		Switcher/0/Partner					{200}				guideui.aliendefece_05				{66,217}	安卡希雅	card.girl011		1	1			Click																		
																																																									
60022		芬妮换装03泳装	Force	0				1	1				{"CheckPreviewSkinId",{130802}};{"CheckCameraPosition",{1}}																																												
	1	入场时对分析员的问候语														GirlRoom3											guideui.manifestation_08c_02_01				{1200,600}	小吉	card.NPC002		1	1			Click																		
	2	点击香槟切换POSE														GirlRoom3		TouchUI_LHand			{55,55}						guideui.manifestation_08c_02_02				{300,600}	小吉	card.NPC002		1				Click																		
	3	摇晃香槟													13	GirlRoom3		TouchUI_FennySwim_prop04			{55,55}						guideui.manifestation_08c_02_03				{1200,600}	小吉	card.NPC002		1				Touch																		
	4	这里可以切换机位													27	GirlRoom3	BtnSwitch										guideui.manifestation_08c_02_04				{1200,300}	小吉	card.NPC002		1				Click																		
	5	点玻璃杯可以和芬妮互动													1	GirlRoom3		TouchUI_FennySwim_prop05			{55,55}						guideui.manifestation_08c_02_05				{1200,600}	小吉	card.NPC002		1				Touch																		
	6	还有其他互动点待分析员触发													11	GirlRoom3											guideui.manifestation_08c_02_06				{1200,600}	小吉	card.NPC002			1			Click																		
																																																									
60023		海姆向前冲指引	Force	0									{"ReturnFalse"}																																												
	1	优化吧打脸														PartyFormation																																		HelpPop	236						
																																																									
60024		瑟瑞斯换装02泳装	Force	0				1	1				{"CheckPreviewSkinId",{121302}};{"CheckCameraPosition",{1}}																																												
	1	入场时对分析员的问候语														GirlRoom3											guideui.manifestation_13b_02_01				{1200,600}	小吉	card.NPC002		1	1			Click																		
	2	点击腰部切换POSE														GirlRoom3		TouchUI_Wave			{55,55}						guideui.manifestation_13b_02_02				{1200,600}	小吉	card.NPC002		1				Click																		
	3	为瑟瑞斯腿部涂抹泡沫													21	GirlRoom3		TouchUI_Bubble			{1000,1000}		{1000}	{380,230}			guideui.manifestation_13b_02_03				{300,600}	小吉	card.NPC002		1				Touch																		
	4	这里可以切换机位													16	GirlRoom3	BtnSwitch										guideui.manifestation_13b_02_04				{300,600}	小吉	card.NPC002		1				Click																		
	5	轻推瑟瑞斯背部													1	GirlRoom3		TouchUI_Back			{55,55}						guideui.manifestation_13b_02_05				{300,600}	小吉	card.NPC002		1				Touch																		
	6	点击相册浏览照片													12	GirlRoom3	BtnPictureBox/BtnPicture										guideui.manifestation_13b_02_06				{1200,600}	小吉	card.NPC002		1				Click																		
	7	点击任意处退出相册														GirlRoom3											guideui.manifestation_13b_02_07				{1200,600}	小吉	card.NPC002			1			Click																		
	8	还有其他互动点待分析员触发														GirlRoom3											guideui.manifestation_13b_02_08				{1200,600}	小吉	card.NPC002			1			Click																		
																																																									
60025		异星守护引导2	Force	0				1					{"CheckAlienDefenseChainUnlock"}																																									1			
	1	返回队伍界面														MowMap1	LevelInfo/BtnTeam					2	{250,120}				guideui.aliendefece_06				{300,217}	安卡希雅	card.girl011		1				Click									{"AlienDefenseSetFightPal",{1,2}}									
	2	点击合体伙伴														MowFunction	ListContent/2/BtnContent					2	{320,100}				guideui.aliendefece_07								1				Click																		
	3	合体伙伴开启-功能介绍														MowFunction						2	{220,100}				guideui.aliendefece_08				{300,217}	安卡希雅	card.girl011		1	1			Click																		
	4	点击合体伙伴														MowFunction	ListContent/1/BtnContent					2	{320,100}				guideui.aliendefece_09				{300,217}	安卡希雅	card.girl011		1				Click																		
	5	合体伙伴开启-功能介绍2														MowFunction						2					guideui.aliendefece_10				{300,217}	安卡希雅	card.girl011		1	1			Click																		
																																																									
60027		安卡希雅花嫁	Force	0				1	1				{"CheckPreviewSkinId",{120102}};{"CheckCameraPosition",{1}}																																												
	1	入场时对分析员的问候语														GirlRoom3											guideui.manifestation_01b_02_01				{1200,600}	小吉	card.NPC002		1	1			Click																		
	2	点击腿部切换Pose														GirlRoom3		TouchUI_Leg			{55,55}						guideui.manifestation_01b_02_02				{1200,600}	小吉	card.NPC002		1				Click																		
	3	为安卡穿上袜子													20	GirlRoom3		TouchUI_Socks			{500,500}		{800}	{90,0}			guideui.manifestation_01b_02_03				{1200,300}	小吉	card.NPC002		1				Touch																		
	4	点击这里可以切换机位													14	GirlRoom3	BtnSwitch										guideui.manifestation_01b_02_04				{1200,600}	小吉	card.NPC002		1				Click																		
	5	轻拖魔法杖													1	GirlRoom3		TouchUI_Staff			{55,55}						guideui.manifestation_01b_02_05				{300,600}	小吉	card.NPC002		1				Touch																		
	6	点击角色任意位置													16	GirlRoom3											guideui.manifestation_01b_02_06				{1200,600}	小吉	card.NPC002			1			Click																		
																																																									
60029		里芙情趣婚纱互动	Force	0				1	1				{"CheckPreviewSkinId",{130202}};{"CheckCameraPosition",{1}}																																												
	1	入场时对分析员的问候语														GirlRoom3											guideui.manifestation_02c_02_01				{1200,600}	小吉	card.NPC002		1	1			Click																		
	2	点击肩膀切换POSE														GirlRoom3		TouchUI_Thigh			{55,55}						guideui.manifestation_02c_02_02				{1200,600}	小吉	card.NPC002		1				Click																		
	3	挪动手臂挤出奶油													20	GirlRoom3		TouchUI_Cream			{55,55}		{800}	{90,0}			guideui.manifestation_02c_02_03				{1200,300}	小吉	card.NPC002		1				Touch																		
	4	点击这里可以切换机位													20	GirlRoom3	BtnSwitch										guideui.manifestation_02c_02_04				{1200,600}	小吉	card.NPC002		1				Click																		
	5	摸摸里芙的腰部擦玻璃													1	GirlRoom3		TouchUI_Mirror			{480,480}		{800}	{90,30}			guideui.manifestation_02c_02_05				{1200,300}	小吉	card.NPC002		1				Touch																		
	6	点击角色任意位置													18	GirlRoom3											guideui.manifestation_02c_02_06				{300,600}	小吉	card.NPC002			1			Click																		
																																																									
60028		海姆优化作战称号引导	Force	2				1																																																	
	1	点击称号														PartyMain	Player1/Title/button					2					guideui.DLC35PartyGuide_1		guideui.DLC35PartyGuide_1		{1200,100}	安卡希雅	card.girl011		1				Click																		
	2	称号介绍1														PartyTitle											guideui.DLC35PartyGuide_2		guideui.DLC35PartyGuide_2		{1200,200}	安卡希雅	card.girl011		1	1	12		Click										{"HouseLockOperation",{0}}								
	3	称号介绍2														PartyTitle											guideui.DLC35PartyGuide_3		guideui.DLC35PartyGuide_3		{1200,200}	安卡希雅	card.girl011		1	1	10		Click										{"HouseLockOperation",{0}}								
	4	退出称号界面														PartyTitle	BtnReturn					2										安卡希雅	card.girl011		1				Click																		
	5	点击自定义按键														PartyMain	BtnSet					2					guideui.DLC35PartyGuide_4		guideui.DLC35PartyGuide_4		{300,200}	安卡希雅	card.girl011		1				Click																		
																																																									
60028		海姆优化作战称号引导	Force	1				1																																																	
	1	点击称号														PartyMain	Player1/Title/button					2					guideui.DLC35PartyGuide_1		guideui.DLC35PartyGuide_1		{1200,100}	安卡希雅	card.girl011		1				Click																		
	2	称号介绍1														PartyTitle											guideui.DLC35PartyGuide_2		guideui.DLC35PartyGuide_2		{1200,200}	安卡希雅	card.girl011		1	1	12		Click										{"HouseLockOperation",{0}}								
	3	称号介绍2														PartyTitle											guideui.DLC35PartyGuide_3		guideui.DLC35PartyGuide_3		{1200,200}	安卡希雅	card.girl011		1	1	10		Click										{"HouseLockOperation",{0}}								
																																																									
60031		装甲战骑引导1	Force	0				1					{"IsArmoredriderLevelPass",{1001}}																																									1			
	1	返回主界面													1.5	MechMain	BtnWeapon						{150}				guideui.armoredrider_01				{650,828}	芬妮澄意	card.girl084		1				Click																		
	2	点击军械库													0.3	MechWeapon											guideui.armoredrider_02				{650,828}	芬妮澄意	card.girl084		1	1			Click																		
	3	点击强化按钮														MechWeapon	BtnUp					2	{490,120}				guideui.armoredrider_03				{650,828}	芬妮澄意	card.girl084		1				Click																		
	4	自由强化														MechWeapon											guideui.armoredrider_07				{650,828}	芬妮澄意	card.girl084		1	1			Click																		
																																																									
60032		装甲战骑引导2	Force	0				1					{"IsArmoredriderLevelPass",{1008}}																																									1			
	1	返回主界面													1.5	MechMain	BtnTalent						{150}				guideui.armoredrider_04				{650,828}	芬妮澄意	card.girl084		1				Click																		
	2	点击赛季天赋													0.3	MechTalent	Item1_1/Btn						{150}				guideui.armoredrider_05				{650,828}	芬妮澄意	card.girl084		1				Click																		
	3	点击解锁按钮														MechTalent	BtnBuy					2	{490,120}				guideui.armoredrider_06				{650,828}	芬妮澄意	card.girl084		1				Click																		
	4	自由解锁														MechTalent											guideui.armoredrider_08				{650,828}	芬妮澄意	card.girl084		1	1			Click																		
																																																									
																																																									
																																																									
61001		【DLC3.0酒馆小游戏】标准引导-局外	Force	0									{"ReturnFalse"}																																												
	1	点击普通模式													1	GuessPokerMain	BtnMode1							{-20,0}			guideui.GuessPoker_Guide01				{300,600}	苔丝	card.girl171		1				Click																		
	2	点击邀请苔丝														GuessPokerMain	ListRole/3/BtnChoose										guideui.GuessPoker_Guide02				{300,600}	苔丝	card.girl171		1				Click																		
	3	点击开始对局														GuessPokerMain	BtnStartGame										guideui.GuessPoker_Guide03				{300,600}	苔丝	card.girl171		1				Click																		
61002		【DLC3.0酒馆小游戏】标准引导-局内	Force	0				1					{"ReturnFalse"}																																												
	1	说明牌组构成													2.4												guideui.GuessPoker_Guide04				{200,500}	苔丝	card.girl171		1	1	5		Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	2	说明指定牌													2.67												guideui.GuessPoker_Guide05				{200,500}	苔丝	card.girl171		1	1	4		Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	3	说明指定牌																									guideui.GuessPoker_Guide05_1				{200,500}	苔丝	card.girl171		1	1	4		Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	4	说明指定牌信息														GuessPokerFight		Master/Chat/ImgCard									guideui.GuessPoker_Guide06				{200,500}	苔丝	card.girl171		1	1			Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	5	点击打开综合窗口													1.1	GuessPokerFight	Master/Chat/BtnTalk							{155,0}			guideui.GuessPoker_Guide07				{200,500}	苔丝	card.girl171		1				Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	6	点击关闭综合窗口													0.5	GuessPokerFight	Master/Information/BtnClose										guideui.GuessPoker_Guide08				{300,600}	苔丝	card.girl171		1				Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
61003		【DLC3.0酒馆小游戏】标准引导-局内	Force	0			61002						{"ReturnFalse"}																																												
	1	点击选择任一手牌													1.5	GuessPokerFight	Master/Card5/BtnSl										guideui.GuessPoker_Guide09				{200,300}	苔丝	card.girl171		1				Click																		
	2	点击出牌														GuessPokerFight	Master/BtnCard										guideui.GuessPoker_Guide10				{200,300}	苔丝	card.girl171		1				Click																		
61004		【DLC3.0酒馆小游戏】标准引导-局内	Force	0			61003	1					{"ReturnFalse"}																																												
	1	点击看牌														GuessPokerFight	Master/BtnLook										guideui.GuessPoker_Guide11				{200,300}	苔丝	card.girl171		1				Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	2	苔丝出牌													4.6												guideui.GuessPoker_Guide12				{200,500}	苔丝	card.girl171		1	1	4		Click																		
61005		【DLC3.0酒馆小游戏】标准引导-局内	Force	0			61004						{"ReturnFalse"}																																												
	1	点击质疑													1.5	GuessPokerFight	Master/BtnQueried							{0,-15}			guideui.GuessPoker_Guide13				{200,300}	苔丝	card.girl171		1				Click																		
	2	说明开牌验证规则																									guideui.GuessPoker_Guide15				{200,500}	苔丝	card.girl171		1	1	4.5		Click																		
61010		【DLC3.0酒馆小游戏】标准引导-局内	Force	0			61005	1					{"ReturnFalse"}																																												
	1	说明惩罚规则（进苔丝惩罚流程时）													1.5												guideui.GuessPoker_Guide16				{200,300}	苔丝	card.girl171		1	1	4		Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	2	说明惩罚规则													1.7												guideui.GuessPoker_Guide16_1				{200,300}	苔丝	card.girl171		1	1	4		Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
61011		【DLC3.0酒馆小游戏】标准引导-局内	Force	0			61010	1					{"ReturnFalse"}																																												
	1	说明命数和出局规则（播苔丝smallwin动作时）													3.5	GuessPokerFight		Master/uw_guesspoker_fight_girllname_C_1									guideui.GuessPoker_Guide17				{200,300}	苔丝	card.girl171		1	1	4		Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	2	说明命数和出局规则													1.1												guideui.GuessPoker_Guide17_1				{200,300}	苔丝	card.girl171		1	1	4		Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
61006		【DLC3.0酒馆小游戏】标准引导-局内	Force	0			61011	1					{"ReturnFalse"}																																												
	1	说明新轮次规则																									guideui.GuessPoker_Guide18				{200,300}	苔丝	card.girl171		1	1	5		Click																		
	2	说明新轮次规则																									guideui.GuessPoker_Guide18_1				{200,300}	苔丝	card.girl171		1	1	5		Click																		
	3	说明最终胜利规则																									guideui.GuessPoker_Guide19				{200,300}	苔丝	card.girl171		1	1	5		Click																		
61007		【DLC3.0酒馆小游戏】盲盒引导-局外	Force	0									{"ReturnFalse"}																																												
	1	点击选择盲盒模式													1	GuessPokerMain	BtnMode2				{100,100}						guideui.GuessPoker_Guide20				{200,600}	苔丝	card.girl171		1				Click																		
	2	点击开始对局														GuessPokerMain	BtnStartGame										guideui.GuessPoker_Guide21				{300,600}	苔丝	card.girl171		1				Click																		
61008		【DLC3.0酒馆小游戏】盲盒引导-局内	Force	0				1					{"ReturnFalse"}																																												
	1	说明盲盒效果														GuessPokerRandom	BtnClose										guideui.GuessPoker_Guide22				{200,300}	苔丝	card.girl171						Click																		
	2	点击打开综合窗口													2.3	GuessPokerFight	Master/Chat/BtnTalk							{155,0}			guideui.GuessPoker_Guide23				{300,600}	苔丝	card.girl171		1				Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	3	点击切换盲盒效果分页														GuessPokerFight	Master/Information/ListTab/3/BtnSelect										guideui.GuessPoker_Guide24				{300,600}	苔丝	card.girl171		1				Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	4	点击关闭综合窗口													0.7	GuessPokerFight	Master/Information/BtnClose										guideui.GuessPoker_Guide25				{300,600}	苔丝	card.girl171		1				Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
61009		【DLC3.0酒馆小游戏】盲盒引导-局内	Force	0			61008	1					{"ReturnFalse"}																																												
	1	说明盲盒效果触发提示																									guideui.GuessPoker_Guide26				{500,300}	苔丝	card.girl171		1	1			Click																		
	2	关闭盲盒效果触发提示														GuessPokerCard	BtnClose							{400,370}			guideui.GuessPoker_Guide27				{500,300}	苔丝	card.girl171		1				Click																		
																																																									
62001		【DLC3.2联机大富翁】外围引导1	Force	0				1																																																	
	1	入场时对分析员的问候语													0.7	RMOLProcess	LevelBoxList/1/Level1/Btn					2		{-10,0}	{"guideui.rmol_Guide001",1}						{-50,-150}				1				Click																		
	2	点击获胜条件											{7,"IsInputGamepad"}		0	RmolFormation	BtnCheck					2			{"guideui.rmol_Guide002",3}						{-200,0}				1				Click																		
	3	说明获胜条件													0	RmolFormation	BgBlur					2			{"guideui.rmol_Guide003",3}						{-150,0}				1	1	5		Click																		
	4	破产胜利													0	RmolFormation	ContentItem1					2			{"guideui.rmol_Guide004",3}						{-150,0}				1	1	5		Click																		
	5	积分胜利													0	RmolFormation	ContentItem2					2			{"guideui.rmol_Guide005",3}						{-150,0}				1	1	5		Click																		
	6	关闭													0	RmolFormation	BtnClose								{"guideui.rmol_Guide006",3}						{-250,0}				1				Click																		
	7	开始游戏													0	RmolFormation	BtnFight					2			{"guideui.rmol_Guide007",3}						{-200,0}				1				Click																		
																																																									
62002		【DLC3.2联机大富翁】局内引导1-1	Force	0				1					{"ReturnFalse"}																																												
	1	猜先说明													0.2	rmol_main	fight_rmol_choosecard/Card_2/BtnClick					2			{"guideui.rmol_Guide101",1}						{-80,-250}				1				Click									{"SetGuideComplete",{62001}}									
																																																									
62003		【DLC3.2联机大富翁】局内引导1-2	Force	0				1					{"ReturnFalse"}																																												
	1	选骰子区间1													0.5	rmol_main	DiceSelect/BtnSelect1					2			{"guideui.rmol_Guide103",1}						{-100,-250}				1				Click																		
																																																									
62004		【DLC3.2联机大富翁】局内引导1-3	Force	0				1					{"ReturnFalse"}																																												
	1	购地说明													0.3	rmol_main	fight_rmol_buyland/ListBuild/2/BtnSeleted					2			{"guideui.rmol_Guide104",1}						{-100,-180}				1				Click																		
	2	点购买													0.3	rmol_main	fight_rmol_buyland/BtnBuy					2			{"guideui.rmol_Guide105",1}						{0,-90}				1				Click																		
	3	我的积分说明													0.3	rmol_main	Score/BtnGuide_2					2			{"guideui.rmol_Guide117",2}						{180,90}				1				Click																		
	4	积分目标说明													0.3	rmol_main	Score/BtnGuide_1					2			{"guideui.rmol_Guide118",2}						{180,90}				1				Click																		
	5	点击建筑积分详情													0.3	rmol_main	Score/BtnOpen					2			{"guideui.rmol_Guide106",2}						{100,30}				1				Click																		
	6	关闭建筑积分详情													0.3	rmol_main	Score/BtnClose					2			{"guideui.rmol_Guide107",2}						{200,70}				1				Click																		
																																																									
62005		【DLC3.2联机大富翁】局内引导1-4	Force	0				1					{"ReturnFalse"}																																												
	1	点出发按钮													0.2	rmol_main	Go/BtnGo					2			{"guideui.rmol_Guide102",1}						{-50,-100}				1				Click																		
																																																									
62006		【DLC3.2联机大富翁】局内引导1-5	Force	0				1					{"ReturnFalse"}																																												
	1	点购买													0.7	rmol_main	fight_rmol_acquisition/BtnBuy					2			{"guideui.rmol_Guide110",1}						{0,-90}				1				Click																		
																																																									
62007		【DLC3.2联机大富翁】局内引导1-6	Force	0				1					{"ReturnFalse"}																																												
	1	选骰子区间3													0.7	rmol_main	DiceSelect/BtnSelect2					2													1				Click																		
																																																									
62008		【DLC3.2联机大富翁】局内引导1-7	Force	0				1					{"ReturnFalse"}																																												
	1	点购买													0.7	rmol_main	fight_rmol_acquisition/BtnBuy					2			{"guideui.rmol_Guide112",1}						{0,-90}				1				Click																		
																																																									
62009		【DLC3.2联机大富翁】局内引导1-8	Force	0				1					{"ReturnFalse"}																																												
	1	选骰子区间4													0.7	rmol_main	DiceSelect/BtnSelect2					2													1				Click																		
																																																									
62010		【DLC3.2联机大富翁】局内引导1-9	Force	0				1					{"ReturnFalse"}																																												
	1	点购买													0.7	rmol_main	fight_rmol_buyland/BtnBuy					2			{"guideui.rmol_Guide115",1}						{0,-90}				1				Click																		
	2	色彩垄断说明													0	rmol_main	Score/BtnGuide_2					2			{"guideui.rmol_Guide116",2}						{180,90}				1	1	3.5		Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
																																																									
62011		【DLC3.2联机大富翁】外围引导2	Force	0				1					{"RMOL_CheckFormationLevel",{10002}}																																												
	1	点击换角色按钮													1	RmolFormation	Player1/BtnClick					2			{"guideui.rmol_Guide202",1}						{-30,-320}				1				Click																		
	2	点击新角色													0.1	RmolFormation	PanelRole/ListRole/2/BtnClick					2			{"guideui.rmol_Guide203",4}						{50,-100}				1				Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	3	点击替换													0.1	RmolFormation	PanelRole/BtnConfirm					2			{"guideui.rmol_Guide204",1}						{50,-50}				1				Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	4	点击关闭													0.1	RmolFormation	PanelRole/BtnClose																		1				Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	5	点击换装备													1	RmolFormation	BtnSkill					2			{"guideui.rmol_Guide206",1}						{0,-80}				1				Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	6	点击新装备													0.1	RmolFormation	PanelSkill/ListSkill/4/Btn					2			{"guideui.rmol_Guide207",4}						{0,0}				1				Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
	7	点击装备													0.1	RmolFormation	PanelSkill/BtnConfirm					2			{"guideui.rmol_Guide208",1}						{0,-50}				1				Click									{"SetGamePaused",{1}}	{"SetGamePaused",{0}}								
