	中文简体	1=临时文案  0和不填都=正式文案	//备注
TxtFarmwar.FormationTitle2	伙伴列表	0	3.4蔬菜战文本
TxtFarmwar.FormationCheck	查看升级	0	3.4蔬菜战文本
TxtFarmwar.FormationTeam	加入队伍	0	3.4蔬菜战文本
TxtFarmwar.FormationDeparture	离开队伍	0	3.4蔬菜战文本
TxtFarmwar.Formation2	更改蔬菜伙伴编队	0	3.4蔬菜战文本
TxtFarmwar.FormationUnableTip1	本关锁定该道具，无法替换	0	3.4蔬菜战文本
TxtFarmwar.FormationUnableTip2	本关锁定该蔬菜伙伴，无法替换	0	3.4蔬菜战文本
			
			
TxtDLC30BuffBoxTitle_01	强化驱动仪	0	3.0禁区协议buff装置教学
TxtDLC30BuffBoxTxt_01	在特调战区的各个挑战中，可以多次使用强化驱动仪，选择不同的正面效果来强化指定智械或者天启者自身，请根据当前挑战具体环境来灵活选择吧！	0	3.0禁区协议buff装置教学
			
			
AR.PcTip	本功能仅可在移动端使用	0	DLC3.2AR
AR.Compatible	本设备暂不兼容AR系统	0	DLC3.2AR
AR.CameraPerTip	相机权限未开启	0	DLC3.2AR
AR.ModeFree	自由模式	0	DLC3.2AR
AR.ModePlane	平面模式	0	DLC3.2AR
AR.BanAdjust	该动作不支持角色调整	0	DLC3.2AR
AR.ShopPreview	AR动作预览	0	DLC3.2AR
AR.Shop.BuyTip01	未获得相关时装，请先购买时装【%s】后再购买此AR拓展包	0	DLC3.2AR
AR.Shop.BuyTip02	本设备不兼容AR系统，无法购买	0	DLC3.2AR
AR.Shop.BuyTip03	PC端不兼容AR系统，无法购买	0	DLC3.2AR
AR.Shop.BuyTip04	<span color="#d68238">AR功能可能存在兼容或其他问题</>，是否确认购买？	0	DLC3.2AR
AR.Shop.BuyTip05	<span color="#d68238">当前设备不兼容AR功能</>，是否确认购买？	0	DLC3.2AR
AR.Shop.BuyTip06	<span color="#d68238">PC端不可使用AR功能</>，是否确认购买？	0	DLC3.2AR
TextARCheckOK	本设备已通过AR兼容检测	0	DLC3.2AR
TextARCheckNotOK	本设备暂不支持AR系统	0	DLC3.2AR
TextARStart1	点击任意位置召唤少女\n如遇异常情况，可尝试使用重置按钮或退出AR重新进入	0	DLC3.2AR
TextARStart2	缓慢移动手机寻找平面\n在蓝色区域上点击召唤少女\n如遇异常情况，可尝试使用重置按钮或退出AR重新进入	0	DLC3.2AR
TextARModel	角色调整	0	DLC3.2AR
TextARAction	动作切换	0	DLC3.2AR
			
TXTPositioning1	射击输出	0	3.0角色属性定位文本
TXTPositioning2	技能输出	0	3.0角色属性定位文本
TXTPositioning3	射击增益	0	3.0角色属性定位文本
TXTPositioning4	技能增益	0	3.0角色属性定位文本
TXTPositioning5	通用增益	0	3.0角色属性定位文本
TXTPositioning6	伤害类型增益	0	3.0角色属性定位文本
TXTPositioning7	失控解除	0	3.0角色属性定位文本
TXTPositioning8	生存治疗	0	3.0角色属性定位文本
TXTPositioning9	赋能伤害	0	3.0角色属性定位文本
TXTPositioning10	协同攻击	0	3.0角色属性定位文本
TXTPositioning11	弹容补充	0	3.0角色属性定位文本
TXTPositioning12	控制效果	0	3.0角色属性定位文本
TXTPositioning13	爆发能量补充	0	3.0角色属性定位文本
TXTPositioning14	附属单位	0	3.0角色属性定位文本
TXTPositioning15	持续伤害	0	3.0角色属性定位文本
TXTPositioning16	强袭型支援技	0	3.0角色属性定位文本
TXTPositioning17	表演型支援技	0	3.0角色属性定位文本
TXTPositioning18	持续施展	0	3.0角色属性定位文本
TXTPositioning19	蓄力施展	0	3.0角色属性定位文本
TXTPositioning20	自主维持施展	0	3.0角色属性定位文本
			
TXTPositioning.Des1	射击输出占比较高	0	3.0角色属性定位文本
TXTPositioning.Des2	技能输出占比较高	0	3.0角色属性定位文本
TXTPositioning.Des3	能够为队员提供射击正面效果	0	3.0角色属性定位文本
TXTPositioning.Des4	能够为队员提供技能正面效果	0	3.0角色属性定位文本
TXTPositioning.Des5	能够为队员提供通用正面效果	0	3.0角色属性定位文本
TXTPositioning.Des6	能够为队员提供特定伤害类型正面效果	0	3.0角色属性定位文本
TXTPositioning.Des7	能够解除场上队员的失控状态或提供抗打断、霸体效果	0	3.0角色属性定位文本
TXTPositioning.Des8	能够为队员提供护盾、治疗或减伤效果	0	3.0角色属性定位文本
TXTPositioning.Des9	能够为队员或自身提供赋能效果	0	3.0角色属性定位文本
TXTPositioning.Des10	位于场下时，能够与场上队员进行协同攻击	0	3.0角色属性定位文本
TXTPositioning.Des11	能够补充队员的子弹	0	3.0角色属性定位文本
TXTPositioning.Des12	能够对敌方目标造成控制效果	0	3.0角色属性定位文本
TXTPositioning.Des13	能够为队伍提供爆发能量	0	3.0角色属性定位文本
TXTPositioning.Des14	能够部署附属单位协同作战	0	3.0角色属性定位文本
TXTPositioning.Des15	能够造成一定时间的持续伤害效果	0	3.0角色属性定位文本
TXTPositioning.Des16	使用支援技后会停在场上	0	3.0角色属性定位文本
TXTPositioning.Des17	使用支援技时不会打断当前场上队员行为	0	3.0角色属性定位文本
TXTPositioning.Des18	具有持续施展的技能	0	3.0角色属性定位文本
TXTPositioning.Des19	具有蓄力施展的技能	0	3.0角色属性定位文本
TXTPositioning.Des20	具有自主维持施展的技能	0	3.0角色属性定位文本
			
TxtDamageType.8	动能类型	0	
TxtDamageType.9	高热类型	0	
TxtDamageType.10	低温类型	0	
TxtDamageType.11	电击类型	0	
TxtDamageType.12	特异类型	0	
TXTDamageType.3	队员属性为动能类型	0	3.0角色属性定位文本
TXTDamageType.4	队员属性为高热类型	0	3.0角色属性定位文本
TXTDamageType.5	队员属性为低温类型	0	3.0角色属性定位文本
TXTDamageType.6	队员属性为电击类型	0	3.0角色属性定位文本
TXTDamageType.7	队员属性为特异类型	0	3.0角色属性定位文本
			
TxtRoleInfoCheck.TabType	定位	0	3.0角色属性定位文本
TxtRoleInfoCheck.TabAttribute	属性	0	3.0角色属性定位文本
TxtRoleInfoCheck.Current	当前	0	3.0角色属性定位文本
TxtRoleInfoCheck.Total	总览	0	3.0角色属性定位文本
TxtRoleInfoCheck.CurrentTag	当前	0	3.0角色属性定位文本
TxtRoleInfoCheck.Attributetype	筛选-伤害类型	0	3.0角色属性定位文本
			
TxtRocketBestRecord	最佳纪录	0	3.1七日派对
TxtRocketStartTipPC	按space/鼠标左键启动机体	0	3.1七日派对
TxtRocketStartTipM	点按屏幕启动机体	0	3.1七日派对
TxtRocketReviveTitle	机体已损坏	0	3.1七日派对
TxtRocketReviveBtn	修复机体	0	3.1七日派对
TxtRocketItem	道具	0	3.1七日派对
TxtRocketHelpDetail	道具说明	0	3.1七日派对
TxtRocketFlag01	限定时间内尽可能向更远距离冲刺	0	3.1七日派对
TxtRocketFlag02	尽可能向更远距离冲刺	0	3.1七日派对
TxtRocketPropName01	修复套组	0	3.1七日派对
TxtRocketPropDetail01	在前进途中随机出现的道具，拾取后可以获得1次修复机体的机会，至多可拥有3次修复机会	0	3.1七日派对
TxtRocketPropName02	冲刺能量	0	3.1七日派对
TxtRocketPropDetail02	在前进途中随机出现的道具，拾取后可以积攒冲刺能量，点击冲刺键使用冲刺能量，机体将获得一段时间无敌状态并进行加速冲刺	0	3.1七日派对
TxtRocketPropName03	能量翻倍	0	3.1七日派对
TxtRocketPropDetail03	在前进途中随机出现的道具，拾取后的一段时间内，积攒冲刺能量的效果翻倍	0	3.1七日派对
TxtRocketTeach	冲刺挑战	0	3.1七日派对
TxtRocketTeachDetail	通过驾驶尘白恶魔号，在充满危险与障碍的路上不断前行。在前进途中拾取不同的道具，可以让尘白恶魔号冲刺到更远的距离	0	3.1七日派对
TxtRocketHandle1	按	0	3.1七日派对
TxtRocketHandle2	启动机体	0	3.1七日派对
TxtRocketTip01	按space/鼠标左键控制机体持续飞行	0	3.1七日派对
			
TxtParkourPauesReset	角色复位	0	
TxtParkourPauesfilter	滤镜设置	0	
			
TxtDLC31_1Level15_44Moniter_Name1	【监控装置】	0	3.1主线关卡玩法教学标题1
TxtDLC31_1Level15_44Moniter_Des1	进入监控装置的扫描范围，装置亮起红灯，同时联动的防御装置获得无敌状态，开始攻击进入扫描范围的目标。离开监控装置的扫描范围，防御装置停止攻击并失去无敌状态。	0	3.1主线关卡玩法教学正文1
TxtDLC31_1Level15_44Moniter_Name2	【防御装置】	0	3.1主线关卡玩法教学标题2
TxtDLC31_1Level15_44Moniter_Des2	各种型号的防御装置均与监控装置联动运行，破坏监控装置就可以让防御装置停止运行。	0	3.1主线关卡玩法教学正文2
			
TxtGirlRoomQte_girl015b_02	点击Q或E，与凯茜娅一起演奏	0	3.0凯姐互动QTEtip
TxtGirlRoomQte_phone_girl015b_02	点击或长按音符，与凯茜娅一起演奏	0	3.0凯姐互动QTE手机端tip
TxtGirlRoomkiss_girl015b_02	移动视角选择位置长按为她留下草莓	0	3.0凯姐互动tip
			
TxtDlc3_0Tutorial_GuessPoker01Title	【猜心对局】	0	3.0酒馆小游戏教程图
TxtDlc3_0Tutorial_GuessPoker02Title	【标准对局与秘盒奇袭】	0	3.0酒馆小游戏教程图
TxtDlc3_0Tutorial_GuessPoker03Title	【基本规则】	0	3.0酒馆小游戏教程图
TxtDlc3_0Tutorial_GuessPoker04Title	【出牌】	0	3.0酒馆小游戏教程图
TxtDlc3_0Tutorial_GuessPoker05Title	【质疑】	0	3.0酒馆小游戏教程图
TxtDlc3_0Tutorial_GuessPoker06Title	【开牌判定】	0	3.0酒馆小游戏教程图
TxtDlc3_0Tutorial_GuessPoker07Title	【驳回】	0	3.0酒馆小游戏教程图
TxtDlc3_0Tutorial_GuessPoker08Title	【受罚与获胜】	0	3.0酒馆小游戏教程图
TxtDlc3_0Tutorial_GuessPoker09Title	【战绩统计与属性评级】	0	3.0酒馆小游戏教程图
TxtDlc3_0Tutorial_GuessPoker01Desc	邀请少女同玩（至少1位，至多3位），与她们展开一场趣味与冒险并存的猜心对局。\n小心伪装，大胆质疑，成败皆在一念之间，相信分析员能笑到最后！	0	3.0酒馆小游戏教程图
TxtDlc3_0Tutorial_GuessPoker02Desc	猜心对局分为“标准对局”和“秘盒奇袭 ”两种模式。\n游玩“标准对局”获得一定对局经验后将解锁“秘盒奇袭”。\n在“秘盒奇袭”模式下，每局开始时，都会随机掉落2个秘盒效果，善加利用这些秘盒效果，更容易获得最终胜利哦。	0	3.0酒馆小游戏教程图
TxtDlc3_0Tutorial_GuessPoker03Desc	游戏牌组共包含20张画有图案的手牌，其中火焰牌、雪花牌、闪电牌各有6张，画有热水壶图案的手牌有2张。\n热水壶牌可以当做火焰、雪花或者闪电牌来使用，可视为万能牌。\n当每场对局开启新一轮发牌时，将随机选出一种图案牌作为本轮指定牌，同时给每位玩家随机发放5张手牌。	0	3.0酒馆小游戏教程图
TxtDlc3_0Tutorial_GuessPoker04Desc	每位玩家手中持有5张手牌，默认情况下按逆时针方向依次行动出牌。\n行动时，玩家可以选择打出1-3张手牌。\n默认情况下，每位玩家都将以暗牌的形式出牌，且打出的牌都会被认为是指定牌（万能牌也可被视为当轮指定牌）。	0	3.0酒馆小游戏教程图
TxtDlc3_0Tutorial_GuessPoker05Desc	当玩家认为上家打出的牌并非指定牌或万能牌，可以对其发动质疑，进行开牌判定。\n注意1：发动质疑者不必出牌。\n注意2：若某位玩家为当前场上唯一仍持有手牌的玩家，此时将自动触发该玩家对上一位出牌玩家的质疑。	0	3.0酒馆小游戏教程图
TxtDlc3_0Tutorial_GuessPoker06Desc	场上有玩家发动质疑后，将进入开牌判定环节，亮明被质疑者所打出的手牌。\n若这些牌全为指定牌或万能牌，即全为真牌，则发动质疑者接受惩罚。\n若这些牌中确实存在指定牌和万能牌以外的图案牌，即包含假牌，则被质疑者接受惩罚。	0	3.0酒馆小游戏教程图
TxtDlc3_0Tutorial_GuessPoker07Desc	若被质疑者在开牌判定中，所打出的手牌全部为真牌，称为“驳回”了下家的质疑，无需接受惩罚。	0	3.0酒馆小游戏教程图
TxtDlc3_0Tutorial_GuessPoker08Desc	每场对局开始时，每位玩家拥有3杯特调。3杯特调中包含2杯“常规特调”和1杯“特调秘饮”。\n默认情况下，接受惩罚的玩家需要在面前剩余的特调中选择1杯喝下。\n若喝下常规特调则可以留在场上继续游戏；若喝下特调秘饮则会出局，剩余玩家开始新一轮对局，继续游戏。\n最终留在场上的玩家，即为这场对局的最终胜利者（第1名）\n注意：若分析员出局，不论此时场上还剩余几位玩家，对局都将结束。	0	3.0酒馆小游戏教程图
TxtDlc3_0Tutorial_GuessPoker09Desc	系统将个根据以往对局中分析员的游戏风格和对局成绩，评估出风格属性，包含攻、承、势、运四大维度。\n攻：对局中发出的质疑次数越多，此项评级越高。\n承：对局中收到的质疑次数越多，此项评级越高。\n势：对局中各轮平均出牌张数越多，此项评级越高。\n运：受罚时选到“常规特调”的次数越多，此项评级越高（仅统计受罚时剩余特调杯数＞1的情况）。	0	3.0酒馆小游戏教程图
			
			
TextTutorialFarmWarDefendLineTitle	【防线与防线生命】	0	3.0FarmWar防线_标题
TextTutorialFarmWarDefendLine	关卡内存在防线，同时在左上角展示防线生命，需要阻止敌方目标冲过防线。防线生命归零时，关卡失败。	0	3.0FarmWar防线_介绍
TextTutorialFarmWarPlantTitle	【种植】	0	3.0FarmWar种植_标题
TextTutorialFarmWarPlant	种植和升级蔬菜伙伴，是抵御敌方目标的主要手段。消耗麻辣能量，可以在合适的位置种植蔬菜伙伴，也可以对蔬菜伙伴进行升级，使其获得更强大的能力。	0	3.0FarmWar种植_介绍
TextTutorialFarmWarEnergyPlantTitle	【蔬菜伙伴·能量】	0	3.0FarmWar能量蔬菜_标题
TextTutorialFarmWarEnergyPlant	种植蔬菜伙伴需要消耗麻辣能量。种植辣椒类蔬菜伙伴，是获取麻辣能量的主要方式。	0	3.0FarmWar能量蔬菜_介绍
TextTutorialFarmWarFightPlantTitle	【蔬菜伙伴·伤害】	0	3.0FarmWar攻击蔬菜_标题
TextTutorialFarmWarFightPlant	种植玉米射手等多种可造成伤害的蔬菜伙伴，是击败敌对目标，抵御入侵的主要方式。	0	3.0FarmWar攻击蔬菜_介绍
TextTutorialFarmWarMonsterDropTitle	【怪物掉落】	0	3.0FarmWar怪物掉落_标题
TextTutorialFarmWarMonsterDrop	爆爆菜园中，敌方目标被击败后会掉落爆爆代币，爆爆代币可以在商店用于购买补给。击败敌方目标还有概率掉落爆爆奖章，拾取它可以在一定时间内随机获得下列一项增益：①爆爆代币获取数量提升②麻辣能量获取数量提升③蔬菜伙伴种植冷却时间降低	0	3.0FarmWar怪物掉落_介绍
TextTutorialFarmWarBuffMachineTitle	【培育包商店】	0	3.0FarmWar增益机_标题
TextTutorialFarmWarBuffMachine	商店的培育包可以为蔬菜伙伴提供强大的增益。收集一定的爆爆代币后，可以在培育包商店消耗爆爆代币，兑换培育包或刷新商店。	0	3.0FarmWar增益机_介绍
TextTutorialFarmWarSpicyBombTitle	【麻辣能量弹】	0	3.0FarmWar麻辣炸弹_标题
TextTutorialFarmWarSpicyBomb	爆爆菜园中，击败敌方目标可以积攒超级麻辣能量。积累一定的超级麻辣能量之后，可以对超大范围的敌方目标释放一次麻辣能量弹，具体效果分析员可以在培育方程中自行配置。	0	3.0FarmWar麻辣炸弹_介绍
TextTutorialFarmWarAirWarTitle	【对空】	0	3.0FarmWar空战_标题
TextTutorialFarmWarAirWar	部分敌方目标可以飞行，规避一些蔬菜伙伴的攻击。有些空中敌对目标还可以飞越蔬菜伙伴，使用花菜类蔬菜伙伴可以有效攻击空中的敌人。	0	3.0FarmWar空战_介绍
			
			
TextTutorialFarmWarStoneTitle	【碎石】		
TextTutorialFarmWarStone	部分地块上存在碎石，这些地块上无法种植蔬菜伙伴。		
TextTutorialFarmWarSuperOilTitle	【精土】		
TextTutorialFarmWarSuperOil	部分地块的土壤比较肥沃，这些地块上的蔬菜伙伴会像辣椒类蔬菜伙伴一样生产麻辣能量。		
TextTutorialFarmWarSpringboardTitle	【跳板和落点】		
TextTutorialFarmWarSpringboard	场景内存在跳板，跳板有对应的落点。地面敌人抵达跳板时会弹跳至落点，袭击蔬菜伙伴。		
TextTutorialFarmWarIceCubeTitle	【冰块】		
TextTutorialFarmWarFightIceCube	冰块会将蔬菜伙伴冻结，使其无法行动。冰块会同时阻挡地面敌方目标和部分蔬菜伙伴的攻击。冰块可以被打碎，使其中的蔬菜伙伴恢复自由。		
TextTutorialFarmWarSnowballTitle	【雪球】		
TextTutorialFarmWarSnowball	部分菜圃中，每隔一段时间会出现雪球。雪球会在滚动过程中逐一击败沿途的敌方目标，并使蔬菜伙伴变成冰块。冰块可以被打碎。		
TextTutorialFarmWarEndlessTitle	【无限实验】		
TextTutorialFarmWarEndless	在无限实验中，敌方目标的强度和数量将会大大提升，同时有专属的支援增益。无限实验可以随时退出结算成绩。		
TextTutorialFarmWarSniperTitle	【狙击】		
TextTutorialFarmWarSniper	部分蔬菜伙伴可以越过前排的敌方目标，优先攻击后排的敌方目标。		
			
TextFarmWar_UI_ShoppingTitle	培育包购置	0	3.0FarmWar商店_标题
TextFarmWar_UI_ShoppingPurchase	购买	0	3.0FarmWar商店_购买
TextFarmWar_UI_ShoppingRefresh	刷新	0	3.0FarmWar商店_刷新
			
TxtRmolRoundEnd	胜点	0	3.2联机大富翁
TxtRmolRoundRecordNow	剩余点数	0	3.2联机大富翁
TxtRmolRoundRecordHaveMoney	总资产	0	3.2联机大富翁
TxtRmolFightGo	出发	0	3.2联机大富翁
TxtRmolFightAuto	自动	0	3.2联机大富翁
TxtRmolFightTollFee	过路费	0	3.2联机大富翁
TxtRmolDiceTitle	请选择投掷范围	0	3.2联机大富翁
TxtRmolDiceTips	骰子的值会在选中的区间内随机	0	3.2联机大富翁
TxtRmolDiceBtnHide	隐藏	0	3.2联机大富翁
TxtRmolSettlementReturn	继续游戏	0	3.2联机大富翁
TxtRmolSettlementQuit	退出游戏	0	3.2联机大富翁
TxtRmolSettlementTitle1	获胜条件	0	3.2联机大富翁
TxtRmolSettlementTitle2	星级目标	0	3.2联机大富翁
TxtRmolMatchingTips	已找到玩家	1	3.2联机大富翁
TxtRmolMatchSuccessTips	即将进入绘梦沙盘	0	3.2联机大富翁
TxtRmolDiceBtnSee	显示	0	3.2联机大富翁
TxtRmolMatchingTips2	正在构建模拟对抗环境	0	3.2联机大富翁
TxtRmolSkillEquip1	选用	0	3.2联机大富翁
			
TextTutorialFarmWarOutTitle1	【爆爆菜园】	0	3.0FarmWar外围_标题
TextTutorialFarmWarOut1	欢迎来到爆爆菜园！指挥蔬菜伙伴战胜敌方目标，为伊切尔展示蔬菜的魅力吧！	0	3.0FarmWar外围_介绍
TextTutorialFarmWarOutTitle2	【关卡选择】	0	3.0FarmWar外围_标题
TextTutorialFarmWarOut2	不同难度的关卡，会随时间依次开放，记得多来和伊切尔一起尝试哦。	0	3.0FarmWar外围_介绍
TextTutorialFarmWarOutTitle3	【玩法说明】	0	3.0FarmWar外围_标题
TextTutorialFarmWarOut3	种植、升级和收集蔬菜伙伴，战胜敌方目标，赢取各种奖励。	0	3.0FarmWar外围_介绍
TextTutorialFarmWarOutTitle4	【培育方程】	0	3.0FarmWar外围_标题
TextTutorialFarmWarOut4	通关获得的混合补剂可以在这里使用，让蔬菜伙伴变得更加强大吧！	0	3.0FarmWar外围_介绍
TextTutorialFarmWarOutTitle5	【菜园百科】	0	3.0FarmWar外围_标题
TextTutorialFarmWarOut5	按照分析员的吩咐，听话的好孩子伊切尔记录了遇见的所有信息，可以随时查阅噢。	0	3.0FarmWar外围_介绍
			
TextTutorialJigsawPuzzleTitle1	【适格启忆录】	0	3.3适格启忆录
TextTutorialJigsawPuzzle1	分析员，欢迎翻阅“适格启忆录”。这里记录了分析员与穿着新战术套装的少女的回忆。随着拼合进度的推进，可陆续获得对应少女的满改造武器、专属定制后勤、专属武格驱动道具等丰厚奖励。	0	3.3适格启忆录
TextTutorialJigsawPuzzleTitle2	【心流数据和心流碎片】	0	3.3适格启忆录
TextTutorialJigsawPuzzle2	每通过任意玩法消耗一定感知，可以获取1份心流数据。消耗心流数据，可以抽取心流碎片。活动结束后，未消耗的心流数据将被回收。	0	3.3适格启忆录
TextTutorialJigsawPuzzleTitle3	【启忆拼合】	0	3.3适格启忆录
TextTutorialJigsawPuzzle3	拖动心流碎片到正确的位置，即可完善拼合进度。拼合进度达到指定目标，即可领取对应的奖励。	0	3.3适格启忆录
			
424	修改权限被限制，请于解限后重试	0	
			
TxtPartyKillRole	击败	0	3.2海姆优化作战局内
TxtPartyRecordRole	表现分	0	3.2海姆优化作战局内
TxtPartyZbugKillRole	优化	0	3.2海姆优化作战局内
TxtPartyHuman	大玩家	0	3.2海姆优化作战局内
TxtPartyHero	幸存者	0	3.2海姆优化作战局内
TxtPartyZbug	哈姆军团	0	3.2海姆优化作战局内
TxtPartyChooseZbug	选择你想成为的小哈姆	0	3.2海姆优化作战局内
TxtPartyZbug_Skill_1	哈姆！护盾！	0	3.2海姆优化作战局内
TxtPartyZbug_Skill_1_des	使用技能后，获得一定程度的伤害减免。	0	3.2海姆优化作战局内
TxtPartyZbug_Skill_2	哈姆！狂欢！	0	3.2海姆优化作战局内
TxtPartyZbug_Skill_2_des	使用技能后，围绕自身生成一个持续%s秒的圆形光环。光环范围内，所有哈姆的移速提升。	0	3.2海姆优化作战局内
TxtPartyZbug_1	潜行小哈姆	0	3.2海姆优化作战局内
TxtPartyZbug_1_Skill	哈！潜行！	0	3.2海姆优化作战局内
TxtPartyZbug_1_Skill_des	使用技能后，持续%s秒内自身进入隐身状态。	0	3.2海姆优化作战局内
TxtPartyZbug_2	重卫小哈姆	0	3.2海姆优化作战局内
TxtPartyZbug_2_Skill	哈！嘲讽！	0	3.2海姆优化作战局内
TxtPartyZbug_2_Skill_des	使用技能后，持续%s秒内自身体型放大，生命临时提升。	0	3.2海姆优化作战局内
TxtPartyZbug_3	噬斗小哈姆	0	3.2海姆优化作战局内
TxtPartyZbug_3_Skill	哈！冲刺！	0	3.2海姆优化作战局内
TxtPartyZbug_3_Skill_des	使用技能后，持续%s秒内提升自身移速。	0	3.2海姆优化作战局内
TxtPartyZbug_4	赐疗小哈姆	0	3.2海姆优化作战局内
TxtPartyZbug_4_Skill	哈！治疗！	0	3.2海姆优化作战局内
TxtPartyZbug_4_Skill_des	使用技能后，在原地生成一个持续%s秒的圆形光环。光环范围内，每隔一段时间恢复所有哈姆的生命。	0	3.2海姆优化作战局内
TxtPartyZbugNum	已有 <span color="#ef7077">%s</> 名	0	3.2海姆优化作战局内
TxtPartyChooseWeapon	选择武器	0	3.2海姆优化作战局内
TxtPartyWeapon_1	冲锋枪	0	3.2海姆优化作战局内
TxtPartyWeapon_2	霰弹枪	0	3.2海姆优化作战局内
TxtPartyWeapon_3	榴弹炮	0	3.2海姆优化作战局内
TxtPartyIDHuman	海姆大玩家，打起精神，请消灭“哈姆”！	0	3.2海姆优化作战局内
TxtPartyIDZbug	模型及材质丢失，已同化为小哈姆！同化其他选手！	0	3.2海姆优化作战局内
TxtPartyIDHero	幸存者模组激活，现在的你战无不胜！反击哈姆军团！	0	3.2海姆优化作战局内
TxtPartyIDHeroTime	幸存者性能已强化，决战开始了！	0	3.2海姆优化作战局内
TxtPartyIDZbugBoss	哈姆哈姆哈！已成为“哈姆”！同化其他选手！	0	3.2海姆优化作战局内
TxtPartyZbugShot	命中	0	3.2海姆优化作战局内
TxtPartyPeopleKill	击败！	0	3.2海姆优化作战局内
TxtPartyZbugKill	优化！	0	3.2海姆优化作战局内
TxtPartyAssistKill	助攻	0	3.2海姆优化作战局内
TxtPartyZbugCountdown	哈姆出现倒计时	0	3.2海姆优化作战局内
TxtPartyItemCountdown	补给道具已刷新！	0	3.2海姆优化作战局内
TxtPartyZbugBagPage1_No	还没有获得任何增益哦~	0	3.2海姆优化作战局内
TxtPartyZbugBagPage1	持有增益	0	3.2海姆优化作战局内
TxtPartyZbugBagPage2	道具功能	0	3.2海姆优化作战局内
TxtPartyZbugItem01	烟雾弹	0	3.2海姆优化作战局内
TxtPartyZbugItem02	轻盈飞羽	0	3.2海姆优化作战局内
TxtPartyZbugItem03	震波弹	0	3.2海姆优化作战局内
TxtPartyZbugItem04	突进指令	0	3.2海姆优化作战局内
TxtPartyZbugItem05	冲刺指令	0	3.2海姆优化作战局内
TxtPartyZbugItem01_des	获得后，可以主动掷出烟雾弹，将在一定范围内生成持续%s秒的烟雾，遮挡所有选手的视野。	0	3.2海姆优化作战局内
TxtPartyZbugItem02_des	使用后，持续%s秒内自身跳跃力提升。	0	3.2海姆优化作战局内
TxtPartyZbugItem03_des	使用后，往前扔出震波弹，将一定范围内的选手全部震飞！	0	3.2海姆优化作战局内
TxtPartyZbugItem04_des	使用后，往前飞扑一段距离。	0	3.2海姆优化作战局内
TxtPartyZbugItem05_des	使用后，持续%s秒内提升自身移速。	0	3.2海姆优化作战局内
TxtPartyZbugBagPage3	技能介绍	0	3.2海姆优化作战局内
TxtPartyZbugBagItemNo	已失效	0	3.2海姆优化作战局内
TxtPartyZbugSettlementTitle1	击败选手	0	3.2海姆优化作战局内
TxtPartyZbugSettlementTitle2	优化选手	0	3.2海姆优化作战局内
TxtPartyZbugSettlementTitle3	对局评分	0	3.2海姆优化作战局内
TxtPartyZbugSettlementTitle4	获取积分	0	3.2海姆优化作战局内
TxtPartyZbugLast	进入最后阶段，所有选手加强！	1	3.2海姆优化作战局内
Txtpartymode5	优化吧	0	3.2海姆优化作战局内
WPGetItem	已获得	0	3.2海姆优化作战局内
TxtPartyZbugGuide	建议您前往“海姆优化作战”教学关卡，是否前往	0	3.2海姆优化作战外围
TxtPartyBtnZbug	优化吧	0	3.2海姆优化作战外围
TxtPartyInfect	最多优化	0	3.2海姆优化作战外围
TxtPartyKill	最多击败	0	3.2海姆优化作战外围
TxtPartyScore	最高表现分	0	3.5海姆优化作战外围
TxtPartyCheckMode1	匹配选手	0	3.2海姆优化作战外围
TxtPartyCheckMode2	单人冲关	0	3.2海姆优化作战外围
TxtPartyChooseScene	选择地图向前冲	0	3.2海姆优化作战外围
TxtPartyBtnScene	选择地图	0	3.2海姆优化作战外围
TxtPartyChooseAllScene	全选	0	3.2海姆优化作战外围
			
TxtPartyPVE.Name	决战哈姆	0	3.5海姆向前冲
TxtPartyMode.Tutorial	教学模式	0	3.5海姆向前冲
TxtPartyTitle.Name	海姆头衔	0	3.5海姆向前冲
TxtPartyTitle.BtnEquiped	佩戴	0	3.5海姆向前冲
TxtPartyTitle.BtnDisboard	卸下	0	3.5海姆向前冲
TxtPartyTitle.BtnLock	暂未解锁	0	3.5海姆向前冲
TxtPartyRiki.BtnPractice	前往练习	0	3.5海姆向前冲
TxtPartyInfo.FinishTime	决战用时	0	3.5海姆向前冲
TxtPartyTitle.Lock	解锁条件	0	3.5海姆向前冲
TxtPartyPVEmode1	匹配出击	0	3.5决战哈姆模式选择
TxtPartyPVEmode2	立即出击	0	3.5决战哈姆模式选择
TxtPartyPVEStart	开始决战	0	3.5决战哈姆开始按钮
TxtPartyPVPTeachingmodel	教学模式只能单人参与	0	3.5优化吧教学模式提示
Txtpartymode6	决战哈姆	0	DLC3.5海姆向前冲
			
TextMallSDKHandleTips	使用手柄时无法进行当前操作,如想继续操作,请切换操作方式为【点击屏幕/鼠标】	0	3.0SDK支付界面
			
TxtFarmWarVeggieOwnBuff	持有的培育包	0	3.0FarmWar结算_拥有buff
			
TxtRogueWarUavsSkillTitle	机芯攻击模组	0	3.2验证战场无人机
TxtRogueWarUavsSkillTitle2	部件组合效果	0	3.2验证战场无人机
TxtRogueWarUavsItemEquipment	装配	0	3.2验证战场无人机
TxtRogueWarUavsBagTitle	当前持有部件	0	3.2验证战场无人机
TxtRogueWarUavsBagSize	上限：	0	3.2验证战场无人机
